"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3600,113.888888888889,41,"Cameron Maybin","LAA",NA,"OF",1,4,0,0,4,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,2800,142.857142857143,40,"Mallex Smith","TB",NA,"OF",1,3,1,2,3,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,11000,32.9545454545455,36.25,"Ervin Santana","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,1,1,0,4,1,0
4,3,3800,94.7368421052632,36,"Steven Souza","TB",NA,"OF",5,2,1,3,1,5,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,2700,129.62962962963,35,"Tyler Moore","MIA",NA,"1B/OF",6,2,2,4,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,4500,66.6666666666667,30,"Aaron Hicks","NYY",NA,"OF",2,2,2,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,7600,37.0394736842105,28.15,"Jordan Montgomery","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,2,5,1,0
8,6,4500,60,27,"Giancarlo Stanton","MIA",NA,"OF",2,2,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,3700,70.2702702702703,26,"Mitch Moreland","BOS",NA,"1B",4,2,1,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,2600,100,26,"Jonathan Lucroy","TEX",NA,"C",4,1,1,3,0,4,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,3,6400,38.671875,24.75,"Jhoulys Chacin","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,2,3,2,0
12,9,4100,58.5365853658537,24,"Edwin Encarnacion","CLE",NA,"1B",5,2,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,3300,69.6969696969697,23,"Curtis Granderson","NYM",NA,"OF",7,1,1,1,1,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,11,4300,53.4883720930233,23,"Hernan Perez","MIL",NA,"3B/OF",4,2,1,1,1,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4,12600,17.5396825396825,22.1,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,3,7,2,0
16,12,5500,40,22,"Jake Lamb","ARI",NA,"3B",4,1,1,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,13,3600,61.1111111111111,22,"Tim Beckham","TB",NA,"SS",7,2,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,14,4000,55,22,"Dee Gordon","MIA",NA,"2B",1,2,0,1,1,6,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5,7200,30.4166666666667,21.9,"Alex Cobb","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,4,1,1
20,15,3200,65.625,21,"Manny Pina","MIL",NA,"C",5,2,0,2,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,2600,80.7692307692308,21,"Martin Maldonado","LAA",NA,"C",7,1,1,2,0,4,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,17,3000,70,21,"Matt Szczur","SD",NA,"OF",9,2,1,1,0,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,18,4000,52.5,21,"Jackie Bradley","BOS",NA,"OF",7,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,6,4500,46.5555555555556,20.95,"Andrew Cashner","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,0,0,1,6,2,0
25,7,8100,25,20.25,"Rich Hill","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,0,1,2,3,0
26,19,3000,66.6666666666667,20,"Orlando Arcia","MIL",NA,"SS",8,1,0,1,1,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,20,3600,55.5555555555556,20,"Aaron Altherr","PHI",NA,"OF",5,0,0,1,0,4,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,21,3600,52.7777777777778,19,"Salvador Perez","KC",NA,"C",5,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,22,2200,86.3636363636364,19,"Ryan Hanigan","COL",NA,"C",8,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,23,3600,52.7777777777778,19,"Aledmys Diaz","STL",NA,"SS",6,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,24,2400,79.1666666666667,19,"Jesus Sucre","TB",NA,"C",9,2,0,2,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,25,3500,54.2857142857143,19,"Jose Bautista","TOR",NA,"OF",3,1,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,26,4700,38.2978723404255,18,"Logan Morrison","TB",NA,"1B",4,2,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,3400,52.9411764705882,18,"Dansby Swanson","ATL",NA,"SS",8,1,0,2,0,3,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,28,3400,52.9411764705882,18,"Alex Bregman","HOU",NA,"3B",7,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,29,4800,37.5,18,"Corey Dickerson","TB",NA,"OF",2,1,1,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,30,3600,50,18,"Justin Turner","LAD",NA,"3B",3,1,1,2,0,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,8,7400,23.2432432432432,17.2,"Kenta Maeda","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4,0,0,1,3,0,0
39,31,2900,58.6206896551724,17,"Rougned Odor","TEX",NA,"2B",5,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,32,3400,50,17,"Howie Kendrick","PHI",NA,"2B/OF",3,1,0,0,1,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,33,4200,40.4761904761905,17,"David Peralta","ARI",NA,"OF",2,2,0,1,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,9,5000,32.2,16.1,"Sam Gaviglio","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,1,6,3,0
43,34,4200,38.0952380952381,16,"Adam Frazier","PIT",NA,"OF",1,1,0,2,0,6,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,35,5300,30.188679245283,16,"Charlie Blackmon","COL",NA,"OF",1,1,1,2,0,4,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,36,4000,40,16,"Kole Calhoun","LAA",NA,"OF",2,1,0,3,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,37,4500,35.5555555555556,16,"Starlin Castro","NYY",NA,"2B",5,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,38,4300,37.2093023255814,16,"Jonathan Schoop","BAL",NA,"2B",6,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,10,6000,25.9166666666667,15.55,"Joe Biagini","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,0,0,3,5,2,0
49,11,6600,23.1818181818182,15.3,"Dylan Bundy","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,3,5,2,0
50,39,3600,41.6666666666667,15,"Jarrod Dyson","SEA",NA,"OF",8,1,0,1,1,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,12,7000,21.3571428571429,14.95,"Matt Shoemaker","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,0,0,4,7,1,0
52,40,2600,53.8461538461538,14,"Stephen Vogt","MIL",NA,"C",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,41,3300,42.4242424242424,14,"Kike Hernandez","LAD",NA,"SS/OF",8,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,42,4000,35,14,"Lonnie Chisenhall","CLE",NA,"OF",7,1,0,1,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,43,3100,45.1612903225806,14,"Mikie Mahtook","DET",NA,"OF",7,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,44,3800,36.8421052631579,14,"Ian Desmond","COL",NA,"1B/OF",6,1,0,0,1,4,3,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,45,4900,28.5714285714286,14,"Joey Votto","CIN",NA,"1B",3,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,46,4100,34.1463414634146,14,"Kyle Seager","SEA",NA,"3B",5,1,0,1,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,47,4500,31.1111111111111,14,"Chris Taylor","LAD",NA,"2B/OF",1,2,0,0,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,48,3400,41.1764705882353,14,"Yunel Escobar","LAA",NA,"3B",4,1,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,49,4000,35,14,"Nick Castellanos","DET",NA,"3B",2,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,50,3200,43.75,14,"Travis d'Arnaud","NYM",NA,"C",8,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
