Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
3425,773106212,ballerrrsammy (7/15),0,104.65,P Luis Severino 1B Edwin Encarnación OF Brett Gardner OF Matt Kemp 2B Brandon Phillips C Mike Zunino 3B Kyle Seager OF Nick Markakis SS Kelby Tomlinson P Andrew Moore,,,
3425,773123990,Chris360xx (3/3),0,104.65,P Luis Severino P Jake Arrieta OF Nelson Cruz OF Mitch Haniger C Buster Posey SS Didi Gregorius 1B Miguel Cabrera 2B Logan Forsythe OF Hunter Pence 3B Wilmer Flores,,,
3425,773141778,jdreebs,0,104.65,P Luis Severino OF Aaron Judge 3B Kris Bryant OF Ben Gamel SS Jean Segura 2B Dee Gordon C Mike Zunino OF Hunter Pence 1B Wilmer Flores P Andrew Moore,,,
3425,773144490,DollarBillW (145/150),0,104.65,P Luis Severino P Jake Arrieta OF Ender Inciarte OF Yoenis Céspedes 2B Brandon Phillips 3B José Reyes OF Curtis Granderson SS Dansby Swanson C Travis d'Arnaud 1B Wilmer Flores,,,
3440,772796029,Assani (1/6),0,104.55,P Luis Severino P Hyun-Jin Ryu OF J.D. Martinez 2B Ian Kinsler OF Matt Kemp OF Justin Upton SS Dansby Swanson 1B Miguel Cabrera C Kurt Suzuki 3B Nicholas Castellanos,,,
3440,772829093,banshees (9/9),0,104.55,P Luis Severino P Mike Clevinger OF J.D. Martinez SS Francisco Lindor OF Giancarlo Stanton OF Justin Upton C Buster Posey 3B Kyle Seager 1B Miguel Cabrera 2B Kiké Hernández,,,
3440,772852581,basuka (1/3),0,104.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado OF Nelson Cruz OF Trey Mancini C Alex Avila SS Addison Russell 2B Logan Forsythe OF Hunter Pence 1B Danny Valencia,,,
3440,772874051,bcalicore (132/150),0,104.55,P Luis Severino P Hyun-Jin Ryu OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Justin Upton C Alex Avila 1B Miguel Cabrera 3B Nicholas Castellanos OF Alex Presley,,,
3440,773045741,windchimesRrude (4/5),0,104.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado 2B Ian Kinsler OF Mark Trumbo OF Seth Smith C Alex Avila 1B Miguel Cabrera OF Hunter Pence SS José Iglesias,,,
3440,773087500,Donal91,0,104.55,P Luis Severino P Mike Clevinger 2B Ian Kinsler 1B Matt Holliday OF Ender Inciarte OF Marcell Ozuna OF Cameron Maybin SS Didi Gregorius 3B Kyle Seager C Yan Gomes,,,
3446,772838789,bandsaw24,0,104.5,P Luis Severino P Jeff Locke OF Aaron Judge OF Nelson Cruz 2B Robinson Canó OF Mitch Haniger 1B Albert Pujols 3B Kyle Seager SS Andrelton Simmons C J.T. Realmuto,,,
3446,772986344,moklovin (137/150),0,104.5,P Luis Severino P Jeff Locke 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Seth Smith OF Nick Markakis C Yan Gomes 2B Erik González OF Hunter Pence,,,
3448,772829536,rayofhope (59/66),0,104.45,P Jaime García P Steven Matz 3B José Ramírez C Gary Sánchez OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Robinson Canó OF Mitch Haniger 1B Danny Valencia,,,
3448,772982687,ehafner (26/150),0,104.45,P Jaime García P Steven Matz 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Austin Jackson C Yan Gomes,,,
3448,773013218,bric75 (76/100),0,104.45,P Jaime García P Steven Matz 1B Edwin Encarnación 3B Manny Machado OF Nelson Cruz SS Jean Segura OF Ender Inciarte 2B Robinson Canó OF Mitch Haniger C Mike Zunino,,,
3448,773034735,eagless719,0,104.45,P Daniel Norris P Jaime García OF Aaron Judge 2B José Ramírez C Gary Sánchez 1B Matt Adams OF Kole Calhoun SS Didi Gregorius OF Nick Markakis 3B Ronald Torreyes,,,
3448,773039553,REDCOAT85 (117/150),0,104.45,P Jaime García P Steven Matz OF Aaron Judge 3B José Ramírez C Gary Sánchez OF Aaron Hicks OF Ian Happ 2B Dee Gordon 1B Chris Carter SS Ronald Torreyes,,,
3453,772796537,shawnzhan (1/150),0,104.4,P Daniel Norris P Steven Matz 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Mark Trumbo 2B Jason Kipnis OF Seth Smith OF Austin Jackson C Welington Castillo,,,
3453,773079263,AlNikci,0,104.4,P Daniel Norris P Steven Matz OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación 2B Starlin Castro OF Giancarlo Stanton C Mike Zunino SS Dansby Swanson OF Kiké Hernández,,,
3453,773084927,juanshen (57/60),0,104.4,P Daniel Norris P Steven Matz OF Aaron Judge C Gary Sánchez OF J.D. Martinez 3B Manny Machado 2B Starlin Castro OF Justin Upton 1B Miguel Cabrera SS José Iglesias,,,
3453,773144937,Viking123 (5/9),0,104.4,P Jake Arrieta P Wade Miley 1B Edwin Encarnación 3B Manny Machado OF Brett Gardner OF Nelson Cruz OF Mark Trumbo 2B Ian Happ C Willson Contreras SS Didi Gregorius,,,
3457,772994633,fallfromgrace (90/95),0,104.3,P Jake Arrieta C Gary Sánchez 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday 2B Logan Forsythe P Andrew Moore,,,
3457,773023028,jsroy3000 (2/3),0,104.3,P Jake Arrieta 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Trey Mancini OF Mark Trumbo OF Seth Smith C Yan Gomes P Andrew Moore,,,
3457,773062404,dirksen,0,104.3,P Jake Arrieta 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Trey Mancini OF Mark Trumbo OF Seth Smith C Yan Gomes P Andrew Moore,,,
3460,772983262,RipeAvocado (14/83),0,104.25,P Wade Miley P Matt Cain OF Aaron Judge 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Brett Gardner 2B Starlin Castro SS Jean Segura OF Ian Happ,,,
3460,773046219,rhallone (2/4),0,104.25,P Luis Severino P Jaime García 1B Matt Adams OF Ian Happ OF Matt Kemp 2B Brandon Phillips C Willson Contreras SS Javier Báez 3B Johan Camargo OF Mark Zagunis,,,
3460,773122150,maawalsh (1/2),0,104.25,P Luis Severino P Jaime García 1B Matt Adams OF Ender Inciarte OF Justin Upton C Alex Avila OF Nick Markakis SS Dansby Swanson 2B Logan Forsythe 3B Nicholas Castellanos,,,
3463,772873931,bcalicore (12/150),0,104.2,P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner 2B Jonathan Schoop 1B Matt Holliday OF Seth Smith SS Ronald Torreyes P Andrew Moore,,,
3463,772874004,bcalicore (85/150),0,104.2,P Hyun-Jin Ryu 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Ben Gamel OF Austin Jackson OF Mitch Haniger 3B Kyle Seager C Yan Gomes P Andrew Moore,,,
3463,772903012,bellaedward4eva (115/150),0,104.2,P Hyun-Jin Ryu OF Aaron Judge OF Cody Bellinger C Gary Sánchez 2B Chris Taylor 1B Matt Holliday 3B Justin Turner SS Didi Gregorius OF Kiké Hernández P Andrew Moore,,,
3463,772986315,moklovin (108/150),0,104.2,P Hyun-Jin Ryu 3B José Ramírez C Gary Sánchez OF Brett Gardner SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks 1B Carlos Santana OF Austin Jackson P Andrew Moore,,,
3463,772987215,TheVault (1/3),0,104.2,P Hyun-Jin Ryu 3B José Ramírez 1B Edwin Encarnación C Gary Sánchez OF Brett Gardner SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks OF Austin Jackson P Andrew Moore,,,
3463,773064602,catbus8 (6/6),0,104.2,P Hyun-Jin Ryu OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz OF Mark Trumbo 2B Jason Kipnis C Willson Contreras P Andrew Moore,,,
3463,772777321,Awesemo (112/150),0,104.2,P Luis Severino P Steven Matz OF Brett Gardner SS Francisco Lindor OF Nelson Cruz 2B Brandon Phillips C Alex Avila 1B Miguel Cabrera 3B Nicholas Castellanos OF Alex Presley,,,
3463,772796647,shawnzhan (111/150),0,104.2,P Luis Severino P Steven Matz 1B Carlos Santana 2B Jason Kipnis OF Ender Inciarte OF Matt Kemp OF Nick Markakis C Yan Gomes SS Erik González 3B Johan Camargo,,,
3463,772846770,Sox2014,0,104.2,P Jake Arrieta P Hyun-Jin Ryu C Gary Sánchez 3B Kris Bryant OF J.D. Martinez 2B Jonathan Schoop OF Nelson Cruz SS Didi Gregorius 1B Miguel Cabrera OF Hunter Pence,,,
3463,772911309,mjay85,0,104.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Adam Jones OF Giancarlo Stanton C Tyler Flowers SS José Reyes 1B Brandon Belt 2B Danny Santana,,,
3463,772964050,ChipotleAddict (88/150),0,104.2,P Luis Severino P Steven Matz 3B Kris Bryant OF Ben Gamel SS Jean Segura OF Mitch Haniger C Mike Zunino 2B Javier Báez OF Mark Zagunis 1B Danny Valencia,,,
3463,772966966,YouCantHandleThis (3/3),0,104.2,P Jake Arrieta P Hyun-Jin Ryu 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 2B Jason Kipnis OF Austin Jackson OF Mark Zagunis C John Hicks,,,
3463,773024458,Skins1254,0,104.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner 2B Starlin Castro SS Brandon Crawford 1B Miguel Cabrera OF Alex Presley,,,
3463,773030680,bobuis14 (3/6),0,104.2,P Luis Severino P Steven Matz OF Brett Gardner 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Alex Avila SS Dansby Swanson 3B Johan Camargo OF Mark Zagunis,,,
3463,773031087,BarOfSoap (7/15),0,104.2,P Luis Severino P Steven Matz 3B Manny Machado 2B Ian Kinsler SS Jean Segura OF Mitch Haniger C Mike Zunino OF Hyun Soo Kim 1B Danny Valencia OF Guillermo Heredia,,,
3463,773040933,bglezerman (3/5),0,104.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 2B Starlin Castro 3B Justin Turner OF Matt Kemp SS Didi Gregorius 1B Miguel Cabrera OF Guillermo Heredia,,,
3463,773046126,Notorious,0,104.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez OF Brett Gardner 1B Matt Holliday SS Didi Gregorius 3B Kyle Seager OF Nick Markakis 2B Logan Forsythe,,,
3463,773054169,madoublet98 (91/101),0,104.2,P Luis Severino P Steven Matz SS Jean Segura 2B Robinson Canó OF Christian Yelich OF Giancarlo Stanton OF Marcell Ozuna C J.T. Realmuto 3B Derek Dietrich 1B Danny Valencia,,,
3463,773059770,Thechamp1995,0,104.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez SS Francisco Lindor 2B Jonathan Schoop OF Matt Kemp 1B Miguel Cabrera 3B Logan Forsythe OF Hunter Pence,,,
3463,773096579,raysfan1991,0,104.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge OF J.D. Martinez OF Brett Gardner 2B Starlin Castro 1B Matt Holliday SS Jean Segura C Alex Avila 3B Nicholas Castellanos,,,
3463,773099358,marty777 (1/2),0,104.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado OF Brett Gardner 2B Starlin Castro OF Aaron Hicks SS Brandon Crawford 1B Chris Carter C John Hicks,,,
3463,773116653,scubash33,0,104.2,P Jake Arrieta P Hyun-Jin Ryu 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 2B Chris Taylor OF Matt Kemp C Buster Posey OF Kole Calhoun 3B Nicholas Castellanos,,,
3463,773118396,AndreiBoston,0,104.2,P Jake Arrieta P Mike Clevinger 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF J.D. Martinez 2B Starlin Castro OF Matt Kemp SS Dansby Swanson OF Hunter Pence,,,
3486,773061879,TeeJayOrTj (57/70),0,104.15,P Jake Arrieta P Jeff Locke OF Aaron Judge 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jason Kipnis OF Matt Kemp OF Austin Jackson C Yan Gomes,,,
3487,772874020,bcalicore (101/150),0,104.1,P Hyun-Jin Ryu P Mike Clevinger 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Giancarlo Stanton OF Marcell Ozuna OF Austin Jackson 2B Dee Gordon C J.T. Realmuto,,,
3487,773001121,Fishman618,0,104.1,P Luis Severino P Jesse Chávez OF J.D. Martinez OF Brett Gardner 1B Matt Holliday OF Matt Kemp C Buster Posey 2B Joe Panik SS Brandon Crawford 3B Yunel Escobar,,,
3489,773013236,bric75 (94/100),0,104.05,P Hyun-Jin Ryu P Jeff Locke OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner SS Francisco Lindor 1B Matt Holliday 2B Robinson Canó OF Matt Kemp,,,
3490,772796678,shawnzhan (142/150),0,103.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Manny Machado 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith OF Austin Jackson C Yan Gomes SS Erik González,,,
3490,772816986,jstone2424,0,103.9,P Jaime García OF Aaron Judge 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 3B Justin Turner OF Yasiel Puig C Willson Contreras P Andrew Moore,,,
3490,772845910,tinderella (13/100),0,103.9,P Jake Arrieta P Jaime García 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 2B Robinson Canó C Yan Gomes OF Daniel Robertson OF Guillermo Heredia,,,
3490,772960997,danjo1988,0,103.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz OF Ender Inciarte OF Matt Kemp C Willson Contreras SS Dansby Swanson 2B Javier Báez,,,
3490,772982702,ehafner (41/150),0,103.9,P Jake Arrieta P Jaime García OF J.D. Martinez 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Alex Avila SS Dansby Swanson 3B Nicholas Castellanos,,,
3490,772994567,fallfromgrace (24/95),0,103.9,P Jaime García OF Aaron Judge C Gary Sánchez 3B Kris Bryant SS Francisco Lindor OF Aaron Hicks 2B Jason Kipnis OF Ender Inciarte 1B Chris Carter P Andrew Moore,,,
3490,772994635,fallfromgrace (92/95),0,103.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Mark Trumbo OF Seth Smith C Welington Castillo OF Nick Markakis 2B Logan Forsythe,,,
3490,772997853,SportsFront (2/2),0,103.9,P Jaime García 2B José Ramírez 1B Edwin Encarnación C Gary Sánchez 3B Kris Bryant SS Jean Segura OF Jay Bruce OF Matt Kemp OF Austin Jackson P Andrew Moore,,,
3490,773000819,foremc_rush (1/5),0,103.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Aaron Hicks OF Justin Upton C John Hicks SS Dixon Machado,,,
3490,773004459,blenderhd (1/3),0,103.9,P Jake Arrieta P Jaime García 3B Kris Bryant OF J.D. Martinez 2B Starlin Castro 1B Matt Adams OF Aaron Hicks OF Matt Kemp SS Dansby Swanson C Kurt Suzuki,,,
3490,773061553,abragmania (9/11),0,103.9,P Jake Arrieta P Jaime García 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Trey Mancini OF Mark Trumbo OF Matt Kemp C Buster Posey SS Dansby Swanson,,,
3490,773075624,bluekstation,0,103.9,P Jaime García OF Aaron Judge OF Cody Bellinger 2B José Ramírez 1B Edwin Encarnación SS Jean Segura OF Giancarlo Stanton C Willson Contreras 3B Logan Forsythe P Andrew Moore,,,
3490,773075807,THESHOW77 (3/3),0,103.9,P Jake Arrieta P Jaime García 2B José Ramírez SS Francisco Lindor 1B Matt Adams OF Aaron Hicks OF Matt Kemp C Welington Castillo OF Nick Markakis 3B Johan Camargo,,,
3490,773106664,lsquad,0,103.9,P Jake Arrieta P Jaime García 3B Manny Machado 1B Matt Adams 2B Jason Kipnis OF Ender Inciarte OF Matt Kemp OF Yoenis Céspedes C Buster Posey SS Didi Gregorius,,,
3490,773128258,Cookie0720 (1/3),0,103.9,P Jake Arrieta P Jaime García 3B Kris Bryant OF Nelson Cruz 1B Trey Mancini OF Ender Inciarte OF Yoenis Céspedes 2B Brandon Phillips C Alex Avila SS Erik González,,,
3490,773134727,andram30,0,103.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Ben Gamel 2B Ian Happ OF Matt Kemp OF Yasiel Puig C Mike Zunino SS Javier Báez,,,
3506,772951937,rikkidee (41/75),0,103.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith C Welington Castillo OF Hunter Pence,,,
3506,772986236,moklovin (29/150),0,103.85,P Jake Arrieta P Steven Matz OF Aaron Judge C Gary Sánchez OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 1B Chris Carter 2B Logan Forsythe 3B Wilmer Flores,,,
3506,773000294,cashmoney26 (2/3),0,103.85,P Jake Arrieta P Daniel Norris 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Ender Inciarte OF Seth Smith OF Matt Kemp SS Didi Gregorius C Welington Castillo,,,
3506,773008086,tomjk321 (14/150),0,103.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Seth Smith OF Yoenis Céspedes C Welington Castillo SS Dansby Swanson,,,
3506,773008125,tomjk321 (39/150),0,103.85,P Jake Arrieta P Daniel Norris 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Trey Mancini OF Seth Smith OF Matt Kemp C Welington Castillo SS Kelby Tomlinson,,,
3506,773028234,GoPackGo22,0,103.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Matt Kemp C Willson Contreras OF Hunter Pence,,,
3506,773071854,reztes757 (6/6),0,103.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith C Welington Castillo OF Hunter Pence,,,
3513,772779541,youdacao (93/150),0,103.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Dee Gordon C Willson Contreras SS Javier Báez,,,
3513,772845933,tinderella (36/100),0,103.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez OF Brett Gardner SS Jean Segura 2B Robinson Canó OF Mitch Haniger 1B Chris Carter 3B Kyle Seager,,,
3513,773054091,madoublet98 (13/101),0,103.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Dee Gordon C Willson Contreras SS Javier Báez,,,
3513,773057983,moconnell40 (3/4),0,103.8,P Jaime García P Mike Clevinger 3B José Ramírez 1B Anthony Rizzo C Gary Sánchez SS Francisco Lindor OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Nick Markakis,,,
3513,773122163,cervical (3/4),0,103.8,P Jaime García P Hyun-Jin Ryu 3B Kris Bryant OF J.D. Martinez OF Brett Gardner 1B Trey Mancini SS Jean Segura OF Mark Trumbo 2B Robinson Canó C Alex Avila,,,
3513,773144467,DollarBillW (122/150),0,103.8,P Jaime García P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz OF Christian Yelich OF Giancarlo Stanton 2B Dee Gordon SS Addison Russell C Willson Contreras,,,
3513,773159167,Schmitcj (3/3),0,103.8,P Jaime García P Hyun-Jin Ryu 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado OF Trey Mancini OF Seth Smith OF Austin Jackson C Welington Castillo SS Erik González,,,
3520,772796686,shawnzhan (150/150),0,103.75,P Steven Matz P Mike Clevinger 3B José Ramírez 1B Justin Bour SS Francisco Lindor OF Giancarlo Stanton OF Marcell Ozuna OF Austin Jackson 2B Dee Gordon C Yan Gomes,,,
3520,772902980,bellaedward4eva (83/150),0,103.75,P Hyun-Jin Ryu P Steven Matz 1B Edwin Encarnación 3B Manny Machado 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith OF Austin Jackson C Yan Gomes SS Rubén Tejada,,,
3520,772929671,DB112,0,103.75,P Steven Matz P Mike Clevinger 2B José Ramírez 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Nelson Cruz OF Jay Bruce OF Matt Kemp SS Javier Báez,,,
3520,772986244,moklovin (37/150),0,103.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Nelson Cruz OF Aaron Hicks 2B Brandon Phillips SS Didi Gregorius 1B Chris Carter,,,
3520,772986295,moklovin (88/150),0,103.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge C Gary Sánchez OF Nelson Cruz 1B Matt Holliday 2B Robinson Canó OF Mitch Haniger SS Didi Gregorius 3B Kyle Seager,,,
3520,773003778,Beeth9,0,103.75,P Daniel Norris P Mike Clevinger OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación OF Aaron Hicks 2B Jason Kipnis OF Austin Jackson SS Didi Gregorius C Yan Gomes,,,
3520,773041015,psualum,0,103.75,P Steven Matz P Mike Clevinger OF Aaron Judge 3B José Ramírez C Gary Sánchez OF Aaron Hicks 1B Matt Holliday 2B Jason Kipnis OF Austin Jackson SS Didi Gregorius,,,
3520,773128988,markcpro (3/18),0,103.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant 1B Justin Bour SS Francisco Lindor OF Nelson Cruz OF Christian Yelich 2B Dee Gordon C J.T. Realmuto,,,
3520,773144400,DollarBillW (55/150),0,103.75,P Jake Arrieta P Jesse Chávez 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor 2B Jonathan Schoop OF Ender Inciarte OF Matt Kemp OF Nick Markakis C Yan Gomes,,,
3520,773144416,DollarBillW (71/150),0,103.75,P Jake Arrieta P Jesse Chávez OF Cody Bellinger 1B Anthony Rizzo 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith C Austin Barnes,,,
3530,773061830,TeeJayOrTj (8/70),0,103.7,P Steven Matz P Jeff Locke OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner SS Francisco Lindor 2B Starlin Castro 1B Matt Adams OF Aaron Hicks,,,
3531,772810066,legendmalone,0,103.65,P Luis Severino OF Brett Gardner 2B Starlin Castro OF Nelson Cruz 1B Matt Adams OF Ender Inciarte C Willson Contreras SS Dansby Swanson 3B Johan Camargo P Andrew Moore,,,
3531,772868248,crystalkali (65/140),0,103.65,P Luis Severino OF Aaron Judge C Gary Sánchez 2B Starlin Castro OF Austin Jackson SS Didi Gregorius 1B Chris Carter 3B Logan Forsythe OF Guillermo Heredia P Andrew Moore,,,
3531,772874025,bcalicore (106/150),0,103.65,P Luis Severino 1B Edwin Encarnación SS Francisco Lindor 2B Chris Taylor 3B Justin Turner OF Austin Jackson OF Yasiel Puig C Austin Barnes OF Daniel Robertson P Andrew Moore,,,
3531,772903044,bellaedward4eva (147/150),0,103.65,P Luis Severino OF Cody Bellinger 1B Edwin Encarnación SS Francisco Lindor 2B Jason Kipnis 3B Logan Forsythe OF Franklin Gutierrez OF Kiké Hernández C Austin Barnes P Andrew Moore,,,
3531,772941996,boggslite (6/20),0,103.65,P Luis Severino 3B Manny Machado 2B Jonathan Schoop 1B Trey Mancini OF Mark Trumbo OF Seth Smith OF Matt Kemp C Buster Posey SS Kelby Tomlinson P Andrew Moore,,,
3531,772979391,RexGrossman (126/150),0,103.65,P Luis Severino P Jake Arrieta SS Jean Segura 2B Robinson Canó OF Yoenis Céspedes OF Mitch Haniger 3B Kyle Seager OF Guillermo Heredia C Travis d'Arnaud 1B Wilmer Flores,,,
3531,772981951,jbyrdw,0,103.65,P Luis Severino P Jake Arrieta OF Ender Inciarte C Alex Avila OF Austin Slater SS Didi Gregorius 1B Miguel Cabrera 2B Javier Báez 3B Nicholas Castellanos OF Mark Zagunis,,,
3531,772986267,moklovin (60/150),0,103.65,P Luis Severino 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Aaron Hicks OF Ender Inciarte OF Matt Kemp SS Dansby Swanson C Kurt Suzuki P Andrew Moore,,,
3531,772993450,papagates (88/150),0,103.65,P Luis Severino P Jake Arrieta 3B Kris Bryant OF Jay Bruce SS José Reyes OF Curtis Granderson 2B Javier Báez OF Albert Almora Jr. C Travis d'Arnaud 1B Wilmer Flores,,,
3531,772998180,3rdNstrong (1/2),0,103.65,P Luis Severino 1B Justin Bour 3B Justin Turner SS Jean Segura 2B Ian Happ OF Christian Yelich OF Giancarlo Stanton OF Marcell Ozuna C Travis d'Arnaud P Andrew Moore,,,
3531,773000082,bdutton (2/4),0,103.65,P Luis Severino 3B José Ramírez 1B Justin Bour SS Francisco Lindor 2B Jason Kipnis OF Matt Kemp OF Nick Markakis C Kurt Suzuki OF Hunter Pence P Andrew Moore,,,
3531,773045287,jdalytc4 (1/2),0,103.65,P Luis Severino OF Aaron Judge OF Nelson Cruz 1B Matt Holliday OF Yoenis Céspedes C Buster Posey SS José Reyes 3B Logan Forsythe 2B Javier Báez P Andrew Moore,,,
3531,773140451,peteyweb,0,103.65,P Luis Severino OF Aaron Judge 3B Manny Machado 2B Jonathan Schoop OF Nelson Cruz SS Jean Segura C Yan Gomes 1B Danny Valencia OF Guillermo Heredia P Andrew Moore,,,
3531,773148251,caguinaga (4/5),0,103.65,P Luis Severino 3B José Ramírez 2B Jonathan Schoop OF Ender Inciarte OF Matt Kemp 1B Alex Avila C Mike Zunino OF Nick Markakis SS Dansby Swanson P Andrew Moore,,,
3545,772834490,werthechamps,0,103.55,P Luis Severino P Mike Clevinger OF Cody Bellinger 2B José Ramírez SS Francisco Lindor 1B Carlos Santana C Kurt Suzuki 3B Nicholas Castellanos OF Kiké Hernández OF Alex Presley,,,
3545,772845921,tinderella (24/100),0,103.55,P Luis Severino P Mike Clevinger OF J.D. Martinez OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Alex Avila SS Dansby Swanson 1B Miguel Cabrera 3B Nicholas Castellanos,,,
3545,772976645,joeypiazza,0,103.55,P Luis Severino P Mike Clevinger OF Cody Bellinger OF Nelson Cruz 2B Ian Happ OF Jay Bruce C Buster Posey SS Didi Gregorius 3B Wilmer Flores 1B John Hicks,,,
3545,772982739,ehafner (78/150),0,103.55,P Luis Severino P Hyun-Jin Ryu 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Yasiel Puig SS Dansby Swanson 3B Logan Forsythe C Austin Barnes,,,
3545,773006951,wideout83 (2/2),0,103.55,P Luis Severino P Mike Clevinger 2B Starlin Castro 1B Matt Adams SS Jean Segura OF Ender Inciarte OF Matt Kemp C Buster Posey 3B Johan Camargo OF Hunter Pence,,,
3545,773045739,windchimesRrude (2/5),0,103.55,P Luis Severino P Hyun-Jin Ryu 1B Matt Adams OF Giancarlo Stanton OF Matt Kemp 2B Brandon Phillips C Buster Posey SS Brandon Crawford OF Hunter Pence 3B Kelby Tomlinson,,,
