"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Actual","Projection_reg","Projection_reg_split","ValueWR"
"RB","Jonathan Grimes (1000000)","Jonathan Grimes",3000,3000,"HOU@IND","Hou","Jonathan","Grimes","Ind",0,1.9,9,0.018223235,2.2,0.990782744766956,1.03568669767509,0
"RB","Jordan Todman (1000000)","Jordan Todman",3000,3000,"HOU@IND","Ind","Jordan","Todman","Hou",0,0,13,0.002192982,0,0,0,0
"RB","Jay Prosch (1000000)","Jay Prosch",3000,3000,"HOU@IND","Hou","Jay","Prosch","Ind",0,1.1,0,0,0,0.573611062759817,0.599608088127685,0
"RB","Tyler Ervin (1000000)","Tyler Ervin",3000,3000,"HOU@IND","Hou","Tyler","Ervin","Ind",0,0,11,0.011389522,0,0,0,0
"RB","Josh Ferguson (1000000)","Josh Ferguson",3000,3000,"HOU@IND","Ind","Josh","Ferguson","Hou",0,1.3,7,0.057017544,0,0.677903983261601,0.708627740514536,0
"RB","Akeem Hunt (1000000)","Akeem Hunt",3000,3000,"HOU@IND","Hou","Akeem","Hunt","Ind",0,0,12,0.004555809,1.9,0,0,0
"WR","Keith Mumphery (1000000)","Keith Mumphery",3000,3000,"HOU@IND","Hou","Keith","Mumphery","Ind",0,2,12,0.004555809,3.6,1.04292920501785,1.09019652386852,0
"WR","Braxton Miller (1000000)","Braxton Miller",3000,3000,"HOU@IND","Hou","Braxton","Miller","Ind",4.36,0,6,0.063781321,0,1.92904236776316,2.0006858840091,0
"WR","Chester Rogers (1000000)","Chester Rogers",3000,3000,"HOU@IND","Ind","Chester","Rogers","Hou",0,0,8,0.048245614,3.1,0,0,0
"WR","Jaelen Strong (1000000)","Jaelen Strong",3000,3000,"HOU@IND","Hou","Jaelen","Strong","Ind",3.91,0,7,0.054669704,0,1.72994395824632,1.79419307487972,0
"RB","Zach Line (1000000)","Zach Line",3000,3000,"MIN@JAX","Min","Zach","Line","Jax",0,0,0,0,0,0,0,0
"RB","Corey Grant (1000000)","Corey Grant",3000,3000,"MIN@JAX","Jax","Corey","Grant","Min",0,0,14,0.002020202,1.3,0,0,0
"WR","Bryan Walters (1000000)","Bryan Walters",3000,3000,"MIN@JAX","Jax","Bryan","Walters","Min",0,7.9,10,0.02020202,13.1,4.1195703598205,4.30627626928064,0
"WR","Arrelious Benn (1000000)","Arrelious Benn",3000,3000,"MIN@JAX","Jax","Arrelious","Benn","Min",0,3.5,11,0.018181818,0,1.82512610878123,1.90784391676991,0
"WR","Charles Johnson (1000000)","Charles Johnson",3000,3000,"MIN@JAX","Min","Charles","Johnson","Jax",6.19,1.6,7,0.062211982,1.6,3.57305259714593,3.71258052689672,0
"WR","Jarius Wright (1000000)","Jarius Wright",3000,3000,"MIN@JAX","Min","Jarius","Wright","Jax",0,0,9,0.013824885,0,0,0,0
"WR","Shane Wynn (1000000)","Shane Wynn",3000,3000,"MIN@JAX","Jax","Shane","Wynn","Min",0,0,0,0,2.9,0,0,0
"WR","Laquon Treadwell (1000000)","Laquon Treadwell",3000,3000,"MIN@JAX","Min","Laquon","Treadwell","Jax",6.78,0,11,0.006912442,0,2.99974937005373,3.11115832421598,0
"RB","Shaun Draughn (1000000)","Shaun Draughn",3000,3000,"NYJ@SF","SF","Shaun","Draughn","NYJ",5.25,3.4,6,0.069333333,9.7,4.09579442622681,4.26241686375257,0
"RB","C.J. Spiller (1000000)","C.J. Spiller",3000,3000,"NYJ@SF","NYJ","C.J.","Spiller","SF",0,0,11,0.009638554,0,0,0,0
"RB","Mike Davis (1000000)","Mike Davis",3000,3000,"NYJ@SF","SF","Mike","Davis","NYJ",0,0,13,0.013333333,0,0,0,0
"WR","Jeremy Ross (1000000)","Jeremy Ross",3000,3000,"NYJ@SF","NYJ","Jeremy","Ross","SF",0,0,0,0,0,0,0,0
"WR","Rod Streater (1000000)","Rod Streater",3000,3000,"NYJ@SF","SF","Rod","Streater","NYJ",0,2.9,8,0.042666667,1.7,1.51224734727588,1.58078495960935,0
"WR","Charone Peake (1000000)","Charone Peake",3000,3000,"NYJ@SF","NYJ","Charone","Peake","SF",0,2,6,0.05060241,2,1.04292920501785,1.09019652386852,0
"WR","Devin Smith (1000000)","Devin Smith",3000,3000,"NYJ@SF","NYJ","Devin","Smith","SF",0,0,0,0,0,0,0,0
"WR","Robby Anderson (1000000)","Robby Anderson",3000,3000,"NYJ@SF","NYJ","Robby","Anderson","SF",0,7.7,4,0.120481928,17.1,4.01527743931872,4.19725661689379,0
"WR","Chris Harper (1000000)","Chris Harper",3000,3000,"NYJ@SF","SF","Chris","Harper","NYJ",0,0,9,0.026666667,1.8,0,0,0
"WR","Aaron Burbridge (1000000)","Aaron Burbridge",3000,3000,"NYJ@SF","SF","Aaron","Burbridge","NYJ",0,1.6,11,0.021333333,0,0.834343364014279,0.872157219094814,0
"WR","Jalin Marshall (1000000)","Jalin Marshall",3000,3000,"NYJ@SF","NYJ","Jalin","Marshall","SF",0,0,8,0.048192771,0,0,0,0
"TE","Vance McDonald (1000000)","Vance McDonald",3000,3000,"NYJ@SF","SF","Vance","McDonald","NYJ",7.2,6.5,4,0.117333333,0,6.57509446857745,6.84702364864275,0
"RB","Chase Reynolds (1000000)","Chase Reynolds",3000,3000,"ATL@LA","LA","Chase","Reynolds","Atl",0,0,0,0,0,0,0,0
"RB","Patrick DiMarco (1000000)","Patrick DiMarco",3000,3000,"ATL@LA","Atl","Patrick","DiMarco","LA",0,0,0,0,0,0,0,0
"RB","Terron Ward (1000000)","Terron Ward",3000,3000,"ATL@LA","Atl","Terron","Ward","LA",0,0,12,0.004739336,2.4,0,0,0
"RB","Malcolm Brown (1000000)","Malcolm Brown",3000,3000,"ATL@LA","LA","Malcolm","Brown","Atl",0,3,11,0.004901961,0.4,1.56439380752677,1.63529478580278,0
"WR","Eric Weems (1000000)","Eric Weems",3000,3000,"ATL@LA","Atl","Eric","Weems","LA",0,0,0,0,0,0,0,0
"WR","Aldrick Robinson (1000000)","Aldrick Robinson",3000,3000,"ATL@LA","Atl","Aldrick","Robinson","LA",0,8.1,9,0.045023697,7.2,4.22386328032229,4.4152959216675,0
"WR","Justin Hardy (1000000)","Justin Hardy",3000,3000,"ATL@LA","Atl","Justin","Hardy","LA",6.01,5.8,8,0.047393365,8.9,5.68356456387667,5.91939610336885,0
"WR","Bradley Marquez (1000000)","Bradley Marquez",3000,3000,"ATL@LA","LA","Bradley","Marquez","Atl",0,0,8,0.019607843,0,0,0,0
"WR","Pharoh Cooper (1000000)","Pharoh Cooper",3000,3000,"ATL@LA","LA","Pharoh","Cooper","Atl",0,2,9,0.017156863,5.2,1.04292920501785,1.09019652386852,0
"WR","Mike Thomas (1000000)","Mike Thomas",3000,3000,"ATL@LA","LA","Mike","Thomas","Atl",0,0,10,0.007352941,1.6,0,0,0
"RB","Will Tukuafu (1000000)","Will Tukuafu",3000,3000,"SEA@GB","Sea","Will","Tukuafu","GB",0,0,0,0,0,0,0,0
"RB","George Farmer (1000000)","George Farmer",3000,3000,"SEA@GB","Sea","George","Farmer","GB",0,0,11,0.007751938,0,0,0,0
"RB","Aaron Ripkowski (1000000)","Aaron Ripkowski",3000,3000,"SEA@GB","GB","Aaron","Ripkowski","Sea",0,1.4,0,0,0.2,0.730050443512494,0.763137566707962,0
"RB","Joe Kerridge (1000000)","Joe Kerridge",3000,3000,"SEA@GB","GB","Joe","Kerridge","Sea",0,0,0,0,0,0,0,0
"RB","Troymaine Pope (1000000)","Troymaine Pope",3000,3000,"SEA@GB","Sea","Troymaine","Pope","GB",0,2.8,15,0.002583979,1.2,1.46010088702499,1.52627513341592,0
"RB","Alex Collins (1000000)","Alex Collins",3000,3000,"SEA@GB","Sea","Alex","Collins","GB",0,0,11,0.007751938,7.6,0,0,0
"WR","Jermaine Kearse (1000000)","Jermaine Kearse",3000,3000,"SEA@GB","Sea","Jermaine","Kearse","GB",7.84,9.4,3,0.173126615,1.7,8.37050399827728,8.72148727012499,0
"WR","Paul Richardson (1000000)","Paul Richardson",3000,3000,"SEA@GB","Sea","Paul","Richardson","GB",2.96,3.9,5,0.062015504,0,3.34333704349558,3.48414703270575,0
"WR","Tanner McEvoy (1000000)","Tanner McEvoy",3000,3000,"SEA@GB","Sea","Tanner","McEvoy","GB",0,0,9,0.012919897,13.1,0,0,0
"WR","Trevor Davis (1000000)","Trevor Davis",3000,3000,"SEA@GB","GB","Trevor","Davis","Sea",0,0,9,0.016129032,0,0,0,0
"WR","Jeff Janis (1000000)","Jeff Janis",3000,3000,"SEA@GB","GB","Jeff","Janis","Sea",0,1.2,8,0.036290323,7.9,0.625757523010709,0.65411791432111,0
"WR","Geronimo Allison (1000000)","Geronimo Allison",3000,3000,"SEA@GB","GB","Geronimo","Allison","Sea",0,0,9,0.016129032,0,0,0,0
"RB","Darren McFadden (1000000)","Darren McFadden",3000,3000,"DAL@NYG","Dal","Darren","McFadden","NYG",0,0,0,0,0,0,0,0
"RB","Bobby Rainey (1000000)","Bobby Rainey",3000,3000,"DAL@NYG","NYG","Bobby","Rainey","Dal",0,0,6,0.047109208,1.9,0,0,0
"RB","Lance Dunbar (1000000)","Lance Dunbar",3000,3000,"DAL@NYG","Dal","Lance","Dunbar","NYG",0,2.5,7,0.029810298,4.2,1.30366150627231,1.36274565483565,0
"RB","Keith Smith (1000000)","Keith Smith",3000,3000,"DAL@NYG","Dal","Keith","Smith","NYG",0,0,0,0,0,0,0,0
"RB","Darius Jackson (1000000)","Darius Jackson",3000,3000,"DAL@NYG","Dal","Darius","Jackson","NYG",0,0,0,0,0,0,0,0
"WR","Dwayne Harris (1000000)","Dwayne Harris",3000,3000,"DAL@NYG","NYG","Dwayne","Harris","Dal",2.65,0,14,0.004282655,0,1.17246841159917,1.21601320931746,0
"WR","Tavarres King (1000000)","Tavarres King",3000,3000,"DAL@NYG","NYG","Tavarres","King","Dal",0,0,13,0.006423983,0,0,0,0
"WR","Brice Butler (1000000)","Brice Butler",3000,3000,"DAL@NYG","Dal","Brice","Butler","NYG",2.14,2,6,0.073170732,0,1.98975275249793,2.07218454950601,0
"WR","Lucky Whitehead (1000000)","Lucky Whitehead",3000,3000,"DAL@NYG","Dal","Lucky","Whitehead","NYG",0,0,11,0.008130081,0,0,0,0
"WR","Vince Mayle (1000000)","Vince Mayle",3000,3000,"DAL@NYG","Dal","Vince","Mayle","NYG",0,0,0,0,0,0,0,0
"WR","Roger Lewis (1000000)","Roger Lewis",3000,3000,"DAL@NYG","NYG","Roger","Lewis","Dal",0,1.2,9,0.03640257,0,0.625757523010709,0.65411791432111,0
"TE","Hunter Henry (1000000)","Hunter Henry",2900,2900,"SD@CAR","SD","Hunter","Henry","Car",0,7.1,6,0.094339623,9.3,3.70239867781336,3.87019765973324,0
"TE","Lance Kendricks (1000000)","Lance Kendricks",2800,2800,"ATL@LA","LA","Lance","Kendricks","Atl",8.29,10.1,3,0.178921569,2.3,8.93462762955037,9.30954886260835,0
"TE","Will Tye (1000000)","Will Tye",2800,2800,"DAL@NYG","NYG","Will","Tye","Dal",7.54,8.3,4,0.107066381,3.9,7.66416066250624,7.98421730924439,0
"TE","Julius Thomas (1000000)","Julius Thomas",2800,2800,"MIN@JAX","Jax","Julius","Thomas","Min",10.5,0,4,0.109090909,0,4.64562955539294,4.81816554635218,0
"TE","Jack Doyle (1000000)","Jack Doyle",2700,2700,"HOU@IND","Ind","Jack","Doyle","Hou",2.34,6.6,2,0.122807018,10.5,4.47697810604647,4.67141113623888,0
"TE","Jared Cook (1000000)","Jared Cook",2700,2700,"SEA@GB","GB","Jared","Cook","Sea",11.01,7.1,6,0.060483871,2.5,8.57367309732539,8.92238838976538,0
"TE","Dwayne Allen (1000000)","Dwayne Allen",2600,2600,"HOU@IND","Ind","Dwayne","Allen","Hou",9.96,7.6,5,0.094298246,0,8.36984244304056,8.71312096609729,0
"TE","Richard Rodgers (1000000)","Richard Rodgers",2600,2600,"SEA@GB","GB","Richard","Rodgers","Sea",7,3.8,4,0.08266129,1.8,5.07865185979587,5.28348375958497,0
"TE","Charles Clay (1000000)","Charles Clay",2600,2600,"PIT@BUF","Buf","Charles","Clay","Pit",10.46,8.3,2,0.173669468,14.2,8.95608811981552,9.32412620403947,0
"TE","David Johnson (1000000)","David Johnson",2500,2500,"PIT@BUF","Pit","David","Johnson","Buf",0,0,12,0.01910828,2.5,0,0,0
"TE","Logan Thomas (1000000)","Logan Thomas",2500,2500,"PIT@BUF","Buf","Logan","Thomas","Pit",0,0,0,0,0,0,0,0
"TE","Gerald Christian (1000000)","Gerald Christian",2500,2500,"PIT@BUF","Buf","Gerald","Christian","Pit",0,0,15,0.005602241,0,0,0,0
"TE","Xavier Grimble (1000000)","Xavier Grimble",2500,2500,"PIT@BUF","Pit","Xavier","Grimble","Buf",0,0,9,0.040339703,0,0,0,0
"TE","Nick O'Leary (1000000)","Nick O'Leary",2500,2500,"PIT@BUF","Buf","Nick","O'Leary","Pit",0,1.5,8,0.033613445,2.2,0.782196903763386,0.817647392901388,0
"TE","Jesse James (1000000)","Jesse James",2500,2500,"PIT@BUF","Pit","Jesse","James","Buf",10.64,2.4,3,0.106157113,1.5,5.9590863288196,6.1906435822791,0
"TE","Anthony Fasano (1000000)","Anthony Fasano",2500,2500,"DEN@TEN","Ten","Anthony","Fasano","Den",4.02,0,8,0.032994924,2.7,1.77861245835044,1.84466909488912,0
"TE","Virgil Green (1000000)","Virgil Green",2500,2500,"DEN@TEN","Den","Virgil","Green","Ten",9.31,3.9,4,0.071078431,0,6.15283682223321,6.39799000597588,0
"TE","A.J. Derby (1000000)","A.J. Derby",2500,2500,"DEN@TEN","Den","A.J.","Derby","Ten",0,6,9,0.022058824,9.7,3.12878761505354,3.27058957160555,0
"TE","Jeff Heuerman (1000000)","Jeff Heuerman",2500,2500,"DEN@TEN","Den","Jeff","Heuerman","Ten",0,0,13,0.007352941,0,0,0,0
"TE","Jace Amaro (1000000)","Jace Amaro",2500,2500,"DEN@TEN","Ten","Jace","Amaro","Den",5.44,0,11,0.010152284,0,2.40687855060358,2.49626862591961,0
"TE","Phillip Supernaw (1000000)","Phillip Supernaw",2500,2500,"DEN@TEN","Ten","Phillip","Supernaw","Den",0,0,10,0.015228426,0,0,0,0
"TE","Brandon Myers (1000000)","Brandon Myers",2500,2500,"NO@TB","TB","Brandon","Myers","NO",0,0,10,0.020089286,1.9,0,0,0
"TE","John Phillips (1000000)","John Phillips",2500,2500,"NO@TB","NO","John","Phillips","TB",0,3.1,13,0.001992032,1.8,1.61654026777766,1.6898046119962,0
"TE","Luke Stocker (1000000)","Luke Stocker",2500,2500,"NO@TB","TB","Luke","Stocker","NO",0,0,14,0.011160714,0,0,0,0
"TE","Josh Hill (1000000)","Josh Hill",2500,2500,"NO@TB","NO","Josh","Hill","TB",0,0,8,0.041832669,0,0,0,0
"TE","Alan Cross (1000000)","Alan Cross",2500,2500,"NO@TB","TB","Alan","Cross","NO",0,0,0,0,0,0,0,0
"TE","Brent Celek (1000000)","Brent Celek",2500,2500,"WAS@PHI","Phi","Brent","Celek","Was",6.42,1.3,7,0.027027027,2.7,3.51837462570186,3.65459181742701,0
"TE","Trey Burton (1000000)","Trey Burton",2500,2500,"WAS@PHI","Phi","Trey","Burton","Was",0,2,6,0.085585586,13.5,1.04292920501785,1.09019652386852,0
"TE","Derek Carrier (1000000)","Derek Carrier",2500,2500,"WAS@PHI","Was","Derek","Carrier","Phi",0,0,13,0.004098361,0,0,0,0
"TE","Darren Fells (1000000)","Darren Fells",2500,2500,"ARI@MIA","Ari","Darren","Fells","Mia",5.11,1.5,7,0.035955056,2.2,3.04306995405462,3.16248795879278,0
"TE","Jermaine Gresham (1000000)","Jermaine Gresham",2500,2500,"ARI@MIA","Ari","Jermaine","Gresham","Mia",2.59,7.4,5,0.096629213,9.5,5.00476001556296,5.22220797308039,0
"TE","MarQueis Gray (1000000)","MarQueis Gray",2500,2500,"ARI@MIA","Mia","MarQueis","Gray","Ari",0,1.7,7,0.037940379,0,0.886489824265171,0.92666704528824,0
"TE","Dion Sims (1000000)","Dion Sims",2500,2500,"ARI@MIA","Mia","Dion","Sims","Ari",1.81,3.4,5,0.067750678,8.9,2.57379769569808,2.68389405618576,0
"TE","Dominique Jones (1000000)","Dominique Jones",2500,2500,"ARI@MIA","Mia","Dominique","Jones","Ari",0,2,8,0.032520325,0,1.04292920501785,1.09019652386852,0
"TE","Hakeem Valles (1000000)","Hakeem Valles",2500,2500,"ARI@MIA","Ari","Hakeem","Valles","Mia",0,0,11,0.004494382,0,0,0,0
"TE","Thomas Duarte (1000000)","Thomas Duarte",2500,2500,"ARI@MIA","Mia","Thomas","Duarte","Ari",0,0,0,0,0,0,0,0
"TE","Ed Dickson (1000000)","Ed Dickson",2500,2500,"SD@CAR","Car","Ed","Dickson","SD",2.64,1.4,7,0.037037037,0,1.89809444601129,1.97456204693365,0
"TE","Sean McGrath (1000000)","Sean McGrath",2500,2500,"SD@CAR","SD","Sean","McGrath","Car",0,0,12,0.004716981,0,0,0,0
"TE","Asante Cleveland (1000000)","Asante Cleveland",2500,2500,"SD@CAR","SD","Asante","Cleveland","Car",0,0,0,0,0,0,0,0
"TE","Chris Manhertz (1000000)","Chris Manhertz",2500,2500,"SD@CAR","Car","Chris","Manhertz","SD",0,0,0,0,0,0,0,0
"TE","Ryan Hewitt (1000000)","Ryan Hewitt",2500,2500,"CIN@CLE","Cin","Ryan","Hewitt","Cle",0,0,13,0.004474273,0,0,0,0
"TE","Randall Telfer (1000000)","Randall Telfer",2500,2500,"CIN@CLE","Cle","Randall","Telfer","Cin",0,1.1,10,0.011389522,1.7,0.573611062759817,0.599608088127685,0
"TE","Tyler Kroft (1000000)","Tyler Kroft",2500,2500,"CIN@CLE","Cin","Tyler","Kroft","Cle",7.68,1.3,9,0.024608501,0,4.07585017234901,4.23277168298927,0
"TE","C.J. Uzomah (1000000)","C.J. Uzomah",2500,2500,"CIN@CLE","Cin","C.J.","Uzomah","Cle",2.24,0,6,0.064876957,0,0.991067638483828,1.02787531655513,0
"TE","Seth DeValve (1000000)","Seth DeValve",2500,2500,"CIN@CLE","Cle","Seth","DeValve","Cin",0,1.1,9,0.01594533,2.1,0.573611062759817,0.599608088127685,0
"TE","Danny Vitale (1000000)","Danny Vitale",2500,2500,"CIN@CLE","Cle","Danny","Vitale","Cin",0,0,0,0,0,0,0,0
"TE","Brandon Pettigrew (1000000)","Brandon Pettigrew",2500,2500,"CHI@DET","Det","Brandon","Pettigrew","Chi",1.76,0,0,0,0,0.778696001665864,0.807616320150461,0
"TE","Clay Harbor (1000000)","Clay Harbor",2500,2500,"CHI@DET","Det","Clay","Harbor","Chi",0,2,11,0.00678733,0,1.04292920501785,1.09019652386852,0
"TE","Logan Paulsen (1000000)","Logan Paulsen",2500,2500,"CHI@DET","Chi","Logan","Paulsen","Det",0,2.7,11,0.023041475,0,1.4079544267741,1.4717653072225,0
"TE","Matthew Mulligan (1000000)","Matthew Mulligan",2500,2500,"CHI@DET","Det","Matthew","Mulligan","Chi",0,0,0,0,0,0,0,0
"TE","Daniel Brown (1000000)","Daniel Brown",2500,2500,"CHI@DET","Chi","Daniel","Brown","Det",0,6.4,12,0.016129032,10.2,3.33737345605711,3.48862887637926,0
"TE","Ben Braunecker (1000000)","Ben Braunecker",2500,2500,"CHI@DET","Chi","Ben","Braunecker","Det",0,6.7,14,0.004608295,0,3.49381283680979,3.65215835495953,0
"TE","Ryan Griffin (1000000)","Ryan Griffin",2500,2500,"HOU@IND","Hou","Ryan","Griffin","Ind",6.88,3.9,4,0.134396355,4.3,5.07770541084227,5.28292883667723,0
"TE","Erik Swoope (1000000)","Erik Swoope",2500,2500,"HOU@IND","Ind","Erik","Swoope","Hou",0,0,10,0.039473684,0,0,0,0
"TE","Stephen Anderson (1000000)","Stephen Anderson",2500,2500,"HOU@IND","Hou","Stephen","Anderson","Ind",0,1.5,8,0.031890661,0,0.782196903763386,0.817647392901388,0
"TE","Rhett Ellison (1000000)","Rhett Ellison",2500,2500,"MIN@JAX","Min","Rhett","Ellison","Jax",0,1.7,8,0.02764977,1,0.886489824265171,0.92666704528824,0
"TE","Neal Sterling (1000000)","Neal Sterling",2500,2500,"MIN@JAX","Jax","Neal","Sterling","Min",0,3.8,9,0.022222222,5.7,1.98156548953391,2.07137339535018,0
"TE","Alex Ellis (1000000)","Alex Ellis",2500,2500,"MIN@JAX","Jax","Alex","Ellis","Min",0,0,0,0,0,0,0,0
"TE","Ben Koyack (1000000)","Ben Koyack",2500,2500,"MIN@JAX","Jax","Ben","Koyack","Min",0,5.1,8,0.028282828,3.9,2.65946947279551,2.78000113586472,0
"TE","David Morgan (1000000)","David Morgan",2500,2500,"MIN@JAX","Min","David","Morgan","Jax",0,0,0,0,0,0,0,0
"TE","Garrett Celek (1000000)","Garrett Celek",2500,2500,"NYJ@SF","SF","Garrett","Celek","NYJ",0,4.4,5,0.093333333,1.5,2.29444425103927,2.39843235251074,0
"TE","Brandon Bostick (1000000)","Brandon Bostick",2500,2500,"NYJ@SF","NYJ","Brandon","Bostick","SF",0,0,10,0.01686747,3.7,0,0,0
"TE","Blake Bell (1000000)","Blake Bell",2500,2500,"NYJ@SF","SF","Blake","Bell","NYJ",0,0,12,0.016,4,0,0,0
"TE","Je'Ron Hamm (1000000)","Je'Ron Hamm",2500,2500,"NYJ@SF","SF","Je'Ron","Hamm","NYJ",0,0,0,0,0,0,0,0
"TE","Eric Tomlinson (1000000)","Eric Tomlinson",2500,2500,"NYJ@SF","NYJ","Eric","Tomlinson","SF",0,0,0,0,0,0,0,0
"TE","Austin Seferian-Jenkins (1000000)","Austin Seferian-Jenkins",2500,2500,"NYJ@SF","NYJ","Austin","Seferian-Jenkins","SF",8.85,1.4,9,0.021686747,6.5,4.64565249734369,4.82416281291909,0
"TE","Cory Harkey (1000000)","Cory Harkey",2500,2500,"ATL@LA","LA","Cory","Harkey","Atl",0,0,0,0,0,0,0,0
"TE","Levine Toilolo (1000000)","Levine Toilolo",2500,2500,"ATL@LA","Atl","Levine","Toilolo","LA",2.04,2,10,0.033175355,2.9,1.94550866149419,2.02629725858837,0
"TE","Tyler Higbee (1000000)","Tyler Higbee",2500,2500,"ATL@LA","LA","Tyler","Higbee","Atl",0,1.2,6,0.051470588,1.8,0.625757523010709,0.65411791432111,0
"TE","Joshua Perkins (1000000)","Joshua Perkins",2500,2500,"ATL@LA","Atl","Joshua","Perkins","LA",0,1.3,0,0,0,0.677903983261601,0.708627740514536,0
"TE","Temarrick Hemingway (1000000)","Temarrick Hemingway",2500,2500,"ATL@LA","LA","Temarrick","Hemingway","Atl",0,0,0,0,0,0,0,0
"TE","Austin Hooper (1000000)","Austin Hooper",2500,2500,"ATL@LA","Atl","Austin","Hooper","LA",0,6.3,7,0.059241706,1.5,3.28522699580622,3.43411905018583,0
"TE","Luke Willson (1000000)","Luke Willson",2500,2500,"SEA@GB","Sea","Luke","Willson","GB",6.93,1.4,7,0.033591731,2.1,3.79616595007183,3.9431268273004,0
"TE","Brandon Williams (1000000)","Brandon Williams",2500,2500,"SEA@GB","Sea","Brandon","Williams","GB",0,0,13,0.005167959,0,0,0,0
"TE","Nick Vannett (1000000)","Nick Vannett",2500,2500,"SEA@GB","Sea","Nick","Vannett","GB",0,0,10,0.010335917,0,0,0,0
"TE","Larry Donnell (1000000)","Larry Donnell",2500,2500,"DAL@NYG","NYG","Larry","Donnell","Dal",5.71,0,7,0.04496788,0,2.52633759631369,2.62016431139723,0
"TE","Gavin Escobar (1000000)","Gavin Escobar",2500,2500,"DAL@NYG","Dal","Gavin","Escobar","NYG",2.1,0,9,0.010840108,0,0.929125911078588,0.963633109270436,0
"TE","Jerell Adams (1000000)","Jerell Adams",2500,2500,"DAL@NYG","NYG","Jerell","Adams","Dal",0,2.4,10,0.029978587,3.1,1.25151504602142,1.30823582864222,0
