"Place_lo","Place_hi","Payout"
"1","1","500"
"2","2","300"
"3","3","200"
"4","4","150"
"5","5","100"
"6","6","75"
"7","8","50"
"9","10","30"
"11","15","20"
"16","20","15"
"21","30","12"
"31","40","10"
"41","50","8"
"51","100","7"
"101","200","6"
"201","370","5"
"371","670","4"
"671","1020","3"
"1021","1765","2"
