"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,8600,41.2209302325581,35.45,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,5,0,0,0,2,1,0
2,1,3200,100,32,"Chris Taylor","LAD",NA,"2B/OF",6,3,1,4,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3400,88.2352941176471,30,"Marcell Ozuna","MIA",NA,"OF",3,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,7200,40.0694444444444,28.85,"Nathan Karns","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6.33333333333333,0,0,2,6,2,1
5,3,7500,38.3333333333333,28.75,"Ricky Nolasco","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7,0,0,2,5,0,0
6,4,6600,42.6515151515151,28.15,"Kevin Gausman","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,2,5,1,0
7,3,2700,103.703703703704,28,"Jed Lowrie","OAK",NA,"2B",2,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,7600,33.9473684210526,25.8,"Trevor Cahill","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5.33333333333333,0,0,0,1,5,1
9,6,10800,23.4259259259259,25.3,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,6,0,0,3,4,3,0
10,4,3500,71.4285714285714,25,"Eric Hosmer","KC",NA,"1B",3,2,0,0,2,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,3700,62.1621621621622,23,"Ryan Schimpf","SD",NA,"3B",5,2,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,4300,53.4883720930233,23,"Matt Holliday","NYY",NA,"1B",3,3,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,7,3300,66.6666666666667,22,"Colby Rasmus","TB",NA,"OF",6,1,1,1,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,7,9800,21.734693877551,21.3,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,3,5,2,0
15,8,5400,38.8888888888889,21,"Bryce Harper","WAS",NA,"OF",3,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,9,4000,52.5,21,"Shin-Soo Choo","TEX",NA,"OF",8,1,1,1,1,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,4600,45.6521739130435,21,"Joey Votto","CIN",NA,"1B",3,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,2800,75,21,"Austin Hedges","SD",NA,"C",7,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,3300,63.6363636363636,21,"Trey Mancini","BAL",NA,"1B/OF",6,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,4200,47.6190476190476,20,"Brett Gardner","NYY",NA,"OF",1,2,1,2,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,8,9100,21.043956043956,19.15,"Masahiro Tanaka","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,3,10,1,0
22,14,2000,95,19,"Drew Butera","KC",NA,"C",9,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,15,3700,51.3513513513513,19,"Joc Pederson","LAD",NA,"OF",5,2,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,16,3400,55.8823529411765,19,"Luis Valbuena","LAA",NA,"1B/3B",4,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,17,4000,47.5,19,"Buster Posey","SF",NA,"C/1B",4,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,18,3400,55.8823529411765,19,"Trevor Plouffe","TB",NA,"3B",7,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,9,6500,28.2307692307692,18.35,"Kendall Graveman","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,2,7,1,1
28,19,4100,43.9024390243902,18,"Matt Carpenter","STL",NA,"1B",3,1,0,2,0,3,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,20,2200,81.8181818181818,18,"Ryan Goins","TOR",NA,"2B/SS",8,1,1,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,21,3100,58.0645161290323,18,"Ben Revere","LAA",NA,"OF",7,0,0,0,1,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,22,4800,35.4166666666667,17,"Gary Sanchez","NYY",NA,"C",5,0,0,2,0,3,3,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
