"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Jacob deGrom","P","NYM","vs SF",3.1,"Moore, L 6.75","R",3.68,0,0,6.1,12.1,1.34,NA,10800,43.7,21.5,22.89,22.89,"%",52,2.1,25.3,2.3
"Carlos Martinez","P","STL","@ MIA",3.9,"Conley, L 6.12","R",3.75,0,0,6,10.8,1.31,NA,9800,36.9,18.6,16.43,16.43,"%",45,1.7,21.3,2.2
"Marcus Stroman","P","TOR","vs CLE",3.88,"Bauer, R 7.67","R",3.89,0,0,6.6,6.8,1.32,NA,9400,42.4,16,15.33,15.33,"%",15,1.6,14.7,1.6
"Masahiro Tanaka","P","NYY","@ CIN",4.04,"Davis, R 7.36","R",4.46,0,0,6.1,6.3,1.27,NA,9100,41,15,14.78,14.78,"%",13,1.6,19.15,2.1
"Gio Gonzalez","P","WSH","@ BAL",4.67,"Gausman, R 7.55","L",1.64,0,0,6.4,8,1.2,NA,8700,21.8,20.6,12.38,12.38,"%",77,1.4,-1.1,NA
"Alex Wood","P","LAD","vs PIT",3.06,"Williams, R 5.40","L",3.28,0,0,4.1,9.9,1.01,NA,8600,30.6,14.1,19.13,19.13,"%",60,2.2,35.45,4.1
"Matt Moore","P","SF","@ NYM",3.9,"deGrom, R 3.68","L",6.75,0,0,5.6,7.6,1.56,NA,8000,40.6,8.9,12.45,12.45,"%",0,1.6,10.6,1.3
"Trevor Bauer","P","CLE","@ TOR",4.12,"Stroman, R 3.89","R",7.67,0,0,5.4,10.3,1.59,NA,7900,33.3,11.8,11.1,11.1,"%",6,1.4,12.1,1.5
"Trevor Cahill","P","SD","vs TEX",3.51,"Martinez, R 4.91","R",3.6,0,0,6,11.1,1.13,NA,7600,28.6,20.9,15.69,15.69,"%",69,2.1,25.8,3.4
"Ricky Nolasco","P","LAA","@ OAK",4.25,"Graveman, R 3.95","R",4.68,0,0,5.4,7.5,1.35,NA,7500,19.7,12.5,12.02,12.02,"%",69,1.6,28.75,3.8
"Blake Snell","P","TB","vs KC",3.43,"Karns, R 4.97","L",3.45,0,0,5.2,7.8,1.53,NA,7400,22.6,12,14.34,14.34,"%",66,1.9,0.65,0.1
"Nate Karns","P","KC","@ TB",4.07,"Snell, L 3.45","R",4.97,0,0,4.8,8.1,1.17,NA,7200,31.6,11.4,10.53,10.53,"%",8,1.5,28.85,4
"Kevin Gausman","P","BAL","vs WSH",4.33,"Gonzalez, L 1.64","R",7.55,0,0,4.4,5.9,1.94,NA,6600,27.1,3.5,9.51,9.51,"%",0,1.4,28.15,4.3
"Kendall Graveman","P","OAK","vs LAA",3.76,"Nolasco, R 4.68","R",3.95,0,0,5.5,6.2,1.21,NA,6500,35.2,12.6,12.89,12.89,"%",12,2,18.35,2.8
"Adam Conley","P","MIA","vs STL",4.11,"Martinez, R 3.75","L",6.12,0,0,4.2,7.5,1.44,NA,6400,36,8.3,10.29,10.29,"%",0,1.6,-7.75,NA
"Nick Martinez","P","TEX","@ SD",3.99,"Cahill, R 3.60","R",4.91,0,0,6.1,4.9,1.2,NA,5800,31.2,9.4,7.79,7.79,"%",0,1.3,8.1,1.4
"Bryce Harper","OF","WSH","@ BAL",4.33,"Gausman, R 7.55","L",0.376,0.513,0.347,0,0,0,3,5400,36.8,13.2,13.6,13.6,"%",56,2.5,21,3.9
"Manny Machado","3B","BAL","vs WSH",4.67,"Gonzalez, L 1.64","R",0.237,0.356,0.254,0,0,0,3,5100,28,9,12.16,12.16,"%",56,2.4,0,NA
"Daniel Murphy","2B","WSH","@ BAL",4.33,"Gausman, R 7.55","L",0.341,0.406,0.214,0,0,0,5,4900,30,10.2,10.71,10.71,"%",53,2.2,4,0.8
"Rookie Davis","P","CIN","vs NYY",4.46,"Tanaka, R 4.46","R",7.36,0,0,3.7,6.8,2.18,NA,4800,27.6,3.8,8.28,8.28,"%",0,1.7,3.75,0.8
"Gary Sanchez","C","NYY","@ CIN",4.46,"Davis, R 7.36","R",0.207,0.296,0.103,0,0,0,5,4800,24.6,5.9,10.02,10.02,"%",38,2.1,17,3.5
"Ryan Zimmerman","1B","WSH","@ BAL",4.33,"Gausman, R 7.55","R",0.435,0.564,0.472,0,0,0,4,4700,30.5,13.4,12.16,12.16,"%",66,2.6,0,NA
"Francisco Lindor","SS","CLE","@ TOR",3.88,"Stroman, R 3.89","B",0.28,0.379,0.297,0,0,0,2,4600,29.4,9.7,10.99,10.99,"%",53,2.4,8,1.7
"Joey Votto","1B","CIN","vs NYY",4.04,"Tanaka, R 4.46","L",0.278,0.416,0.324,0,0,0,3,4600,25.7,10.5,10.16,10.16,"%",63,2.2,21,4.6
"Trevor Williams","P","PIT","@ LAD",4.94,"Wood, L 3.28","R",5.4,0,0,1.9,8.1,1.63,NA,4600,15.6,4.1,6.9,6.9,"%",0,1.5,-6.05,NA
"Anthony Rendon","3B","WSH","@ BAL",4.33,"Gausman, R 7.55","R",0.288,0.369,0.18,0,0,0,6,4400,34.2,8.3,7.85,7.85,"%",21,1.8,7,1.6
"Mark Trumbo","OF","BAL","vs WSH",4.67,"Gonzalez, L 1.64","R",0.231,0.267,0.083,0,0,0,4,4400,23.5,6.2,10.42,10.42,"%",47,2.4,16,3.6
"Chris Davis","1B","BAL","vs WSH",4.67,"Gonzalez, L 1.64","L",0.245,0.336,0.167,0,0,0,5,4400,22.4,6.3,9.14,9.14,"%",47,2.1,4,0.9
"Jay Bruce","1B/OF","NYM","vs SF",3.9,"Moore, L 6.75","L",0.281,0.402,0.307,0,0,0,3,4400,30.9,10.2,9.46,9.46,"%",47,2.2,3,0.7
