"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","500"
"3","3","350"
"4","4","250"
"5","5","200"
"6","6","150"
"7","8","100"
"9","10","70"
"11","15","50"
"16","20","40"
"21","30","30"
"31","50","25"
"51","70","20"
"71","100","15"
"101","150","12"
"151","250","10"
"251","400","8"
"401","710","6"
"711","1200","5"
