"Joey Votto_CIN","Miguel Cabrera_DET","Nelson Cruz_SEA","Corey Seager_LAD","Hunter Pence_SF","Jean Segura_SEA","Rougned Odor_TEX","Buster Posey_SF","Billy Hamilton_CIN","Robinson Cano_SEA","Eduardo Nunez_SF","Brandon Belt_SF","JD Martinez_DET","Kyle Seager_SEA","Denard Span_SF","Wil Myers_SD","Ian Kinsler_DET","Adrian Beltre_TEX","Carlos Gomez_TEX","Adam Duvall_CIN","Joe Panik_SF","Brandon Crawford_SF","Adrian Gonzalez_LAD","Justin Turner_LAD","Yasiel Puig_LAD","Justin Upton_DET","Khris Davis_OAK","Logan Forsythe_LAD","Joc Pederson_LAD","Mike Napoli_TEX","Joey Gallo_TEX","Cody Bellinger_LAD","Rajai Davis_OAK","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Jose Peraza_CIN","Mitch Haniger_SEA","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Christian Arroyo_SF","Victor Martinez_DET","Trevor Plouffe_OAK","Alex Avila_DET","Nicholas Castellanos_DET","Nick Hundley_SF","Zack Cozart_CIN","Eugenio Suarez_CIN","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Marcus Semien_OAK","Ryon Healy_OAK","Danny Valencia_SEA","Jonathan Lucroy_TEX","Mac Williamson_SF","Phillip Ervin_CIN","Ryan Schimpf_SD","Leonys Martin_SEA","Taylor Motter_SEA","Nomar Mazara_TEX","Arismendy Alcantara_CIN","Kelby Tomlinson_SF","Yangervis Solarte_SD","Andrew Toles_LAD","Chris Taylor_LAD","Stephen Vogt_OAK","Trayce Thompson_LAD","Kike Hernandez_LAD","Manuel Margot_SD","Jarrod Dyson_SEA","Delino DeShields_TEX","Gorkys Hernandez_SF","Jesse Winker_CIN","Alex Dickerson_SD","Hunter Renfroe_SD","Austin Barnes_LAD","Josh Phegley_OAK","Mark Canha_OAK","Robinson Chirinos_TEX","Mike Zunino_SEA","Ben Gamel_SEA","Daniel Vogelbach_SEA","Aaron Hill_SF","Conor Gillaspie_SF","Rob Segedin_LAD","Cory Spangenberg_SD","Yonder Alonso_OAK","Jurickson Profar_TEX","Drew Stubbs_SF","Andre Ethier_LAD","Jed Lowrie_OAK","Guillermo Heredia_SEA","Devin Mesoraco_CIN","Scott Van Slyke_LAD","Travis Jankowski_SD","Jake Smolinski_OAK","Ryan LaMarre_OAK","JaCoby Jones_DET","James McCann_DET","Shawn O'Malley_SEA","Pete Kozma_TEX","Brett Nicholas_TEX","Michael Morse_SF","Tucker Barnhart_CIN","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Bruce Maxwell_OAK","Carlos Ruiz_SEA","Ryan Rua_TEX","Boog Powell_SEA","Tim Federowicz_SF","Christian Bethancourt_SD","Austin Hedges_SD","Matt Joyce_OAK","Jose Iglesias_DET","Patrick Kivlehan_CIN","Erick Aybar_SD","Jim Adduci_DET","Adam Rosales_OAK","Hanser Alberto_TEX","Chris Marrero_SF","Luis Sardinas_SD","Allen Cordoba_SD","Tuffy Gosewisch_SEA","Mike Freeman_SEA","Jabari Blash_SD","Chad Pinder_OAK","Brett Eibner_LAD","Hector Sanchez_SD","Andrew Romine_DET","Jaff Decker_OAK","Matt Olson_OAK","Drew Robinson_TEX","Stuart Turner_CIN","Luis Torrens_SD"
65.7301587301587,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,-2.26307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99833333333333,0,-15.7777777777778,0,3.52615384615385,0,0,0,0,0,0,9.58695652173913,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.6666666666667,0,0,0,0,0,0,0,0,0,0,-0.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0
0,60.3791208791209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15909090909091,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58241758241758,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,-1.5,0,0,0,0,0,0,0,7.66666666666667,-9.4,0,0,0,0,0,0,0,0,24.3939393939394,0,0,-34.5,0,0,0,0,0,0,0,0,0,0,0,-29.8888888888889,0,0,0,0,0
0,0,60.7301587301587,0,0,14.4333333333333,0,0,0,3.17460317460317,0,0,0,11.1684782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33766233766234,0,0,0,0,17.3653846153846,19.0916666666667,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,4.58771929824561,-4.03571428571429,0,0,0,0,0,0,0,0,0,0,11.5916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,0,0,59.7615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3857142857143,26.7667984189723,8.57833333333333,0,0,37.7909090909091,42.0545454545455,0,0,-19.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18939393939394,14.8333333333333,32.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07142857142857,-5.2,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27.1823361823362,0,0,11.9236842105263,0,0,12.2566666666667,3.79166666666667,0,0,3.73636363636364,0,0,0,0,0,7.46195652173913,16.4154411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97619047619048,0,-7.67857142857143,0,0,0,0,16.4090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,0,0,0,5.02564102564103,0,0,0,0,0,0,0,0,0,0,-22.1666666666667,5,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.4333333333333,0,0,74.5147058823529,0,0,0,7.72058823529412,0,0,0,-9.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1730769230769,0,0,0,0,8.43333333333333,37.7,0,0,0,0,0,0,0,0,0,0,24.847619047619,0,0,0,0,0,0,0,0,0,17.8106060606061,14.5694444444444,0,0,0,0,0,0,0,0,0,0,18.8545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,35.4556650246305,0,0,0,0,0,0,0,0,0,0,0,36.2804232804233,0,0,0,0,0,0,0,0,0,0,3.1994301994302,-3.00615763546798,0,0,19.3733333333333,2.39021164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957894736842105,0,0,0,0,0,16.5899470899471,0,0,0,0,0,0,0,0,0,0,15.2197802197802,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,-2.57575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11.9236842105263,0,0,23.8008658008658,0,0,-2.9004329004329,0.936842105263158,0,0,1.26190476190476,0,0,0,0,0,-3.24853801169591,0.807692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.41666666666667,0,11.9821428571429,0,0,0,0,-1.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,-3.80769230769231,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,-17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52,0,0,0,0,0,0,0,87.12,0,0,0,0,0,0,0,0,0,0,16.6159420289855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1086956521739,0,-47.7142857142857,0,-1.98333333333333,0,0,0,0,0,0,10.2575757575758,31.8853754940711,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.9166666666667,0,0,0,0,0,0,0,0,0,0,1.15686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,3.17460317460317,0,0,7.72058823529412,0,0,0,57.9556650246305,0,0,0,-7.20833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.025974025974,0,0,0,0,3.03205128205128,-1.27205882352941,0,0,0,0,0,0,0,0,0,0,11.1938461538462,0,0,0,0,0,0,0,0,0,-4.5,-13.0833333333333,0,0,0,0,0,0,0,0,0,0,-11.7242647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0
