"Place_lo","Place_hi","Payout"
"1","1","2e+05"
"2","2","1e+05"
"3","3","50000"
"4","4","30000"
"5","5","20000"
"6","6","15000"
"7","8","10000"
"9","10","6000"
"11","15","5000"
"16","25","4000"
"26","40","3000"
"41","70","2500"
"71","101","2000"
"102","177","1500"
"178","337","1200"
