"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4400,86.3636363636364,38,"Dexter Fowler","STL",NA,"OF",1,4,1,1,0,9,3,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,8900,41.5730337078652,37,"Taijuan Walker","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,8,0,0,2,4,0,1
3,2,4100,85.3658536585366,35,"Chris Owings","ARI",NA,"SS/OF",7,2,2,2,1,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,9400,35.5851063829787,33.45,"Masahiro Tanaka","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,1,1,0,3,0,0
5,3,4400,75,33,"Matt Carpenter","STL",NA,"1B",3,1,1,6,0,8,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,3800,84.2105263157895,32,"Randal Grichuk","STL",NA,"OF",5,3,1,3,0,6,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,5300,56.6037735849057,30,"Daniel Murphy","WAS",NA,"2B",4,3,1,3,0,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,4900,59.1836734693878,29,"Adam Eaton","WAS",NA,"OF",1,3,1,2,0,4,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,12900,22.1705426356589,28.6,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,8,0,0,2,8,0,1
10,4,10100,27.2772277227723,27.55,"Justin Verlander","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,0,0,5,2,0
11,5,7500,35.6666666666667,26.75,"Matt Moore","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,0,1,2,3,0
12,6,10000,26.55,26.55,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,0,0,3,8,4,0
13,7,2300,104.347826086957,24,"Kurt Suzuki","ATL",NA,"C",6,2,1,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,8,4400,52.2727272727273,23,"Yasmany Tomas","ARI",NA,"OF",5,1,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
