"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"WR","Leonte Carroo (7572058)","Leonte Carroo",7572058,3000,"Pit@Mia 01:00PM ET","Mia","Leonte","Carroo","Pit",0,3,0,3,10,0.0132450331125828,1.93558299795306,1.72979617166609,0,3.4,NA,NA,NA,NA,2,2,0,10,7,-0.7,4.1,0
"TE","Jesse James (7572172)","Jesse James",7572172,3000,"Pit@Mia 01:00PM ET","Pit","Jesse","James","Mia",10.6,8.4,8.16,4.19373097306394,3,0.143589743589744,8.57553835603173,8.64050539141738,1,8.1,11.9,3,9.5,16.3,20,28,3,2,2,4.9,14.7,3.3
"RB","James Develin (7571926)","James Develin",7571926,3000,"Cin@NE 01:00PM ET","NE","James","Develin","Cin",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"RB","Brandon Bolden (7571928)","Brandon Bolden",7571928,3000,"Cin@NE 01:00PM ET","NE","Brandon","Bolden","Cin",0,0,3.15,0,8,0.0178571428571429,0,0,0,0.4,NA,NA,3.5,NA,2,3,0,9,4,-0.6,3.2,0
"RB","Rex Burkhead (7571929)","Rex Burkhead",7571929,3000,"Cin@NE 01:00PM ET","Cin","Rex","Burkhead","NE",0,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,4,0,0,1.6
"RB","D.J. Foster (7571933)","D.J. Foster",7571933,3000,"Cin@NE 01:00PM ET","NE","D.J.","Foster","Cin",0,2.8,0,2.8,10,0.0119047619047619,1.80654413142286,1.61447642688835,0,NA,1.9,NA,NA,1.7,1,2,0,10,4,1.7,1.9,0
"WR","Matthew Slater (7572059)","Matthew Slater",7572059,3000,"Cin@NE 01:00PM ET","NE","Matthew","Slater","Cin",0,0,0,0,11,0.00595238095238095,0,0,NA,NA,NA,NA,NA,NA,0,1,0,12,4,NA,NA,NA
"WR","James Wright (7572064)","James Wright",7572064,3000,"Cin@NE 01:00PM ET","Cin","James","Wright","NE",1.87,0,3.18,0,8,0.0157068062827225,0.556749447971423,0.669861540293101,0,1.1,2,2,NA,NA,3,3,0,8,4,1.2,2.2,1.1
"WR","Malcolm Mitchell (7572066)","Malcolm Mitchell",7572066,3000,"Cin@NE 01:00PM ET","NE","Malcolm","Mitchell","Cin",4.06,2.5,3.46,0.94597517619044,6,0.0714285714285714,2.82175736037834,2.89584860308537,0,5.3,2.5,3.7,NA,2.7,6,12,0,6,4,2.3,4.8,0
"WR","Alex Erickson (7572067)","Alex Erickson",7572067,3000,"Cin@NE 01:00PM ET","Cin","Alex","Erickson","NE",0,0,0,0,9,0.00523560209424084,0,0,0,NA,3,NA,NA,NA,1,1,0,9,4,-0.7,1.9,0
"WR","Cody Core (7572068)","Cody Core",7572068,3000,"Cin@NE 01:00PM ET","Cin","Cody","Core","NE",0,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,4,0,0,0
"WR","Tyler Boyd (7572069)","Tyler Boyd",7572069,3000,"Cin@NE 01:00PM ET","Cin","Tyler","Boyd","NE",7.63,7.2,5.84,5.93891378243424,5,0.120418848167539,6.91705603360177,6.88468918228543,0,4.4,12.8,4.8,2,6.3,15,23,0,5,4,2,10.1,11.9
"RB","Taiwan Jones (7571935)","Taiwan Jones",7571935,3000,"KC@Oak 04:05PM ET","Oak","Taiwan","Jones","KC",0,0,0,0,11,0.00995024875621891,0,0,0,2.9,NA,NA,NA,NA,2,2,0,11,6,-0.7,2.6,0
"RB","Anthony Sherman (7571936)","Anthony Sherman",7571936,3000,"KC@Oak 04:05PM ET","KC","Anthony","Sherman","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,0
"RB","Knile Davis (7571938)","Knile Davis",7571938,3000,"KC@Oak 04:05PM ET","KC","Knile","Davis","Oak",0,0,0,0,10,0.0179640718562874,0,0,0,NA,NA,NA,3.2,NA,2,3,0,9,4,-0.7,3.9,0
"RB","Jamize Olawale (7571940)","Jamize Olawale",7571940,3000,"KC@Oak 04:05PM ET","Oak","Jamize","Olawale","KC",0,4.3,0,4.3,NA,NA,2.77433563039939,2.47937451272139,0,6.2,5.9,NA,NA,9.4,NA,NA,NA,NA,NA,0.1,8.5,0
"WR","Albert Wilson (7572072)","Albert Wilson",7572072,3000,"KC@Oak 04:05PM ET","KC","Albert","Wilson","Oak",5.38,6.3,4.91,5.84249045409158,5,0.0958083832335329,5.66649543478499,5.55976719406931,0,3.1,3.1,NA,10.2,NA,10,16,0,6,4,1.4,9.6,3.6
"WR","Andre Holmes (7572073)","Andre Holmes",7572073,3000,"KC@Oak 04:05PM ET","Oak","Andre","Holmes","KC",3.06,3.3,2.91,6.44487984371333,8,0.0398009950248756,3.04018584897434,2.99891285476686,0,NA,7.6,1.8,NA,3.3,4,8,1,9,4,-0.1,6.4,9.1
"WR","De'Anthony Thomas (7572075)","De'Anthony Thomas",7572075,3000,"KC@Oak 04:05PM ET","KC","De'Anthony","Thomas","Oak",0,0,0.77,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.4
"WR","Demarcus Robinson (7572078)","Demarcus Robinson",7572078,3000,"KC@Oak 04:05PM ET","KC","Demarcus","Robinson","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Johnny Holton (7572079)","Johnny Holton",7572079,3000,"KC@Oak 04:05PM ET","Oak","Johnny","Holton","KC",0,1.2,0,1.2,12,0.00497512437810945,0.774233199181226,0.691918468666434,0,NA,2.8,0.2,NA,NA,1,1,0,12,6,-0.3,3.3,0
"WR","Tyreek Hill (7572080)","Tyreek Hill",7572080,3000,"KC@Oak 04:05PM ET","KC","Tyreek","Hill","Oak",4.8,1.3,5.98,0,6,0.0838323353293413,2.26784212456549,2.46900903271674,0,7.9,2.7,5.3,13.2,NA,11,14,2,5,1,2.8,11.8,4
"RB","Patrick DiMarco (7571945)","Patrick DiMarco",7571945,3000,"Atl@Sea 04:25PM ET","Atl","Patrick","DiMarco","Sea",0,0,0,0,NA,NA,0,0,0,1.8,NA,NA,2.8,2.3,NA,NA,NA,NA,NA,1.8,2.8,1.3
"RB","C.J. Prosise (7571950)","C.J. Prosise",7571950,3000,"Atl@Sea 04:25PM ET","Sea","C.J.","Prosise","Atl",0,0,0,0,9,0.00806451612903226,0,0,0,2.1,NA,NA,NA,NA,1,1,0,9,4,2.1,2.1,0
"RB","Alex Collins (7571951)","Alex Collins",7571951,3000,"Atl@Sea 04:25PM ET","Sea","Alex","Collins","Atl",2.72,1.9,1.36,1.9,8,0.0161290322580645,2.03568661090447,2.06988163399667,0,NA,NA,5.1,0.1,NA,2,2,0,8,4,-1.2,4.6,8.1
"WR","Eric Weems (7572081)","Eric Weems",7572081,3000,"Atl@Sea 04:25PM ET","Atl","Eric","Weems","Sea",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Aldrick Robinson (7572083)","Aldrick Robinson",7572083,3000,"Atl@Sea 04:25PM ET","Atl","Aldrick","Robinson","Sea",3.63,2.2,3.79,3.18431585139655,6,0.0647058823529412,2.50017646024736,2.56883665312409,0,NA,6.9,1.4,12.8,NA,7,11,1,6,4,-0.6,11.1,1.8
"WR","Justin Hardy (7572087)","Justin Hardy",7572087,3000,"Atl@Sea 04:25PM ET","Atl","Justin","Hardy","Sea",4.1,3.5,4.15,2.81594954485793,8,0.0411764705882353,3.47886077213036,3.48677591607124,0,1,7.8,10.6,NA,NA,4,7,2,9,2,-0.3,10,6
"WR","Paul Richardson (7572088)","Paul Richardson",7572088,3000,"Atl@Sea 04:25PM ET","Sea","Paul","Richardson","Atl",4.42,2.4,0,4.52960906030246,5,0.0806451612903226,2.86441963902218,2.96714603257111,0,2.1,6.5,NA,3.7,NA,5,10,0,6,4,0.3,5.8,0
"WR","Tanner McEvoy (7572089)","Tanner McEvoy",7572089,3000,"Atl@Sea 04:25PM ET","Sea","Tanner","McEvoy","Atl",0,0,6.87,0,9,0.00806451612903226,0,0,0,NA,NA,NA,11.2,NA,1,1,1,9,2,-2.3,13.5,2.7
"WR","Taylor Gabriel (7572091)","Taylor Gabriel",7572091,3000,"Atl@Sea 04:25PM ET","Atl","Taylor","Gabriel","Sea",0,0,0,0.691231290638815,7,0.0529411764705882,0,0,0,NA,NA,NA,NA,NA,7,9,0,6,9,3.7,7.7,1.6
"RB","Lance Dunbar (7571954)","Lance Dunbar",7571954,3000,"Dal@GB 04:25PM ET","Dal","Lance","Dunbar","GB",0,5.8,3.22,4.31695013693403,7,0.0372670807453416,3.74212712937593,3.34427259855443,0,2.6,5.2,6.1,3.6,NA,5,6,0,7,5,2.8,5.9,0
"RB","Rod Smith (7571956)","Rod Smith",7571956,3000,"Dal@GB 04:25PM ET","Dal","Rod","Smith","GB",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,-0.3,1.7,0
"RB","Keith Smith (7571957)","Keith Smith",7571957,3000,"Dal@GB 04:25PM ET","Dal","Keith","Smith","GB",0,0,0,0,NA,NA,0,0,0,NA,1.5,NA,2.6,NA,NA,NA,NA,NA,NA,0.3,2.6,0
"RB","Aaron Ripkowski (7571958)","Aaron Ripkowski",7571958,3000,"Dal@GB 04:25PM ET","GB","Aaron","Ripkowski","Dal",0,1.7,0,1.7,NA,NA,1.09683036550674,0.980217830610782,0,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,1.7,1.7,1.2
"RB","Darius Jackson (7571959)","Darius Jackson",7571959,3000,"Dal@GB 04:25PM ET","Dal","Darius","Jackson","GB",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Jared Abbrederis (7572098)","Jared Abbrederis",7572098,3000,"Dal@GB 04:25PM ET","GB","Jared","Abbrederis","Dal",0,1,0,1,9,0.00675675675675676,0.645194332651022,0.576598723888695,0,1.8,NA,NA,NA,NA,1,1,0,8,5,1.8,1.8,0
"WR","Ty Montgomery (7572099)","Ty Montgomery",7572099,3000,"Dal@GB 04:25PM ET","GB","Ty","Montgomery","Dal",1.66,0,3.1,0,9,0.00675675675675676,0.49422678269121,0.594636447532913,0,NA,NA,-0.1,NA,0.1,0,1,0,11,5,-0.1,0.1,19.4
"WR","Trevor Davis (7572101)","Trevor Davis",7572101,3000,"Dal@GB 04:25PM ET","GB","Trevor","Davis","Dal",0,0,0,0,8,0.0202702702702703,0,0,0,NA,NA,NA,NA,NA,0,3,0,11,5,0,0,0
"WR","Lucky Whitehead (7572102)","Lucky Whitehead",7572102,3000,"Dal@GB 04:25PM ET","Dal","Lucky","Whitehead","GB",0,3.2,1.14,3.2,11,0,2.06462186448327,1.84511591644383,0,NA,NA,0.3,0.8,0.9,0,0,0,11,5,0,0.8,7.1
"WR","Jeff Janis (7572103)","Jeff Janis",7572103,3000,"Dal@GB 04:25PM ET","GB","Jeff","Janis","Dal",0,0,0.62,0,13,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,5,0,0,3.4
"RB","Robert Turbin (7571962)","Robert Turbin",7571962,3000,"Ind@Hou 08:30PM ET","Ind","Robert","Turbin","Hou",0,1.9,2.28,2.73780006878979,9,0.028436018957346,1.22586923203694,1.09553757538852,0,3.9,7,6.9,2.5,NA,4,6,0,9,7,2.8,7.3,6.4
"RB","Jonathan Grimes (7571963)","Jonathan Grimes",7571963,3000,"Ind@Hou 08:30PM ET","Hou","Jonathan","Grimes","Ind",0,0,0,0,7,0.0378378378378378,0,0,0,NA,3.1,5.9,NA,NA,5,7,0,7,4,2.5,6.5,0
"RB","Jordan Todman (7571964)","Jordan Todman",7571964,3000,"Ind@Hou 08:30PM ET","Ind","Jordan","Todman","Hou",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,7,0,0,0
"RB","Alfred Blue (7571966)","Alfred Blue",7571966,3000,"Ind@Hou 08:30PM ET","Hou","Alfred","Blue","Ind",2.96,3.8,0,3.42572548179625,11,0.00540540540540541,3.33301031754736,3.25139074396826,0,0.4,1.1,1.2,3.3,3.9,1,1,0,10,4,0.5,3.5,1.3
"RB","Jay Prosch (7571967)","Jay Prosch",7571967,3000,"Ind@Hou 08:30PM ET","Hou","Jay","Prosch","Ind",0,0,0,0,NA,NA,0,0,0,0.2,NA,NA,1.6,NA,NA,NA,NA,NA,NA,-0.1,1.9,0
"RB","Tyler Ervin (7571968)","Tyler Ervin",7571968,3000,"Ind@Hou 08:30PM ET","Hou","Tyler","Ervin","Ind",0,1.1,0,1.1,10,0.0108108108108108,0.709713765916124,0.634258596277565,0,1.8,NA,-1,NA,NA,1,2,0,10,4,-0.9,1.2,1.4
"RB","Josh Ferguson (7571969)","Josh Ferguson",7571969,3000,"Ind@Hou 08:30PM ET","Ind","Josh","Ferguson","Hou",7.7,4.2,4.53,2.32106581491772,3,0.118483412322275,5.00231392407544,5.17996804153941,0,4.4,8.6,6.1,10.1,3.3,19,25,0,2,7,3.7,9.3,0
"WR","Devin Street (7572105)","Devin Street",7572105,3000,"Ind@Hou 08:30PM ET","Ind","Devin","Street","Hou",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"WR","Keith Mumphery (7572106)","Keith Mumphery",7572106,3000,"Ind@Hou 08:30PM ET","Hou","Keith","Mumphery","Ind",0,3.5,0,3.5,13,0,2.25818016427858,2.01809553361043,0,NA,NA,NA,NA,NA,0,0,0,13,4,0,0,0
"WR","Quan Bray (7572108)","Quan Bray",7572108,3000,"Ind@Hou 08:30PM ET","Ind","Quan","Bray","Hou",3.89,2.8,0,2.8,10,0.023696682464455,2.96470207399443,3.00793171658897,0,NA,1.7,NA,NA,5.6,3,5,0,10,7,-1,3.9,0
"WR","Braxton Miller (7572109)","Braxton Miller",7572109,3000,"Ind@Hou 08:30PM ET","Hou","Braxton","Miller","Ind",5.26,7.9,3.6,8.08890627066347,9,0.0324324324324324,6.66307912972365,6.43933938499968,0,1.6,1.1,NA,NA,2.2,3,6,0,9,4,1.1,2.2,3.3
"WR","Chester Rogers (7572112)","Chester Rogers",7572112,3000,"Ind@Hou 08:30PM ET","Ind","Chester","Rogers","Hou",7.53,6.6,2.67,6.6,7,0.0663507109004739,6.50016673625868,6.50290847520926,0,NA,NA,NA,5.9,5.4,6,14,0,8,7,-0.4,6.1,10.3
"WR","Jaelen Strong (7572113)","Jaelen Strong",7572113,3000,"Ind@Hou 08:30PM ET","Hou","Jaelen","Strong","Ind",9.8,11.6,6.15,11.4594566303067,4,0.108108108108108,10.4019786384951,10.1990495259176,0,NA,NA,2.5,8.1,8.9,11,20,0,5,4,0.6,9.2,4.6
"TE","Charles Clay (7572116)","Charles Clay",7572116,2900,"SF@Buf 01:00PM ET","Buf","Charles","Clay","SF",9.96,8.8,8.24,8.8,2,0.192857142857143,8.64307082347625,8.641887455418,1,6,7.7,NA,9.7,12.3,18,27,0,3,6,2.5,11.8,10.2
"TE","Will Tye (7572141)","Will Tye",7572141,2900,"Bal@NYG 01:00PM ET","NYG","Will","Tye","Bal",7.42,5.1,5.04,5.1,4,0.0979381443298969,5.49962526975441,5.59860676935898,0,4.6,3,4.4,8.3,5.7,14,19,0,4,5,3.2,7.2,3.5
"TE","Richard Rodgers (7572203)","Richard Rodgers",7572203,2900,"Dal@GB 04:25PM ET","GB","Richard","Rodgers","Dal",8.73,8.1,7.38,8.1,4,0.0878378378378378,7.825230608265,7.79766423395767,0,3.2,4.5,8.9,NA,1.6,6,13,1,4,3,1.4,7.7,3.5
"TE","Jordan Cameron (7572168)","Jordan Cameron",7572168,2800,"Pit@Mia 01:00PM ET","Mia","Jordan","Cameron","Pit",0,0,6.17,0,4,0.0728476821192053,0,0,0,2.6,15.9,1.5,NA,NA,8,11,1,4,2,-1.3,14.7,0
"TE","Jacob Tamme (7572191)","Jacob Tamme",7572191,2800,"Atl@Sea 04:25PM ET","Atl","Jacob","Tamme","Sea",7.74,7.6,6.37,7.6,3,0.129411764705882,7.20788373418991,7.15473229185815,1,11.1,18.5,5.8,8.3,1.1,17,22,2,2,2,2.5,15.4,3.6
"TE","Lance Kendricks (7572160)","Lance Kendricks",7572160,2700,"LA@Det 01:00PM ET","LA","Lance","Kendricks","Det",9.08,6.6,6.2,6.6,3,0.168831168831169,6.96164355142215,7.05814130272494,1,3.5,10.1,NA,10.2,4.4,15,26,0,3,3,1.2,10.1,14.4
"TE","Clive Walford (7572187)","Clive Walford",7572187,2600,"KC@Oak 04:05PM ET","Oak","Clive","Walford","KC",8.16,6.9,7.25,6.9,4,0.0995024875621891,6.88129303189462,6.90156337065644,1,5.5,17,4.7,4.3,NA,14,20,2,3,2,1.8,14,4.5
"TE","Kyle Nelson (7572115)","Kyle Nelson",7572115,2500,"SF@Buf 01:00PM ET","SF","Kyle","Nelson","Buf",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Garrett Celek (7572117)","Garrett Celek",7572117,2500,"SF@Buf 01:00PM ET","SF","Garrett","Celek","Buf",4.45,3.7,6.19,3.7,3,0.134228187919463,3.71210408079425,3.72747081544929,0,2.5,2.2,5.5,12.9,1.4,11,20,0,4,4,0.2,9.6,0
"TE","Vance McDonald (7572118)","Vance McDonald",7572118,2500,"SF@Buf 01:00PM ET","SF","Vance","McDonald","Buf",6.69,6.6,6.29,6.6,6,0.0469798657718121,6.25007607513782,6.20200810416851,0,9.4,14.5,2.4,NA,NA,5,7,2,6,1,2.7,14.8,4.5
"TE","Gerald Christian (7572119)","Gerald Christian",7572119,2500,"SF@Buf 01:00PM ET","Buf","Gerald","Christian","SF",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Blake Bell (7572120)","Blake Bell",7572120,2500,"SF@Buf 01:00PM ET","SF","Blake","Bell","Buf",0,1.4,0,1.4,8,0.0335570469798658,0.90327206571143,0.807238213444173,0,NA,1.6,NA,NA,1.4,2,5,0,8,4,0.1,1.9,0
"TE","Je'Ron Hamm (7572121)","Je'Ron Hamm",7572121,2500,"SF@Buf 01:00PM ET","SF","Je'Ron","Hamm","Buf",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Nick O'Leary (7572122)","Nick O'Leary",7572122,2500,"SF@Buf 01:00PM ET","Buf","Nick","O'Leary","SF",0,0,1.87,0,NA,NA,0,0,0,NA,NA,3.8,4,NA,NA,NA,NA,NA,NA,0.3,4.9,4.9
"TE","Vernon Davis (7572123)","Vernon Davis",7572123,2500,"Phi@Was 01:00PM ET","Was","Vernon","Davis","Phi",8.56,8.7,3.63,8.7,6,0.0564102564102564,8.16173362167639,8.08272696462787,0,3,10.1,NA,1.8,4.5,10,11,0,6,6,1.2,8.5,13
"TE","Brent Celek (7572124)","Brent Celek",7572124,2500,"Phi@Was 01:00PM ET","Phi","Brent","Celek","Was",0,2.4,0,2.4,7,0.0625,1.54846639836245,1.38383693733287,0,2.1,NA,9.1,NA,NA,6,8,0,7,6,-1,8.5,0
"TE","Niles Paul (7572125)","Niles Paul",7572125,2500,"Phi@Was 01:00PM ET","Was","Niles","Paul","Phi",4.47,5.6,0,5.6,11,0.00512820512820513,4.94392785238169,4.8301726853864,0,NA,2.6,NA,NA,NA,1,1,0,9,6,2.6,2.6,0
"TE","Trey Burton (7572128)","Trey Burton",7572128,2500,"Phi@Was 01:00PM ET","Phi","Trey","Burton","Was",3.55,2.5,3.28,2.5,4,0.1171875,2.66991660184068,2.71315909209634,0,NA,15.9,3.9,NA,1.5,8,15,1,6,2,-0.6,14.8,1.7
"TE","Anthony Fasano (7572129)","Anthony Fasano",7572129,2500,"Cle@Ten 01:00PM ET","Ten","Anthony","Fasano","Cle",1.68,0,1.26,0,7,0.0294117647058824,0.500181322241706,0.601800742081502,0,NA,1.1,NA,NA,2,2,5,0,10,5,0,2,8.5
"TE","Beau Brinkley (7572132)","Beau Brinkley",7572132,2500,"Cle@Ten 01:00PM ET","Ten","Beau","Brinkley","Cle",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Randall Telfer (7572133)","Randall Telfer",7572133,2500,"Cle@Ten 01:00PM ET","Cle","Randall","Telfer","Ten",0,0,0,0,10,0.00581395348837209,0,0,0,NA,NA,NA,NA,NA,0,1,0,10,5,0,0,0
"TE","Connor Hamlett (7572134)","Connor Hamlett",7572134,2500,"Cle@Ten 01:00PM ET","Cle","Connor","Hamlett","Ten",1.96,1.2,0,1.2,9,0.0116279069767442,1.35777807512988,1.39401933442819,0,NA,NA,NA,NA,NA,1,2,1,8,2,8.7,8.7,0
"TE","Jace Amaro (7572135)","Jace Amaro",7572135,2500,"Cle@Ten 01:00PM ET","Ten","Jace","Amaro","Cle",0,0,0,0,9,0.0235294117647059,0,0,0,NA,NA,NA,NA,NA,3,4,0,7,5,8.9,8.9,0
"TE","Phillip Supernaw (7572136)","Phillip Supernaw",7572136,2500,"Cle@Ten 01:00PM ET","Ten","Phillip","Supernaw","Cle",0,0,0,0,11,0.0117647058823529,0,0,0,NA,1.7,NA,NA,NA,1,2,0,11,5,-0.4,2.1,4.5
"TE","Seth DeValve (7572137)","Seth DeValve",7572137,2500,"Cle@Ten 01:00PM ET","Cle","Seth","DeValve","Ten",0,0,0,0,11,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,5,0,0,0
"TE","Larry Donnell (7572139)","Larry Donnell",7572139,2500,"Bal@NYG 01:00PM ET","NYG","Larry","Donnell","Bal",7.57,3.8,4.5,3.8,7,0.0567010309278351,4.70553168393681,4.9027606374181,0,8.5,6.4,4.1,NA,NA,8,11,1,7,2,4.1,8.5,9.4
"TE","Crockett Gillmore (7572140)","Crockett Gillmore",7572140,2500,"Bal@NYG 01:00PM ET","Bal","Crockett","Gillmore","NYG",2.78,5.7,3.41,5.7,6,0.0619047619047619,4.50528869362984,4.28244966841948,0,1.5,3.2,NA,3.6,12.8,8,13,1,6,2,0.2,10.4,0
"TE","Daniel Brown (7572142)","Daniel Brown",7572142,2500,"Bal@NYG 01:00PM ET","Bal","Daniel","Brown","NYG",0,0,0,0,11,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,5,0,0,0
"TE","Darren Waller (7572143)","Darren Waller",7572143,2500,"Bal@NYG 01:00PM ET","Bal","Darren","Waller","NYG",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,12,5,0,0,0
"TE","Jerell Adams (7572144)","Jerell Adams",7572144,2500,"Bal@NYG 01:00PM ET","NYG","Jerell","Adams","Bal",4.14,0,0,0,11,0.0103092783505155,1.23258968695278,1.48300897155799,0,NA,NA,NA,NA,4.7,2,2,0,10,5,4.7,4.7,0
"TE","Ed Dickson (7572146)","Ed Dickson",7572146,2500,"Car@NO 01:00PM ET","Car","Ed","Dickson","NO",0,2.6,3.15,2.6,8,0.0267379679144385,1.67750526489266,1.49915668211061,0,NA,NA,3.3,3.7,NA,4,5,0,8,7,0.3,4.4,11.3
"TE","Josh Hill (7572148)","Josh Hill",7572148,2500,"Car@NO 01:00PM ET","NO","Josh","Hill","Car",0,0,0.86,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,12,8,0,0,10.3
"TE","Chris Manhertz (7572149)","Chris Manhertz",7572149,2500,"Car@NO 01:00PM ET","NO","Chris","Manhertz","Car",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Scott Simonson (7572150)","Scott Simonson",7572150,2500,"Car@NO 01:00PM ET","Car","Scott","Simonson","NO",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Marcedes Lewis (7572151)","Marcedes Lewis",7572151,2500,"Jax@Chi 01:00PM ET","Jax","Marcedes","Lewis","Chi",4.18,2.8,4.29,2.8,6,0.0613496932515337,3.05104289747663,3.11181398754351,0,6.8,9.7,5,2.2,NA,8,10,1,6,2,2.8,9.1,0
"TE","Logan Paulsen (7572153)","Logan Paulsen",7572153,2500,"Jax@Chi 01:00PM ET","Chi","Logan","Paulsen","Jax",1.33,0,0,0,8,0.0268817204301075,0.395976880108017,0.476425587481189,0,NA,NA,NA,NA,NA,2,5,0,8,5,-0.7,2.7,0
"TE","Patrick Scales (7572154)","Patrick Scales",7572154,2500,"Jax@Chi 01:00PM ET","Chi","Patrick","Scales","Jax",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Neal Sterling (7572156)","Neal Sterling",7572156,2500,"Jax@Chi 01:00PM ET","Jax","Neal","Sterling","Chi",0,0,0,0,9,0.0122699386503067,0,0,0,NA,NA,NA,2,NA,1,2,0,9,6,2,2,0
"TE","Ben Koyack (7572157)","Ben Koyack",7572157,2500,"Jax@Chi 01:00PM ET","Jax","Ben","Koyack","Chi",0,0,0,0,14,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,13,6,0,0,0
"TE","Ben Braunecker (7572158)","Ben Braunecker",7572158,2500,"Jax@Chi 01:00PM ET","Chi","Ben","Braunecker","Jax",0,0,0,0,11,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,5,0,0,0
"TE","Clay Harbor (7572159)","Clay Harbor",7572159,2500,"LA@Det 01:00PM ET","Det","Clay","Harbor","LA",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,6,0,0,1.3
"TE","Cory Harkey (7572161)","Cory Harkey",7572161,2500,"LA@Det 01:00PM ET","LA","Cory","Harkey","Det",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Tyler Higbee (7572162)","Tyler Higbee",7572162,2500,"LA@Det 01:00PM ET","LA","Tyler","Higbee","Det",1.66,2.5,0,2.5,6,0.038961038961039,2.10721261431876,2.03613325725465,0,1.2,NA,NA,NA,NA,1,6,0,8,3,-0.3,1.1,0
"TE","Temarrick Hemingway (7572164)","Temarrick Hemingway",7572164,2500,"LA@Det 01:00PM ET","LA","Temarrick","Hemingway","Det",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Cole Wick (7572165)","Cole Wick",7572165,2500,"LA@Det 01:00PM ET","Det","Cole","Wick","LA",5.16,6.6,4.24,6.6,8,0.0161290322580645,5.79455379952484,5.65393957120143,0,1.5,NA,2.3,NA,NA,2,3,0,8,6,0.1,2.4,0
"TE","Khari Lee (7572166)","Khari Lee",7572166,2500,"LA@Det 01:00PM ET","Det","Khari","Lee","LA",0,2.7,0,2.7,11,0.00537634408602151,1.74202469815776,1.55681655449948,0,NA,NA,NA,NA,NA,0,1,0,11,6,0,0,0
"TE","David Johnson (7572167)","David Johnson",7572167,2500,"Pit@Mia 01:00PM ET","Pit","David","Johnson","Mia",0,1.1,0,1.1,10,0.0102564102564103,0.709713765916124,0.634258596277565,0,NA,1.5,NA,3.6,NA,2,2,0,9,9,1.1,4,0
