"Paul Goldschmidt_ARI","Jake Lamb_ARI","Nelson Cruz_SEA","Miguel Sano_MIN","AJ Pollock_ARI","Robinson Cano_SEA","Jean Segura_SEA","Max Kepler_MIN","Danny Valencia_SEA","David Peralta_ARI","Joe Mauer_MIN","Chris Owings_ARI","Nick Ahmed_ARI","Wil Myers_SD","Ryan Schimpf_SD","Austin Hedges_SD","Robbie Grossman_MIN","Kyle Seager_SEA","Brian Dozier_MIN","Jarrod Dyson_SEA","Mike Zunino_SEA","Mitch Haniger_SEA","Ben Gamel_SEA","Taylor Motter_SEA","Jeremy Hazelbaker_ARI","Manuel Margot_SD","Yasmany Tomas_ARI","Jason Castro_MIN","Leonys Martin_SEA","Kennys Vargas_MIN","Yangervis Solarte_SD","Rey Fuentes_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Eddie Rosario_MIN","Gregor Blanco_ARI","Chris Iannetta_ARI","Chris Herrmann_ARI","Socrates Brito_ARI","Guillermo Heredia_SEA","Daniel Descalso_ARI","Brandon Drury_ARI","Byron Buxton_MIN","Travis Jankowski_SD","Jorge Polanco_MIN","Matt Szczur_SD","Chase d'Arnaud_SD","Shawn O'Malley_SEA","Eduardo Escobar_MIN","Christian Bethancourt_SD","Carlos Ruiz_SEA","Boog Powell_SEA","Cory Spangenberg_SD","Allen Cordoba_SD","Chris Gimenez_MIN","Tuffy Gosewisch_SEA","Jabari Blash_SD","Franchy Cordero_SD","Ehire Adrianza_MIN","Daniel Vogelbach_SEA","Tyler Smith_SEA","Hector Sanchez_SD","Erick Aybar_SD","Jeff Mathis_ARI","Luis Torrens_SD"
66.6060606060606,8.17333333333333,0,0,35.843333620643,0,0,0,0,13.8794871794872,0,1.40888066604995,15.0683760683761,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1168076109937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04923076923077,0
8.17333333333333,67.7503628447025,0,0,-3.17241379310345,0,0,0,0,23.6170731707317,0,-2.80813953488372,-16.73,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0
0,0,64.1432880844646,0,0,3.59756097560976,14.752380952381,0,13.8421926910299,0,0,0,0,0,0,0,0,6.53058510638298,0,7.12373737373737,12.3724137931034,0,5.35714285714286,25.2912698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,82.025,0,0,0,23.5918003565062,0,0,17.8770053475936,0,0,0,0,0,16.1118279569892,0,-1.66856330014225,0,0,0,0,0,0,0,0,9.26615384615385,0,0,0,0,0,0,-4.2672268907563,0,0,0,0,0,0,0,13.2352941176471,0,11.2063492063492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.843333620643,-3.17241379310345,0,0,59.2540322580645,0,0,0,0,10.7687747035573,0,-5.20229885057471,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0
0,0,3.59756097560976,0,0,76.6763285024155,6.78735632183908,0,7.87687687687688,0,0,0,0,0,0,0,0,14.2415795586527,0,8.375,-15.4153225806452,0,18.0671936758893,13.8689458689459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3978494623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.752380952381,0,0,6.78735632183908,53.8814102564103,0,-3.30965909090909,0,0,0,0,0,0,0,0,4.59317211948791,0,18.8092691622103,9.80263157894737,0,13.5233990147783,8.90476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.5918003565062,0,0,0,52.6491228070175,0,0,13.6285714285714,0,0,0,0,0,21.6379310344828,0,14.1861861861862,0,0,0,0,0,0,0,0,-1.57142857142857,0,0,0,0,0,0,1.00284090909091,0,0,0,0,0,0,0,16.125,0,1.42518939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13.8421926910299,0,0,7.87687687687688,-3.30965909090909,0,67.3512077294686,0,0,0,0,0,0,0,0,-0.00422832980972516,0,3.96474358974359,17.7538461538462,0,22.4102564102564,31.6388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56854838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.8794871794872,23.6170731707317,0,0,10.7687747035573,0,0,0,0,67.9471544715447,0,4.50662878787879,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5897435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9340463458111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.49473684210526,0
0,0,0,17.8770053475936,0,0,0,13.6285714285714,0,0,51.6728307254623,0,0,0,0,0,21.0330687830688,0,9.58015873015873,0,0,0,0,0,0,0,0,12.3019943019943,0,0,0,0,0,0,12.7449596774194,0,0,0,0,0,0,0,11.694623655914,0,1.07661290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40888066604995,-2.80813953488372,0,0,-5.20229885057471,0,0,0,0,4.50662878787879,0,67.8825354609929,-9.8187134502924,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1966966966967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48048048048048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35869565217391,0
15.0683760683761,-16.73,0,0,18.5769230769231,0,0,0,0,3.66666666666667,0,-9.8187134502924,64.7354497354497,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.8345588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.44444444444444,0
0,0,0,0,0,0,0,0,0,0,0,0,0,55.5420899854862,-6.85243902439024,13.2262156448203,0,0,0,0,0,0,0,0,0,11.6640243902439,0,0,0,0,8.99849170437406,0,0,-4.60745098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758536585365854,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-6.85243902439024,53.417537746806,-4.23440285204991,0,0,0,0,0,0,0,0,0,1.80208333333333,0,0,0,0,2.64939024390244,0,0,-9.11858974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48253968253968,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13.2262156448203,-4.23440285204991,65.3,0,0,0,0,0,0,0,0,0,-2.10516934046346,0,0,0,0,8.81553911205074,0,0,-2.99778516057586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0089126559714795,0,0
