"Nolan Arenado_COL","Hunter Pence_SF","Paul Goldschmidt_ARI","Buster Posey_SF","Charlie Blackmon_COL","Brandon Belt_SF","Eduardo Nunez_SF","Carlos Gonzalez_COL","Trevor Story_COL","Denard Span_SF","Joe Panik_SF","Ian Desmond_COL","Brandon Crawford_SF","Corey Seager_LAD","David Dahl_COL","DJ LeMahieu_COL","Mark Reynolds_COL","Jarrett Parker_SF","Nick Hundley_SF","AJ Pollock_ARI","Jake Lamb_ARI","Mac Williamson_SF","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Yasmany Tomas_ARI","Kelby Tomlinson_SF","Gerardo Parra_COL","Logan Forsythe_LAD","Joc Pederson_LAD","Justin Turner_LAD","David Peralta_ARI","Aaron Hill_SF","Gorkys Hernandez_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Brandon Drury_ARI","Chris Owings_ARI","Franklin Gutierrez_LAD","Conor Gillaspie_SF","Stephen Cardullo_COL","Raimel Tapia_COL","Dustin Garneau_COL","Cody Bellinger_LAD","Chris Taylor_LAD","Jeremy Hazelbaker_ARI","Tom Murphy_COL","Chris Herrmann_ARI","Trayce Thompson_LAD","Austin Barnes_LAD","Andrew Toles_LAD","Socrates Brito_ARI","Tim Federowicz_SF","Pat Valaika_COL","Rob Segedin_LAD","Tony Wolters_COL","Andre Ethier_LAD","Scott Van Slyke_LAD","Kike Hernandez_LAD","Cristhian Adames_COL","Chris Marrero_SF","Chris Iannetta_ARI","Alexi Amarista_COL","Daniel Descalso_ARI","Nick Ahmed_ARI","Jeff Mathis_ARI","Brett Eibner_LAD"
92.0714285714286,0,0,0,1.95604395604396,0,0,-5.01282051282051,16.1025641025641,0,0,0,0,0,0,-18.9679487179487,7.86538461538461,0,0,0,0,0,0,0,0,0,11.6111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0
0,34.4095238095238,0,20.1944444444444,0,7.69230769230769,20.9230769230769,0,0,4.13333333333333,10.2051282051282,0,18.6730769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34.3455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19047619047619,19.7333333333333,0,0,0,6.96794871794872,0,0,0,0,0,18.5054945054945,0,0,0,0,19.7095238095238,-2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,20.1944444444444,0,38.7777777777778,0,10.0138888888889,-8.09722222222222,0,0,-0.85,4.66666666666667,0,-5.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.95604395604396,0,0,0,35.956043956044,0,0,9.12820512820513,-11.25,0,0,0,0,0,0,-14.6923076923077,-16.3846153846154,0,0,0,0,0,0,0,0,0,9.30555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8571428571429,0,0,0,0,0,0,0,0,0,0,0
0,7.69230769230769,0,10.0138888888889,0,32.5274725274725,0.967948717948718,0,0,2.33333333333333,0.106060606060606,0,2.62121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.9230769230769,0,-8.09722222222222,0,0.967948717948718,57.6923076923077,0,0,7.875,19.5909090909091,0,16.2575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.01282051282051,0,0,0,9.12820512820513,0,0,17.7307692307692,1.13636363636364,0,0,0,0,0,0,-3.92424242424242,-10.1136363636364,0,0,0,0,0,0,0,0,0,-3.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78571428571429,0,0,0,0,0,0,0,0,0,0,0
16.1025641025641,0,0,0,-11.25,0,0,1.13636363636364,33.2564102564103,0,0,0,0,0,0,-3.90909090909091,1.27272727272727,0,0,0,0,0,0,0,0,0,21.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.04761904761905,0,0,0,0,0,0,0,0,0,0,0
0,4.13333333333333,0,-0.85,0,2.33333333333333,7.875,0,0,12.9888888888889,-6.5,0,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.2051282051282,0,4.66666666666667,0,0.106060606060606,19.5909090909091,0,0,-6.5,32.4358974358974,0,9.88181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.6730769230769,0,-5.45833333333333,0,2.62121212121212,16.2575757575758,0,0,9.25,9.88181818181818,0,36.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,63.978021978022,0,0,0,0,0,0,0,0,14.4545454545455,26.8681318681319,0,0,0,37.7909090909091,40.2321428571429,41.9090909090909,0,0,0,43.2818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.9679487179487,0,0,0,-14.6923076923077,0,0,-3.92424242424242,-3.90909090909091,0,0,0,0,0,0,40.4230769230769,-6.68181818181818,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.3809523809524,0,0,0,0,0,0,0,0,0,0,0
7.86538461538461,0,0,0,-16.3846153846154,0,0,-10.1136363636364,1.27272727272727,0,0,0,0,0,0,-6.68181818181818,64.9102564102564,0,0,0,0,0,0,0,0,0,25.1071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.91071428571429,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
