"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"2B","Brandon Drury",3500,"LAD@Ari 09:40PM ET",5.643,"Ari",6.88,6.7,6.52,6.6,16
"OF/SS","Chris Owings",3500,"LAD@Ari 09:40PM ET",7.786,"Ari",6.53,7.8,7.7,6.9,13
"OF","Franklin Gutierrez",3500,"LAD@Ari 09:40PM ET",3.143,"LAD",NA,0,NA,0,NA
"1B/3B","Conor Gillaspie",3500,"SF@Col 08:40PM ET",1.9,"SF",NA,0,1.7,1,NA
"OF","Stephen Cardullo",3500,"SF@Col 08:40PM ET",2,"Col",6.31,0,1.77,0,NA
"OF","Raimel Tapia",3500,"SF@Col 08:40PM ET",0,"Col",NA,0,NA,0,NA
"C","Dustin Garneau",3400,"SF@Col 08:40PM ET",3.7,"Col",NA,0,1.63,1.4,NA
"1B","Cody Bellinger",3300,"LAD@Ari 09:40PM ET",2,"LAD",NA,0,NA,0,NA
"2B/SS","Chris Taylor",3300,"LAD@Ari 09:40PM ET",6,"LAD",NA,0,1.69,0.4,NA
"OF","Jeremy Hazelbaker",3300,"LAD@Ari 09:40PM ET",3.833,"Ari",NA,0,1.82,0.8,NA
"C","Tom Murphy",3300,"SF@Col 08:40PM ET",0,"Col",NA,0,NA,0,NA
"C/OF","Chris Herrmann",3200,"LAD@Ari 09:40PM ET",1.75,"Ari",NA,0,1.61,0.8,NA
"OF","Trayce Thompson",3200,"LAD@Ari 09:40PM ET",0,"LAD",NA,0,NA,0,NA
"2B/C","Austin Barnes",3100,"LAD@Ari 09:40PM ET",5,"LAD",NA,0,1.73,0.5,NA
"OF","Andrew Toles",3100,"LAD@Ari 09:40PM ET",5.067,"LAD",6.95,9.8,9.16,5.5,5
"OF","Socrates Brito",3100,"LAD@Ari 09:40PM ET",0,"Ari",NA,0,NA,0,NA
"C","Tim Federowicz",3100,"SF@Col 08:40PM ET",1,"SF",NA,0,NA,0,NA
"SS","Pat Valaika",3100,"SF@Col 08:40PM ET",0,"Col",NA,0,NA,0,NA
"3B/OF","Rob Segedin",3000,"LAD@Ari 09:40PM ET",2.5,"LAD",NA,0,NA,0,NA
"C","Tony Wolters",3000,"SF@Col 08:40PM ET",4.333,"Col",5.4,4.6,5.6,3.9,13
"OF","Andre Ethier",2900,"LAD@Ari 09:40PM ET",0,"LAD",NA,0,NA,0,NA
"1B/OF","Scott Van Slyke",2800,"LAD@Ari 09:40PM ET",2.813,"LAD",5.68,0,1.7,0.5,NA
"3B/OF","Kike Hernandez",2800,"LAD@Ari 09:40PM ET",5.75,"LAD",NA,NA,1.78,NA,NA
"2B/SS","Cristhian Adames",2800,"SF@Col 08:40PM ET",0,"Col",NA,0,1.59,1,NA
"OF","Chris Marrero",2800,"SF@Col 08:40PM ET",2.583,"SF",7.14,7.3,1.6,4,9
"C","Chris Iannetta",2700,"LAD@Ari 09:40PM ET",6.125,"Ari",4.98,6.9,1.48,3.3,NA
"3B/SS","Alexi Amarista",2700,"SF@Col 08:40PM ET",1.4,"Col",NA,0,1.59,0.4,NA
"2B/OF","Daniel Descalso",2600,"LAD@Ari 09:40PM ET",2.833,"Ari",NA,0,1.51,0,NA
"SS","Nick Ahmed",2500,"LAD@Ari 09:40PM ET",5.1,"Ari",NA,0,1.61,0.8,NA
"C","Jeff Mathis",2300,"LAD@Ari 09:40PM ET",3.556,"Ari",NA,0,4.71,0.6,0
"OF","Brett Eibner",2100,"LAD@Ari 09:40PM ET",0,"LAD",NA,0,1.77,1,NA
