"Place_lo","Place_hi","Payout"
"1","1","500"
"2","2","100"
"3","3","75"
"4","4","50"
"5","5","35"
"6","6","20"
"7","7","10"
"8","8","9"
"9","10","8"
"11","15","7"
"16","20","6"
"21","25","5"
"26","30","4.5"
"31","40","4"
"41","65","3.5"
"66","90","3"
"91","140","2.5"
"141","200","2"
"201","300","1.5"
"301","500","1.25"
"501","1011","1"
"1012","1963","0.75"
