"Paul Goldschmidt_ARI","Wil Myers_SD","Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Kyle Seager_SEA","AJ Pollock_ARI","Jake Lamb_ARI","Khris Davis_OAK","Yasmany Tomas_ARI","Ryan Schimpf_SD","Rajai Davis_OAK","Yangervis Solarte_SD","David Peralta_ARI","Mitch Haniger_SEA","Manuel Margot_SD","Trevor Plouffe_OAK","Brandon Drury_ARI","Chris Owings_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Danny Valencia_SEA","Ryon Healy_OAK","Marcus Semien_OAK","Cory Spangenberg_SD","Taylor Motter_SEA","Leonys Martin_SEA","Jeremy Hazelbaker_ARI","Stephen Vogt_OAK","Chris Herrmann_ARI","Travis Jankowski_SD","Jarrod Dyson_SEA","Socrates Brito_ARI","Josh Phegley_OAK","Mike Zunino_SEA","Mark Canha_OAK","Ben Gamel_SEA","Yonder Alonso_OAK","Christian Bethancourt_SD","Austin Hedges_SD","Jed Lowrie_OAK","Guillermo Heredia_SEA","Erick Aybar_SD","Shawn O'Malley_SEA","Jake Smolinski_OAK","Chris Iannetta_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Carlos Ruiz_SEA","Daniel Descalso_ARI","Jabari Blash_SD","Matt Joyce_OAK","Hector Sanchez_SD","Nick Ahmed_ARI","Adam Rosales_OAK","Chad Pinder_OAK","Mike Freeman_SEA","Jeff Mathis_ARI","Bruce Maxwell_OAK","Jaff Decker_OAK","Luis Torrens_SD"
35.6625,0,0,0,0,0,7.38044473933721,23.6302437407233,0,11.2894120455523,0,0,0,22.8213854202651,0,0,0,19.9899046649628,-6.61288123664939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35849120298716,0,0,0
0,83.6923076923077,0,0,0,0,0,0,0,0,0.551136533541558,0,20.9173128398915,0,0,8.79811912896896,0,0,0,0,23.7179821435646,0,0,0,0,0,0,0,0,0,-14.31316726123,0,0,0,0,0,0,0,0,-3.21607510033891,0,0,-18.4264018740634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30.6380952380952,0.697634330432981,-46.8997891228848,12.6996422223219,0,0,0,0,0,0,0,0,-5.41250146326728,0,0,0,0,0,0,-1.38075924202653,0,0,0,-9.47544916744682,18.2685985797456,0,0,0,0,16.4214000756247,0,0,2.07356415735178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.697634330432981,62.6380952380952,30.4212803636627,-4.861447806538,0,0,0,0,0,0,0,0,7.48621908808713,0,0,0,0,0,0,-6.19770784521098,0,0,0,27.9091937371788,2.12692973360177,0,0,0,0,17.4047377025923,0,0,-6.58038525331741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-46.8997891228848,30.4212803636627,57.2380952380952,-3.71078447391943,0,0,0,0,0,0,0,0,26.1760621765155,0,0,0,0,0,0,-9.88645917434476,0,0,0,0,-2.14210677541936,0,0,0,0,-0.66352492608531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12.6996422223219,-4.861447806538,-3.71078447391943,24.0952380952381,0,0,0,0,0,0,0,0,15.6434824843835,0,0,0,0,0,0,3.45339475854557,0,0,0,13.8672250321403,3.2999454711548,0,0,0,0,4.7029585369158,0,0,21.2059865538358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.38044473933721,0,0,0,0,0,58.532967032967,-0.998803189824999,0,-10.172435399553,0,0,0,6.60768161041233,0,0,0,3.50755990242434,-17.0068917893328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7131387774088,0,0,0
23.6302437407233,0,0,0,0,0,-0.998803189824999,52.4,0,-8.37526702849493,0,0,0,32.5208496762163,0,0,0,7.56690488067784,-45.1441767903537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0470649578876,0,0,0
0,0,0,0,0,0,0,0,62.0641025641026,0,0,-6.24255032480787,0,0,0,0,23.8024101897841,0,0,0,0,0,-14.4692364886513,-10.5625762857635,0,0,0,0,12.899462112957,0,0,0,0,0,0,0,0,28.8064110362208,0,0,-18.3761721883498,0,0,0,0,0,0,0,0,0,0,27.1179263059582,0,0,-12.3788789588301,0,0,0,0,0,0
11.2894120455523,0,0,0,0,0,-10.172435399553,-8.37526702849493,0,68.0833333333333,0,0,0,6.69981314831086,0,0,0,32.2461761739361,-25.254876471472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9907865761801,0,0,0
