"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,747559308,"salmonc (81/122)",0,196.3,"P Alex Wood P Nate Karns C Gary Sánchez SS Corey Seager 1B Matt Holliday OF Brett Gardner OF Jacoby Ellsbury OF Yasiel Puig 3B Justin Turner 2B Chris Taylor",NA,"Trevor Cahill","63.43%",25.8
2,747371763,"jhb303 (1/3)",0,188.2,"P Alex Wood P Ricky Nolasco C Gary Sánchez 1B Matt Holliday OF Brett Gardner SS Didi Gregorius OF Yasiel Puig 3B Ryan Schimpf 2B Yangervis Solarte OF Aaron Hicks",NA,"Jacob deGrom","62.78%",25.3
3,747488680,"tomjk321 (103/150)",0,185.1,"P Jacob deGrom C Gary Sánchez 1B Matt Holliday OF Brett Gardner OF Jacoby Ellsbury SS Didi Gregorius OF Joc Pederson 3B Justin Turner 2B Chris Taylor P Trevor Cahill",NA,"Corey Seager","60.87%",7
4,747267261,"ganondorf (109/150)",0,184.75,"P Jacob deGrom P Alex Wood 1B Joey Votto OF Matt Holliday SS Aledmys Díaz OF Joc Pederson OF Cody Bellinger 3B Justin Turner C Yasmani Grandal 2B Chris Taylor",NA,"Cody Bellinger","42.96%",4
5,747524717,"RotoPhiliac",0,184.1,"P Jacob deGrom C Gary Sánchez SS Corey Seager 1B Matt Holliday OF Brett Gardner OF Joc Pederson 3B Justin Turner 2B Chris Taylor OF Andrew Toles P Trevor Cahill",NA,"Justin Turner","38.91%",5
6,747433134,"rwhabich (1/2)",0,181.15,"P Jacob deGrom P Nate Karns C Gary Sánchez SS Corey Seager 1B Matt Holliday OF Brett Gardner OF Joc Pederson OF Cody Bellinger 3B Justin Turner 2B Chris Taylor",NA,"Bryce Harper","38.30%",21
7,747428619,"SportsWiseGuy",0,180.75,"P Jacob deGrom P Alex Wood SS Corey Seager 1B Matt Holliday OF Brett Gardner OF Joc Pederson OF Cody Bellinger 3B Justin Turner C Yasmani Grandal 2B Jed Lowrie",NA,"Aaron Hicks","36.64%",14
8,747535646,"ehafner (82/100)",0,179.15,"P Jacob deGrom P Nate Karns SS Corey Seager 1B Matt Holliday OF Brett Gardner OF Jacoby Ellsbury 3B Chase Headley C Yasmani Grandal OF Aaron Hicks 2B Chris Taylor",NA,"Gary Sánchez","32.45%",17
9,747484055,"Jrk410",0,178.75,"P Carlos Martínez P Alex Wood C Gary Sánchez SS Corey Seager OF Matt Holliday OF Brett Gardner 1B Cody Bellinger 3B Justin Turner OF Aaron Hicks 2B Chris Taylor",NA,"Yasmani Grandal","31.16%",14
10,747331174,"miller_time",0,178.6,"P Jacob deGrom P Carlos Martínez C Gary Sánchez 1B Matt Holliday OF Brett Gardner OF Jacoby Ellsbury 3B Cory Spangenberg OF Aaron Hicks SS Jordy Mercer 2B Jed Lowrie",NA,"Daniel Murphy","28.71%",4
