Position,Name...ID,Name,ID,Salary,GameInfo,TeamAbbrev
RB,David Johnson,David Johnson,9800,9800,ARI@MIA,ARI
RB,Le'Veon Bell,Le'Veon Bell,9000,9000,PIT@BUF,PIT
WR,Mike Evans,Mike Evans,8900,8900,NO@TB,TB
WR,Antonio Brown,Antonio Brown,8700,8700,PIT@BUF,PIT
WR,Julio Jones,Julio Jones,8500,8500,ATL@LA,ATL
RB,Ezekiel Elliott,Ezekiel Elliott,8400,8400,DAL@NYG,DAL
RB,LeSean McCoy,LeSean McCoy,8200,8200,PIT@BUF,BUF
WR,Odell Beckham Jr.,Odell Beckham Jr.,8000,8000,DAL@NYG,NYG
WR,A.J. Green,A.J. Green,7700,7700,CIN@CLE,CIN
WR,T.Y. Hilton,T.Y. Hilton,7500,7500,HOU@IND,IND
QB,Drew Brees,Drew Brees,7400,7400,NO@TB,NO
RB,Melvin Gordon,Melvin Gordon,7400,7400,SD@CAR,SD
QB,Cam Newton,Cam Newton,7200,7200,SD@CAR,CAR
WR,Larry Fitzgerald,Larry Fitzgerald,7100,7100,ARI@MIA,ARI
RB,DeMarco Murray,DeMarco Murray,7000,7000,DEN@TEN,TEN
WR,Brandon Marshall,Brandon Marshall,7000,7000,NYJ@SF,NYJ
QB,Ben Roethlisberger,Ben Roethlisberger,7000,7000,PIT@BUF,PIT
QB,Andrew Luck,Andrew Luck,6900,6900,HOU@IND,IND
WR,Dez Bryant,Dez Bryant,6900,6900,DAL@NYG,DAL
RB,Matt Forte,Matt Forte,6800,6800,NYJ@SF,NYJ
WR,Jordy Nelson,Jordy Nelson,6800,6800,SEA@GB,GB
QB,Matthew Stafford,Matthew Stafford,6800,6800,CHI@DET,DET
WR,Doug Baldwin,Doug Baldwin,6800,6800,SEA@GB,SEA
WR,Michael Thomas,Michael Thomas,6700,6700,NO@TB,NO
QB,Jameis Winston,Jameis Winston,6700,6700,NO@TB,TB
QB,Philip Rivers,Philip Rivers,6600,6600,SD@CAR,SD
WR,Golden Tate,Golden Tate,6600,6600,CHI@DET,DET
QB,Russell Wilson,Russell Wilson,6600,6600,SEA@GB,SEA
QB,Matt Ryan,Matt Ryan,6500,6500,ATL@LA,ATL
WR,Stefon Diggs,Stefon Diggs,6500,6500,MIN@JAX,MIN
QB,Aaron Rodgers,Aaron Rodgers,6400,6400,SEA@GB,GB
WR,Brandin Cooks,Brandin Cooks,6400,6400,NO@TB,NO
RB,Jordan Howard,Jordan Howard,6400,6400,CHI@DET,CHI
WR,Donte Moncrief,Donte Moncrief,6300,6300,HOU@IND,IND
QB,Kirk Cousins,Kirk Cousins,6300,6300,WAS@PHI,WAS
RB,Doug Martin,Doug Martin,6200,6200,NO@TB,TB
WR,Kelvin Benjamin,Kelvin Benjamin,6200,6200,SD@CAR,CAR
QB,Marcus Mariota,Marcus Mariota,6200,6200,DEN@TEN,TEN
QB,Andy Dalton,Andy Dalton,6100,6100,CIN@CLE,CIN
WR,Tyrell Williams,Tyrell Williams,6100,6100,SD@CAR,SD
RB,Devonta Freeman,Devonta Freeman,6100,6100,ATL@LA,ATL
WR,Demaryius Thomas,Demaryius Thomas,6000,6000,DEN@TEN,DEN
TE,Tyler Eifert,Tyler Eifert,6000,6000,CIN@CLE,CIN
WR,Alshon Jeffery,Alshon Jeffery,6000,6000,CHI@DET,CHI
TE,Jordan Reed,Jordan Reed,5900,5900,WAS@PHI,WAS
QB,Dak Prescott,Dak Prescott,5900,5900,DAL@NYG,DAL
RB,Jay Ajayi,Jay Ajayi,5900,5900,ARI@MIA,MIA
WR,Terrelle Pryor,Terrelle Pryor,5900,5900,CIN@CLE,CLE
WR,DeAndre Hopkins,DeAndre Hopkins,5800,5800,HOU@IND,HOU
RB,Jeremy Hill,Jeremy Hill,5800,5800,CIN@CLE,CIN
QB,Colin Kaepernick,Colin Kaepernick,5800,5800,NYJ@SF,SF
QB,Carson Palmer,Carson Palmer,5700,5700,ARI@MIA,ARI
RB,Thomas Rawls,Thomas Rawls,5700,5700,SEA@GB,SEA
WR,Emmanuel Sanders,Emmanuel Sanders,5700,5700,DEN@TEN,DEN
WR,Jarvis Landry,Jarvis Landry,5600,5600,ARI@MIA,MIA
RB,DeAngelo Williams,DeAngelo Williams,5600,5600,PIT@BUF,PIT
QB,Ryan Fitzpatrick,Ryan Fitzpatrick,5600,5600,NYJ@SF,NYJ
RB,Jacquizz Rodgers,Jacquizz Rodgers,5600,5600,NO@TB,TB
WR,Jamison Crowder,Jamison Crowder,5600,5600,WAS@PHI,WAS
QB,Eli Manning,Eli Manning,5500,5500,DAL@NYG,NYG
RB,Theo Riddick,Theo Riddick,5500,5500,CHI@DET,DET
WR,Davante Adams,Davante Adams,5500,5500,SEA@GB,GB
TE,Jimmy Graham,Jimmy Graham,5500,5500,SEA@GB,SEA
WR,Jordan Matthews,Jordan Matthews,5400,5400,WAS@PHI,PHI
RB,Jonathan Stewart,Jonathan Stewart,5400,5400,SD@CAR,CAR
QB,Tyrod Taylor,Tyrod Taylor,5400,5400,PIT@BUF,BUF
WR,Sammy Watkins,Sammy Watkins,5300,5300,PIT@BUF,BUF
QB,Brock Osweiler,Brock Osweiler,5300,5300,HOU@IND,HOU
RB,Mark Ingram,Mark Ingram,5300,5300,NO@TB,NO
WR,DeVante Parker,DeVante Parker,5300,5300,ARI@MIA,MIA
RB,Derrick Henry,Derrick Henry,5200,5200,DEN@TEN,TEN
WR,DeSean Jackson,DeSean Jackson,5200,5200,WAS@PHI,WAS
QB,Ryan Tannehill,Ryan Tannehill,5200,5200,ARI@MIA,MIA
WR,Kenny Britt,Kenny Britt,5200,5200,ATL@LA,LA
WR,Cole Beasley,Cole Beasley,5200,5200,DAL@NYG,DAL
WR,Willie Snead,Willie Snead,5200,5200,NO@TB,NO
WR,Rishard Matthews,Rishard Matthews,5100,5100,DEN@TEN,TEN
QB,Carson Wentz,Carson Wentz,5100,5100,WAS@PHI,PHI
RB,Lamar Miller,Lamar Miller,5100,5100,HOU@IND,HOU
QB,Sam Bradford,Sam Bradford,5100,5100,MIN@JAX,MIN
QB,Tony Romo,Tony Romo,5100,5100,DAL@NYG,DAL
QB,Trevor Siemian,Trevor Siemian,5100,5100,DEN@TEN,DEN
QB,Landry Jones,Landry Jones,5000,5000,PIT@BUF,PIT
QB,EJ Manuel,EJ Manuel,5000,5000,PIT@BUF,BUF
QB,Zach Mettenberger,Zach Mettenberger,5000,5000,PIT@BUF,PIT
QB,Cardale Jones,Cardale Jones,5000,5000,PIT@BUF,BUF
QB,Matt Cassel,Matt Cassel,5000,5000,DEN@TEN,TEN
QB,Austin Davis,Austin Davis,5000,5000,DEN@TEN,DEN
QB,Paxton Lynch,Paxton Lynch,5000,5000,DEN@TEN,DEN
QB,Luke McCown,Luke McCown,5000,5000,NO@TB,NO
QB,Mike Glennon,Mike Glennon,5000,5000,NO@TB,TB
QB,Ryan Griffin,Ryan Griffin,5000,5000,NO@TB,TB
QB,Chase Daniel,Chase Daniel,5000,5000,WAS@PHI,PHI
QB,Colt McCoy,Colt McCoy,5000,5000,WAS@PHI,WAS
QB,Nate Sudfeld,Nate Sudfeld,5000,5000,WAS@PHI,WAS
QB,Matt Moore,Matt Moore,5000,5000,ARI@MIA,MIA
QB,Drew Stanton,Drew Stanton,5000,5000,ARI@MIA,ARI
QB,Derek Anderson,Derek Anderson,5000,5000,SD@CAR,CAR
QB,Kellen Clemens,Kellen Clemens,5000,5000,SD@CAR,SD
QB,Joe Webb,Joe Webb,5000,5000,SD@CAR,CAR
TE,Greg Olsen,Greg Olsen,5000,5000,SD@CAR,CAR
QB,Josh McCown,Josh McCown,5000,5000,CIN@CLE,CLE
QB,Robert Griffin,Robert Griffin,5000,5000,CIN@CLE,CLE
QB,AJ McCarron,AJ McCarron,5000,5000,CIN@CLE,CIN
QB,Cody Kessler,Cody Kessler,5000,5000,CIN@CLE,CLE
QB,Jeff Driskel,Jeff Driskel,5000,5000,CIN@CLE,CIN
QB,Kevin Hogan,Kevin Hogan,5000,5000,CIN@CLE,CLE
WR,Brandon LaFell,Brandon LaFell,5000,5000,CIN@CLE,CIN
QB,Jay Cutler,Jay Cutler,5000,5000,CHI@DET,CHI
QB,Dan Orlovsky,Dan Orlovsky,5000,5000,CHI@DET,DET
QB,Matt Barkley,Matt Barkley,5000,5000,CHI@DET,CHI
QB,David Fales,David Fales,5000,5000,CHI@DET,CHI
QB,Jake Rudock,Jake Rudock,5000,5000,CHI@DET,DET
RB,Ameer Abdullah,Ameer Abdullah,5000,5000,CHI@DET,DET
QB,Scott Tolzien,Scott Tolzien,5000,5000,HOU@IND,IND
QB,Brandon Weeden,Brandon Weeden,5000,5000,HOU@IND,HOU
QB,Tom Savage,Tom Savage,5000,5000,HOU@IND,HOU
QB,Shaun Hill,Shaun Hill,5000,5000,MIN@JAX,MIN
QB,Chad Henne,Chad Henne,5000,5000,MIN@JAX,JAX
QB,Taylor Heinicke,Taylor Heinicke,5000,5000,MIN@JAX,MIN
QB,Brandon Allen,Brandon Allen,5000,5000,MIN@JAX,JAX
RB,Adrian Peterson,Adrian Peterson,5000,5000,MIN@JAX,MIN
WR,Allen Robinson,Allen Robinson,5000,5000,MIN@JAX,JAX
QB,Christian Ponder,Christian Ponder,5000,5000,NYJ@SF,SF
QB,Blaine Gabbert,Blaine Gabbert,5000,5000,NYJ@SF,SF
QB,Bryce Petty,Bryce Petty,5000,5000,NYJ@SF,NYJ
QB,Christian Hackenberg,Christian Hackenberg,5000,5000,NYJ@SF,NYJ
RB,Bilal Powell,Bilal Powell,5000,5000,NYJ@SF,NYJ
QB,Matt Schaub,Matt Schaub,5000,5000,ATL@LA,ATL
QB,Case Keenum,Case Keenum,5000,5000,ATL@LA,LA
QB,Sean Mannion,Sean Mannion,5000,5000,ATL@LA,LA
QB,Jared Goff,Jared Goff,5000,5000,ATL@LA,LA
RB,Todd Gurley,Todd Gurley,5000,5000,ATL@LA,LA
QB,Brett Hundley,Brett Hundley,5000,5000,SEA@GB,GB
QB,Trevone Boykin,Trevone Boykin,5000,5000,SEA@GB,SEA
WR,Randall Cobb,Randall Cobb,5000,5000,SEA@GB,GB
QB,Josh Johnson,Josh Johnson,5000,5000,DAL@NYG,NYG
QB,Mark Sanchez,Mark Sanchez,5000,5000,DAL@NYG,DAL
QB,Ryan Nassib,Ryan Nassib,5000,5000,DAL@NYG,NYG
QB,Blake Bortles,Blake Bortles,5000,5000,MIN@JAX,JAX
WR,Tyler Boyd,Tyler Boyd,4900,4900,CIN@CLE,CIN
WR,Marvin Jones Jr.,Marvin Jones Jr.,4900,4900,CHI@DET,DET
RB,Carlos Hyde,Carlos Hyde,4900,4900,NYJ@SF,SF
WR,Quincy Enunwa,Quincy Enunwa,4900,4900,NYJ@SF,NYJ
RB,Rashad Jennings,Rashad Jennings,4900,4900,DAL@NYG,NYG
RB,Alfred Morris,Alfred Morris,4900,4900,DAL@NYG,DAL
TE,Zach Ertz,Zach Ertz,4900,4900,WAS@PHI,PHI
WR,Dontrelle Inman,Dontrelle Inman,4800,4800,SD@CAR,SD
RB,Frank Gore,Frank Gore,4800,4800,HOU@IND,IND
RB,Devontae Booker,Devontae Booker,4800,4800,DEN@TEN,DEN
RB,C.J. Prosise,C.J. Prosise,4700,4700,SEA@GB,SEA
WR,Adam Thielen,Adam Thielen,4700,4700,MIN@JAX,MIN
WR,Sterling Shepard,Sterling Shepard,4600,4600,DAL@NYG,NYG
RB,Mike Gillislee,Mike Gillislee,4600,4600,PIT@BUF,BUF
RB,Tim Hightower,Tim Hightower,4500,4500,NO@TB,NO
WR,Anquan Boldin,Anquan Boldin,4500,4500,CHI@DET,DET
WR,Will Fuller,Will Fuller,4500,4500,HOU@IND,HOU
TE,Delanie Walker,Delanie Walker,4400,4400,DEN@TEN,TEN
WR,Corey Coleman,Corey Coleman,4400,4400,CIN@CLE,CLE
RB,Alfred Blue,Alfred Blue,4400,4400,HOU@IND,HOU
RB,Darren Sproles,Darren Sproles,4400,4400,WAS@PHI,PHI
RB,Fitzgerald Toussaint,Fitzgerald Toussaint,4300,4300,PIT@BUF,PIT
WR,Taylor Gabriel,Taylor Gabriel,4300,4300,ATL@LA,ATL
RB,Rob Kelley,Rob Kelley,4200,4200,WAS@PHI,WAS
WR,Pierre Garcon,Pierre Garcon,4200,4200,WAS@PHI,WAS
WR,Mohamed Sanu,Mohamed Sanu,4200,4200,ATL@LA,ATL
RB,Jeremy Langford,Jeremy Langford,4100,4100,CHI@DET,CHI
WR,Travis Benjamin,Travis Benjamin,4100,4100,SD@CAR,SD
TE,Cameron Brate,Cameron Brate,4100,4100,NO@TB,TB
RB,Kapri Bibbs,Kapri Bibbs,4000,4000,DEN@TEN,DEN
WR,Ted Ginn Jr.,Ted Ginn Jr.,4000,4000,SD@CAR,CAR
WR,Cameron Meredith,Cameron Meredith,4000,4000,CHI@DET,CHI
TE,Kyle Rudolph,Kyle Rudolph,4000,4000,MIN@JAX,MIN
RB,Benny Cunningham,Benny Cunningham,4000,4000,ATL@LA,LA
RB,Tevin Coleman,Tevin Coleman,4000,4000,ATL@LA,ATL
RB,Shane Vereen,Shane Vereen,4000,4000,DAL@NYG,NYG
RB,Charles Sims,Charles Sims,4000,4000,NO@TB,TB
RB,Ryan Mathews,Ryan Mathews,4000,4000,WAS@PHI,PHI
WR,Robert Woods,Robert Woods,3900,3900,PIT@BUF,BUF
RB,Damien Williams,Damien Williams,3900,3900,ARI@MIA,MIA
WR,Michael Floyd,Michael Floyd,3900,3900,ARI@MIA,ARI
RB,Isaiah Crowell,Isaiah Crowell,3900,3900,CIN@CLE,CLE
TE,C.J. Fiedorowicz,C.J. Fiedorowicz,3900,3900,HOU@IND,HOU
TE,Ladarius Green,Ladarius Green,3900,3900,PIT@BUF,PIT
RB,DuJuan Harris,DuJuan Harris,3900,3900,NYJ@SF,SF
WR,Tavon Austin,Tavon Austin,3900,3900,ATL@LA,LA
WR,Ty Montgomery,Ty Montgomery,3900,3900,SEA@GB,GB
DST,Vikings ,Vikings ,3900,3900,MIN@JAX,MIN
RB,Wendell Smallwood,Wendell Smallwood,3800,3800,WAS@PHI,PHI
WR,John Brown,John Brown,3800,3800,ARI@MIA,ARI
RB,Cameron Artis-Payne,Cameron Artis-Payne,3800,3800,SD@CAR,CAR
WR,Eli Rogers,Eli Rogers,3800,3800,PIT@BUF,PIT
WR,Marquess Wilson,Marquess Wilson,3800,3800,CHI@DET,CHI
TE,Eric Ebron,Eric Ebron,3800,3800,CHI@DET,DET
RB,T.J. Yeldon,T.J. Yeldon,3800,3800,MIN@JAX,JAX
RB,James Starks,James Starks,3800,3800,SEA@GB,GB
RB,Paul Perkins,Paul Perkins,3800,3800,DAL@NYG,NYG
TE,Antonio Gates,Antonio Gates,3800,3800,SD@CAR,SD
DST,Broncos ,Broncos ,3800,3800,DEN@TEN,DEN
WR,Adam Humphries,Adam Humphries,3700,3700,NO@TB,TB
RB,Chris Thompson,Chris Thompson,3700,3700,WAS@PHI,WAS
WR,Paul Turner,Paul Turner,3700,3700,WAS@PHI,PHI
WR,Kenny Stills,Kenny Stills,3700,3700,ARI@MIA,MIA
RB,Kenneth Farrow,Kenneth Farrow,3700,3700,SD@CAR,SD
RB,Chris Ivory,Chris Ivory,3700,3700,MIN@JAX,JAX
WR,Marqise Lee,Marqise Lee,3700,3700,MIN@JAX,JAX
WR,Tyler Lockett,Tyler Lockett,3700,3700,SEA@GB,SEA
TE,Coby Fleener,Coby Fleener,3700,3700,NO@TB,NO
WR,Dorial Green-Beckham,Dorial Green-Beckham,3600,3600,WAS@PHI,PHI
RB,Jerick McKinnon,Jerick McKinnon,3600,3600,MIN@JAX,MIN
WR,Cordarrelle Patterson,Cordarrelle Patterson,3600,3600,MIN@JAX,MIN
RB,Kenjon Barner,Kenjon Barner,3600,3600,WAS@PHI,PHI
WR,J.J. Nelson,J.J. Nelson,3600,3600,ARI@MIA,ARI
DST,Lions ,Lions ,3600,3600,CHI@DET,DET
WR,Russell Shepard,Russell Shepard,3500,3500,NO@TB,TB
TE,Vernon Davis,Vernon Davis,3500,3500,WAS@PHI,WAS
RB,Andre Ellington,Andre Ellington,3500,3500,ARI@MIA,ARI
RB,Rex Burkhead,Rex Burkhead,3500,3500,CIN@CLE,CIN
RB,Duke Johnson,Duke Johnson,3500,3500,CIN@CLE,CLE
RB,Dwayne Washington,Dwayne Washington,3500,3500,CHI@DET,DET
WR,Josh Bellamy,Josh Bellamy,3500,3500,CHI@DET,CHI
WR,Torrey Smith,Torrey Smith,3500,3500,NYJ@SF,SF
DST,Bengals ,Bengals ,3500,3500,CIN@CLE,CIN
WR,Tajae Sharpe,Tajae Sharpe,3400,3400,DEN@TEN,TEN
WR,Marquise Goodwin,Marquise Goodwin,3400,3400,PIT@BUF,BUF
WR,Allen Hurns,Allen Hurns,3400,3400,MIN@JAX,JAX
WR,Jeremy Kerley,Jeremy Kerley,3400,3400,NYJ@SF,SF
RB,Matt Jones,Matt Jones,3400,3400,WAS@PHI,WAS
WR,Kendall Wright,Kendall Wright,3300,3300,DEN@TEN,TEN
TE,Gary Barnidge,Gary Barnidge,3300,3300,CIN@CLE,CLE
RB,Robert Turbin,Robert Turbin,3300,3300,HOU@IND,IND
RB,Matt Asiata,Matt Asiata,3300,3300,MIN@JAX,MIN
RB,Christine Michael,Christine Michael,3300,3300,SEA@GB,GB
WR,Victor Cruz,Victor Cruz,3300,3300,DAL@NYG,NYG
WR,Devin Funchess,Devin Funchess,3300,3300,SD@CAR,CAR
DST,Titans ,Titans ,3300,3300,DEN@TEN,TEN
WR,Percy Harvin,Percy Harvin,3200,3200,PIT@BUF,BUF
WR,Nelson Agholor,Nelson Agholor,3200,3200,WAS@PHI,PHI
WR,T.J. Jones,T.J. Jones,3200,3200,CHI@DET,DET
WR,Phillip Dorsett,Phillip Dorsett,3200,3200,HOU@IND,IND
RB,Denard Robinson,Denard Robinson,3200,3200,MIN@JAX,JAX
WR,Quinton Patton,Quinton Patton,3200,3200,NYJ@SF,SF
WR,Terrance Williams,Terrance Williams,3200,3200,DAL@NYG,DAL
DST,Cardinals ,Cardinals ,3200,3200,ARI@MIA,ARI
WR,Eddie Royal,Eddie Royal,3100,3100,CHI@DET,CHI
WR,Brian Quick,Brian Quick,3100,3100,ATL@LA,LA
TE,Jason Witten,Jason Witten,3100,3100,DAL@NYG,DAL
DST,Jets ,Jets ,3100,3100,NYJ@SF,NYJ
DST,Falcons ,Falcons ,3100,3100,ATL@LA,ATL
RB,Reggie Bush,Reggie Bush,3000,3000,PIT@BUF,BUF
RB,Jerome Felton,Jerome Felton,3000,3000,PIT@BUF,BUF
RB,Roosevelt Nix,Roosevelt Nix,3000,3000,PIT@BUF,PIT
RB,Daryl Richardson,Daryl Richardson,3000,3000,PIT@BUF,PIT
RB,Jonathan Williams,Jonathan Williams,3000,3000,PIT@BUF,BUF
WR,Darrius Heyward-Bey,Darrius Heyward-Bey,3000,3000,PIT@BUF,PIT
WR,Brandon Tate,Brandon Tate,3000,3000,PIT@BUF,BUF
WR,Cobi Hamilton,Cobi Hamilton,3000,3000,PIT@BUF,PIT
WR,Justin Hunter,Justin Hunter,3000,3000,PIT@BUF,BUF
WR,Sammie Coates,Sammie Coates,3000,3000,PIT@BUF,PIT
WR,Dezmin Lewis,Dezmin Lewis,3000,3000,PIT@BUF,BUF
RB,Jalston Fowler,Jalston Fowler,3000,3000,DEN@TEN,TEN
RB,Juwan Thompson,Juwan Thompson,3000,3000,DEN@TEN,DEN
RB,David Fluellen,David Fluellen,3000,3000,DEN@TEN,TEN
RB,Antonio Andrews,Antonio Andrews,3000,3000,DEN@TEN,TEN
