"Mike Trout_LAA","Evan Longoria_TB","Wil Myers_SD","Mallex Smith_TB","Yoenis Cespedes_NYM","Albert Pujols_LAA","Brad Miller_TB","Steven Souza_TB","Kevin Kiermaier_TB","Lorenzo Cain_KC","Colby Rasmus_TB","Corey Dickerson_TB","Jose Reyes_NYM","Eric Hosmer_KC","Kole Calhoun_LAA","Logan Morrison_TB","Matt Duffy_TB","Curtis Granderson_NYM","Cameron Maybin_LAA","Asdrubal Cabrera_NYM","Alex Gordon_KC","David Wright_NYM","Ryan Schimpf_SD","Luis Valbuena_LAA","Brandon Moss_KC","Jorge Soler_KC","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Yangervis Solarte_SD","Jefry Marte_LAA","Whit Merrifield_KC","Peter O'Brien_KC","Wilson Ramos_TB","Jake Bauers_TB","Tim Beckham_TB","Michael Conforto_NYM","Manuel Margot_SD","Salvador Perez_KC","Alex Dickerson_SD","Hunter Renfroe_SD","Yunel Escobar_LAA","Cheslor Cuthbert_KC","Alcides Escobar_KC","Andrelton Simmons_LAA","Ben Revere_LAA","Derek Norris_TB","Peter Bourjos_TB","Wilmer Flores_NYM","Cory Spangenberg_SD","Danny Espinosa_LAA","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Rickie Weeks_TB","Curt Casali_TB","Travis d'Arnaud_NYM","Travis Jankowski_SD","Ryan O'Hearn_KC","Jesus Sucre_TB","Daniel Robertson_TB","Brandon Nimmo_NYM","Terrance Gore_KC","Christian Colon_KC","Juan Lagares_NYM","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Martin Maldonado_LAA","Raul Mondesi_KC","Luis Sardinas_SD","Allen Cordoba_SD","Carlos Perez_LAA","Rene Rivera_NYM","Hector Sanchez_SD","Drew Butera_KC","Cliff Pennington_LAA","Luis Torrens_SD"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,32.9318181818182,0,0,0,-6.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79545454545455,0,0,0,0,0,0,0,0,0,0,16.8636363636364,-0.863636363636364,0,0,0,0,0,0,1.23636363636364,0,0,0,0,16.9272727272727,6.04545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7.87878787878788,0,0,0,0,5.45454545454545,0,10.2121212121212,0,0,0,0,0,0,20.6363636363636,4.45454545454545,-8.72727272727273,0,0,0,0,0,0,0,-5.87878787878788,0,0,0,0,0,0,0,0,0,0,0,4.93939393939394,0,0,0,0,0,0,0,14.8787878787879,0,0,0,0,0,0,0,-0.0606060606060606,0,0,0,0,0,0,0,0,1.3030303030303,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21.9444444444444,0,0,0,0,0,0,9.59722222222222,0,0,0,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31944444444444,0,0,0,23.8472222222222,0.777777777777778,0,0,0,0,0,0,0,-7.27777777777778,-2.90277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80555555555556,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2222222222222,0,0,0,7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,-11.5555555555556,0,0,0,0,0,0,0,0,0,0,4.88888888888889,0,0,23.6666666666667,-0.777777777777778,0,0,0,0,-20.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111111111111,0,0,0,-3.88888888888889,0,0,0,1.11111111111111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,-1.03636363636364,0,0,0,0,0,0,-9.43636363636364,0,0,0,0,-13.4272727272727,-10.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9318181818182,0,28.3636363636364,0,0,0,0,0,0,15.7272727272727,12.9090909090909,-18.1590909090909,0,0,0,0,0,0,0,-11.5909090909091,0,0,0,0,0,0,0,0,0,0,0,2.40909090909091,0,0,0,0,0,0,0,17.3636363636364,0,0,0,0,0,0,0,1.31818181818182,0,0,0,0,0,0,0,0,3.47727272727273,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5444444444444,0,0,0,0,0,0,0,0,0,0,0,2.52222222222222,0,0,0,0,0,0,0,0,0,0,1.02222222222222,0,0,-2.18888888888889,-10.5777777777778,0,0,0,0,21.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91111111111111,0,0,0,2.83333333333333,0,0,0,-5.21111111111111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7878787878788,0,0,0,0,0,0,57.2727272727273,0,-8.54545454545454,0,0,0,0,0,0,0,-18.030303030303,0,0,0,0,0,0,0,0,0,0,0,-8.84848484848485,0,0,0,0,0,0,0,31.4848484848485,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,-4.84848484848485,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3472222222222,0,0,0,10.8611111111111,10.3888888888889,0,0,0,0,0,0,0,-0.263888888888889,1.23611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97222222222222,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2666666666667,0,0,0,0,0,0,17.9555555555556,0,0,0,0,0,0,0,-1.55555555555556,0,0,-21.0888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955555555555556,0,0,0,0,0,0,0,3.2,-10.7555555555556,2.91666666666667,0,0,-2.22222222222222,-5.66666666666667,0,0,0,0,0,-0.0833333333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125,0,0,0,-10.625,0.5,0,0,0,0,0,0,0,19.875,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.375,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.363636363636,0,-11.9090909090909,0,0,0,0,0,0,0,-25.7272727272727,0,0,0,0,0,0,0,0,0,0,0,-28.0909090909091,0,0,0,0,0,0,0,33.0909090909091,0,0,0,0,0,0,0,-1.45454545454545,0,0,0,0,0,0,0,0,2.63636363636364,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5454545454545,0,0,0,0,0,0,4.54545454545455,18.5454545454545,-11.7272727272727,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,7.63636363636364,0,0,0,0,0,0,0,19.4545454545455,0,0,0,0,0,0,0,1.27272727272727,0,0,0,0,0,0,0,0,-4.45454545454545,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9318181818182,0,0,0,0,0,0,0,-11.2272727272727,0,0,0,0,0,0,0,0,0,0,0,-12.2272727272727,0,0,0,0,0,0,0,-7.45454545454545,0,0,0,0,0,0,0,-1.77272727272727,0,0,0,0,0,0,0,0,-8.15909090909091,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,0,0,0,0,0,0,1.11111111111111,0,0,-28.9111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,-2.75555555555556,-13.4666666666667,24.1111111111111,0,0,1.55555555555556,-10.3611111111111,0,0,0,0,0,-1.13888888888889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2333333333333,0,0,0,0,0,0,0,0,0,0,21.0666666666667,0,0,-1.23333333333333,-2.95555555555556,0,0,0,0,20.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37777777777778,0,0,0,5.72222222222222,0,0,0,2.47777777777778,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35606060606061,0,0,0,0,0,0,0,0,0,0,3.65151515151515,4.83636363636364,0,0,0,0,0,0,8.83636363636364,0,0,0,0,-4.07272727272727,0.136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7878787878788,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,-4.24242424242424,0,0,0,0,0,0,0,-0.575757575757576,0,0,0,0,0,0,0,0,-3.07575757575758,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7777777777778,0,0,-12.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33333333333333,0,0,0,0,0,0,0,-3.11111111111111,-20,7.97222222222222,0,0,0.888888888888889,-1.84722222222222,0,0,0,0,0,0.472222222222222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9444444444444,0,0,0,11.0972222222222,14.9027777777778,0,0,0,0,0,0,0,7.97222222222222,10.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19444444444444,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.4666666666667,0,0,0,0,0,0,0,0.377777777777778,17.9555555555556,-17.0138888888889,0,0,-0.444444444444444,8.88888888888889,0,0,0,0,0,2.86111111111111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2888888888889,0,0,5.71111111111111,-8.4,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06666666666667,0,0,0,3.77777777777778,0,0,0,3.97777777777778,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1111111111111,1.88888888888889,0,0,0,0,0,0,0,0,-4.01388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.90277777777778,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8611111111111,0,0,0,0,0,0,0,0,2.01388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7777777777778,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5666666666667,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15555555555556,0,0,0,-2.38888888888889,0,0,0,8.96666666666667,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,21.2888888888889,0,0,0,0,-17.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.73333333333333,0,0,0,-1.55555555555556,0,0,0,7.57777777777778,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1515151515152,3.45454545454545,0,0,0,0,0,0,8.45454545454546,0,0,0,0,-8.90909090909091,-0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8181818181818,0,0,0,0,0,0,9.81818181818182,0,0,0,0,2.16363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6969696969697,0,0,0,0,0,0,0,50.1212121212121,0,0,0,0,0,0,0,-0.212121212121212,0,0,0,0,0,0,0,0,-0.893939393939394,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44444444444444,0,0,0,6.66666666666667,0,0,0,-3.11111111111111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.6388888888889,-5.11111111111111,0,0,0,0,0,0,0,44.6111111111111,10.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6527777777778,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27777777777778,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.424242424242,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,0,-10.7878787878788,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65555555555556,0,0,0,0,0,0,0,-0.0333333333333333,-3.85555555555556,6.20833333333333,0,0,-0.277777777777778,-1.95833333333333,0,0,0,0,0,-0.666666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.63636363636364,0,0,0,0,41.8727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109090909090909,0,0,0,0,0,0,7.09090909090909,0,0,0,0,12.2181818181818,6.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
