Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
241,770790056,crystalkali (15/130),0,166.55,1B Edwin Encarnación P J.A. Happ OF Dexter Fowler C Roberto Pérez 3B Jedd Gyorko P Jimmy Nelson SS Francisco Lindor 2B José Ramírez OF Bradley Zimmer OF Cody Bellinger,,,
241,770790152,crystalkali (111/130),0,166.55,C Yadier Molina P J.A. Happ OF Dexter Fowler OF Eric Thames 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko P Jimmy Nelson 2B José Ramírez SS Corey Seager,,,
241,770936560,mzuck80 (9/12),0,166.55,1B Edwin Encarnación P J.A. Happ C Manny Piña OF Lonnie Chisenhall 2B Jason Kipnis OF Eric Thames OF Hernán Pérez P Jimmy Nelson SS Francisco Lindor 3B José Ramírez,,,
241,770945450,Wampy812,0,166.55,P J.A. Happ OF Dexter Fowler 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt OF Odúbel Herrera C Willson Contreras P Jimmy Nelson SS Corey Seager,,,
241,770970642,dan5r (3/5),0,166.55,OF José Bautista C Russell Martin P J.A. Happ 1B Kendrys Morales OF Steve Pearce 3B Josh Donaldson P Jimmy Nelson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
250,770990155,DollarBillW (17/94),0,166.5,P John Lackey OF Adam Jones OF Seth Smith OF Mark Trumbo C Chris Herrmann SS Chris Owings 1B Paul Goldschmidt 3B Manny Machado P Jacob deGrom 2B Ian Happ,,,
251,770729006,tinderella (45/100),0,166.35,C Yadier Molina OF Dexter Fowler 1B Carlos Santana OF Tommy Pham 2B Jason Kipnis OF Stephen Piscotty P Jimmy Nelson P Jacob deGrom SS Francisco Lindor 3B José Ramírez,,,
251,770818462,mbern000 (2/2),0,166.35,C Yadier Molina SS J.J. Hardy OF Mark Trumbo OF Dexter Fowler 1B Matt Carpenter OF Stephen Piscotty 2B Jonathan Schoop 3B Jedd Gyorko P Jimmy Nelson P Jacob deGrom,,,
251,770883918,brandons99 (1/2),0,166.35,OF Adam Jones OF Mark Trumbo C Manny Piña 2B Eric Sogard 3B Manny Machado P Jimmy Nelson P Jacob deGrom SS Orlando Arcia 1B Trey Mancini OF Cody Bellinger,,,
251,770946968,jrg11c,0,166.35,1B Edwin Encarnación OF Steve Pearce OF Steven Souza Jr. C Derek Norris OF Corey Dickerson P Robbie Ray SS Nick Ahmed 2B Javier Báez P Jacob Faria 3B Tommy La Stella,,,
255,770743742,juanshen (36/75),0,166.2,1B Joey Votto P J.A. Happ 3B Justin Turner 2B Logan Forsythe OF Billy Hamilton OF Kiké Hernández C Tucker Barnhart P Jacob deGrom OF Adam Duvall SS Corey Seager,,,
256,770762504,anilprao88 (66/70),0,166.15,1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. C Derek Norris 2B Jason Kipnis OF Corey Dickerson OF Gregory Polanco SS Jorge Polanco P Jimmy Nelson P Robbie Ray,,,
257,770750667,petteytheft89 (15/80),0,166.05,OF Adam Jones P J.A. Happ OF Seth Smith OF Mark Trumbo 3B Justin Turner C Welington Castillo 1B Justin Bour 2B Jonathan Schoop P Jameson Taillon SS Trea Turner,,,
258,770782718,aclederer,0,165.9,OF Dexter Fowler 3B Justin Turner C Alex Avila 1B Justin Bour P Jimmy Nelson P Trevor Bauer 2B José Ramírez SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
259,770801536,mmwcomingsoon,0,165.6,1B Edwin Encarnación P Kenta Maeda 2B Dee Gordon C Chris Herrmann OF Christian Yelich P Jimmy Nelson OF Joc Pederson 3B José Ramírez SS Corey Seager OF Cody Bellinger,,,
260,770708963,mood1977,0,165.55,C Yadier Molina 1B Tommy Joseph OF Aaron Altherr 2B Scooter Gennett P Jacob deGrom OF Adam Duvall 3B Maikel Franco OF Scott Schebler P Jacob Faria SS Corey Seager,,,
260,770709044,papagates (68/150),0,165.55,1B Logan Morrison C Derek Norris SS Chris Owings OF Jeremy Hazelbaker OF Corey Dickerson 3B Jake Lamb P Jacob deGrom 2B Brandon Drury P Trevor Bauer OF Mallex Smith,,,
260,770743728,juanshen (22/75),0,165.55,OF Seth Smith 1B Logan Morrison C Derek Norris SS Tim Beckham OF Corey Dickerson 2B Jonathan Schoop 3B Manny Machado P Jacob deGrom P Trevor Bauer OF Mallex Smith,,,
260,770743734,juanshen (28/75),0,165.55,C Chris Herrmann OF Billy Hamilton 1B Paul Goldschmidt 2B Scooter Gennett 3B Eugenio Suárez P Jacob deGrom OF Adam Duvall OF Scott Schebler SS Nick Ahmed P Trevor Bauer,,,
260,770908560,youdacao (87/150),0,165.55,C Yadier Molina OF Dexter Fowler 3B Justin Turner 1B Lucas Duda 2B Logan Forsythe P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
260,770908621,youdacao (148/150),0,165.55,C Yadier Molina OF Dexter Fowler 3B Justin Turner 1B Lucas Duda 2B Logan Forsythe P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
260,770930294,bquicksix (5/150),0,165.55,OF Adam Jones OF Seth Smith OF Mark Trumbo C Chris Herrmann 1B Paul Goldschmidt 3B Manny Machado P Jacob deGrom P Trevor Bauer SS Francisco Lindor 2B José Ramírez,,,
260,770931469,mray6288 (11/150),0,165.55,OF Adam Jones OF Seth Smith OF Mark Trumbo C Chris Herrmann 1B Paul Goldschmidt 3B Manny Machado P Jacob deGrom P Trevor Bauer SS Francisco Lindor 2B José Ramírez,,,
260,770945572,dahladino (41/61),0,165.55,1B Edwin Encarnación C Yadier Molina OF Dexter Fowler OF Tommy Pham 2B Jason Kipnis P Jacob deGrom P Trevor Bauer SS Francisco Lindor 3B José Ramírez OF Bradley Zimmer,,,
260,770686779,Awesemo (73/150),0,165.55,OF Grégor Blanco P J.A. Happ 2B Dee Gordon SS Chris Owings OF Jeremy Hazelbaker 1B Paul Goldschmidt 3B Jake Lamb C Willson Contreras P Jimmy Nelson OF Joc Pederson,,,
260,770804474,EmileHeskey (57/150),0,165.55,1B Edwin Encarnación P J.A. Happ 3B Justin Turner OF Giancarlo Stanton 2B Eric Sogard SS Kiké Hernández P Jimmy Nelson C Austin Barnes OF Yasiel Puig OF Cody Bellinger,,,
260,770804528,EmileHeskey (111/150),0,165.55,1B Edwin Encarnación P J.A. Happ 3B Justin Turner OF Lonnie Chisenhall OF Daniel Robertson P Jimmy Nelson C Austin Barnes SS Francisco Lindor 2B José Ramírez OF Cody Bellinger,,,
260,770912442,Giovanni64,0,165.55,P J.A. Happ C Manny Piña OF Giancarlo Stanton SS Eric Sogard 1B Anthony Rizzo 2B Dee Gordon OF Ender Inciarte P Jimmy Nelson 3B Travis Shaw OF Michael Conforto,,,
260,770962932,zrramba27 (3/3),0,165.55,1B Edwin Encarnación P J.A. Happ C Manny Piña 3B Justin Turner 2B Jason Kipnis P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
274,770746632,live4this2002,0,165.45,1B Edwin Encarnación C Welington Castillo SS Eric Sogard OF Eric Thames 3B Manny Machado P Joe Ross P Jacob Faria 2B José Ramírez OF Trey Mancini OF Adam Frazier,,,
275,770759897,bostoneagle5 (9/20),0,165.35,OF Adam Jones OF Seth Smith OF Mark Trumbo C Welington Castillo 1B Justin Bour 3B Manny Machado P Jimmy Nelson P Jacob deGrom 2B Tommy La Stella SS Corey Seager,,,
275,770819616,bric75 (46/101),0,165.35,C Yadier Molina 2B Dee Gordon 1B Matt Carpenter OF Marcell Ozuna OF Stephen Piscotty 3B Jedd Gyorko SS Greg Garcia OF Christian Yelich P Jimmy Nelson P Jacob deGrom,,,
275,770988203,FantasyGuruDrew (2/2),0,165.35,C Manny Piña 3B Evan Longoria SS Eric Sogard 1B Anthony Rizzo OF Eric Thames 2B Wilmer Flores OF Ender Inciarte OF Odúbel Herrera P Jimmy Nelson P Jacob deGrom,,,
278,770750709,petteytheft89 (57/80),0,165.2,SS J.J. Hardy OF Adam Jones P J.A. Happ OF Seth Smith OF Mark Trumbo 2B Dee Gordon 3B Jake Lamb P Jacob deGrom C Austin Barnes 1B Trey Mancini,,,
278,770779750,greeny10 (3/3),0,165.2,P J.A. Happ 1B Logan Morrison 3B Evan Longoria 2B Josh Harrison C Chris Herrmann OF Stephen Piscotty OF Christian Yelich P Jacob deGrom OF Joc Pederson SS Aledmys Díaz,,,
278,770949263,Cubasugar1 (3/120),0,165.2,1B Edwin Encarnación 3B Justin Turner OF Lonnie Chisenhall OF Kiké Hernández P Jameson Taillon P Jimmy Nelson OF Joc Pederson C Austin Barnes 2B José Ramírez SS Corey Seager,,,
278,770949373,Cubasugar1 (63/120),0,165.2,1B Edwin Encarnación 3B Justin Turner OF Lonnie Chisenhall OF Kiké Hernández P Jameson Taillon P Jimmy Nelson OF Joc Pederson C Austin Barnes 2B José Ramírez SS Corey Seager,,,
282,770804504,EmileHeskey (87/150),0,164.9,1B Edwin Encarnación OF Lonnie Chisenhall 3B Jake Lamb C Willson Contreras P Jimmy Nelson P Trevor Bauer SS Francisco Lindor 2B José Ramírez OF Bradley Zimmer OF Cody Bellinger,,,
282,770968050,tump03,0,164.9,OF Mark Trumbo OF Jay Bruce C Welington Castillo 1B Lucas Duda 2B Jason Kipnis P Jimmy Nelson P Jacob Faria 3B José Ramírez SS Corey Seager OF Cody Bellinger,,,
284,770875017,hishboo (7/19),0,164.85,P John Lackey 1B Edwin Encarnación 3B Justin Turner P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor 2B José Ramírez OF Yasiel Puig OF Cody Bellinger,,,
285,770964851,mh-mz (3/3),0,164.75,P J.A. Happ 3B Justin Turner 2B Logan Forsythe C Chris Herrmann SS Chris Owings OF Kiké Hernández 1B Paul Goldschmidt OF Joc Pederson P Jacob Faria OF Cody Bellinger,,,
286,770927465,RunHotSports (2/2),0,164.6,1B Edwin Encarnación C Manny Piña P Kenta Maeda 2B Jason Kipnis OF Eric Thames OF Hernán Pérez P Jimmy Nelson SS Francisco Lindor 3B José Ramírez OF Bradley Zimmer,,,
287,770781794,dandydon (9/20),0,164.55,OF José Bautista C Russell Martin 1B Kendrys Morales 3B Justin Turner 2B Logan Forsythe P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
287,770804552,EmileHeskey (135/150),0,164.55,C Yadier Molina 3B Justin Turner 2B Logan Forsythe SS Kiké Hernández 1B Paul Goldschmidt P Jacob deGrom P Trevor Bauer OF Mallex Smith OF Yasiel Puig OF Cody Bellinger,,,
287,770896824,hank20 (14/21),0,164.55,3B Justin Turner OF Billy Hamilton C Tucker Barnhart 2B Scooter Gennett P Jacob deGrom OF Adam Duvall OF Joc Pederson P Trevor Bauer SS Corey Seager 1B Cody Bellinger,,,
287,770931576,mray6288 (118/150),0,164.55,OF José Bautista C Russell Martin 1B Kendrys Morales SS Troy Tulowitzki 3B Josh Donaldson P Jacob deGrom OF Adam Duvall OF Scott Schebler P Trevor Bauer 2B José Ramírez,,,
287,770783822,p1boggan,0,164.55,1B Edwin Encarnación P J.A. Happ 3B Justin Turner OF Lonnie Chisenhall C Chris Herrmann OF Gregory Polanco P Jimmy Nelson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
287,770790057,crystalkali (16/130),0,164.55,P J.A. Happ OF Dexter Fowler 3B Justin Turner 2B Logan Forsythe C Alex Avila 1B Matt Carpenter P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Cody Bellinger,,,
287,770839367,27tmart,0,164.55,OF José Bautista C Russell Martin P J.A. Happ OF Mark Trumbo SS Chris Owings 1B Paul Goldschmidt 3B Jake Lamb P Jimmy Nelson 2B Brandon Drury OF Kevin Pillar,,,
294,770731380,Sneak40oz (6/9),0,164.4,1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. C Chris Herrmann OF Corey Dickerson P Jameson Taillon SS Francisco Lindor P Jacob Faria 2B José Ramírez OF Mallex Smith,,,
295,770763249,fallfromgrace (24/150),0,164.35,OF José Bautista 1B Kendrys Morales SS Troy Tulowitzki OF Steve Pearce 3B Josh Donaldson P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes 2B José Ramírez,,,
295,770763336,fallfromgrace (111/150),0,164.35,1B Logan Morrison 3B Evan Longoria OF Corey Dickerson P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Mallex Smith 2B Daniel Robertson,,,
295,770924569,scout326 (135/150),0,164.35,3B Evan Longoria OF Steven Souza Jr. 1B Anthony Rizzo OF Corey Dickerson C Willson Contreras P Robbie Ray P Trevor Bauer SS Javier Báez 2B Tommy La Stella OF Mallex Smith,,,
298,770709039,papagates (63/150),0,164.25,OF Dexter Fowler 1B Logan Morrison P Kenta Maeda OF Steven Souza Jr. C Derek Norris OF Corey Dickerson 3B Jedd Gyorko 2B Greg Garcia P Jacob deGrom SS Aledmys Díaz,,,
299,770886658,juanshen (65/75),0,164.2,OF Grégor Blanco P J.A. Happ 3B Justin Turner 2B Logan Forsythe SS Chris Owings OF Jeremy Hazelbaker 1B Paul Goldschmidt OF Gregory Polanco P Jacob deGrom C Austin Barnes,,,
300,770828094,jeffdrazek (3/13),0,164.05,P John Lackey OF Seth Smith OF Mark Trumbo 2B Daniel Murphy C Welington Castillo 1B Matt Carpenter 3B Manny Machado P Jacob Faria SS Corey Seager OF Trey Mancini,,,
301,770965951,bd1717,0,163.75,P J.A. Happ SS Troy Tulowitzki OF Jay Bruce 3B Josh Donaldson 1B Anthony Rizzo C Willson Contreras P Jacob Faria OF Michael Conforto OF Cody Bellinger 2B Ian Happ,,,
302,770924354,bw5126 (3/22),0,163.6,3B Justin Turner P Kenta Maeda 1B Anthony Rizzo C Willson Contreras P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger 2B Ian Happ,,,
303,770706241,shawnzhan (50/150),0,163.55,1B Edwin Encarnación C Yadier Molina OF Lonnie Chisenhall OF Tommy Pham OF Stephen Piscotty 3B Jedd Gyorko P Jacob deGrom P Trevor Bauer SS Francisco Lindor 2B José Ramírez,,,
303,770709000,papagates (24/150),0,163.55,3B Justin Turner OF Giancarlo Stanton 2B Logan Forsythe SS Kiké Hernández 1B Justin Bour OF Marcell Ozuna OF Christian Yelich P Jacob deGrom C Austin Barnes P Trevor Bauer,,,
303,770811727,ChipotleAddict (1/150),0,163.55,1B Edwin Encarnación C Yadier Molina OF Dexter Fowler OF Tommy Pham 2B Jason Kipnis OF Stephen Piscotty 3B Jedd Gyorko P Jacob deGrom P Trevor Bauer SS Francisco Lindor,,,
303,770811758,ChipotleAddict (32/150),0,163.55,2B Ian Kinsler 1B Logan Morrison 3B Evan Longoria OF Steven Souza Jr. SS Tim Beckham C Alex Avila OF J.D. Martinez OF Corey Dickerson P Jacob deGrom P Trevor Bauer,,,
303,770823271,MichiganKevin (2/12),0,163.55,3B Russell Martin 1B Logan Morrison OF Steven Souza Jr. SS Tim Beckham C Chris Herrmann OF Corey Dickerson P Jacob deGrom P Jacob Faria OF Mallex Smith 2B Paul DeJong,,,
303,770946928,mzuck80 (10/12),0,163.55,OF Howie Kendrick C Welington Castillo 1B Tommy Joseph OF Aaron Altherr OF Odúbel Herrera P Jacob deGrom 3B Maikel Franco P Jacob Faria 2B José Ramírez SS Corey Seager,,,
303,770686810,Awesemo (104/150),0,163.55,P J.A. Happ 3B Justin Turner 1B Anthony Rizzo 2B Logan Forsythe C Chris Herrmann SS Kiké Hernández OF Bryce Harper P Jimmy Nelson OF Yasiel Puig OF Cody Bellinger,,,
303,770790091,crystalkali (50/130),0,163.55,1B Edwin Encarnación C Yadier Molina P J.A. Happ OF Lonnie Chisenhall 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Francisco Lindor 2B José Ramírez OF Cody Bellinger,,,
311,770686707,Awesemo (1/150),0,163.35,SS J.J. Hardy OF Adam Jones OF Seth Smith C Welington Castillo 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson,,,
311,770857454,emaz_83 (2/3),0,163.35,C Russell Martin OF Nick Markakis 3B Josh Donaldson SS Eric Sogard OF Billy Hamilton 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Kevin Pillar 2B Ian Happ,,,
311,770908146,TheATAQ (2/2),0,163.35,OF Jay Bruce 1B Tommy Joseph OF Aaron Altherr C Cameron Rupp P Jimmy Nelson P Jacob deGrom 3B Maikel Franco SS Francisco Lindor 2B José Ramírez OF Michael Conforto,,,
311,770924618,hwfloss (2/9),0,163.35,SS J.J. Hardy OF Howie Kendrick C Welington Castillo 1B Tommy Joseph OF Aaron Altherr 2B Jonathan Schoop P Jimmy Nelson P Jacob deGrom 3B Maikel Franco OF Trey Mancini,,,
315,770686822,Awesemo (116/150),0,163.2,P J.A. Happ OF Jason Heyward 1B Anthony Rizzo 3B Logan Forsythe C Willson Contreras P Jacob deGrom OF Joc Pederson SS Javier Báez OF Cody Bellinger 2B Ian Happ,,,
315,770709082,papagates (106/150),0,163.2,P J.A. Happ 1B Logan Morrison OF Steven Souza Jr. C Derek Norris SS Tim Beckham 3B Eugenio Suárez 2B Arismendy Alcántara P Jacob deGrom OF Scott Schebler OF Mallex Smith,,,
315,770797362,tomjk321 (101/150),0,163.2,P J.A. Happ SS Troy Tulowitzki 3B Evan Longoria OF Giancarlo Stanton 2B Dee Gordon 1B Justin Bour OF Marcell Ozuna C Willson Contreras OF Christian Yelich P Jacob deGrom,,,
318,770915248,pino1 (2/2),0,162.9,1B Logan Morrison 2B Eric Sogard OF Corey Dickerson 3B Manny Machado P Jimmy Nelson OF Joc Pederson C Austin Barnes P Jacob Faria SS Corey Seager OF Cody Bellinger,,,
318,770937809,tow2nd2none,0,162.9,C Yadier Molina 3B Justin Turner OF Lonnie Chisenhall OF Chris Owings P Jimmy Nelson SS Francisco Lindor P Jacob Faria 2B José Ramírez OF Bradley Zimmer 1B Cody Bellinger,,,
320,770898886,gmlaplante (1/2),0,162.75,1B Edwin Encarnación C Yadier Molina P J.A. Happ 2B Logan Forsythe OF Eric Thames OF J.D. Martinez OF Ender Inciarte 3B Jedd Gyorko P Jacob Faria SS Trea Turner,,,
321,770804470,EmileHeskey (53/150),0,162.55,1B Edwin Encarnación 3B Justin Turner OF Lonnie Chisenhall P Jacob deGrom OF Kevin Pillar C Austin Barnes P Trevor Bauer SS Francisco Lindor 2B José Ramírez OF Bradley Zimmer,,,
321,770931468,mray6288 (10/150),0,162.55,C Derek Norris OF Chris Owings OF Jeremy Hazelbaker 1B Paul Goldschmidt 2B Scooter Gennett 3B Jake Lamb P Jacob deGrom OF Adam Duvall SS Nick Ahmed P Trevor Bauer,,,
321,770968405,mavngoose (5/6),0,162.55,C Yadier Molina OF Dexter Fowler 3B Justin Turner OF Stephen Piscotty 2B Greg Garcia P Jacob deGrom OF Joc Pederson P Trevor Bauer SS Corey Seager 1B Cody Bellinger,,,
321,770780489,m510m510,0,162.55,2B Brandon Phillips P J.A. Happ 1B Jay Bruce 3B Justin Turner SS Eric Sogard C Alex Avila OF Marcell Ozuna P Jimmy Nelson OF Adam Duvall OF Scott Schebler,,,
321,770790148,crystalkali (107/130),0,162.55,P J.A. Happ OF Seth Smith OF Dexter Fowler C Roberto Pérez 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson SS Francisco Lindor 3B José Ramírez OF Cody Bellinger,,,
321,770804462,EmileHeskey (45/150),0,162.55,C Yadier Molina P J.A. Happ OF Dexter Fowler 2B Dee Gordon 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko P Jimmy Nelson SS Corey Seager OF Cody Bellinger,,,
321,770848523,shaggy41677,0,162.55,P J.A. Happ OF Justin Upton 3B Justin Turner 2B Dee Gordon C Alex Avila 1B Paul Goldschmidt OF Marcell Ozuna P Jimmy Nelson OF Joc Pederson SS Francisco Lindor,,,
321,770895294,teo5055 (2/2),0,162.55,OF José Bautista P J.A. Happ 1B Kendrys Morales 3B Josh Donaldson C Alex Avila OF Marcell Ozuna OF Christian Yelich P Jimmy Nelson 2B José Ramírez SS Corey Seager,,,
329,770787590,jaker1soe (1/3),0,162.5,OF Mark Trumbo 1B Logan Morrison C Welington Castillo OF Steven Souza Jr. SS Tim Beckham OF Corey Dickerson 2B Jonathan Schoop 3B Manny Machado P Jacob deGrom P Luis Perdomo,,,
330,770729054,tinderella (93/100),0,162.35,OF Jason Heyward 1B Anthony Rizzo OF Eric Thames 3B Hernán Pérez C Willson Contreras P Jimmy Nelson P Jacob deGrom SS Javier Báez OF Lewis Brinson 2B Ian Happ,,,
330,770763297,fallfromgrace (72/150),0,162.35,C Yadier Molina OF Dexter Fowler 3B Justin Turner OF Tommy Pham 2B Logan Forsythe 1B Matt Carpenter SS Greg Garcia P Jimmy Nelson P Jacob deGrom OF Joc Pederson,,,
330,770819666,bric75 (96/101),0,162.35,OF Adam Jones OF Seth Smith OF Mark Trumbo C Welington Castillo 2B Jason Kipnis 1B Matt Adams 3B Manny Machado P Jimmy Nelson P Jacob deGrom SS Corey Seager,,,
330,770844334,fontastic,0,162.35,1B Edwin Encarnación C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager OF Yasiel Puig,,,
330,770947820,ericz116 (4/7),0,162.35,OF Seth Smith OF Mark Trumbo SS Troy Tulowitzki C Chris Herrmann 1B Paul Goldschmidt 2B Jonathan Schoop 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson,,,
330,770991207,madoublet98 (70/101),0,162.35,C Yadier Molina 3B Justin Turner OF Tommy Pham 2B Logan Forsythe 1B Matt Carpenter OF Stephen Piscotty P Jimmy Nelson P Jacob deGrom SS Francisco Lindor OF Yasiel Puig,,,
336,770811792,ChipotleAddict (66/150),0,162.25,OF Dexter Fowler OF Tommy Pham P Kenta Maeda 1B Anthony Rizzo OF Stephen Piscotty C Willson Contreras 3B Jedd Gyorko P Jacob deGrom 2B Javier Báez SS Aledmys Díaz,,,
337,770743746,juanshen (40/75),0,162.2,OF José Bautista C Russell Martin P J.A. Happ 1B Kendrys Morales SS Troy Tulowitzki 3B Justin Turner 2B Logan Forsythe P Jacob deGrom OF Yasiel Puig OF Cody Bellinger,,,
338,770768575,stevy99,0,161.9,SS José Reyes 1B Edwin Encarnación C Russell Martin OF Justin Upton OF Eric Thames OF J.D. Martinez P Jimmy Nelson 3B Travis Shaw P Jacob Faria 2B José Ramírez,,,
338,770771632,zachzb3 (3/3),0,161.9,2B Brandon Phillips OF José Bautista OF Jay Bruce 3B Todd Frazier 1B Anthony Rizzo C Elias Díaz P Jimmy Nelson P Jacob Faria SS Trea Turner OF Cody Bellinger,,,
338,770782160,Sanaynay (1/2),0,161.9,1B Edwin Encarnación C Russell Martin OF Lonnie Chisenhall 3B Josh Donaldson OF Eric Thames P Jimmy Nelson P Trevor Bauer SS Francisco Lindor 2B José Ramírez OF Cody Bellinger,,,
338,770974303,jeffdrazek (13/13),0,161.9,OF Seth Smith OF Mark Trumbo C Welington Castillo 2B Jonathan Schoop 3B Manny Machado P Jimmy Nelson OF Joc Pederson P Jacob Faria SS Corey Seager 1B Cody Bellinger,,,
342,770941795,lexington,0,161.8,1B Edwin Encarnación 3B Justin Turner OF Lonnie Chisenhall C Welington Castillo P Kenta Maeda OF J.D. Martinez P Trevor Bauer 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
343,770706267,shawnzhan (76/150),0,161.55,C Yadier Molina 1B Joey Votto OF Dexter Fowler OF Billy Hamilton 2B Scooter Gennett 3B Jedd Gyorko P Jacob deGrom OF Adam Duvall P Trevor Bauer SS Aledmys Díaz,,,
343,770729009,tinderella (48/100),0,161.55,C Yadier Molina 3B Justin Turner OF Tommy Pham 2B Logan Forsythe 1B Matt Carpenter OF Stephen Piscotty P Jacob deGrom P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
343,770804496,EmileHeskey (79/150),0,161.55,3B Justin Turner 2B Eric Sogard OF Billy Hamilton SS Kiké Hernández OF Marcell Ozuna P Jacob deGrom C Austin Barnes P Trevor Bauer OF Yasiel Puig 1B Cody Bellinger,,,
343,770908477,youdacao (4/150),0,161.55,1B Edwin Encarnación C Yadier Molina OF Dexter Fowler OF Lonnie Chisenhall 2B Jason Kipnis P Jacob deGrom P Trevor Bauer SS Francisco Lindor 3B José Ramírez OF Yasiel Puig,,,
343,770945581,dahladino (50/61),0,161.55,1B Edwin Encarnación C Yadier Molina OF Dexter Fowler OF Lonnie Chisenhall OF Tommy Pham 2B Jason Kipnis P Jacob deGrom P Trevor Bauer SS Francisco Lindor 3B José Ramírez,,,
343,770686800,Awesemo (94/150),0,161.55,P J.A. Happ 3B Justin Turner 2B Logan Forsythe 1B Paul Goldschmidt C Willson Contreras OF Bryce Harper P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig,,,
343,770804505,EmileHeskey (88/150),0,161.55,C Yadier Molina P J.A. Happ OF Dexter Fowler OF Tommy Pham 2B Eric Sogard 1B Paul Goldschmidt OF Stephen Piscotty 3B Jedd Gyorko P Jimmy Nelson SS Corey Seager,,,
343,770863086,mrlray87 (1/2),0,161.55,P J.A. Happ 1B Logan Morrison 3B Justin Turner 2B Jason Kipnis C Chris Herrmann OF Corey Dickerson P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Cody Bellinger,,,
343,770925454,toby3826 (3/3),0,161.55,C Yadier Molina P J.A. Happ OF Dexter Fowler 3B Justin Turner 2B Logan Forsythe 1B Matt Carpenter P Jimmy Nelson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
343,770991231,madoublet98 (94/101),0,161.55,C Yadier Molina P J.A. Happ OF Dexter Fowler 3B Justin Turner OF Tommy Pham 2B Logan Forsythe 1B Matt Carpenter P Jimmy Nelson SS Corey Seager OF Cody Bellinger,,,
353,770951442,marioncobretti (5/10),0,161.45,1B Edwin Encarnación C Yadier Molina OF Dexter Fowler OF Lonnie Chisenhall 2B Jason Kipnis P Mike Foltynewicz P Jimmy Nelson SS Francisco Lindor 3B José Ramírez OF Cody Bellinger,,,
354,770728989,tinderella (28/100),0,161.35,3B Justin Turner 1B Anthony Rizzo C Willson Contreras P Jimmy Nelson P Jacob deGrom OF Joc Pederson 2B Javier Báez OF Albert Almora Jr. SS Corey Seager OF Yasiel Puig,,,
354,770819599,bric75 (29/101),0,161.35,1B Joey Votto 3B Logan Forsythe OF Kiké Hernández C Tucker Barnhart 2B Scooter Gennett P Jimmy Nelson P Jacob deGrom OF Adam Duvall OF Joc Pederson SS Corey Seager,,,
354,770851489,ShipMyMoney (4/7),0,161.35,OF Adam Jones OF Seth Smith OF Mark Trumbo 1B Kendrys Morales C Chris Herrmann 2B Jonathan Schoop 3B Manny Machado P Jimmy Nelson P Jacob deGrom SS Corey Seager,,,
354,770924443,scout326 (9/150),0,161.35,3B Justin Turner 1B Anthony Rizzo C Willson Contreras P Jimmy Nelson P Jacob deGrom OF Joc Pederson 2B Javier Báez OF Albert Almora Jr. SS Corey Seager OF Yasiel Puig,,,
358,770706230,shawnzhan (39/150),0,161.25,1B Edwin Encarnación OF Howie Kendrick OF Lonnie Chisenhall P Kenta Maeda OF Aaron Altherr C Cameron Rupp P Jacob deGrom 3B Maikel Franco SS Francisco Lindor 2B José Ramírez,,,
358,770811778,ChipotleAddict (52/150),0,161.25,OF José Bautista C Russell Martin SS Troy Tulowitzki 3B Evan Longoria P Kenta Maeda 1B Justin Smoak OF Corey Dickerson P Jacob deGrom 2B José Ramírez OF Mallex Smith,,,
