Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Theo Riddick,RB,DET,@ MIN,6th,4900,3.8,21.8,11.3,9.83,9.83,100,68,2,8.6,1.8
DeVante Parker,WR,MIA,vs NYJ,2nd,4800,3.1,24.7,12.1,10.34,10.34,100,30,2.2,2.8,0.6
Mark Ingram,RB,NO,@ SF,12th,4800,6,23.7,17.3,11.86,11.86,100,54,2.5,34.1,7.1
Golden Tate,WR,DET,@ MIN,6th,4700,1.3,24.4,13.2,8.99,8.99,100,34,1.9,25,5.3
Terrance West,RB,BAL,vs PIT,8th,4700,6.4,22.6,3.4,11.77,11.77,100,52,2.5,3.7,0.8
Alfred Morris,RB,DAL,@ CLE,23rd,4600,0,17.6,6.4,4.62,4.62,100,0,1,5.6,1.2
Delanie Walker,TE,TEN,@ SD,14th,4600,4.8,26.7,16.5,12.1,12.1,100,41,2.6,15.2,3.3
Sterling Shepard,WR,NYG,vs PHI,15th,4600,2.2,13.1,,8.73,8.73,100,0,1.9,14,3
DeAngelo Williams,RB,PIT,@ BAL,22nd,4500,0,27.5,15.4,3.51,3.51,100,8,0.8,0.1,0
Corey Coleman,WR,CLE,vs DAL,24th,4500,2.5,14.8,,9.89,9.89,100,0,2.2,7.1,1.6
Frank Gore,RB,IND,@ GB,15th,4500,3.3,24,12.3,10.18,10.18,100,54,2.3,21.1,4.7
Charcandrick West,RB,KC,vs JAC,26th,4400,7.7,34.7,10.5,16.73,16.73,100,0,3.8,10.4,2.4
Kenny Britt,WR,LA,vs CAR,19th,4400,2.8,22.2,7.8,9.25,9.25,100,55,2.1,14.9,3.4
Kendall Wright,WR,TEN,@ SD,13th,4400,0,22.6,10,7.25,7.25,100,34,1.6,8.4,1.9
Matt Asiata,RB,MIN,vs DET,28th,4300,1.2,26.4,2.9,9.65,9.65,100,2,2.2,6.1,1.4
Sammie Coates,WR,PIT,@ BAL,22nd,4300,1.9,11.2,2.1,7.45,7.45,100,0,1.7,0,
Tavon Austin,WR,LA,vs CAR,19th,4200,2.8,23.8,12.5,9.76,9.76,100,42,2.3,2.8,0.7
Mohamed Sanu,WR,ATL,@ TB,11th,4100,1.9,23.8,5.7,9.18,9.18,100,32,2.2,12.4,3
Ryan Mathews,RB,PHI,@ NYG,1st,4100,2.6,22.7,10,9.26,9.26,100,32,2.3,8.5,2.1
Bilal Powell,RB,NYJ,@ MIA,5th,4100,0.8,21.8,12.3,7.78,7.78,100,17,1.9,9.1,2.2
Torrey Smith,WR,SF,vs NO,3rd,4100,0.7,23.8,8,8.45,8.45,100,0,2.1,3.8,0.9
Mike Gillislee,RB,BUF,@ SEA,14th,4100,3.9,23.1,10.5,10.32,10.32,100,9,2.5,11.6,2.8
Duke Johnson,RB,CLE,vs DAL,24th,4000,2.3,18.5,10.3,7.74,7.74,100,52,1.9,6.6,1.7
Vikings,DST,MIN,vs DET,29th,4000,2.3,20.4,8.8,8.35,8.35,100,55,2.1,3,0.8
Kyle Rudolph,TE,MIN,vs DET,28th,4000,5.9,22.4,8.2,11.37,11.37,100,53,2.8,7.1,1.8
Jerick McKinnon,RB,MIN,vs DET,28th,4000,3.5,22.1,5.2,9.68,9.68,100,9,2.4,0.8,0.2
Latavius Murray,RB,OAK,vs DEN,29th,4000,2.1,23.7,13.2,9.29,9.29,100,49,2.3,34.7,8.7
Jeremy Kerley,WR,SF,vs NO,3rd,4000,2.6,18.2,2.7,7.8,7.8,100,54,2,5.2,1.3
Tim Hightower,RB,NO,@ SF,12th,4000,0,27.6,14.9,4.8,4.8,100,0,1.2,17.2,4.3
Seahawks,DST,SEA,vs BUF,19th,3900,1.6,18.7,9.9,7.29,7.29,100,41,1.9,7,1.8
Thomas Rawls,RB,SEA,vs BUF,20th,3900,0,31.3,11.7,5.89,5.89,100,0,1.5,,
Ted Ginn Jr.,WR,CAR,@ LA,15th,3900,0,21.6,12.5,5.23,5.23,100,0,1.3,9,2.3
Mike Davis,RB,SF,vs NO,3rd,3900,3.4,10.3,3.3,5.74,5.74,100,0,1.5,2,0.5
Gary Barnidge,TE,CLE,vs DAL,24th,3900,2.2,27.4,15.4,10.56,10.56,100,11,2.7,5.3,1.4
Isaiah Crowell,RB,CLE,vs DAL,24th,3900,4.5,24.6,8.8,11.21,11.21,100,54,2.9,10.7,2.7
Kenny Stills,WR,MIA,vs NYJ,2nd,3900,0.1,21.4,5.9,7.23,7.23,100,28,1.9,2.1,0.5
Rashad Jennings,RB,NYG,vs PHI,15th,3900,2.2,24.4,10.8,9.61,9.61,100,16,2.5,6.9,1.8
Darren Sproles,RB,PHI,@ NYG,1st,3900,1.3,21.6,10.1,8.05,8.05,100,38,2.1,10.1,2.6
Tyler Lockett,WR,SEA,vs BUF,20th,3800,0,22,10.6,6.22,6.22,100,0,1.6,4,1.1
Victor Cruz,WR,NYG,vs PHI,15th,3800,0,23,,6.83,6.83,100,9,1.8,5.6,1.5
Dennis Pitta,TE,BAL,vs PIT,9th,3800,5.2,24.1,,11.54,11.54,100,41,3,3.4,0.9
Adam Thielen,WR,MIN,vs DET,28th,3800,1.3,16,3.9,6.25,6.25,100,51,1.6,10.8,2.8
Rishard Matthews,WR,TEN,@ SD,13th,3800,0,23.4,12.7,7.41,7.41,100,21,2,24.3,6.4
Robert Woods,WR,BUF,@ SEA,14th,3700,0.2,21.2,8.7,7.2,7.2,100,24,1.9,29.2,7.9
Broncos,DST,DEN,@ OAK,2nd,3700,2.7,20.4,10.8,8.58,8.58,100,49,2.3,10,2.7
Phillip Dorsett,WR,IND,@ GB,15th,3700,3.1,13,4.3,6.44,6.44,100,57,1.7,4.8,1.3
Benny Cunningham,RB,LA,vs CAR,19th,3700,0,9.4,4.3,0,0,100,0,0,9.2,2.5
Jason Witten,TE,DAL,@ CLE,23rd,3700,4,19.6,10.3,9.19,9.19,100,44,2.5,30.4,8.2
Terrance Williams,WR,DAL,@ CLE,23rd,3700,0,20.7,9.8,6.73,6.73,100,31,1.8,3.9,1.1
Anquan Boldin,WR,DET,@ MIN,6th,3600,0,21.5,12.6,7.07,7.07,100,32,2,9,2.5
T.J. Yeldon,RB,JAC,@ KC,16th,3600,2.2,17.8,13.5,7.38,7.38,100,45,2.1,16.5,4.6
Kenneth Dixon,RB,BAL,vs PIT,8th,3600,1,6.1,,4.09,4.09,100,0,1.1,3.3,0.9
Jack Doyle,TE,IND,@ GB,15th,3600,7.4,17,3.2,10.62,10.62,100,71,3,11.1,3.1
Zach Ertz,TE,PHI,@ NYG,2nd,3500,0.8,23,11.8,8.18,8.18,100,0,2.3,17.7,5.1
Chiefs,DST,KC,vs JAC,25th,3500,2.2,25,10.9,9.85,9.85,100,27,2.8,11,3.1
Kapri Bibbs,RB,DEN,@ OAK,7th,3500,1.1,6.6,0,4.41,4.41,100,0,1.3,15,4.3
Kamar Aiken,WR,BAL,vs PIT,8th,3500,0,17.7,12.6,3.26,3.26,100,0,0.9,1.9,0.5
Cowboys,DST,DAL,@ CLE,22nd,3400,2,15.8,4.6,6.62,6.62,100,15,1.9,8,2.4
Coby Fleener,TE,NO,@ SF,13th,3400,2.2,25,8.2,9.8,9.8,100,32,2.9,7.2,2.1
Brian Quick,WR,LA,vs CAR,19th,3400,0,21.3,2.2,6.9,6.9,100,31,2,8.8,2.6
Panthers,DST,CAR,@ LA,14th,3400,0.3,25.2,10.3,8.65,8.65,100,0,2.5,10,2.9
Robert Turbin,RB,IND,@ GB,15th,3400,0,6.8,3.5,0,0,100,35,0,4.3,1.3
Devin Funchess,WR,CAR,@ LA,15th,3400,0,18.8,6.9,5.03,5.03,100,0,1.5,3.8,1.1
Tyreek Hill,WR,KC,vs JAC,26th,3400,1.1,6.6,,4.37,4.37,100,0,1.3,6.2,1.8
Marqise Lee,WR,JAC,@ KC,16th,3400,1.5,15.3,4.9,6.14,6.14,100,53,1.8,13.5,4
Russell Shepard,WR,TB,vs ATL,21st,3400,2.3,9.2,1.7,4.59,4.59,100,61,1.4,,
C.J. Prosise,RB,SEA,vs BUF,20th,3300,1.2,6.9,,4.62,4.62,100,0,1.4,2.5,0.8
Hunter Henry,TE,SD,vs TEN,10th,3300,1.3,7.7,,5.14,5.14,100,0,1.6,,
Marquise Goodwin,WR,BUF,@ SEA,14th,3300,4.3,9.4,2.2,6,6,100,83,1.8,8.3,2.5
Jeff Janis,WR,GB,vs IND,25th,3300,0,20.2,1.1,0,0,100,0,0,3.5,1.1
Ravens,DST,BAL,vs PIT,7th,3300,1.5,16.2,5.4,6.4,6.4,100,46,1.9,7,2.1
Breshad Perriman,WR,BAL,vs PIT,8th,3300,1.3,7.6,,5.09,5.09,100,0,1.5,6.3,1.9
Cordarrelle Patterson,WR,MIN,vs DET,28th,3300,0.7,16.9,1.1,6.08,6.08,100,30,1.8,10.5,3.2
Cameron Brate,TE,TB,vs ATL,21st,3300,5.9,20.9,5.8,10.87,10.87,100,47,3.3,15.3,4.6
DeAndre Washington,RB,OAK,vs DEN,29th,3300,1,5.9,,3.96,3.96,100,0,1.2,4.5,1.4
Eli Rogers,WR,PIT,@ BAL,22nd,3200,1.2,7.3,,4.84,4.84,100,0,1.5,19.3,6
Andrew Hawkins,WR,CLE,vs DAL,24th,3200,0,18.7,7,5.87,5.87,100,18,1.8,3.3,1
Julius Thomas,TE,JAC,@ KC,16th,3200,0,26.7,10.4,7.71,7.71,100,4,2.4,4.1,1.3
Chris Ivory,RB,JAC,@ KC,16th,3200,0,20.8,14.2,6.25,6.25,100,0,2,13.7,4.3
Giants,DST,NYG,vs PHI,15th,3200,0,18.3,7.1,5.89,5.89,100,0,1.8,8,2.5
Adam Humphries,WR,TB,vs ATL,21st,3100,4.1,15.2,5.4,7.85,7.85,100,57,2.5,15.6,5
Corey Philly Brown,WR,CAR,@ LA,15th,3100,0,14.9,7.4,4.1,4.1,100,8,1.3,2.1,0.7
Jermaine Kearse,WR,SEA,vs BUF,20th,3100,0,22.4,9.4,6.75,6.75,100,0,2.2,5.6,1.8
Dontrelle Inman,WR,SD,vs TEN,9th,3100,0,17.9,8.4,5.52,5.52,100,18,1.8,11.6,3.7
Don Jackson,RB,GB,vs IND,25th,3100,1,6.1,,4.07,4.07,100,0,1.3,1.6,0.5
Eric Ebron,TE,DET,@ MIN,7th,3100,4.6,19.3,9.3,9.46,9.46,100,59,3.1,16.2,5.2
Nelson Agholor,WR,PHI,@ NYG,1st,3100,2.1,14.4,4.3,6.15,6.15,100,41,2,8.1,2.6
Eagles,DST,PHI,@ NYG,3rd,3100,1.5,25.2,7.5,9.4,9.4,100,36,3,4,1.3
Damien Williams,RB,MIA,vs NYJ,2nd,3100,0.9,13.2,3.3,4.97,4.97,100,45,1.6,6.9,2.2
Dolphins,DST,MIA,vs NYJ,1st,3100,0,22.8,5.8,6.77,6.77,100,0,2.2,13,4.2
Chris Conley,WR,KC,vs JAC,26th,3100,0,14.4,4.8,4.64,4.64,100,34,1.5,5.8,1.9
Lance Dunbar,RB,DAL,@ CLE,23rd,3000,0,15.3,13.1,4.11,4.11,100,0,1.4,,
Albert Wilson,WR,KC,vs JAC,26th,3000,0,14.2,6.8,3.63,3.63,100,0,1.2,12.7,4.2
Quinton Patton,WR,SF,vs NO,3rd,3000,1.5,11.7,4.7,4.89,4.89,100,37,1.6,19.6,6.5
Brandon Coleman,WR,NO,@ SF,12th,3000,0,12.2,5.5,1.61,1.61,100,16,0.5,4.5,1.5
Ricardo Louis,WR,CLE,vs DAL,24th,3000,1.3,8,,5.31,5.31,100,0,1.8,0,
Travaris Cadet,RB,NO,@ SF,12th,3000,0,12.8,7.7,3.75,3.75,100,10,1.3,1.4,0.5
DuJuan Harris,RB,SF,vs NO,3rd,3000,1,18.4,9.2,6.77,6.77,100,25,2.3,24.2,8.1
Harry Douglas,WR,TEN,@ SD,13th,3000,0,12,6.3,0,0,100,0,0,6.8,2.3
Tajae Sharpe,WR,TEN,@ SD,13th,3000,1.6,9.7,,6.45,6.45,100,0,2.2,9.8,3.3
Chargers,DST,SD,vs TEN,9th,3000,1.8,16.8,4.8,6.76,6.76,100,34,2.3,14,4.7
Jordan Todman,RB,IND,@ GB,15th,3000,0,9.8,0.6,0,0,100,0,0,6,2
Antonio Gates,TE,SD,vs TEN,10th,3000,3.3,28.5,13.5,11.71,11.71,100,6,3.9,18.5,6.2
Justin Hunter,WR,BUF,@ SEA,14th,3000,0,13.3,6,3.94,3.94,100,20,1.3,7.5,2.5
Reggie Bush,RB,BUF,@ SEA,14th,3000,0,13,1.7,0,0,100,0,0,4.2,1.4
Jalen Richard,RB,OAK,vs DEN,29th,3000,0.9,5.7,,3.77,3.77,100,0,1.3,9.2,3.1
Jordan Norwood,WR,DEN,@ OAK,7th,3000,0.9,7.5,4.3,3.1,3.1,100,35,1,13.6,4.5
Andre Holmes,WR,OAK,vs DEN,29th,3000,0,17,4.5,2.64,2.64,100,0,0.9,4.7,1.6
Seth Roberts,WR,OAK,vs DEN,29th,3000,0,20.5,7.2,5.14,5.14,100,13,1.7,6.2,2.1
Antone Smith,RB,TB,vs ATL,21st,3000,1.4,20.9,1.1,7.94,7.94,100,0,2.6,7.2,2.4
Peyton Barber,RB,TB,vs ATL,21st,3000,2.5,14.9,,9.94,9.94,100,0,3.3,9.5,3.2
Justin Hardy,WR,ATL,@ TB,11th,3000,2.3,8,4.5,4.22,4.22,100,56,1.4,,
Dorial Green-Beckham,WR,PHI,@ NYG,1st,3000,0,19.8,8.5,5.45,5.45,100,0,1.8,0,
Bryce Treggs,WR,PHI,@ NYG,1st,3000,0,0,,0,0,100,0,0,8.9,3
Roger Lewis,WR,NYG,vs PHI,15th,3000,0,0,,0,0,100,0,0,10,3.3
Kenyan Drake,RB,MIA,vs NYJ,2nd,3000,0,0,,0,0,100,0,0,7.6,2.5
Robby Anderson,WR,NYJ,@ MIA,5th,3000,1.2,7.1,,4.74,4.74,100,0,1.6,8.9,3
Jalin Marshall,WR,NYJ,@ MIA,5th,3000,0.5,3.1,,2.04,2.04,100,0,0.7,14.9,5
Taylor Gabriel,WR,ATL,@ TB,11th,3000,0,13.1,4.4,3.7,3.7,100,36,1.2,18.6,6.2
Ronnie Hillman,RB,MIN,vs DET,28th,3000,0,15.8,10.9,0,0,100,0,0,7.2,2.4
Andre Roberts,WR,DET,@ MIN,6th,3000,0,7.2,3.8,0,0,100,0,0,3.7,1.2
Bobby Rainey,RB,NYG,vs PHI,15th,3000,0,16.9,0.4,4.87,4.87,100,17,1.6,,
Kenjon Barner,RB,PHI,@ NYG,1st,3000,0,6.2,3.8,0,0,100,11,0,6.3,2.1
Paul Perkins,RB,NYG,vs PHI,15th,3000,1.2,7.1,,4.73,4.73,100,0,1.6,7.7,2.6
Lance Kendricks,TE,LA,vs CAR,19th,2900,4,16,4.4,8.03,8.03,100,49,2.8,16,5.5
Steelers,DST,PIT,@ BAL,21st,2900,0.6,17.7,9.3,6.3,6.3,100,0,2.2,5,1.7
Jacob Tamme,TE,ATL,@ TB,12th,2800,0,19.2,8.9,6.42,6.42,100,16,2.3,,
Jets,DST,NYJ,@ MIA,5th,2800,2.6,16.4,7.1,7.16,7.16,100,15,2.6,1,0.4
Jesse James,TE,PIT,@ BAL,22nd,2800,2.5,10.9,4.3,5.3,5.3,100,65,1.9,3.3,1.2
Bills,DST,BUF,@ SEA,13th,2800,1,18.7,5.7,6.93,6.93,100,38,2.5,5,1.8
Falcons,DST,ATL,@ TB,11th,2700,0.7,20.2,5.7,7.19,7.19,100,0,2.7,6,2.2
Richard Rodgers,TE,GB,vs IND,25th,2700,0,19.9,10.2,6.53,6.53,100,0,2.4,12.4,4.6
Packers,DST,GB,vs IND,24th,2700,0.6,21.6,7.3,7.63,7.63,100,0,2.8,6,2.2
Charles Clay,TE,BUF,@ SEA,1st,2700,1.9,20.5,9.6,8.11,8.11,100,7,3,3.9,1.4
Raiders,DST,OAK,vs DEN,28th,2700,2.5,14.5,6.7,6.52,6.52,100,11,2.4,10,3.7
Virgil Green,TE,DEN,@ OAK,8th,2600,3.7,14.2,3.2,7.21,7.21,100,52,2.8,5.7,2.2
Vance McDonald,TE,SF,vs NO,4th,2600,0.5,18.5,5.8,6.47,6.47,100,12,2.5,17.4,6.7
Titans,DST,TEN,@ SD,8th,2600,4.2,16.2,5.1,8.2,8.2,100,29,3.2,0,
Larry Donnell,TE,NYG,vs PHI,15th,2600,0,18.3,7.9,5.46,5.46,100,0,2.1,,
Darren Waller,TE,BAL,vs PIT,9th,2500,0,2.2,1.3,0,0,100,0,0,3.7,1.5
Garrett Celek,TE,SF,vs NO,4th,2500,0.7,13.6,5.6,4.96,4.96,100,0,2,11.6,4.6
Josh Hill,TE,NO,@ SF,13th,2500,0,11.9,3.1,3.33,3.33,100,2,1.3,8,3.2
Ed Dickson,TE,CAR,@ LA,15th,2500,0,8.7,2.9,2.92,2.92,100,37,1.2,3.7,1.5
Crockett Gillmore,TE,BAL,vs PIT,9th,2500,0,16.2,10.1,4,4,100,0,1.6,,
Ladarius Green,TE,PIT,@ BAL,22nd,2500,0,15,8.3,4.22,4.22,100,0,1.7,,
Gavin Escobar,TE,DAL,@ CLE,23rd,2500,0,10.2,2.8,0,0,100,0,0,7.2,2.9
Geoff Swaim,TE,DAL,@ CLE,23rd,2500,0,0,1,0,0,100,0,0,3.1,1.2
Tyler Higbee,TE,LA,vs CAR,19th,2500,0,0,,0,0,100,0,0,4.1,1.6
Clive Walford,TE,OAK,vs DEN,29th,2500,1.7,12.5,5.3,5.27,5.27,100,42,2.1,3.3,1.3
Jared Cook,TE,GB,vs IND,25th,2500,0,13.9,5.5,3.88,3.88,100,0,1.6,,
Justin Perillo,TE,GB,vs IND,25th,2500,0,11,4.5,0,0,100,0,0,3.8,1.5
Levine Toilolo,TE,ATL,@ TB,12th,2500,0.2,9.2,1.5,3.22,3.22,100,17,1.3,10.2,4.1
Austin Hooper,TE,ATL,@ TB,12th,2500,1.2,7.3,,4.88,4.88,100,0,2,13.6,5.4
