Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Travis Benjamin,WR,SD,@ OAK,27th,6500,5.6,31,13.1,14.05,14.05,100,45,2.2,21.7,3.3
Rob Gronkowski,TE,NE,@ CLE,28th,6500,5.1,31.8,18,14,14,100,0,2.2,18.9,2.9
Todd Gurley,RB,LA,vs BUF,22nd,6500,6.6,35.7,17.3,16.34,16.34,100,18,2.5,18.8,2.9
Carson Wentz,QB,PHI,@ DET,32nd,6400,4.3,26,,17.35,17.35,100,0,2.7,17.92,2.8
Greg Olsen,TE,CAR,vs TB,2nd,6300,2.9,27.8,14.8,11.18,11.18,100,55,1.8,,
Lamar Miller,RB,HOU,@ MIN,5th,6300,7,33.1,15.1,15.71,15.71,100,41,2.5,3.4,0.5
Matt Forte,RB,NYJ,@ PIT,2nd,6200,6.4,32.4,16.8,15.05,15.05,100,50,2.4,8,1.3
Randall Cobb,WR,GB,vs NYG,17th,6200,4.7,29.6,12.9,12.99,12.99,100,6,2.1,22.8,3.7
Joe Flacco,QB,BAL,vs WAS,26th,6200,10,32.5,19.1,17.47,17.47,100,58,2.8,13,2.1
DeAngelo Williams,RB,PIT,vs NYJ,3rd,6100,0,30,15.4,5.96,5.96,100,38,1,0,
Kirk Cousins,QB,WAS,@ BAL,17th,6100,6.1,34.6,20.5,15.61,15.61,100,49,2.6,13.3,2.2
Eli Manning,QB,NYG,@ GB,25th,6000,7.1,33.2,20.2,15.77,15.77,100,46,2.6,11.06,1.8
Andy Dalton,QB,CIN,@ DAL,28th,5900,9.2,34.2,20.4,17.55,17.55,100,52,3,22.16,3.8
Eddie Lacy,RB,GB,vs NYG,14th,5900,3.6,30.3,10.1,12.54,12.54,100,5,2.1,9.4,1.6
DeSean Jackson,WR,WAS,@ BAL,19th,5900,3.5,31.1,12.1,12.7,12.7,100,24,2.2,6.5,1.1
Terrelle Pryor,WR,CLE,vs NE,16th,5800,3.2,19.1,2.6,12.74,12.74,100,0,2.2,10.3,1.8
Jameis Winston,QB,TB,@ CAR,16th,5800,11.8,24.1,18.6,15.86,15.86,100,79,2.7,,
Will Fuller,WR,HOU,@ MIN,3rd,5800,3.1,18.6,,12.37,12.37,100,0,2.1,1.4,0.2
Frank Gore,RB,IND,vs CHI,17th,5700,8.4,29.1,12.3,15.27,15.27,100,56,2.7,8.9,1.6
Ryan Tannehill,QB,MIA,vs TEN,8th,5700,10.9,29.5,18.2,17.14,17.14,100,68,3,5.64,1
Dak Prescott,QB,DAL,vs CIN,23rd,5600,3.9,23.3,,15.56,15.56,100,0,2.8,18.48,3.3
LeGarrette Blount,RB,NE,@ CLE,16th,5600,6.4,34,10.5,15.56,15.56,100,46,2.8,9.7,1.7
Derek Anderson,QB,CAR,vs TB,27th,5500,10.2,30.2,0.4,16.85,16.85,100,11,3.1,,
Sterling Shepard,WR,NYG,@ GB,30th,5500,3.3,19.9,,13.27,13.27,100,0,2.4,3.4,0.6
Brian Hoyer,QB,CHI,@ IND,9th,5500,8.1,28.6,16.2,14.95,14.95,100,58,2.7,26.78,4.9
Marcus Mariota,QB,TEN,@ MIA,22nd,5400,5.3,38.6,19.7,16.36,16.36,100,17,3,30.52,5.7
Brock Osweiler,QB,HOU,@ MIN,6th,5300,4.7,30.5,15.8,13.27,13.27,100,38,2.5,10.36,2
Steve Smith Sr.,WR,BAL,vs WAS,24th,5300,2.2,34.6,20,12.97,12.97,100,29,2.4,5.9,1.1
Tyrod Taylor,QB,BUF,@ LA,21st,5200,7.3,31.6,19.9,15.4,15.4,100,50,3,15.76,3
Paxton Lynch,QB,DEN,vs ATL,30th,5200,3.5,21,,14,14,100,0,2.7,13.72,2.6
Jordan Howard,RB,CHI,@ IND,32nd,5200,3.8,22.5,,15.02,15.02,100,0,2.9,28.3,5.4
Sam Bradford,QB,MIN,vs HOU,1st,5100,8.6,25.2,16.2,14.15,14.15,100,63,2.8,18.64,3.7
Ryan Fitzpatrick,QB,NYJ,@ PIT,15th,5100,8,32,19.1,16.01,16.01,100,42,3.1,15.1,3
Mike Wallace,WR,BAL,vs WAS,24th,5100,5.2,25.9,6.6,12.08,12.08,100,51,2.4,13.3,2.6
Case Keenum,QB,LA,vs BUF,12th,5000,6.1,20.2,9.3,10.83,10.83,100,61,2.2,8.84,1.8
Devonta Freeman,RB,ATL,@ DEN,24th,5000,1.4,37.4,22.1,13.39,13.39,100,28,2.7,21.3,4.3
DeVante Parker,WR,MIA,vs TEN,14th,5000,5.4,27,12.1,12.65,12.65,100,45,2.5,9,1.8
Cody Kessler,QB,CLE,vs NE,24th,5000,2.9,17.4,,11.61,11.61,100,0,2.3,6.48,1.3
Drew Stanton,QB,ARI,@ SF,14th,5000,9.2,31.1,0.1,16.54,16.54,100,0,3.3,12.76,2.6
Blaine Gabbert,QB,SF,vs ARI,18th,5000,8.5,23.8,18,13.58,13.58,100,64,2.7,21.48,4.3
Charlie Whitehurst,QB,CLE,vs NE,24th,5000,0,12.2,1.3,0,0,100,0,0,10.38,2.1
Golden Tate,WR,DET,vs PHI,4th,4900,2.5,25.6,13.2,10.22,10.22,100,0,2.1,7.5,1.5
Michael Floyd,WR,ARI,@ SF,18th,4900,0.5,29.6,12.5,10.18,10.18,100,6,2.1,0,
Theo Riddick,RB,DET,vs PHI,19th,4900,6.8,24.8,11.3,12.79,12.79,100,60,2.6,26.2,5.3
Carlos Hyde,RB,SF,vs ARI,21st,4800,5.2,26.8,12,12.4,12.4,100,61,2.6,23.4,4.9
Isaiah Crowell,RB,CLE,vs NE,12th,4800,4.6,24.6,8.8,11.25,11.25,100,64,2.3,5,1
Mohamed Sanu,WR,ATL,@ DEN,1st,4800,1.1,23,5.7,8.43,8.43,100,20,1.8,6.3,1.3
Phillip Dorsett,WR,IND,vs CHI,11th,4800,9,18.9,4.3,12.27,12.27,100,64,2.6,4.6,1
Terrance West,RB,BAL,vs WAS,28th,4800,6.8,23,3.4,12.24,12.24,100,45,2.6,10.9,2.3
Delanie Walker,TE,TEN,@ MIA,24th,4700,4.5,26.4,16.5,11.81,11.81,100,34,2.5,17.6,3.7
Tyrell Williams,WR,SD,@ OAK,27th,4700,2.9,17.1,8.5,11.4,11.4,100,0,2.4,25.7,5.5
Ryan Mathews,RB,PHI,@ DET,8th,4600,2.6,22.8,10,9.35,9.35,100,32,2,17.5,3.8
Quincy Enunwa,WR,NYJ,@ PIT,15th,4600,9.8,19.1,4.9,12.92,12.92,100,77,2.8,9.1,2
Jamison Crowder,WR,WAS,@ BAL,19th,4600,3.4,22.9,8.6,9.93,9.93,100,48,2.2,12.5,2.7
Matt Jones,RB,WAS,@ BAL,6th,4500,1.2,30,9.6,10.8,10.8,100,27,2.4,6.6,1.5
Victor Cruz,WR,NYG,@ GB,30th,4500,2.2,26.5,,10.26,10.26,100,29,2.3,0,
Tajae Sharpe,WR,TEN,@ MIA,25th,4400,2.7,16,,10.67,10.67,100,0,2.4,3.7,0.8
Jason Witten,TE,DAL,vs CIN,23rd,4400,4.1,19.7,10.3,9.33,9.33,100,48,2.1,7.3,1.7
Giovani Bernard,RB,CIN,@ DAL,7th,4400,5,24.8,11.7,11.59,11.59,100,48,2.6,15.6,3.5
John Brown,WR,ARI,@ SF,18th,4400,4,25,14.3,11.03,11.03,100,38,2.5,2.1,0.5
Cole Beasley,WR,DAL,vs CIN,10th,4300,4.7,26.6,8.5,11.96,11.96,100,43,2.8,15.3,3.6
Darren Sproles,RB,PHI,@ DET,8th,4300,1.8,22.2,10.1,8.64,8.64,100,49,2,10.8,2.5
Eddie Royal,WR,CHI,@ IND,6th,4200,2.9,26.3,7.4,10.72,10.72,100,51,2.6,11.3,2.7
Jeremy Hill,RB,CIN,@ DAL,7th,4200,4,27.1,10.8,11.68,11.68,100,34,2.8,1.2,0.3
Fozzy Whittaker,RB,CAR,vs TB,26th,4100,4.9,16.2,2.5,8.65,8.65,100,69,2.1,,
Dontrelle Inman,WR,SD,@ OAK,27th,4100,3.9,22.5,8.4,10.14,10.14,100,34,2.5,1.3,0.3
Tevin Coleman,RB,ATL,@ DEN,24th,4100,3.9,15.3,4.1,7.72,7.72,100,78,1.9,29.3,7.1
Dennis Pitta,TE,BAL,vs WAS,21st,4100,5.3,24.2,,11.58,11.58,100,43,2.8,12.9,3.1
Duke Johnson,RB,CLE,vs NE,12th,4100,4.3,20.5,10.3,9.69,9.69,100,51,2.4,4.2,1
Chris Hogan,WR,NE,@ CLE,23rd,4100,3,19.8,7.2,8.59,8.59,100,15,2.1,18.6,4.5
Antonio Gates,TE,SD,@ OAK,11th,4000,0,20.6,13.5,3.81,3.81,100,0,1,12,3
Anquan Boldin,WR,DET,vs PHI,4th,4000,2.7,24.3,12.6,9.92,9.92,100,33,2.5,8.8,2.2
Jerick McKinnon,RB,MIN,vs HOU,23rd,4000,6.9,25.5,5.2,13.06,13.06,100,15,3.3,5.6,1.4
Bilal Powell,RB,NYJ,@ PIT,2nd,4000,0,20.8,12.3,6.77,6.77,100,19,1.7,11.1,2.8
Davante Adams,WR,GB,vs NYG,17th,3900,1.8,21.6,8.2,8.43,8.43,100,31,2.2,19.5,5
Torrey Smith,WR,SF,vs ARI,28th,3900,1.5,24.6,8,9.2,9.2,100,0,2.4,0,
Robert Woods,WR,BUF,@ LA,26th,3900,3.3,24.3,8.7,10.28,10.28,100,20,2.6,4.6,1.2
Markus Wheaton,WR,PIT,vs NYJ,32nd,3900,1.2,22.5,9.6,8.29,8.29,100,0,2.1,3.9,1
Pierre Garcon,WR,WAS,@ BAL,19th,3900,2.8,22.3,11.6,9.31,9.31,100,24,2.4,16.6,4.3
Danny Amendola,WR,NE,@ CLE,23rd,3900,0,21.1,11.1,5.73,5.73,100,4,1.5,3.1,0.8
James White,RB,NE,@ CLE,16th,3900,1,25.2,10.5,9.05,9.05,100,0,2.3,12.9,3.3
Broncos,DST,DEN,vs ATL,3rd,3800,3.1,20.8,10.8,9.01,9.01,100,55,2.4,4,1.1
Terrance Williams,WR,DAL,vs CIN,10th,3800,0.3,21.3,9.8,7.27,7.27,100,36,1.9,12,3.2
Chris Johnson,RB,ARI,@ SF,25th,3800,0,18.2,11,4.65,4.65,100,0,1.2,,
Tavon Austin,WR,LA,vs BUF,12th,3700,3,24,12.5,9.98,9.98,100,31,2.7,15.5,4.2
Kenny Britt,WR,LA,vs BUF,12th,3700,2.5,22,7.8,9.03,9.03,100,42,2.4,12.5,3.4
Patriots,DST,NE,@ CLE,26th,3700,4.6,19.6,8.1,9.65,9.65,100,38,2.6,10,2.7
Jeremy Kerley,WR,SF,vs ARI,28th,3700,4.2,19.8,2.7,9.39,9.39,100,53,2.5,27.2,7.4
Cardinals,DST,ARI,@ SF,6th,3700,1.1,25.7,10.4,9.33,9.33,100,20,2.5,15,4.1
Orleans Darkwa,RB,NYG,@ GB,15th,3700,1.5,13,3,5.35,5.35,100,55,1.4,1.1,0.3
Martellus Bennett,TE,NE,@ CLE,28th,3700,2.2,25,10.4,9.8,9.8,100,42,2.6,30.7,8.3
Devin Funchess,WR,CAR,vs TB,31st,3600,0,20.7,6.9,6.94,6.94,100,0,1.9,,
Kyle Rudolph,TE,MIN,vs HOU,1st,3600,6.5,23,8.2,12,12,100,63,3.3,3.5,1
Zach Miller,TE,CHI,@ IND,17th,3600,8.9,14.6,,10.77,10.77,100,85,3,14.3,4
Kenny Stills,WR,MIA,vs TEN,14th,3600,3,24.3,5.9,10.13,10.13,100,32,2.8,0,
Kenneth Dixon,RB,BAL,vs WAS,28th,3600,1.9,11.2,,7.49,7.49,100,0,2.1,1.5,0.4
Ted Ginn Jr.,WR,CAR,vs TB,31st,3600,0,22.4,12.5,6.04,6.04,100,0,1.7,,
Alfred Morris,RB,DAL,vs CIN,1st,3600,0,17.4,6.4,4.4,4.4,100,0,1.2,3.3,0.9
Sammie Coates,WR,PIT,vs NYJ,32nd,3600,2.3,14.1,2.1,9.39,9.39,100,0,2.6,34.9,9.7
Steelers,DST,PIT,vs NYJ,5th,3500,2.7,19.8,9.3,8.38,8.38,100,0,2.4,7,2
Brice Butler,WR,DAL,vs CIN,10th,3500,0.7,12.7,7.6,4.73,4.73,100,9,1.4,4,1.1
Jaron Brown,WR,ARI,@ SF,18th,3500,0,12.3,3.1,4.11,4.11,100,42,1.2,0,
Matt Asiata,RB,MIN,vs HOU,23rd,3500,0,24.5,2.9,7.73,7.73,100,0,2.2,19.1,5.5
Nelson Agholor,WR,PHI,@ DET,29th,3500,3.5,15.8,4.3,7.6,7.6,100,58,2.2,5.2,1.5
Jay Ajayi,RB,MIA,vs TEN,13th,3500,2.3,12.8,4.7,5.8,5.8,100,54,1.7,10.2,2.9
Zach Ertz,TE,PHI,@ DET,30th,3500,2.8,25,11.8,10.15,10.15,100,37,2.9,6.7,1.9
Wendell Smallwood,RB,PHI,@ DET,8th,3400,1.4,8.5,,5.66,5.66,100,0,1.7,,
Derrick Henry,RB,TEN,@ MIA,9th,3400,1.5,9,,5.97,5.97,100,0,1.8,5.4,1.6
James Starks,RB,GB,vs NYG,14th,3400,0,20.4,10.8,6.24,6.24,100,0,1.8,8.2,2.4
Seth Roberts,WR,OAK,vs SD,21st,3400,0,22.9,7.2,7.46,7.46,100,15,2.2,4.2,1.2
DeAndre Washington,RB,OAK,vs SD,31st,3400,2.4,14.1,,9.41,9.41,100,0,2.8,10.2,3
Dexter McCluster,RB,SD,@ OAK,30th,3400,1.5,15.3,8.5,6.06,6.06,100,0,1.8,0.1,0
Vikings,DST,MIN,vs HOU,29th,3400,4.2,22.2,8.8,10.15,10.15,100,64,3,16,4.7
Shaun Draughn,RB,SF,vs ARI,21st,3300,0,18.2,7.1,4.96,4.96,100,0,1.5,-0.1,
Cameron Artis-Payne,RB,CAR,vs TB,26th,3300,1.9,17.2,5.9,6.98,6.98,100,0,2.1,,
Panthers,DST,CAR,vs TB,30th,3300,1.1,26,10.3,9.44,9.44,100,0,2.9,,
Rishard Matthews,WR,TEN,@ MIA,25th,3300,0.3,24.3,12.7,8.3,8.3,100,0,2.5,13.2,4
Jalen Richard,RB,OAK,vs SD,31st,3300,1.8,11,,7.35,7.35,100,0,2.2,15.7,4.8
Hunter Henry,TE,SD,@ OAK,11th,3300,2.5,15.2,,10.14,10.14,100,0,3.1,16.4,5
Bobby Rainey,RB,NYG,@ GB,15th,3300,0,15.2,0.4,3.17,3.17,100,29,1,13.4,4.1
Paul Perkins,RB,NYG,@ GB,15th,3300,0,0,,0,0,100,0,0,3.2,1
Chris Thompson,RB,WAS,@ BAL,6th,3300,1.3,19.4,7.1,7.35,7.35,100,32,2.2,8.5,2.6
Andre Johnson,WR,TEN,@ MIA,25th,3200,0,19.5,7.2,4.69,4.69,100,0,1.5,9.3,2.9
Corey Philly Brown,WR,CAR,vs TB,31st,3200,1,17.2,7.4,6.36,6.36,100,33,2,,
Vincent Jackson,WR,TB,@ CAR,7th,3200,1.1,24.8,11,8.98,8.98,100,0,2.8,,
Packers,DST,GB,vs NYG,11th,3200,1.4,22.4,7.3,8.45,8.45,100,0,2.6,7,2.2
Brian Quick,WR,LA,vs BUF,12th,3200,0,20,2.2,5.63,5.63,100,30,1.8,8.1,2.5
Brandon LaFell,WR,CIN,@ DAL,22nd,3200,0.5,23.6,8.4,8.22,8.22,100,8,2.6,26.8,8.4
Kenyan Drake,RB,MIA,vs TEN,13th,3200,1.3,8.1,,5.39,5.39,100,0,1.7,4,1.3
Gary Barnidge,TE,CLE,vs NE,31st,3200,2.4,27.6,15.4,10.8,10.8,100,1,3.4,12.6,3.9
Rams,DST,LA,vs BUF,19th,3200,0,22.7,8.4,7.12,7.12,100,24,2.2,4,1.3
Dorial Green-Beckham,WR,PHI,@ DET,29th,3200,0.1,21.7,8.5,7.32,7.32,100,0,2.3,7.3,2.3
Bills,DST,BUF,@ LA,32nd,3100,1.6,19.3,5.7,7.54,7.54,100,55,2.4,17,5.5
Ka'Deem Carey,RB,CHI,@ IND,32nd,3100,0.6,11.4,4.7,4.16,4.16,100,0,1.3,2.7,0.9
Tyler Boyd,WR,CIN,@ DAL,22nd,3100,1.5,9.3,,6.17,6.17,100,0,2,6.3,2
Dwayne Allen,TE,IND,vs CHI,13th,3100,4.2,21,2.8,9.84,9.84,100,31,3.2,17,5.5
Robby Anderson,WR,NYJ,@ PIT,15th,3100,1.5,9.2,,6.1,6.1,100,0,2,2,0.6
Adam Thielen,WR,MIN,vs HOU,5th,3100,2.1,16.8,3.9,6.99,6.99,100,29,2.3,28.7,9.3
Jaelen Strong,WR,HOU,@ MIN,3rd,3100,0,16.5,4.8,4.26,4.26,100,0,1.4,8.9,2.9
Alfred Blue,RB,HOU,@ MIN,5th,3100,0,12.8,8.7,0,0,100,0,0,3.9,1.3
Jakeem Grant,WR,MIA,vs TEN,14th,3000,0,0,,0,0,100,0,0,6,2
Kendall Wright,WR,TEN,@ MIA,25th,3000,0,21.2,10,5.82,5.82,100,0,1.9,1.9,0.6
Texans,DST,HOU,@ MIN,23rd,3000,0.4,20.5,9.4,7.09,7.09,100,19,2.4,2,0.7
Charles Johnson,WR,MIN,vs HOU,5th,3000,0,17.3,3.6,5.47,5.47,100,0,1.8,1.2,0.4
Breshad Perriman,WR,BAL,vs WAS,24th,3000,1.8,10.8,,7.23,7.23,100,0,2.4,3.1,1
Cordarrelle Patterson,WR,MIN,vs HOU,5th,3000,0,15.9,1.1,5.14,5.14,100,0,1.7,14.6,4.9
Braxton Miller,WR,HOU,@ MIN,3rd,3000,1,6.2,,4.11,4.11,100,0,1.4,2.2,0.7
Jarius Wright,WR,MIN,vs HOU,5th,3000,0,12,5.3,0,0,100,0,0,7.2,2.4
Ravens,DST,BAL,vs WAS,8th,3000,2.6,17.3,5.4,7.5,7.5,100,35,2.5,9,3
Javorius Allen,RB,BAL,vs WAS,28th,3000,0,22.6,9.4,3.04,3.04,100,0,1,2.8,0.9
Chris Moore,WR,BAL,vs WAS,24th,3000,0.8,4.6,,3.06,3.06,100,0,1,,
Andre Holmes,WR,OAK,vs SD,21st,3000,0,18,4.5,3.6,3.6,100,0,1.2,3.3,1.1
Pharoh Cooper,WR,LA,vs BUF,12th,3000,1.2,7.3,,4.84,4.84,100,0,1.6,0,
Walt Powell,WR,BUF,@ LA,26th,3000,4.2,5.4,0,4.57,4.57,100,93,1.5,0,
Justin Hunter,WR,BUF,@ LA,26th,3000,0,12.4,6,2.96,2.96,100,0,1,7.4,2.5
Marquise Goodwin,WR,BUF,@ LA,26th,3000,3.9,9,2.2,5.62,5.62,100,80,1.9,9.3,3.1
Adam Humphries,WR,TB,@ CAR,7th,3000,4.9,16,5.4,8.56,8.56,100,66,2.9,,
Jacquizz Rodgers,RB,TB,@ CAR,11th,3000,1.8,11.4,1.2,4.96,4.96,100,6,1.7,,
Mike Tolbert,RB,CAR,vs TB,26th,3000,0.9,5.2,,3.48,3.48,100,0,1.2,,
Greg Salas,WR,BUF,@ LA,26th,3000,4.4,13.7,7.1,7.53,7.53,100,67,2.5,,
Taylor Gabriel,WR,ATL,@ DEN,1st,3000,0,12.5,4.4,3.09,3.09,100,25,1,,
Justin Hardy,WR,ATL,@ DEN,1st,3000,2.4,8.1,4.5,4.33,4.33,100,61,1.4,,
Bennie Fowler,WR,DEN,vs ATL,8th,3000,0,5.2,2.6,0,0,100,0,0,3.3,1.1
Jordan Norwood,WR,DEN,vs ATL,8th,3000,1.7,8.3,4.3,3.86,3.86,100,12,1.3,4.4,1.5
Devontae Booker,RB,DEN,vs ATL,10th,3000,1.5,8.7,,5.83,5.83,100,0,1.9,9.9,3.3
Charone Peake,WR,NYJ,@ PIT,15th,3000,1.2,7.5,,4.98,4.98,100,0,1.7,1.6,0.5
Jacob Tamme,TE,ATL,@ DEN,7th,3000,1.4,20.6,8.9,7.79,7.79,100,41,2.6,1.1,0.4
Malcolm Brown,RB,LA,vs BUF,22nd,3000,0,0,2.5,0,0,100,0,0,3.8,1.3
Mike Gillislee,RB,BUF,@ LA,18th,3000,0,16.7,10.5,3.86,3.86,100,0,1.3,6.6,2.2
Quinton Patton,WR,SF,vs ARI,28th,3000,3.8,14,4.7,7.25,7.25,100,35,2.4,3.6,1.2
Robert Turbin,RB,IND,vs CHI,17th,3000,0.4,10.6,3.5,3.75,3.75,100,33,1.3,,
Josh Ferguson,RB,IND,vs CHI,17th,3000,1.4,8.5,,5.64,5.64,100,0,1.9,3.3,1.1
Damien Williams,RB,MIA,vs TEN,13th,3000,0,8.2,3.3,0,0,100,35,0,9,3
Chester Rogers,WR,IND,vs CHI,11th,3000,0,0,,0,0,100,0,0,5.4,1.8
Quan Bray,WR,IND,vs CHI,11th,3000,3,3,0,2.99,2.99,100,0,1,5.6,1.9
Cameron Meredith,WR,CHI,@ IND,6th,3000,1,10.6,3.8,4.21,4.21,100,37,1.4,30.6,10.2
Josh Huff,WR,PHI,@ DET,29th,3000,0,11.3,5.4,2.73,2.73,100,0,0.9,10.5,3.5
Andrew Hawkins,WR,CLE,vs NE,16th,3000,1.4,20.6,7,7.79,7.79,100,0,2.6,15.6,5.2
Malcolm Mitchell,WR,NE,@ CLE,23rd,3000,1,6.1,,4.08,4.08,100,0,1.4,2.7,0.9
Zach Zenner,RB,DET,vs PHI,19th,3000,0,3,2.3,0,0,100,66,0,5.2,1.7
Ricardo Louis,WR,CLE,vs NE,16th,3000,1.4,8.2,,5.48,5.48,100,0,1.8,3.3,1.1
Dolphins,DST,MIA,vs TEN,25th,2900,0,24,5.8,8.03,8.03,100,0,2.8,7,2.4
Cameron Brate,TE,TB,@ CAR,27th,2900,3.5,18.5,5.8,8.54,8.54,100,55,2.9,,
Eagles,DST,PHI,@ DET,20th,2900,1,24.7,7.5,8.92,8.92,100,42,3.1,5,1.7
Jesse James,TE,PIT,vs NYJ,18th,2900,5.2,13.6,4.3,8,8,100,65,2.8,16.3,5.6
Richard Rodgers,TE,GB,vs NYG,22nd,2900,1.1,21.2,10.2,7.84,7.84,100,0,2.7,1.6,0.6
Jets,DST,NYJ,@ PIT,7th,2800,1.4,15.2,7.1,6,6,100,32,2.1,2,0.7
Bengals,DST,CIN,@ DAL,17th,2800,0.8,16.4,8.6,6.05,6.05,100,26,2.2,2,0.7
Charles Clay,TE,BUF,@ LA,10th,2700,2.1,20.7,9.6,8.28,8.28,100,0,3.1,12.3,4.6
Vance McDonald,TE,SF,vs ARI,12th,2700,0,17.2,5.8,5.18,5.18,100,32,1.9,,
Lance Kendricks,TE,LA,vs BUF,4th,2700,1.7,13.7,4.4,5.74,5.74,100,33,2.1,4.4,1.6
Redskins,DST,WAS,@ BAL,27th,2700,2.5,16,7.6,6.97,6.97,100,15,2.6,15,5.6
Cowboys,DST,DAL,vs CIN,13th,2700,1,14.8,4.6,5.62,5.62,100,0,2.1,5,1.9
Trey Burton,TE,PHI,@ DET,30th,2700,1.1,9.2,2.8,3.78,3.78,100,73,1.4,1.5,0.6
Jack Doyle,TE,IND,vs CHI,13th,2600,5,14.6,3.2,8.25,8.25,100,68,3.2,2.8,1.1
Giants,DST,NYG,@ GB,10th,2600,0,18,7.1,5.56,5.56,100,0,2.1,4,1.5
