"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
17923,"Ezekiel Elliott","RB","DAL","TB",15,10,91,230,30,260,260,30.8,248
15256,"Christine Michael","RB","GB","CHI",15,5,8,80,0,80,80,10.5,210
18055,"Dak Prescott","QB","DAL","TB",15,11,100,36,0,364,364,19.16,174.2
17997,"Maliek Collins","DT","DAL","TB",15,7,78,0,0,0,0,0,171.4
16885,"Kwon Alexander","ILB","TB","DAL",15,12,100,0,0,0,0,0,166.7
16593,"Cameron Brate","TE","TB","DAL",15,8,89,0,100,63,100,18.3,166.2
13319,"Terrell McClain","DT","DAL","TB",15,7,78,0,0,0,0,0,121.4
14375,"Lavonte David","OLB","TB","DAL",15,12,100,0,0,0,0,0,116.7
11276,"Sean Lee","OLB","DAL","TB",15,9,100,0,0,0,0,0,116.7
16788,"Byron Jones","FS","DAL","TB",15,9,100,0,0,0,0,0,116.7
16762,"Jameis Winston","QB","TB","DAL",15,9,100,11,0,400,400,14.48,116.4
16524,"Devonta Freeman","RB","ATL","SF",15,30,44,67,7,73,73,37.5,105
17959,"Derrick Henry","RB","TEN","KC",15,17,26,53,0,53,53,17.8,104.7
15010,"Kerwynn Williams","RB","ARI","NO",15,12,20,25,0,25,25,12.3,102.5
14391,"Keith Tandy","SS","TB","DAL",15,12,100,0,0,0,0,0,95.8
15814,"Benson Mayowa","DE","DAL","TB",15,7,78,0,0,0,0,0,92.9
11270,"Dez Bryant","WR","DAL","TB",15,9,82,0,111,89,111,16.2,91.1
14141,"Cole Beasley","WR","DAL","TB",15,6,55,0,83,67,83,8.8,80
17089,"Terron Ward","RB","ATL","SF",15,7,10,86,0,86,86,5.2,74.3
16597,"Mike Evans","WR","TB","DAL",15,8,89,0,100,50,100,9.9,73.8
14352,"Travaris Cadet","RB","NO","ARI",15,15,17,7,33,40,40,15.6,70.7
11932,"LeSean McCoy","RB","BUF","CLE",15,41,61,46,7,54,54,34.9,70.5
15200,"William Gholston","DE","TB","DAL",15,10,83,0,0,0,0,0,70
14533,"Robert Turbin","RB","IND","MIN",15,25,36,28,8,36,36,19.4,69.6
16081,"Michael Campanaro","WR","BAL","PHI",15,6,10,17,17,17,33,3.9,65
17969,"Kenneth Dixon","RB","BAL","PHI",15,15,26,60,7,60,67,9.6,64
6078,"Brent Grimes","CB","TB","DAL",15,12,100,0,0,0,0,0,62.5
2262,"Tim Hightower","RB","NO","ARI",15,27,31,41,11,52,52,19.8,62.2
11271,"Barry Church","SS","DAL","TB",15,9,100,0,0,0,0,0,61.1
14385,"Doug Martin","RB","TB","DAL",15,7,78,229,0,229,229,4.2,60
