"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
18057,"Seth Devalve","WR","CLE","BAL",10,5,10,0,20,20,20,9.5,170
16031,"Damien Williams","RB","MIA","SD",10,12,24,17,8,25,25,15,116.7
18262,"Stephen Anderson","TE","HOU","JAX",10,6,10,0,17,17,17,7.7,111.7
11256,"Ryan Mathews","RB","PHI","ATL",10,26,33,73,8,81,81,32.9,107.3
18074,"Leshaun Sims","CB","TEN","GB",10,5,6,0,0,0,0,0,100
17923,"Ezekiel Elliott","RB","DAL","PIT",10,43,66,49,5,54,54,43.9,90.5
18023,"Justin Simmons","FS","DEN","NO",10,5,10,0,0,0,0,0,90
11263,"Darrell Stuckey","FS","SD","MIA",10,7,14,0,0,0,0,0,71.4
12296,"LeGarrette Blount","RB","NE","SEA",10,37,55,57,0,57,57,24.9,67.3
8670,"Robert Ayers Jr","DE","TB","CHI",10,27,48,0,0,0,0,0,64.8
16529,"Freddie Martino","WR","TB","CHI",10,17,23,0,6,6,6,11.3,60.6
16669,"Dontae Johnson","CB","SF","ARI",10,5,6,0,0,0,0,0,60
13124,"DeMarco Murray","RB","TEN","GB",10,46,77,37,7,44,46,31,56.5
16141,"Willie Snead","WR","NO","DEN",10,30,59,0,23,17,23,21.7,55.7
17153,"Jordan Taylor","WR","DEN","NO",10,17,20,0,12,12,12,11.2,54.1
18101,"Jerell Adams","TE","NYG","CIN",10,15,20,0,20,20,20,10.8,52
16271,"Shaquil Barrett","OLB","DEN","NO",10,10,20,0,0,0,0,0,50
17872,"Dexter Mccoil","FS","SD","MIA",10,6,12,0,0,0,0,0,50
12800,"Bilal Powell","RB","NYJ","LA",10,32,53,13,22,34,34,21.9,46.6
16763,"Marcus Mariota","QB","TEN","GB",10,60,100,8,0,52,52,27.8,46.3
16444,"Will Sutton","NT","CHI","TB",10,7,9,0,0,0,0,0,42.9
16568,"Brandin Cooks","WR","NO","DEN",10,38,75,0,13,8,13,18.8,41.6
16802,"Devin Funchess","WR","CAR","KC",10,28,39,0,14,11,14,14.6,41.4
7242,"Drew Brees","QB","NO","DEN",10,51,100,4,0,61,61,26.02,41.2
16129,"Taylor Gabriel","WR","ATL","PHI",10,34,68,0,15,3,15,14.6,40
11464,"Robert McClain","CB","CAR","KC",10,15,23,0,0,0,0,0,40
