"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","500"
"3","5","250"
"6","10","100"
"11","25","50"
"26","50","30"
"51","100","20"
"101","200","15"
"201","500","10"
"501","1000","5"
"1001","2000","4"
"2001","3250","3"
