"Kris Bryant_CHC","Charlie Blackmon_COL","Anthony Rizzo_CHC","Giancarlo Stanton_MIA","Nolan Arenado_COL","Ian Happ_CHC","Justin Bour_MIA","Willson Contreras_CHC","Gerardo Parra_COL","Elvis Andrus_TEX","Tommy Pham_STL","Ben Zobrist_CHC","Javier Baez_CHC","Mark Reynolds_COL","Adrian Beltre_TEX","Shin-Soo Choo_TEX","Dee Gordon_MIA","Trevor Story_COL","Randal Grichuk_STL","Carlos Gomez_TEX","Jason Heyward_CHC","Jose Abreu_CWS","Christian Yelich_MIA","Addison Russell_CHC","DJ LeMahieu_COL","Stephen Piscotty_STL","Aledmys Diaz_STL","Delino DeShields_TEX","Melky Cabrera_CWS","Marcell Ozuna_MIA","Rougned Odor_TEX","Kyle Schwarber_CHC","David Dahl_COL","Mike Napoli_TEX","Matt Davidson_CWS","Dexter Fowler_STL","Matt Carpenter_STL","Robinson Chirinos_TEX","Joey Gallo_TEX","Carlos Gonzalez_COL","Paul DeJong_STL","Martin Prado_MIA","JT Realmuto_MIA","Jurickson Profar_TEX","Avisail Garcia_CWS","Yoan Moncada_CWS","Jedd Gyorko_STL","Albert Almora_CHC","Yadier Molina_STL","Ian Desmond_COL","Kolten Wong_STL","Tyler Moore_MIA","Jon Jay_CHC","Jeimer Candelario_CHC","Pat Valaika_COL","Jonathan Lucroy_TEX","Brett Nicholas_TEX","Alen Hanson_CWS","Mark Zagunis_CHC","Ryan Rua_TEX","Nomar Mazara_TEX","Andy Ibanez_TEX","Luke Voit_STL","Magneuris Sierra_STL","Derek Dietrich_MIA","Charlie Tilson_CWS","Jose Martinez_STL","Stephen Cardullo_COL","Raimel Tapia_COL","Destin Hood_MIA","Hanser Alberto_TEX","Ronald Guzman_TEX","Tim Anderson_CWS","Victor Caratini_CHC","Dustin Garneau_COL","Greg Garcia_STL","Harrison Bader_STL","Ichiro Suzuki_MIA","AJ Ellis_MIA","Tomas Telis_MIA","Tyler Saladino_CWS","Yolmer Sanchez_CWS","Tommy La Stella_CHC","Tom Murphy_COL","Drew Stubbs_TEX","Christian Colon_MIA","Steve Lombardozzi_MIA","Leury Garcia_CWS","Jacob May_CWS","Jordan Patterson_COL","Drew Robinson_TEX","Omar Narvaez_CWS","Cody Asche_CWS","Adam Engel_CWS","Mike Aviles_MIA","Pete Kozma_TEX","Jared Hoying_TEX","JT Riddle_MIA","Geovany Soto_CWS","Willy Garcia_CWS","Carson Kelly_STL","Mike Tauchman_COL","Miguel Rojas_MIA","Ryan Hanigan_COL","Eric Fryer_STL","Alexi Amarista_COL","Cristhian Adames_COL","Tony Wolters_COL","Grant Green_CWS","Kevan Smith_CWS","Zack Collins_CWS","Chad Huffman_STL","Alex Mejia_STL"
80.7257601835915,0,16.5248419150858,0,0,15.0801393728223,0,6.1638418079096,0,0,0,8.84311670160727,7.64567332309268,0,0,0,0,0,0,0,12.3061101028433,0,0,10.1832167832168,0,0,0,0,0,0,0,2.18511796733212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74.2317103620474,0,0,25.0459644322845,0,0,0,19.6378048780488,0,0,0,0,18.8370658876988,0,0,0,12.5092555331992,0,0,0,0,0,0,12.1290038201587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60720375106564,0,0,0,0,0,0,0,0,0,8.44702467343977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9479385045423,0,0,0,0,0
16.5248419150858,0,60.208886618999,0,0,21.4357076780759,0,17.8177884615385,0,0,0,3.06565656565657,2.21460877431027,0,0,0,0,0,0,0,21.7774011299435,0,0,3.64748508098892,0,0,0,0,0,0,0,3.21366120218579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,91.0419673883988,0,0,10.9068857589984,0,0,0,0,0,0,0,0,0,6.90200617283951,0,0,0,0,0,2.26526610644258,0,0,0,0,0,0,7.61736694677871,0,0,0,0,0,0,0,0,0,0,0,0,-5.75114155251142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925339366515837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5942684766214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.0459644322845,0,0,97.0102145045965,0,0,0,8.63937282229965,0,0,0,0,6.86846486846487,0,0,0,26.3778772378517,0,0,0,0,0,0,14.986901535682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75079149706015,0,0,0,0,0,0,0,0,0,15.4570230607966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24358974358974,0,0,0,0,0
15.0801393728223,0,21.4357076780759,0,0,78.6343085106383,0,3.84402852049911,0,0,0,3.33333333333333,2.50525525525526,0,0,0,0,0,0,0,2.72666666666667,0,0,18.4166666666667,0,0,0,0,0,0,0,19.962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10.9068857589984,0,0,71.1091891891892,0,0,0,0,0,0,0,0,0,19.1491901108269,0,0,0,0,0,13.7543759512938,0,0,0,0,0,0,5.84113394216134,0,0,0,0,0,0,0,0,0,0,0,0,5.06041986687148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1427061310782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80429732868757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1638418079096,0,17.8177884615385,0,0,3.84402852049911,0,63.6895104895105,0,0,0,17.3835365853659,-9.8755442670537,0,0,0,0,0,0,0,27.8245243128964,0,0,16.0669387755102,0,0,0,0,0,0,0,-4.21151716500554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.6378048780488,0,0,8.63937282229965,0,0,0,55.8671096345515,0,0,0,0,6.29144385026738,0,0,0,10.0974789915966,0,0,0,0,0,0,-3.74024390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8780241935484,0,0,0,0,0,0,0,0,0,-9.63602941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21034482758621,0,0,0,0,0
0,0,0,0,0,0,0,0,0,71.3339575530587,0,0,0,0,9.69230769230769,8.6195987654321,0,0,0,2.3399897593446,0,0,0,0,0,0,0,8.31410256410256,0,0,-3.57086312563841,0,0,-6.74178403755869,0,0,0,0,2.06540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102163461538462,0,0,0,0,7.07706766917293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
