"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,780624594,"poppa57",0,171.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton 2B Dee Gordon SS Jean Segura P James Paxton P Dan Straily 1B Justin Bour OF Christian Yelich C J.T. Realmuto",NA,"James Paxton","73.88%",30.15
2,780562058,"antronwhite (15/30)",0,169.5,"OF Nelson Cruz 3B Martín Prado 1B Danny Valencia OF Giancarlo Stanton 2B Dee Gordon SS Jean Segura P James Paxton P Dan Straily C J.T. Realmuto OF Ben Gamel",NA,"Cody Bellinger","70.72%",5
3,780603206,"tigerball7",0,166.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton 2B Dee Gordon SS Jean Segura P James Paxton P Dan Straily 1B Justin Bour C J.T. Realmuto OF Ben Gamel",NA,"Giancarlo Stanton","67.47%",21
4,780624576,"Aburke9580",0,165.5,"2B Robinson Canó OF Nelson Cruz 3B Martín Prado 1B Danny Valencia OF Giancarlo Stanton SS Jean Segura P James Paxton P Dan Straily OF Christian Yelich C J.T. Realmuto",NA,"Corey Seager","58.27%",5
5,780384501,"JayKooks (3/14)",0,164.8,"OF Nelson Cruz OF Denard Span 1B Danny Valencia P Kenta Maeda OF Giancarlo Stanton C Buster Posey 3B Logan Forsythe 2B Dee Gordon P James Paxton SS Corey Seager",NA,"Marcell Ozuna","51.67%",0
6,780617170,"quepasausa (1/8)",0,164.5,"2B Robinson Canó OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton P James Paxton P Dan Straily 1B Justin Bour OF Mitch Haniger C J.T. Realmuto SS Corey Seager",NA,"Kenta Maeda","43.49%",19.65
6,780621468,"quepasausa (2/8)",0,164.5,"2B Robinson Canó OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton P James Paxton P Dan Straily 1B Justin Bour OF Mitch Haniger C J.T. Realmuto SS Corey Seager",NA,"Dan Straily","43.12%",24.35
6,780621474,"quepasausa (3/8)",0,164.5,"2B Robinson Canó OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton P James Paxton P Dan Straily 1B Justin Bour OF Mitch Haniger C J.T. Realmuto SS Corey Seager",NA,"Mike Moustakas","41.26%",7
6,780621479,"quepasausa (4/8)",0,164.5,"2B Robinson Canó OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton P James Paxton P Dan Straily 1B Justin Bour OF Mitch Haniger C J.T. Realmuto SS Corey Seager",NA,"Nelson Cruz","40.24%",28
6,780622802,"vblack",0,164.5,"1B Chase Utley OF Nelson Cruz OF Giancarlo Stanton 3B Logan Forsythe SS Jean Segura P James Paxton P Dan Straily 2B Whit Merrifield OF Christian Yelich C J.T. Realmuto",NA,"Chris Taylor","37.83%",3
11,780619547,"nibluck",0,162.8,"OF Nelson Cruz P Kenta Maeda OF Giancarlo Stanton 3B Logan Forsythe 2B Dee Gordon P James Paxton C J.T. Realmuto OF Joc Pederson SS Corey Seager 1B Cody Bellinger",NA,"Logan Forsythe","34.94%",9
12,780606559,"erickeiser",0,162.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton P James Paxton P Dan Straily 1B Justin Bour OF Mitch Haniger 2B Whit Merrifield C J.T. Realmuto SS Corey Seager",NA,"Sean Manaea","29.55%",10.35
13,780346072,"Awesemo (23/30)",0,161.8,"OF Nelson Cruz 1B Danny Valencia P Kenta Maeda 3B Logan Forsythe 2B Dee Gordon SS Jean Segura P James Paxton OF Mitch Haniger C J.T. Realmuto OF Joc Pederson",NA,"Yasmani Grandal","29.37%",0
14,780596775,"tiffriane",0,161.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton 1B Eric Hosmer 2B Dee Gordon P James Paxton P Dan Straily OF Marcell Ozuna C J.T. Realmuto SS JT Riddle",NA,"Buster Posey","27.32%",5
15,780366966,"bandsaw24",0,160.5,"2B Robinson Canó OF Nelson Cruz OF Giancarlo Stanton 3B Logan Forsythe P James Paxton P Dan Straily 1B Justin Bour OF Marcell Ozuna SS Marcus Semien C J.T. Realmuto",NA,"Jean Segura","26.12%",5
16,780622242,"dasportsguru",0,159.8,"OF Nelson Cruz 3B Martín Prado P Kenta Maeda OF Giancarlo Stanton 2B Dee Gordon P James Paxton OF Christian Yelich C J.T. Realmuto SS Corey Seager 1B Cody Bellinger",NA,"Dee Gordon","23.70%",18
17,780596916,"mindymark (1/2)",0,158.8,"OF Nelson Cruz 3B Martín Prado P Kenta Maeda OF Giancarlo Stanton 2B Dee Gordon P James Paxton C J.T. Realmuto OF Joc Pederson SS Corey Seager 1B Cody Bellinger",NA,"Joc Pederson","21.10%",7
18,780629849,"mannyz1",0,158.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton 1B Eric Hosmer SS Jean Segura P James Paxton P Dan Straily C J.T. Realmuto 2B Chris Taylor OF Yasiel Puig",NA,"Robinson Canó","20.63%",9
19,780346066,"Awesemo (17/30)",0,157.8,"OF Nelson Cruz 1B Danny Valencia P Kenta Maeda 3B Logan Forsythe P James Paxton SS Marcus Semien C J.T. Realmuto OF Joc Pederson 2B Chris Taylor OF Yasiel Puig",NA,"J.T. Realmuto","19.61%",20
20,780614319,"andrae531",0,157.5,"3B Mike Moustakas OF Giancarlo Stanton 2B Dee Gordon P James Paxton P Dan Straily 1B Justin Bour C J.T. Realmuto SS Corey Seager OF Yasiel Puig OF Cody Bellinger",NA,"Eric Hosmer","19.42%",3
21,780585103,"bmfw",0,156.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton 1B Yonder Alonso 2B Dee Gordon P James Paxton P Dan Straily OF Marcell Ozuna C J.T. Realmuto SS Corey Seager",NA,"Salvador Perez","17.47%",3
22,780604763,"youdacao (19/30)",0,155.8,"OF Nelson Cruz P Kenta Maeda OF Giancarlo Stanton 3B Logan Forsythe 2B Dee Gordon P James Paxton OF Marcell Ozuna C J.T. Realmuto SS Corey Seager 1B Cody Bellinger",NA,"Justin Bour","16.17%",10
23,780604544,"NotoriousAD",0,155.5,"OF Nelson Cruz 3B Mike Moustakas OF Giancarlo Stanton C Yasmani Grandal 2B Dee Gordon P James Paxton P Dan Straily SS Corey Seager OF Yasiel Puig 1B Cody Bellinger",NA,"Khris Davis","16.08%",4
