"Elvis Andrus_TEX","Adrian Beltre_TEX","Carlos Gomez_TEX","Jose Abreu_CWS","Miguel Sano_MIN","Eddie Rosario_MIN","Shin-Soo Choo_TEX","Delino DeShields_TEX","Joe Mauer_MIN","Brian Dozier_MIN","Nomar Mazara_TEX","Salvador Perez_KC","Daniel Palka_MIN","Mike Napoli_TEX","Robinson Chirinos_TEX","Melky Cabrera_CWS","Todd Frazier_CWS","Mike Moustakas_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Joey Gallo_TEX","Yoan Moncada_CWS","Lorenzo Cain_KC","Eduardo Escobar_MIN","Whit Merrifield_KC","Max Kepler_MIN","Tyler Saladino_CWS","Robbie Grossman_MIN","Jorge Polanco_MIN","Jonathan Lucroy_TEX","Alen Hanson_CWS","Jurickson Profar_TEX","Yolmer Sanchez_CWS","Rougned Odor_TEX","Adam Engel_CWS","Alcides Escobar_KC","Jason Castro_MIN","Avisail Garcia_CWS","Chris Gimenez_MIN","Kennys Vargas_MIN","Jorge Soler_KC","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Charlie Tilson_CWS","Tim Anderson_CWS","Alex Gordon_KC","Paulo Orlando_KC","Cheslor Cuthbert_KC","Matt Davidson_CWS","Ryan Rua_TEX","Andy Ibanez_TEX","Billy Burns_KC","Ryan O'Hearn_KC","Brandon Moss_KC","Terrance Gore_KC","Leury Garcia_CWS","Jacob May_CWS","Hanser Alberto_TEX","Ronald Guzman_TEX","Drew Stubbs_TEX","Cody Asche_CWS","Willy Garcia_CWS","Kevan Smith_CWS","Drew Butera_KC","Ehire Adrianza_MIN","Geovany Soto_CWS","Raul Mondesi_KC","Byron Buxton_MIN","Drew Robinson_TEX","Omar Narvaez_CWS","Ramon Torres_KC","Hunter Dozier_KC","Grant Green_CWS","Zack Collins_CWS"
0,0,0,0,0,0,0,0,0,0,0,54.6913461538462,0,0,0,0,0,5.22901002506266,7.66442307692308,-6.3256038647343,0,0,11.4734623015873,0,2.55357142857143,0,0,0,0,0,0,0,0,0,0,2.43822115384615,0,0,0,0,4.75833333333333,0,0,0,0,0,9.38220551378446,11.5545454545455,8.32163742690059,0,0,0,0,0,15.9630156472262,0,0,0,0,0,0,0,0,0,1.27777777777778,0,0,11,0,0,0,23.3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.24874686716792,-3.75238095238095,5.33554817275748,0,0,0,-12.7534693877551,-9.21932773109244,0,0,-6.07446808510638,0,0,52.0898366606171,-10.1801470588235,0,0,0,0,0,-0.825490196078431,0,0,0,0,0,0,0,0,4.09178743961353,0,-4.18181818181818,0,8.64156079854809,0,0,0,0,0,0,0,-12.8333333333333,0,-6.57142857142857,0,0,0,0,0,0,-6.41176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5384615384615,15.3787878787879,30.2095588235294,0,0,0,12.6033333333333,-2.47058823529412,0,0,-13.3754940711462,0,0,-10.1801470588235,85.8875661375661,0,0,0,0,0,32.5138339920949,0,0,0,0,0,0,0,0,5,0,26,0,-19.6494708994709,0,0,0,0,0,0,0,2,0,18.45,0,0,0,0,0,0,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21.5363543266769,0,0,0,0,0,0,0,0,0,0,0,39.9365079365079,6.19124579124579,0,0,0,0,0,0,0,0,0,0.575098814229249,0,0,0,84.0952380952381,0,4.73390151515152,0,8.56410256410256,0,0,5.68965517241379,0,0,0,0,0,0,0,4.06818181818182,0,0,0,18.9265700483092,0,0,0,0,0,0,-7.01012145748988,-2.8,0,0,0,9.65909090909091,8.66666666666667,12.48,0,0,-7.88888888888889,0,0,0,15.8537634408602,0,0,0,0
0,0,0,5.23214285714286,0,0,0,0,0,0,0,0,0,0,0,6.19124579124579,58.0508166969147,0,0,0,0,0,0,0,0,0,4.40058479532164,0,0,0,-10.4,0,2.21505376344086,0,16.7045454545455,0,0,25.0014513788099,0,0,0,0,0,0,0,23.274693877551,0,0,0,2.33012820512821,0,0,0,0,0,0,-0.351260504201681,6.56666666666667,0,0,0,7.77777777777778,-9.58333333333333,6.36775362318841,0,0,14.7083333333333,0,0,0,6.53846153846154,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.22901002506266,0,0,0,0,0,58.2199900793651,8.40476190476191,8.57770582793709,0,0,0.197250132205182,0,3.17877551020408,0,0,0,0,0,0,0,0,0,0,-3.40451388888889,0,0,0,0,8.31428571428571,0,0,0,0,0,14.183908045977,7.25,2.30769230769231,0,0,0,0,0,14.9634551495017,0,0,0,0,0,0,0,0,0,26.3,0,0,-12.8888888888889,0,0,0,-5.83333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.66442307692308,0,0,0,0,0,8.40476190476191,39.3660015649452,2.12235294117647,0,0,3.96666666666667,0,1.68181818181818,0,0,0,0,0,0,0,0,0,0,8.82824726134585,0,0,0,0,5.60294117647059,0,0,0,0,0,12.4905753968254,0.718181818181818,2.56060606060606,0,0,0,0,0,7.46068660022148,0,0,0,0,0,0,0,0,0,23.7904411764706,0,0,0.777777777777778,0,0,0,-19.6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-6.3256038647343,0,0,0,0,0,8.57770582793709,2.12235294117647,38.8141176470588,0,0,-5.86309523809524,0,0.932932469935245,0,0,0,0,0,0,0,0,0,0,1.47411764705882,0,0,0,0,-7.03030303030303,0,0,0,0,0,-4.65448504983389,0,-10.0571428571429,0,0,0,0,0,6.57671957671958,0,0,0,0,0,0,0,0,0,-7.12727272727273,0,0,0,0,0,0,-24.6666666666667,0,0,0
3.67668269230769,-7.04970760233918,-6.95731707317073,0,0,0,13.8796610169492,12.5688259109312,0,0,1.7258064516129,0,0,-0.825490196078431,32.5138339920949,0,0,0,0,0,74.2980551786522,0,0,0,0,0,0,0,0,0.330673758865248,0,7.02380952380952,0,-0.370646766169154,0,0,0,0,0,0,0,4.66666666666667,0,17.4395604395604,0,0,0,0,0,0,24.6753246753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11.4734623015873,0,0,0,0,0,0.197250132205182,3.96666666666667,-5.86309523809524,0,0,55.5115942028986,0,4.10202655485674,0,0,0,0,0,0,0,0,0,0,6.21594202898551,0,0,0,0,-3.3,0,0,0,0,0,7.96404019037546,-0.354545454545455,6.42105263157895,0,0,0,0,0,-0.35075493612079,0,0,0,0,0,0,0,0,0,8.69583333333333,0,0,9.94444444444444,0,0,0,11.7,0,0,0
0,0,0,0,24.541935483871,8.5183908045977,0,0,-9.94581280788177,2.99465240641711,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3990042674253,0,14.3128078817734,0,16.2633333333333,-0.830687830687831,0,0,0,0,0,0,0,5.99166666666667,0,-17.85,25.7463235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21428571428571,0,0,14.894623655914,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.55357142857143,0,0,0,0,0,3.17877551020408,1.68181818181818,0.932932469935245,0,0,4.10202655485674,0,44.7555194805195,0,0,0,0,0,0,0,0,0,0,6.59025974025974,0,0,0,0,-0.0714285714285714,0,0,0,0,0,9.54831560283688,0,6.49673202614379,0,0,0,0,0,4.67931034482759,0,0,0,0,0,0,0,0,0,10.8142857142857,0,0,0,0,0,0,-3.33333333333333,0,0,0
0,0,0,0,27.4383503401361,19.1622621564482,0,0,12.8333333333333,20.4100145137881,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3128078817734,0,54,0,23.004048582996,7.99667774086379,0,0,0,0,0,0,0,6.98109756097561,0,9.61666666666667,16.5578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72222222222222,0,0,10.0874190564292,0,0,0,0,0,0
0,0,0,6.625,0,0,0,0,0,0,0,0,0,0,0,0.575098814229249,4.40058479532164,0,0,0,0,0,0,0,0,0,24.3215384615385,0,0,0,0,0,0,0,0,0,0,14.7572463768116,0,0,0,0,0,0,0,6.67631578947368,0,0,0,6.10661764705882,0,0,0,0,0,0,0.571146245059289,-2.1,0,0,0,2.17857142857143,0.5,4.1,0,0,12.7222222222222,0,0,0,5.10909090909091,0,0,0,0
0,0,0,0,13.1085271317829,-5.60756302521008,0,0,15.504048582996,-0.621256038647343,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2633333333333,0,23.004048582996,0,43.5953014184397,12.2478991596639,0,0,0,0,0,0,0,0.441379310344828,0,-7.90526315789474,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48888888888889,0,0,7.68205128205128,0,0,0,0,0,0
0,0,0,0,12.920202020202,6.83615221987315,0,0,2.06423034330011,7.30064754856614,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830687830687831,0,7.99667774086379,0,12.2478991596639,25.7341176470588,0,0,0,0,0,0,0,2.44563279857398,0,-4.73684210526316,15.0263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,0,0,4.28214616096207,0,0,0,0,0,0
-1.94375907111756,-1.63398692810458,-0.142137096774194,0,0,0,-4.67622571692877,1.27226890756303,0,0,9.45748792270531,0,0,4.09178743961353,5,0,0,0,0,0,0.330673758865248,0,0,0,0,0,0,0,0,35.5866526904263,0,-2.50909090909091,0,12.3343815513627,0,0,0,0,0,0,0,7.33333333333333,0,-10.6666666666667,0,0,0,0,0,0,-4.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29.1904761904762,0,0,0,0,0,0,0,0,0,0,0,84.0952380952381,-10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6190476190476,0,1.33333333333333,0,6.66666666666667,0,0,-25.75,0,0,0,0,0,0,0,22,0,0,0,-18.75,0,0,0,0,0,0,0,0,0,0,0,0,-12.8333333333333,8.16666666666667,0,0,0,0,0,0,34.4,0,0,0,0
8.19230769230769,0,4.15909090909091,0,0,0,8.64285714285714,-7.66666666666667,0,0,10.1190476190476,0,0,-4.18181818181818,26,0,0,0,0,0,7.02380952380952,0,0,0,0,0,0,0,0,-2.50909090909091,0,10.2380952380952,0,-13.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.56534090909091,0,0,0,0,0,0,0,0,0,0,0,4.73390151515152,2.21505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,30.342803030303,0,-12.4636363636364,0,0,10.5747126436782,0,0,0,0,0,0,0,2.04827586206897,0,0,0,8.27777777777778,0,0,0,0,0,0,-12.3681318681319,0,0,0,0,0,2.99090909090909,-0.616666666666667,0,0,0,0,0,0,-1.6043956043956,0,0,0,0
-7.86149162861492,-17.02,24.4051803885291,0,0,0,1.40298507462687,5.83348751156337,0,0,8.690625,0,0,8.64156079854809,-19.6494708994709,0,0,0,0,0,-0.370646766169154,0,0,0,0,0,0,0,0,12.3343815513627,0,-13.9047619047619,0,41.6944144144144,0,0,0,0,0,0,0,-0.533333333333333,0,3.43956043956044,0,0,0,0,0,0,13.2215384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-15.4551282051282,0,0,0,0,0,0,0,0,0,0,0,8.56410256410256,16.7045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,-12.4636363636364,0,39.2692307692308,0,0,1.78181818181818,0,0,0,0,0,0,0,4.91818181818182,0,0,0,14.2361111111111,0,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,3.15555555555556,0,0,0,0,0,0,-8.25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.43822115384615,0,0,0,0,0,-3.40451388888889,8.82824726134585,1.47411764705882,0,0,6.21594202898551,0,6.59025974025974,0,0,0,0,0,0,0,0,0,0,21.70813771518,0,0,0,0,7.85294117647059,0,0,0,0,0,8.73660714285714,0.854545454545454,4.48701298701299,0,0,0,0,0,-4.67718715393134,0,0,0,0,0,0,0,0,0,9.20220588235294,0,0,11.0555555555556,0,0,0,-4.05,0,0,0
0,0,0,0,2.49932523616734,26.0315315315315,0,0,7.16260162601626,11.9778012684989,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99166666666667,0,6.98109756097561,0,0.441379310344828,2.44563279857398,0,0,0,0,0,0,0,35.5828282828283,0,-23.3333333333333,5.96783625730994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,0,0,4.68218623481781,0,0,0,0,0,0
0,0,0,11.6425171866737,0,0,0,0,0,0,0,0,0,0,0,5.68965517241379,25.0014513788099,0,0,0,0,0,0,0,0,0,14.7572463768116,0,0,0,-25.75,0,10.5747126436782,0,1.78181818181818,0,0,87.8991295442908,0,0,0,0,0,0,0,21.7077441077441,0,0,0,29.5846438482886,0,0,0,0,0,0,5.63589743589744,0.333333333333333,0,0,0,15.5384615384615,39.4725274725275,2.69565217391304,0,0,44.0444444444444,0,0,0,7.02463054187192,0,0,0,0
0,0,0,0,3.37894736842105,-6.54901960784314,0,0,5.51428571428571,5.04210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.85,0,9.61666666666667,0,-7.90526315789474,-4.73684210526316,0,0,0,0,0,0,0,-23.3333333333333,0,25.300395256917,0.263636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,-0.14047619047619,0,0,0,0,0,0
0,0,0,0,11.5238095238095,36.5281385281385,0,0,-3.75,8.36333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7463235294118,0,16.5578947368421,0,6.66666666666667,15.0263157894737,0,0,0,0,0,0,0,5.96783625730994,0,0.263636363636364,57.2962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1428571428571,0,0,10.3783333333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.75833333333333,0,0,0,0,0,8.31428571428571,5.60294117647059,-7.03030303030303,0,0,-3.3,0,-0.0714285714285714,0,0,0,0,0,0,0,0,0,0,7.85294117647059,0,0,0,0,18.6544117647059,0,0,0,0,0,0.173076923076923,0,-4,0,0,0,0,0,5.19047619047619,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0
-0.8,2.33333333333333,-6.16666666666667,0,0,0,2.3,-0.5,0,0,-0.666666666666667,0,0,-12.8333333333333,2,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,0,0,7.33333333333333,0,0,0,-0.533333333333333,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.95512820512821,6.16666666666667,0,0,0,0,19,32.375,0,0,31.1602564102564,0,0,-6.57142857142857,18.45,0,0,0,0,0,17.4395604395604,0,0,0,0,0,0,0,0,-10.6666666666667,0,0,0,3.43956043956044,0,0,0,0,0,0,0,0,0,26.2197802197802,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5.48308270676692,0,0,0,0,0,0,0,0,0,0,0,4.06818181818182,23.274693877551,0,0,0,0,0,0,0,0,0,6.67631578947368,0,0,0,22,0,2.04827586206897,0,4.91818181818182,0,0,21.7077441077441,0,0,0,0,0,0,0,44.6742286751361,0,0,0,23.0882694541231,0,0,0,0,0,0,9.17936507936508,4.14285714285714,0,0,0,4.9,0.522727272727273,-0.359307359307359,0,0,-10.0714285714286,0,0,0,3.23148148148148,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.38220551378446,0,0,0,0,0,14.183908045977,12.4905753968254,-4.65448504983389,0,0,7.96404019037546,0,9.54831560283688,0,0,0,0,0,0,0,0,0,0,8.73660714285714,0,0,0,0,0.173076923076923,0,0,0,0,0,24.4263392857143,-1.19090909090909,10.0849673202614,0,0,0,0,0,5.0859756097561,0,0,0,0,0,0,0,0,0,9.49358974358974,0,0,4,0,0,0,-22.8333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11.5545454545455,0,0,0,0,0,7.25,0.718181818181818,0,0,0,-0.354545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0.854545454545454,0,0,0,0,0,0,0,0,0,0,-1.19090909090909,17.4181818181818,-36.8333333333333,0,0,0,0,0,7.05357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.267857142857143,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.32163742690059,0,0,0,0,0,2.30769230769231,2.56060606060606,-10.0571428571429,0,0,6.42105263157895,0,6.49673202614379,0,0,0,0,0,0,0,0,0,0,4.48701298701299,0,0,0,0,-4,0,0,0,0,0,10.0849673202614,-36.8333333333333,28.2186147186147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.77272727272727,0,0,0,0,0,0,-0.5,0,0,0
0,0,0,22.3900709219858,0,0,0,0,0,0,0,0,0,0,0,18.9265700483092,2.33012820512821,0,0,0,0,0,0,0,0,0,6.10661764705882,0,0,0,-18.75,0,8.27777777777778,0,14.2361111111111,0,0,29.5846438482886,0,0,0,0,0,0,0,23.0882694541231,0,0,0,74.6989795918367,0,0,0,0,0,0,-9.34827586206896,-7.33333333333333,0,0,0,9.83333333333333,24.5681818181818,11.8095238095238,0,0,-47.4,0,0,0,5.87878787878788,0,0,0,0
0.443076923076923,-11.3333333333333,12.4,0,0,0,32.7947368421053,12.3918128654971,0,0,14.2578947368421,0,0,-6.41176470588235,22.3333333333333,0,0,0,0,0,24.6753246753247,0,0,0,0,0,0,0,0,-4.1875,0,0,0,13.2215384615385,0,0,0,0,0,0,0,5.33333333333333,0,5.75,0,0,0,0,0,0,52.4984615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15.9630156472262,0,0,0,0,0,14.9634551495017,7.46068660022148,6.57671957671958,0,0,-0.35075493612079,0,4.67931034482759,0,0,0,0,0,0,0,0,0,0,-4.67718715393134,0,0,0,0,5.19047619047619,0,0,0,0,0,5.0859756097561,7.05357142857143,0,0,0,0,0,0,43.4739756367663,0,0,0,0,0,0,0,0,0,15.6,0,0,-9.11111111111111,0,0,0,0,0,0,0
