"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,747188447,"richit",0,179.2,"P Johnny Cueto P Scott Feldman OF Charlie Blackmon OF Nelson Cruz OF Kyle Schwarber SS Jean Segura 2B Javier Báez 3B Trevor Plouffe C Jonathan Lucroy 1B Ryon Healy",NA,"Luis Severino","47.00%",28.75
2,747080572,"Bernardg (3/3)",0,176.4,"P Luis Severino P Scott Feldman OF Charlie Blackmon 1B Joey Votto 2B José Altuve OF Billy Hamilton 3B Kyle Seager OF Aaron Hicks SS Zack Cozart C Austin Romine",NA,"Charlie Blackmon","36.23%",20
3,746827734,"cschneider17 (1/2)",0,173.3,"P Johnny Cueto P Jon Lester OF Charlie Blackmon OF Ian Desmond SS Trevor Story 1B Ryon Healy 3B Yunel Escobar 2B Jed Lowrie C James McCann OF Andrew Romine",NA,"Jon Lester","29.61%",28.75
4,747012011,"chefed62",0,171.4,"P Luis Severino P Scott Feldman OF Charlie Blackmon OF Aaron Judge OF Nelson Cruz 2B José Altuve SS Jean Segura 3B Kyle Seager 1B Matt Holliday C Evan Gattis",NA,"Paul Goldschmidt","28.71%",0
5,747174382,"pocketmoney (12/50)",0,170.5,"P Jon Lester P Luis Severino OF Charlie Blackmon OF Nelson Cruz 2B José Altuve C Buster Posey 1B Mark Reynolds 3B Ryon Healy SS Pat Valaika OF Andrew Romine",NA,"Jake Lamb","27.25%",5
6,747174383,"pocketmoney (13/50)",0,168.5,"P Jon Lester P Luis Severino OF Charlie Blackmon OF Nelson Cruz 2B José Altuve 1B Mark Reynolds C Dustin Garneau 3B Ryon Healy SS Pat Valaika OF Andrew Romine",NA,"Ian Desmond","25.52%",0
7,746901907,"ohcowboy12go (3/5)",0,165.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Carlos Correa 1B Mark Reynolds OF Khris Davis OF Rajai Davis C Evan Gattis 3B Ryon Healy 2B Jed Lowrie",NA,"Robinson Canó","24.72%",3
7,747107498,"samthomas86 (18/36)",0,165.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Trevor Story OF Khris Davis OF Rajai Davis C Evan Gattis 3B Nicholas Castellanos 1B Ryon Healy 2B Jed Lowrie",NA,"Aaron Judge","22.64%",10
7,747166303,"heroesneverdie34 (3/4)",0,165.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Carlos Correa 1B Mark Reynolds OF Khris Davis OF Rajai Davis C Evan Gattis 3B Ryon Healy 2B Jed Lowrie",NA,"Daniel Norris","22.29%",4.5
10,747132805,"Kj1960",0,164.5,"P Jon Lester P Luis Severino OF Charlie Blackmon 2B José Altuve SS Jean Segura 1B Mark Reynolds OF Khris Davis C Evan Gattis 3B Nicholas Castellanos OF Jim Adduci",NA,"Jean Segura","21.78%",10
11,747109062,"samthomas86 (31/36)",0,164.3,"P Johnny Cueto P Luis Severino OF Charlie Blackmon SS Trevor Story OF Khris Davis OF Rajai Davis C Evan Gattis 3B Nicholas Castellanos 1B Ryon Healy 2B Jed Lowrie",NA,"Buster Posey","20.93%",2
12,746919383,"johnjsro127 (7/8)",0,162.5,"P Luis Severino P Tyler Chatwood OF Charlie Blackmon 3B Kris Bryant OF Ian Desmond SS Trevor Story 2B José Altuve 1B Mark Reynolds OF Aaron Hicks C Evan Gattis",NA,"David Peralta","20.80%",0
13,747109065,"samthomas86 (34/36)",0,162.3,"P Johnny Cueto P Jon Lester OF Charlie Blackmon OF Khris Davis OF Rajai Davis C Evan Gattis 3B Nicholas Castellanos 1B Ryon Healy 2B Jed Lowrie SS Chad Pinder",NA,"Johnny Cueto","20.60%",27.55
14,746515988,"robdot914 (1/2)",0,161.5,"P Jon Lester P Luis Severino 3B Kris Bryant 1B Miguel Cabrera OF Kyle Schwarber OF Justin Upton 2B Javier Báez OF Aaron Hicks SS Zack Cozart C James McCann",NA,"Nelson Cruz","19.86%",0
14,746670660,"Satch65 (47/50)",0,161.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Trevor Story 1B Mark Reynolds OF Khris Davis OF Rajai Davis C Dustin Garneau 3B Ryon Healy 2B Jed Lowrie",NA,"Chris Owings","17.34%",0
14,747026262,"tymoney2015",0,161.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Trevor Story 1B Mark Reynolds OF Khris Davis OF Rajai Davis C Dustin Garneau 3B Ryon Healy 2B Jed Lowrie",NA,"Mark Reynolds","16.99%",19
14,747097676,"mbolt1 (50/50)",0,161.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Trevor Story 1B Mark Reynolds OF Khris Davis OF Rajai Davis 3B Ryon Healy 2B Jed Lowrie C Bruce Maxwell",NA,"Billy Hamilton","15.84%",12
14,747163684,"millerde (28/50)",0,161.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Trevor Story C Chris Herrmann OF Khris Davis OF Rajai Davis 3B Trevor Plouffe 1B Ryon Healy 2B Jed Lowrie",NA,"Carlos González","15.64%",0
14,747174712,"drogbeh (10/28)",0,161.5,"P Jon Lester P Luis Severino OF Charlie Blackmon SS Trevor Story 1B Mark Reynolds OF Khris Davis OF Rajai Davis C Dustin Garneau 3B Ryon Healy 2B Adam Rosales",NA,"Khris Davis","15.22%",8
