"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Amir Garrett","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Corey Seager","JD Martinez","Justin Upton","Denard Span"
"2","Chris Sale","Amir Garrett","Yasmani Grandal","Miguel Cabrera","Dee Gordon","Derek Dietrich","Corey Seager","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"3","Chris Sale","Trevor Bauer","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Mookie Betts","JaCoby Jones","Odubel Herrera"
"4","Trevor Bauer","Matt Moore","Gary Sanchez","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Dansby Swanson","JD Martinez","Mookie Betts","Justin Upton"
"5","Chris Sale","Justin Verlander","Yasmani Grandal","Tommy Joseph","Cesar Hernandez","Nicholas Castellanos","Corey Seager","Howie Kendrick","Aaron Altherr","Odubel Herrera"
"6","Chris Sale","Trevor Bauer","Cameron Rupp","Tommy Joseph","Dee Gordon","Maikel Franco","Corey Seager","Mookie Betts","Howie Kendrick","Aaron Altherr"
"7","Chris Sale","Matt Moore","Nick Hundley","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Jose Iglesias","JD Martinez","Andrew Benintendi","Adam Engel"
"8","Chris Sale","Trevor Bauer","Yasmani Grandal","John Hicks","Dee Gordon","Eduardo Nunez","Jose Iglesias","Justin Upton","Mikie Mahtook","JaCoby Jones"
"9","Chris Sale","Amir Garrett","Yasmani Grandal","Eric Hosmer","Whit Merrifield","Mike Moustakas","Corey Seager","Mookie Betts","Jorge Bonifacio","Lorenzo Cain"
"10","Chris Sale","Matt Moore","Gary Sanchez","Adrian Gonzalez","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Matt Kemp","Mikie Mahtook","JaCoby Jones"
"11","Chris Sale","Trevor Bauer","Tyler Flowers","Matt Adams","Danny Santana","Adonis Garcia","Corey Seager","Matt Kemp","Odubel Herrera","Adam Engel"
"12","Justin Verlander","Kenta Maeda","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Jose Iglesias","JD Martinez","Matt Kemp","Christian Yelich"
"13","Chris Sale","Trevor Bauer","Roberto Perez","Edwin Encarnacion","Jose Ramirez","Nicholas Castellanos","Corey Seager","Justin Upton","Bradley Zimmer","Austin Jackson"
"14","Chris Sale","Matt Moore","Yasmani Grandal","Eric Hosmer","Dee Gordon","Mike Moustakas","Alcides Escobar","Matt Kemp","Lorenzo Cain","Alex Gordon"
"15","Chris Sale","Kenta Maeda","Yasmani Grandal","Matt Adams","Cesar Hernandez","Adonis Garcia","Dansby Swanson","Matt Kemp","Ender Inciarte","Odubel Herrera"
"16","Chris Sale","Trevor Bauer","AJ Ellis","Tyler Moore","Logan Forsythe","Derek Dietrich","Corey Seager","Mookie Betts","Marcell Ozuna","Christian Yelich"
"17","Chris Sale","Justin Verlander","Drew Butera","Miguel Cabrera","Logan Forsythe","Mike Moustakas","Alcides Escobar","Mookie Betts","Lorenzo Cain","Alex Gordon"
"18","Trevor Bauer","Matt Moore","Tyler Flowers","Matt Adams","Dee Gordon","Adonis Garcia","Dansby Swanson","Matt Kemp","Mookie Betts","Justin Upton"
"19","Chris Sale","Matt Moore","Drew Butera","Eric Hosmer","Whit Merrifield","Nicholas Castellanos","Corey Seager","Justin Upton","Jorge Bonifacio","Brandon Moss"
"20","Chris Sale","Trevor Bauer","Yasmani Grandal","Carlos Santana","Jose Ramirez","Nicholas Castellanos","Francisco Lindor","Denard Span","Austin Jackson","Daniel Robertson"
