"Charlie Blackmon_COL","Nolan Arenado_COL","Gerardo Parra_COL","Giancarlo Stanton_MIA","Elvis Andrus_TEX","Justin Bour_MIA","Mark Reynolds_COL","Tommy Pham_STL","Shin-Soo Choo_TEX","Trevor Story_COL","DJ LeMahieu_COL","Carlos Gomez_TEX","Dee Gordon_MIA","Randal Grichuk_STL","Adrian Beltre_TEX","Marcell Ozuna_MIA","Delino DeShields_TEX","Christian Yelich_MIA","Matt Carpenter_STL","Stephen Piscotty_STL","David Dahl_COL","Aledmys Diaz_STL","Mike Napoli_TEX","Rougned Odor_TEX","Paul DeJong_STL","Martin Prado_MIA","Joey Gallo_TEX","Carlos Gonzalez_COL","Dexter Fowler_STL","Jedd Gyorko_STL","Ian Desmond_COL","Tyler Moore_MIA","Yadier Molina_STL","Pat Valaika_COL","Robinson Chirinos_TEX","Derek Dietrich_MIA","JT Realmuto_MIA","Jurickson Profar_TEX","Raimel Tapia_COL","Magneuris Sierra_STL","Nomar Mazara_TEX","Kolten Wong_STL","Luke Voit_STL","Destin Hood_MIA","Brett Nicholas_TEX","Stephen Cardullo_COL","Ichiro Suzuki_MIA","AJ Ellis_MIA","Jonathan Lucroy_TEX","Tomas Telis_MIA","Ryan Rua_TEX","Andy Ibanez_TEX","Dustin Garneau_COL","Jose Martinez_STL","Greg Garcia_STL","Tom Murphy_COL","Jordan Patterson_COL","Mike Tauchman_COL","Harrison Bader_STL","Christian Colon_MIA","Steve Lombardozzi_MIA","Hanser Alberto_TEX","Drew Stubbs_TEX","Ronald Guzman_TEX","Mike Aviles_MIA","Pete Kozma_TEX","Miguel Rojas_MIA","Jared Hoying_TEX","JT Riddle_MIA","Alexi Amarista_COL","Drew Robinson_TEX","Ryan Hanigan_COL","Eric Fryer_STL","Cristhian Adames_COL","Tony Wolters_COL","Carson Kelly_STL","Chad Huffman_STL","Alex Mejia_STL"
73.6223186925434,24.6498599439776,19.2897435897436,0,0,0,18.8370658876988,0,0,13.7101449275362,12.0137006925625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18700614574188,0,0,7.02262443438914,0,0,8.3,0,0,0,0,25.1184210526316,0,0,0,0,0,0,5.4,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4448529411765,0,35.1153846153846,0,0,11.9479385045423,0,0,0
24.6498599439776,97.8385579937304,8.62560975609756,0,0,0,6.86846486846487,0,0,27.2791922739245,15.0516975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56783216783217,0,0,14.9898403483309,0,0,38.7032967032967,0,0,0,0,7.85,0,0,0,0,0,0,14.05,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.625,0,71.8285714285714,0,0,-3.24358974358974,0,0,0
19.2897435897436,8.62560975609756,57.1178861788618,0,0,0,6.29144385026738,0,0,10.7397504456328,-3.87435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1075268817204,0,0,-12.2,0,0,-5.7,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,42.6666666666667,0,0,-1.21034482758621,0,0,0
0,0,0,91.9967168262654,0,10.9068857589984,0,0,0,0,0,0,7.32784810126582,0,0,7.36402753872633,0,3.08577165806081,0,0,0,0,0,0,0,1.55172413793103,0,0,0,0,0,28.5320512820513,0,0,0,0.512941176470588,-6.00684663536776,0,0,0,0,0,0,0,0,0,21.5535714285714,-7.44285714285714,0,0,0,0,0,0,0,0,0,0,0,-4.05555555555556,0,0,0,0,0,0,-25.6263157894737,0,12.5942684766214,0,0,0,0,0,0,0,0,0
0,0,0,0,71.7385086823289,0,0,0,8.16455696202532,0,0,3.1679005817028,0,0,10.5425101214575,0,8.31410256410256,0,0,0,0,0,-8.09114688128773,-4.61128526645768,0,0,0.222510181414291,0,0,0,0,0,0,0,20.3672268907563,0,0,8.19230769230769,0,0,6.76666666666667,0,0,0,0,0,0,0,-0.387896825396825,0,0.443076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33928571428571,0,-2.95512820512821,0,0,37,0,0,0,0,0,0,0
0,0,0,10.9068857589984,0,71.1091891891892,0,0,0,0,0,0,19.1491901108269,0,0,5.84113394216134,0,13.7543759512938,0,0,0,0,0,0,0,3.34729064039409,0,0,0,0,0,0,0,0,0,11.1427061310782,5.06041986687148,0,0,0,0,0,0,0,0,0,23.3454545454545,8.87820512820513,0,0,0,0,0,0,0,0,0,0,0,-8.40476190476191,0,0,0,0,0,0,8.91176470588235,0,8.80429732868757,0,0,0,0,0,0,0,0,0
18.8370658876988,6.86846486846487,6.29144385026738,0,0,0,75.8134598012647,0,0,0.555528846153846,6.66756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7220338983051,0,0,2.29925994449584,0,0,15.0477941176471,0,0,0,0,-4.95424836601307,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2.06593406593407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2527472527473,0,10.8,0,0,10.7850177304965,0,0,0
0,0,0,0,0,0,0,85.1336963097399,0,0,0,0,0,-10.3538461538462,0,0,0,0,6.62155297532656,-0.649014778325123,0,-10.7460317460317,0,0,9.71171171171171,0,0,0,0.65015015015015,22.7100340136054,0,0,3.63598519888992,0,0,0,0,0,0,-22.7222222222222,0,5.98917748917749,27.6363636363636,0,0,0,0,0,0,0,0,0,0,4.80147058823529,3.42631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44444444444444,0,0,0,0,-171
0,0,0,0,8.16455696202532,0,0,0,55.7353700516351,0,0,7.05958862673926,0,0,-13.8089743589744,0,18.6893719806763,0,0,0,0,0,-10.1492788461538,0.199382897443432,0,0,10.8633540372671,0,0,0,0,0,0,0,17.3578629032258,0,0,12.2058823529412,0,0,13.1492957746479,0,0,0,0,0,0,0,-6.09175920514319,0,32.7947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11904761904762,0,19,0,0,70.1666666666667,0,0,0,0,0,0,0
13.7101449275362,27.2791922739245,10.7397504456328,0,0,0,0.555528846153846,0,0,45.6330203442879,1.1034965034965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61719883889695,0,0,1.83805668016194,0,0,17.1666666666667,0,0,0,0,0.669117647058823,0,0,0,0,0,0,-10.25,0,0,0,0,0,0,-5.37179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.64285714285714,0,45.4166666666667,0,0,1.15909090909091,0,0,0
12.0137006925625,15.0516975308642,-3.87435897435897,0,0,0,6.66756756756757,0,0,1.1034965034965,44.6521008403361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81850961538462,0,0,6.48984034833091,0,0,13.5,0,0,0,0,4.04779411764706,0,0,0,0,0,0,2.5,0,0,0,0,0,0,3.81904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3333333333333,0,8.78787878787879,0,0,-2.55203619909502,0,0,0
0,0,0,0,3.1679005817028,0,0,0,7.05958862673926,0,0,74.2653846153846,0,0,12.2592592592593,0,18.3225806451613,0,0,0,0,0,3.50818234950321,24.5510912698413,0,0,-2.68980392156863,0,0,0,0,0,0,0,24.6216666666667,0,0,12.2087912087912,0,0,8.08585858585859,0,0,0,0,0,0,0,-1.78737373737374,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.36666666666667,0,0,0,0,-19.5833333333333,0,0,0,0,0,0,0
0,0,0,7.32784810126582,0,19.1491901108269,0,0,0,0,0,0,50.1310608286806,0,0,9.55185185185185,0,5.43947606142728,0,0,0,0,0,0,0,-6.99430199430199,0,0,0,0,0,60.3461538461538,0,0,0,1.1697695035461,4.25065847234416,0,0,0,0,0,0,0,0,0,13.3611111111111,10.6166666666667,0,0,0,0,0,0,0,0,0,0,0,7.125,0,0,0,0,0,0,6.72222222222222,0,16.1062745098039,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-10.3538461538462,0,0,0,0,0,64.6747474747475,0,0,0,0,1.01988899167438,3.65435606060606,0,11.9736842105263,0,0,-7.39010989010989,0,0,0,-4.02857142857143,-4.24031007751938,0,0,-0.796985815602837,0,0,0,0,0,0,-19.1666666666667,0,0.021780303030303,-13.5,0,0,0,0,0,0,0,0,0,0,14.5454545454545,-16.1727941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.63333333333333,0,0,0,0,47.5
0,0,0,0,10.5425101214575,0,0,0,-13.8089743589744,0,0,12.2592592592593,0,0,49.3774680603949,0,7.26190476190476,0,0,0,0,0,-6.09655172413793,-1.30853658536585,0,0,-4.3505291005291,0,0,0,0,0,0,0,5.76023391812866,0,0,14.8333333333333,0,0,20.6344537815126,0,0,0,0,0,0,0,4.94301075268817,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,6.16666666666667,0,0,2.58333333333333,0,0,0,0,0,0,0
0,0,0,7.36402753872633,0,5.84113394216134,0,0,0,0,0,0,9.55185185185185,0,0,74.4404388714733,0,16.8095759233926,0,0,0,0,0,0,0,3.75632183908046,0,0,0,0,0,34.0879120879121,0,0,0,5.99274310595065,10.8904109589041,0,0,0,0,0,0,0,0,0,-6.84444444444444,17.7619047619048,0,0,0,0,0,0,0,0,0,0,0,5.65555555555556,0,0,0,0,0,0,29.1578947368421,0,0.327044025157233,0,0,0,0,0,0,0,0,0
