"Charlie Blackmon_COL","Nolan Arenado_COL","Gerardo Parra_COL","Giancarlo Stanton_MIA","Elvis Andrus_TEX","Justin Bour_MIA","Mark Reynolds_COL","Tommy Pham_STL","Shin-Soo Choo_TEX","Trevor Story_COL","DJ LeMahieu_COL","Carlos Gomez_TEX","Dee Gordon_MIA","Randal Grichuk_STL","Adrian Beltre_TEX","Marcell Ozuna_MIA","Delino DeShields_TEX","Christian Yelich_MIA","Matt Carpenter_STL","Stephen Piscotty_STL","David Dahl_COL","Aledmys Diaz_STL","Mike Napoli_TEX","Rougned Odor_TEX","Paul DeJong_STL","Martin Prado_MIA","Joey Gallo_TEX","Carlos Gonzalez_COL","Dexter Fowler_STL","Jedd Gyorko_STL","Ian Desmond_COL","Tyler Moore_MIA","Yadier Molina_STL","Pat Valaika_COL","Robinson Chirinos_TEX","Derek Dietrich_MIA","JT Realmuto_MIA","Jurickson Profar_TEX","Raimel Tapia_COL","Magneuris Sierra_STL","Nomar Mazara_TEX","Kolten Wong_STL","Luke Voit_STL","Destin Hood_MIA","Brett Nicholas_TEX","Stephen Cardullo_COL","Ichiro Suzuki_MIA","AJ Ellis_MIA","Jonathan Lucroy_TEX","Tomas Telis_MIA","Ryan Rua_TEX","Andy Ibanez_TEX","Dustin Garneau_COL","Jose Martinez_STL","Greg Garcia_STL","Tom Murphy_COL","Jordan Patterson_COL","Mike Tauchman_COL","Harrison Bader_STL","Christian Colon_MIA","Steve Lombardozzi_MIA","Hanser Alberto_TEX","Drew Stubbs_TEX","Ronald Guzman_TEX","Mike Aviles_MIA","Pete Kozma_TEX","Miguel Rojas_MIA","Jared Hoying_TEX","JT Riddle_MIA","Alexi Amarista_COL","Drew Robinson_TEX","Ryan Hanigan_COL","Eric Fryer_STL","Cristhian Adames_COL","Tony Wolters_COL","Carson Kelly_STL","Chad Huffman_STL","Alex Mejia_STL"
73.6223186925434,24.6498599439776,0,0,0,0,18.8370658876988,0,0,13.7101449275362,12.0137006925625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18700614574188,0,0,7.02262443438914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9479385045423,0,0,0
24.6498599439776,97.8385579937304,0,0,0,0,6.86846486846487,0,0,27.2791922739245,15.0516975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56783216783217,0,0,14.9898403483309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24358974358974,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,91.9967168262654,0,10.9068857589984,0,0,0,0,0,0,7.32784810126582,0,0,7.36402753872633,0,3.08577165806081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512941176470588,-6.00684663536776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5942684766214,0,0,0,0,0,0,0,0,0
0,0,0,0,71.7385086823289,0,0,0,8.16455696202532,0,0,3.1679005817028,0,0,0,0,8.31410256410256,0,0,0,0,0,-8.09114688128773,-4.61128526645768,0,0,0.222510181414291,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76666666666667,0,0,0,0,0,0,0,-0.387896825396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10.9068857589984,0,71.1091891891892,0,0,0,0,0,0,19.1491901108269,0,0,5.84113394216134,0,13.7543759512938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1427061310782,5.06041986687148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80429732868757,0,0,0,0,0,0,0,0,0
18.8370658876988,6.86846486846487,0,0,0,0,75.8134598012647,0,0,0.555528846153846,6.66756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7220338983051,0,0,2.29925994449584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7850177304965,0,0,0
0,0,0,0,0,0,0,85.1336963097399,0,0,0,0,0,-10.3538461538462,0,0,0,0,6.62155297532656,-0.649014778325123,0,-10.7460317460317,0,0,0,0,0,0,0.65015015015015,22.7100340136054,0,0,3.63598519888992,0,0,0,0,0,0,0,0,5.98917748917749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.16455696202532,0,0,0,55.7353700516351,0,0,7.05958862673926,0,0,0,0,18.6893719806763,0,0,0,0,0,-10.1492788461538,0.199382897443432,0,0,10.8633540372671,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1492957746479,0,0,0,0,0,0,0,-6.09175920514319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.7101449275362,27.2791922739245,0,0,0,0,0.555528846153846,0,0,45.6330203442879,1.1034965034965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61719883889695,0,0,1.83805668016194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15909090909091,0,0,0
12.0137006925625,15.0516975308642,0,0,0,0,6.66756756756757,0,0,1.1034965034965,44.6521008403361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81850961538462,0,0,6.48984034833091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55203619909502,0,0,0
0,0,0,0,3.1679005817028,0,0,0,7.05958862673926,0,0,74.2653846153846,0,0,0,0,18.3225806451613,0,0,0,0,0,3.50818234950321,24.5510912698413,0,0,-2.68980392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08585858585859,0,0,0,0,0,0,0,-1.78737373737374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.32784810126582,0,19.1491901108269,0,0,0,0,0,0,50.1310608286806,0,0,9.55185185185185,0,5.43947606142728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1697695035461,4.25065847234416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1062745098039,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-10.3538461538462,0,0,0,0,0,64.6747474747475,0,0,0,0,1.01988899167438,3.65435606060606,0,11.9736842105263,0,0,0,0,0,0,-4.02857142857143,-4.24031007751938,0,0,-0.796985815602837,0,0,0,0,0,0,0,0,0.021780303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.36402753872633,0,5.84113394216134,0,0,0,0,0,0,9.55185185185185,0,0,74.4404388714733,0,16.8095759233926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99274310595065,10.8904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327044025157233,0,0,0,0,0,0,0,0,0
0,0,0,0,8.31410256410256,0,0,0,18.6893719806763,0,0,18.3225806451613,0,0,0,0,44.1434343434343,0,0,0,0,0,-5.47009966777409,7.53459119496855,0,0,12.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0052264808362,0,0,0,0,0,0,0,3.08719512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.08577165806081,0,13.7543759512938,0,0,0,0,0,0,5.43947606142728,0,0,16.8095759233926,0,45.3154388714734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3450653120464,5.30555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54716981132075,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.62155297532656,0,0,0,0,0,1.01988899167438,0,0,0,0,44.718483690861,-3.41799709724238,0,16.8884711779449,0,0,0,0,0,0,-5.92404371584699,5.94556628621598,0,0,4.57506584723442,0,0,0,0,0,0,0,0,0.631823461091754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.649014778325123,0,0,0,0,0,3.65435606060606,0,0,0,0,-3.41799709724238,40.4944476914085,0,-4.75913621262458,0,0,0,0,0,0,7.71987315010571,3.00757575757576,0,0,5.68223866790009,0,0,0,0,0,0,0,0,-5.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-10.7460317460317,0,0,0,0,0,11.9736842105263,0,0,0,0,16.8884711779449,-4.75913621262458,0,52.9759424603175,0,0,0,0,0,0,-4.43450980392157,12.2938775510204,0,0,1.59724238026125,0,0,0,0,0,0,0,0,1.07478991596639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
