"Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Value"
11,"0",8400,24.3,-0.03,0.11,-0.17,0,0.2,0.3,0,3,8,10.6,10.1,0.9,8.2,20.8,21.9,16,12.3,31.5,21.4,17,4,12.8,17.4,32.1,95,144,11,0.288577154308617,1,1,1,0
17,"0",8300,20.5,0.08,-0.23,0.08,0,0,0,0,0,8.3,11.1,11.7,1.2,7.6,16.8,20.5,19,9.7,31.2,20.7,11,15,8.2,8.8,33.4,84,150,10,0.314465408805031,1,1,1,0
21,"0",7300,22.8,-0.09,0,0.06,0,0,0,0,0,9.7,9.6,9.3,2.1,7.3,22.7,18.9,15,10.1,27.8,18.2,11,24,22.1,28.8,17.1,78,132,12,0.252390057361377,1,1,1,1
13,"0",7200,19.8,-0.14,-0.05,-0.2,0,0,0.2,0,0,9.3,9.8,10,0.8,9.5,21.5,19.2,17,8.1,30.2,19.7,2,2,29.5,26.6,8.4,82,137,7,0.277327935222672,1,1,1,0
5,"0",7100,26,0.07,-0.14,-0.04,0.3,0.1,0.3,0,0,7,8.8,7.8,0.8,8.9,9.3,16.5,13,6.3,26.6,16,22,9,7.9,13.9,6.2,76,127,4,0.24236641221374,1,2,2,0
6,"0",7000,25.8,0.1,-0.08,0.03,0,0.1,0,0,1,8,10.1,9,1.3,6.8,10.4,16.5,14,9,24,18.2,27,15,4.2,17.8,9.3,95,139,6,0.252268602540835,1,1,1,0
5,"0",6800,27.5,0.03,0.03,0,0,0,0,0,0,7.3,8,7.5,1.1,8.1,10.5,14.6,12,4.6,24.7,15.8,19,18,1,18.4,12.2,38,80,7,0.197530864197531,3,3,1,0
11,"0",6600,20.3,0.02,-0.16,-0.07,0.3,0.1,0.2,0,4,11,9.8,8.9,1.3,7.5,22.8,16.2,15,5.8,26.5,14.8,8,10,30,6.2,32.2,75,131,5,0.283549783549784,2,2,1,0
0,"0",6600,27.3,-0.05,0.03,0.14,0,0.1,0,0,-4,8.7,7.4,7.2,0.8,9.1,11.5,15.5,12,6.6,24.4,14.8,14,25,10.6,13.5,10.4,76,104,5,0.247030878859857,1,1,1,0
4,"0",6500,19.3,0.06,-0.14,-0.05,0.3,0.7,0.4,0.1,-0.3,9.3,8.2,7.8,0.8,7.7,18.6,13.7,13,3.4,23.9,14.5,7,7,11.7,31.5,12.7,71,110,4,0.22964509394572,1,1,3,1
