Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,2593,Aaron Rodgers,QB,GB,WAS,11,66,94,5,0,67,67,32.34,44.5
2,16847,David Johnson,RB,ARI,MIN,11,63,85,35,18,46,52,38,44.4
3,16311,Derek Carr,QB,OAK,HOU,11,53,100,4,0,62,62,22.60,40.8
4,14252,Kirk Cousins,QB,WAS,GB,11,68,100,6,0,50,50,30.40,40.3
5,14967,Le'Veon Bell,RB,PIT,CLE,11,69,100,41,13,52,54,37.10,37.8
6,4314,Tom Brady,QB,NE,SF,11,76,100,5,0,58,58,28.40,37.4
7,6739,Alex Smith,QB,KC,TB,11,53,100,4,0,62,62,20.44,36.7
8,14536,Russell Wilson,QB,SEA,PHI,11,67,100,12,2,60,60,25.28,36.2
9,18055,Dak Prescott,QB,DAL,BAL,11,71,100,3,0,54,54,28.64,36.1
10,6767,Pierre Garcon,WR,WAS,GB,11,52,77,0,14,12,14,26.60,33.8
11,16159,Stephon Tuitt,DE,PIT,CLE,11,51,77,0,0,0,0,0,33.3
12,11270,Dez Bryant,WR,DAL,BAL,11,62,87,0,13,10,13,26,32.3
13,12247,Jason Pierre-Paul,DE,NYG,CHI,11,59,92,0,0,0,0,0,32.2
14,16763,Marcus Mariota,QB,TEN,IND,11,71,100,7,0,61,61,22.50,31.7
15,13443,Colin Kaepernick,QB,SF,NE,11,62,100,7,0,55,55,19.44,31.4
16,14008,Andrew Luck,QB,IND,TEN,11,60,100,13,0,60,60,19.68,31.1
17,13791,Lamar Miller,RB,HOU,OAK,11,57,75,42,5,46,47,22.30,30.4
18,14005,TY Hilton,WR,IND,TEN,11,52,87,0,17,10,17,20.70,30.2
19,13860,Vontaze Burfict,OLB,CIN,BUF,11,57,88,0,0,0,0,0,28.1
20,611,Joe Flacco,QB,BAL,DAL,11,55,100,2,0,66,66,15.36,27.9
21,13460,Doug Baldwin,WR,SEA,PHI,11,56,84,0,9,9,11,22,26.8
22,16157,Ryan Shazier,ILB,PIT,CLE,11,66,100,0,0,0,0,0,26.5
