"Charlie Blackmon_COL","AJ Pollock_ARI","Paul Goldschmidt_ARI","Nolan Arenado_COL","Jake Lamb_ARI","Ian Desmond_COL","DJ LeMahieu_COL","Carlos Gonzalez_COL","David Peralta_ARI","Yasmany Tomas_ARI","Mark Reynolds_COL","Chris Owings_ARI","Trevor Story_COL","Brandon Drury_ARI","David Dahl_COL","Wil Myers_SD","Corey Seager_LAD","Gerardo Parra_COL","Chris Herrmann_ARI","Stephen Cardullo_COL","Raimel Tapia_COL","Adrian Gonzalez_LAD","Justin Turner_LAD","Yasiel Puig_LAD","Dustin Garneau_COL","Logan Forsythe_LAD","Joc Pederson_LAD","Tom Murphy_COL","Ryan Schimpf_SD","Chris Iannetta_ARI","Yangervis Solarte_SD","Pat Valaika_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Manuel Margot_SD","Daniel Descalso_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Jeremy Hazelbaker_ARI","Tony Wolters_COL","Nick Ahmed_ARI","Andrew Toles_LAD","Cory Spangenberg_SD","Chris Taylor_LAD","Cody Bellinger_LAD","Trayce Thompson_LAD","Kike Hernandez_LAD","Ryan Hanigan_COL","Cristhian Adames_COL","Socrates Brito_ARI","Travis Jankowski_SD","Austin Barnes_LAD","Jeff Mathis_ARI","Alexi Amarista_COL","Rob Segedin_LAD","Andre Ethier_LAD","Scott Van Slyke_LAD","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Luis Sardinas_SD","Allen Cordoba_SD","Jabari Blash_SD","Hector Sanchez_SD","Brett Eibner_LAD","Luis Torrens_SD"
57.8875661375661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64.4900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,78.3264367816092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,58.0251322751323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,52.2169312169312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,38.1738461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20.5766666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,81.3162055335968,48.3168658088236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48.3168658088236,78.6938405797101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
