Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
RB,Le'Veon Bell (8080050),Le'Veon Bell,8080050,10500,Pit@KC 01:05PM ET,Pit
WR,Antonio Brown (8080089),Antonio Brown,8080089,9600,Pit@KC 01:05PM ET,Pit
RB,Ezekiel Elliott (8080063),Ezekiel Elliott,8080063,8500,GB@Dal 04:40PM ET,Dal
WR,Julio Jones (8080078),Julio Jones,8080078,8400,Sea@Atl 04:35PM ET,Atl
QB,Aaron Rodgers (8080017),Aaron Rodgers,8080017,8200,GB@Dal 04:40PM ET,GB
WR,Doug Baldwin (8080076),Doug Baldwin,8080076,8100,Sea@Atl 04:35PM ET,Sea
QB,Tom Brady (8080001),Tom Brady,8080001,7600,Hou@NE 08:15PM ET,NE
WR,Jordy Nelson (8080099),Jordy Nelson,8080099,7400,GB@Dal 04:40PM ET,GB
QB,Matt Ryan (8080007),Matt Ryan,8080007,7000,Sea@Atl 04:35PM ET,Atl
WR,Davante Adams (8080105),Davante Adams,8080105,7000,GB@Dal 04:40PM ET,GB
QB,Russell Wilson (8080009),Russell Wilson,8080009,6900,Sea@Atl 04:35PM ET,Sea
RB,Thomas Rawls (8080040),Thomas Rawls,8080040,6900,Sea@Atl 04:35PM ET,Sea
WR,Julian Edelman (8080066),Julian Edelman,8080066,6800,Hou@NE 08:15PM ET,NE
WR,Dez Bryant (8080100),Dez Bryant,8080100,6600,GB@Dal 04:40PM ET,Dal
QB,Ben Roethlisberger (8080012),Ben Roethlisberger,8080012,6500,Pit@KC 01:05PM ET,Pit
TE,Travis Kelce (8080125),Travis Kelce,8080125,6100,Pit@KC 01:05PM ET,KC
QB,Dak Prescott (8080021),Dak Prescott,8080021,6000,GB@Dal 04:40PM ET,Dal
RB,Devonta Freeman (8080039),Devonta Freeman,8080039,5900,Sea@Atl 04:35PM ET,Atl
RB,LeGarrette Blount (8080024),LeGarrette Blount,8080024,5800,Hou@NE 08:15PM ET,NE
WR,DeAndre Hopkins (8080069),DeAndre Hopkins,8080069,5800,Hou@NE 08:15PM ET,Hou
WR,Randall Cobb (8080104),Randall Cobb,8080104,5700,GB@Dal 04:40PM ET,GB
RB,Lamar Miller (8080028),Lamar Miller,8080028,5600,Hou@NE 08:15PM ET,Hou
WR,Tyreek Hill (8080098),Tyreek Hill,8080098,5500,Pit@KC 01:05PM ET,KC
QB,Alex Smith (8080011),Alex Smith,8080011,5400,Pit@KC 01:05PM ET,KC
RB,Ty Montgomery (8080060),Ty Montgomery,8080060,5300,GB@Dal 04:40PM ET,GB
RB,Spencer Ware (8080049),Spencer Ware,8080049,5200,Pit@KC 01:05PM ET,KC
QB,Brandon Weeden (8080002),Brandon Weeden,8080002,5000,Hou@NE 08:15PM ET,Hou
QB,Brock Osweiler (8080003),Brock Osweiler,8080003,5000,Hou@NE 08:15PM ET,Hou
QB,Tom Savage (8080004),Tom Savage,8080004,5000,Hou@NE 08:15PM ET,Hou
QB,Jimmy Garoppolo (8080005),Jimmy Garoppolo,8080005,5000,Hou@NE 08:15PM ET,NE
QB,Jacoby Brissett (8080006),Jacoby Brissett,8080006,5000,Hou@NE 08:15PM ET,NE
QB,Matt Schaub (8080008),Matt Schaub,8080008,5000,Sea@Atl 04:35PM ET,Atl
QB,Trevone Boykin (8080010),Trevone Boykin,8080010,5000,Sea@Atl 04:35PM ET,Sea
QB,Nick Foles (8080013),Nick Foles,8080013,5000,Pit@KC 01:05PM ET,KC
QB,Landry Jones (8080014),Landry Jones,8080014,5000,Pit@KC 01:05PM ET,Pit
QB,Zach Mettenberger (8080015),Zach Mettenberger,8080015,5000,Pit@KC 01:05PM ET,Pit
QB,Tyler Bray (8080016),Tyler Bray,8080016,5000,Pit@KC 01:05PM ET,KC
QB,Tony Romo (8080018),Tony Romo,8080018,5000,GB@Dal 04:40PM ET,Dal
QB,Mark Sanchez (8080019),Mark Sanchez,8080019,5000,GB@Dal 04:40PM ET,Dal
QB,Brett Hundley (8080020),Brett Hundley,8080020,5000,GB@Dal 04:40PM ET,GB
QB,Joe Callahan (8080022),Joe Callahan,8080022,5000,GB@Dal 04:40PM ET,GB
