"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4600,86.9565217391304,40,"Freddie Freeman","ATL",NA,"1B/3B",3,2,2,3,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,5000,66,33,"Ryan Braun","MIL",NA,"OF",3,2,1,3,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,6500,49.6923076923077,32.3,"AJ Griffin","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,0,1,1,0
4,2,6300,43.4126984126984,27.35,"Ariel Miranda","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,0,4,0,0
5,3,9800,27.8571428571429,27.3,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6,0,0,1,3,4,0
6,4,6800,38.4558823529412,26.15,"Lance Lynn","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,0,3,1,2
7,3,3800,68.4210526315789,26,"Eric Thames","MIL",NA,"1B/OF",2,3,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,2600,100,26,"Yolmer Sanchez","CHW",NA,"2B",7,2,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,4500,51.1111111111111,23,"Robinson Cano","SEA",NA,"2B",3,1,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,2600,88.4615384615385,23,"Austin Hedges","SD",NA,"C",6,1,1,2,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,3600,63.8888888888889,23,"Nomar Mazara","TEX",NA,"OF",3,1,0,3,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,2700,81.4814814814815,22,"Jett Bandy","MIL",NA,"C",7,1,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,3900,53.8461538461538,21,"Aaron Judge","NYY",NA,"OF",6,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,10300,19.5145631067961,20.1,"Danny Salazar","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,1,7,2,0
15,10,3800,52.6315789473684,20,"Carlos Gomez","TEX",NA,"OF",1,3,0,2,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,6,7500,26,19.5,"Ivan Nova","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,1,0,2,5,0,0
17,11,3500,54.2857142857143,19,"David Peralta","ARI",NA,"OF",2,0,0,2,0,5,3,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,7900,23.3544303797468,18.45,"Brandon McCarthy","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,5,0,0,2,5,3,0
19,12,4100,43.9024390243902,18,"Matt Holliday","NYY",NA,"1B",3,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,4500,40,18,"Michael Brantley","CLE",NA,"OF",3,1,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,8,6200,28.2258064516129,17.5,"Steven Wright","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,1,9,1,0
22,14,4100,41.4634146341463,17,"Christian Yelich","MIA",NA,"OF",3,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,15,3700,45.9459459459459,17,"Starlin Castro","NYY",NA,"2B",4,2,0,0,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,16,3400,50,17,"Taylor Motter","SEA",NA,"2B/SS",6,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,9,6700,24.5522388059701,16.45,"Chase Anderson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,0,2,7,1,0
26,10,6500,25.3076923076923,16.45,"Charlie Morton","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,0,0,0,5,2,1
27,11,6900,23.695652173913,16.35,"Jesse Chavez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,0,0,2,7,2,0
28,17,2400,66.6666666666667,16,"Allen Cordoba","SD",NA,"SS/OF",8,1,1,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,18,3700,43.2432432432432,16,"Jake Lamb","ARI",NA,"3B",4,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,12,6000,23.5,14.1,"Jordan Montgomery","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,3,7,2,0
31,19,4600,30.4347826086957,14,"Nelson Cruz","SEA",NA,"OF",4,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,20,2700,51.8518518518518,14,"Kike Hernandez","LAD",NA,"SS/OF",6,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,21,3800,36.8421052631579,14,"AJ Pollock","ARI",NA,"OF",1,1,0,1,0,5,4,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,22,3200,43.75,14,"Kolten Wong","STL",NA,"2B",8,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,13,6600,20.9848484848485,13.85,"Blake Snell","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,0,0,1,7,2,0
36,14,7200,18.6805555555556,13.45,"Jaime Garcia","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6.33333333333333,0,0,2,5,3,0
37,15,4600,28.9130434782609,13.3,"J.J. Hoover","ARI",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,0,0,2,0,0
38,23,3200,40.625,13,"Jarrod Dyson","SEA",NA,"OF",1,2,0,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,24,3900,33.3333333333333,13,"Randal Grichuk","STL",NA,"OF",4,1,0,0,1,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,25,4000,32.5,13,"Andrew Benintendi","BOS",NA,"OF",2,0,0,2,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,26,5400,24.0740740740741,13,"Mike Trout","LAA",NA,"OF",3,0,0,0,1,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,27,3700,35.1351351351351,13,"Josh Reddick","HOU",NA,"OF",2,1,0,0,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,16,6000,21.3333333333333,12.8,"Tyler Duffey","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2.66666666666667,0,0,0,1,0,1
44,17,4300,29.0697674418605,12.5,"Chris Devenski","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,0,0,0,0,0
45,18,6100,18.5245901639344,11.3,"Jered Weaver","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,0,0,2,7,0,0
46,19,4200,26.7857142857143,11.25,"Anthony Swarzak","CHW",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2.33333333333333,0,0,0,0,0,0
47,28,4700,23.4042553191489,11,"Paul Goldschmidt","ARI",NA,"1B",3,0,0,0,1,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,20,4700,22.1276595744681,10.4,"Jose Urena","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,0,0,1,1,0,0
49,29,5300,18.8679245283019,10,"Anthony Rizzo","CHC",NA,"1B",3,0,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,30,3900,25.6410256410256,10,"Corey Dickerson","TB",NA,"OF",1,1,0,0,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,31,3800,26.3157894736842,10,"Domingo Santana","MIL",NA,"OF",5,0,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,32,4100,24.390243902439,10,"Steven Souza","TB",NA,"OF",5,0,0,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,33,5500,18.1818181818182,10,"Mookie Betts","BOS",NA,"OF",3,0,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,34,3400,29.4117647058824,10,"Leonys Martin","SEA",NA,"OF",8,1,0,0,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,35,2400,41.6666666666667,10,"Luis Sardinas","BAL",NA,"SS/3B",7,0,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,21,4400,21.8181818181818,9.6,"Chris Hatcher","LAD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2.66666666666667,0,0,2,4,0,0
57,36,3200,28.125,9,"Albert Almora","CHC",NA,"OF",9,0,0,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,37,3800,23.6842105263158,9,"Mike Napoli","TEX",NA,"1B",4,0,0,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,38,3400,26.4705882352941,9,"Chase Headley","NYY",NA,"3B",5,1,0,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,39,4300,20.9302325581395,9,"Dustin Pedroia","BOS",NA,"2B",1,2,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,40,5100,17.6470588235294,9,"Jose Altuve","HOU",NA,"2B",3,0,0,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,22,4400,18.75,8.25,"Jacob Barnes","MIL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,0,0,0,0,0
