"Manuel Margot_SD","Mike Trout_LAA","Aaron Altherr_PHI","Cameron Rupp_PHI","Yangervis Solarte_SD","Andrelton Simmons_LAA","Brian Dozier_MIN","Luis Valbuena_LAA","Freddy Galvis_PHI","Eduardo Escobar_MIN","Miguel Sano_MIN","Yonder Alonso_OAK","Tommy Joseph_PHI","Cesar Hernandez_PHI","Odubel Herrera_PHI","Cory Spangenberg_SD","Chris Carter_OAK","Khris Davis_OAK","Buster Posey_SF","Marcus Semien_OAK","Joe Mauer_MIN","Brandon Belt_SF","Jason Castro_MIN","Jose Pirela_SD","Ryan Schimpf_SD","Hunter Renfroe_SD","Cameron Maybin_LAA","Robbie Grossman_MIN","Kennys Vargas_MIN","Dustin Fowler_OAK","Albert Pujols_LAA","Nick Williams_PHI","Byron Buxton_MIN","Rajai Davis_OAK","Nick Hundley_SF","Joe Panik_SF","Yunel Escobar_LAA","Wil Myers_SD","Alex Dickerson_SD","Denard Span_SF","Pablo Sandoval_SF","Matt Joyce_OAK","Jefry Marte_LAA","Andrew Knapp_PHI","Eddie Rosario_MIN","Max Kepler_MIN","Hunter Pence_SF","Brandon Crawford_SF","Maikel Franco_PHI","Austin Hedges_SD","Ryon Healy_OAK","Nick Franklin_LAA","Roman Quinn_PHI","Rhys Hoskins_PHI","Travis Jankowski_SD","Jed Lowrie_OAK","Jarrett Parker_SF","Christian Arroyo_SF","Daniel Nava_PHI","CJ Cron_LAA","Matt Szczur_SD","Ehire Adrianza_MIN","Hector Sanchez_SD","Gorkys Hernandez_SF","Josh Phegley_OAK","Mark Canha_OAK","Chase d'Arnaud_SD","Kelby Tomlinson_SF","Mac Williamson_SF","Joey Wendle_OAK","Matt Chapman_OAK","Ben Revere_LAA","Kole Calhoun_LAA","Scott Kingery_PHI","Christian Bethancourt_SD","Luis Urias_SD","Brock Stassi_PHI","Erick Aybar_SD","Franchy Cordero_SD","Carlos Asuaje_SD","Aaron Hill_SF","Jake Smolinski_OAK","Ryan LaMarre_OAK","Cameron Perkins_PHI","Martin Maldonado_LAA","Hyun Soo Kim_PHI","David Fletcher_LAA","Chris Gimenez_MIN","Jabari Blash_SD","Justin Ruggiano_SF","Bruce Maxwell_OAK","Nolan Fontana_LAA","Jorge Polanco_MIN","Allen Cordoba_SD","Michael Morse_SF","Conor Gillaspie_SF","Jaycob Brugman_OAK","Eric Young_LAA","Carlos Perez_LAA","Anthony Recker_MIN","Luis Torrens_SD","Tim Federowicz_SF","Cliff Pennington_LAA","Juan Graterol_LAA","Dusty Coleman_SD","Jose Rondon_SD","Chris Marrero_SF","Carlos Moncrief_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Renato Nunez_OAK","Austin Slater_SF","Miguel Gomez_SF","Matt Olson_OAK","Chad Pinder_OAK","Ryder Jones_SF","Franklin Barreto_OAK","Orlando Calixte_SF","Jae-gyun Hwang_SF","Andres Blanco_PHI","Shane Robinson_LAA","Ty Kelly_PHI","Kaleb Cowart_LAA","Jorge Alfaro_PHI","Daniel Palka_MIN","Zack Granite_MIN"
0,0,0,0,0,0,-2.64397496087637,0,0,13.2469696969697,70.8666017526777,0,0,0,0,0,0,0,0,0,16.4677419354839,0,1.14141414141414,0,0,0,0,7.25013220518244,0,0,0,0,12.7909604519774,0,0,0,0,0,0,0,0,0,0,0,-5.84871794871795,25.0722610722611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8887844611529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,66.0827505827506,0,0,0,0,0,-7.42126126126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38989898989899,0,0,0,0,0,0,0,5.73836698858648,0,0,0,0,0,0,0,0,16.2397698209719,0,0,0,0,10.1014084507042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33.9728622631848,11.2376632801161,0,0,0,0,5.43130179096498,0,0,0,52.9738037957765,11.9611338398597,-2.22427783187277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3429327064355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.27272727272727,26.625641025641,0,0,0,0,3.07738927738928,0,0,0,11.9611338398597,48.2536130536131,18.6677966101695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942622950819672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.57796610169492,13.713691026827,0,0,0,0,7.00287356321839,0,0,0,-2.22427783187277,18.6677966101695,48.2126436781609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46113023522662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.04125177809388,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,0,38.3122686409307,0,0,0,0,0,0,0,0,0,1.04901960784314,0,0,0,0,0,0,0,0,0,0,0,-6.66182698124622,0,0,0,0,0,0,0,0,0,0,0,7.45945945945946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.11282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-7.42126126126126,0,0,0,0,0,60.3908368396447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44392230576441,0,0,0,0,0,0,0,1.44316919659385,0,0,0,0,0,0,0,0,-3.5863453815261,0,0,0,0,-0.503221288515406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7570451436388,0,0,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06378269617706,0,0,0,8.72595281306715,0,0,0,0,0,0,12.3778801843318,6.35656436487639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70877659574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.97932692307692,0,0,-2.78525641025641,16.4677419354839,0,0,0,0,0,0,0,0,0,37.2198748043818,0,3.8987012987013,0,0,0,0,11.303137254902,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,5.79378531073446,16.5977182539683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41224489795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,42.610989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05997949419002,0,0,0,8.13297150610583,0,0,0,0,0,0,12.6372247823861,-0.811891891891892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09143763213531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.39187609585038,0,0,4.28528528528529,1.14141414141414,0,0,0,0,0,0,0,0,0,3.8987012987013,0,32.9836149513569,0,0,0,0,4.14482029598309,0,0,0,0,3.34040404040404,0,0,0,0,0,0,0,0,0,0,0,23.5653389238295,7.08961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20824524312896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.70659407138536,0,0,0,-3.43501984126984,0,0,0,0,0,0,0,0,0,0,1.04901960784314,0,0,0,0,0,0,0,0,0,53.0084815321477,0,0,0,0,0,0,0,0,0,0,0,2.70833333333333,0,0,0,0,0,0,0,0,0,0,0,-5.94764674775251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.2674253200569,0,0,0,15.4526854219949,0,9.81507823613087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4325051759834,0,0,0,10.4032258064516,0,0,0,0,0,9.51415094339623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9009324009324,0,0,0,0,0,0,0,0,0,0,0,3.58076225045372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.07747223691169,0,0,8.95092460881935,7.25013220518244,0,0,0,0,0,0,0,0,0,11.303137254902,0,4.14482029598309,0,0,0,0,36.6915422885572,0,0,0,0,6.83672525439408,0,0,0,0,0,0,0,0,0,0,0,-4.21116138763198,18.3913347309574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.6194727891156,0,0,0,7.627773322641,0,1.71254355400697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4032258064516,0,0,0,49.5497957099081,0,0,0,0,0,7.91685692541857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04016064257028,0,0,0,0,0,0,0,0,0,0,0,-0.674414414414414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.14348334307422,0,0,13.207957957958,12.7909604519774,0,0,0,0,0,0,0,0,0,5.66,0,3.34040404040404,0,0,0,0,6.83672525439408,0,0,0,0,44.6024038461538,0,0,0,0,0,0,0,0,0,0,0,2.37028657616893,5.93650217706822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88388969521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.38989898989899,0,0,0,0,0,-6.44392230576441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0455873758036,0,0,0,0,0,0,0,1.14817073170732,0,0,0,0,0,0,0,0,6.92126269956459,0,0,0,0,9.76589797344514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06378269617706,0,0,8.05997949419002,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8045143638851,0,0,0,14.1685792349727,0,0,0,0,0,0,12.2177595628415,-7.076726342711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9371035940803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.10853658536585,0,0,0,-1.48,0,-2.51799242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51415094339623,0,0,0,7.91685692541857,0,0,0,0,0,35.9075924075924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44864864864865,0,0,0,0,0,0,0,0,0,0,0,-0.231971153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
