"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Jacob deGrom","P","NYM","@ SD",3.34,"Richard, L 5.35","R",3.37,0,0,6,10.4,1.15,NA,13400,52.1,20.8,23.22,23.22,"%",31,1.7,29.8,2.2
"Zack Greinke","P","ARI","vs ATL",3.77,"Dickey, R 3.99","R",2.94,0,0,5.8,9.9,1.05,NA,11900,44.5,20.6,20.7,20.7,"%",42,1.7,27,2.3
"Brad Peacock","P","HOU","@ PHI",3.86,"Velasquez, R 5.14","R",2.49,0,0,3.1,12.2,1.22,NA,11500,38.4,12.9,17.48,17.48,"%",19,1.5,10.35,0.9
"James Paxton","P","SEA","vs BOS",3.56,"Rodriguez, L 3.66","L",3.05,0,0,5.9,10.2,1.13,NA,10500,42.3,20.8,19.31,19.31,"%",45,1.8,37.35,3.6
"Gerrit Cole","P","PIT","@ SF",3.68,"Cain, R 5.40","R",4.18,0,0,5.7,8.1,1.24,NA,9900,36.9,14.9,15.84,15.84,"%",29,1.6,15.5,1.6
"Justin Verlander","P","DET","vs KC",4.1,"Hammel, R 4.81","R",4.54,0,0,5.9,8.5,1.44,NA,8700,37.3,14.2,14.35,14.35,"%",19,1.6,23.55,2.7
"Josh Tomlin","P","CLE","vs CIN",3.96,"Adleman, R 4.96","R",5.74,0,0,5.6,6.8,1.38,NA,8100,35.6,10.5,13.44,13.44,"%",0,1.7,22.5,2.8
"Eduardo Rodriguez","P","BOS","@ SEA",4.44,"Paxton, L 3.05","L",3.66,0,0,5.5,10,1.19,NA,7800,27.6,17.4,12.9,12.9,"%",58,1.7,10.6,1.4
"Hyun-Jin Ryu","P","LAD","vs MIN",3.35,"Colon, R 8.19","L",4.21,0,0,5.2,8.5,1.38,NA,7700,28,13.1,14.47,14.47,"%",48,1.9,12.45,1.6
"Kyle Hendricks","P","CHC","vs CWS",2.94,"Gonzalez, R 5.31","R",4.09,0,0,5.6,7.4,1.18,NA,7600,32.1,14.2,18.87,18.87,"%",54,2.5,12.95,1.7
