"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"WR","Julio Jones (0000000)","Julio Jones",0,9600,"Atl@TB 00:00PM ET","Atl","Julio","Jones","TB",21.22,22.3,1,0.25,0
"WR","Antonio Brown (0000000)","Antonio Brown",0,8900,"Pit@Bal 00:00PM ET","Pit","Antonio","Brown","Bal",22.52,23,1,0.27536231884058,0
"WR","Odell Beckham (0000000)","Odell Beckham",0,8800,"Phi@NYG 00:00PM ET","NYG","Odell","Beckham","Phi",19.34,19.8,1,0.273381294964029,0
"WR","Mike Evans (0000000)","Mike Evans",0,8500,"Atl@TB 00:00PM ET","TB","Mike","Evans","Atl",22.1,22.8,1,0.319702602230483,0
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott",0,7900,"Dal@Cle 00:00PM ET","Dal","Ezekiel","Elliott","Cle",25.85,23.5,6,0.0833333333333333,0
"WR","Jordy Nelson (0000000)","Jordy Nelson",0,7800,"Ind@GB 00:00PM ET","GB","Jordy","Nelson","Ind",20.28,19.5,1,0.217993079584775,0
"QB","Aaron Rodgers (0000000)","Aaron Rodgers",0,7800,"Ind@GB 00:00PM ET","GB","Aaron","Rodgers","Ind",23.53,23.8,0,0,0
"WR","Amari Cooper (0000000)","Amari Cooper",0,7700,"Den@Oak 00:00PM ET","Oak","Amari","Cooper","Den",16.12,17.4,1,0.264094955489614,0
"RB","Le'Veon Bell (0000000)","Le'Veon Bell",0,7700,"Pit@Bal 00:00PM ET","Pit","Le'Veon","Bell","Bal",23.41,22,2,0.13768115942029,0
"RB","DeMarco Murray (0000000)","DeMarco Murray",0,7600,"Ten@SD 00:00PM ET","Ten","DeMarco","Murray","SD",18.97,15,4,0.134615384615385,0
"WR","T.Y. Hilton (0000000)","T.Y. Hilton",0,7600,"Ind@GB 00:00PM ET","Ind","T.Y.","Hilton","GB",19.03,23,1,0.283076923076923,0
"WR","Brandin Cooks (0000000)","Brandin Cooks",0,7500,"NO@SF 00:00PM ET","NO","Brandin","Cooks","SF",16.25,16.8,1,0.185667752442997,0
"WR","Dez Bryant (0000000)","Dez Bryant",0,7400,"Dal@Cle 00:00PM ET","Dal","Dez","Bryant","Cle",18.03,15.3,3,0.171052631578947,0
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,7300,"NYJ@Mia 00:00PM ET","NYJ","Brandon","Marshall","Mia",16.6,15.3,1,0.270175438596491,0
"RB","Spencer Ware (0000000)","Spencer Ware",0,7200,"Jax@KC 00:00PM ET","KC","Spencer","Ware","Jax",0,0,4,0.08984375,0
"QB","Drew Brees (0000000)","Drew Brees",0,7200,"NO@SF 00:00PM ET","NO","Drew","Brees","SF",22.12,22.9,0,0,0
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,7100,"NYJ@Mia 00:00PM ET","Mia","Jarvis","Landry","NYJ",17.68,19.5,1,0.314285714285714,0
"QB","Matt Ryan (0000000)","Matt Ryan",0,7100,"Atl@TB 00:00PM ET","Atl","Matt","Ryan","TB",21.03,23.8,0,0,0
"QB","Cam Newton (0000000)","Cam Newton",0,7000,"Car@LA 00:00PM ET","Car","Cam","Newton","LA",21.44,22.1,0,0,0
"WR","Allen Robinson (0000000)","Allen Robinson",0,6900,"Jax@KC 00:00PM ET","Jax","Allen","Robinson","KC",15.58,16.5,1,0.245847176079734,0
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin",0,6800,"Car@LA 00:00PM ET","Car","Kelvin","Benjamin","LA",15.62,14.4,2,0.212927756653992,0
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,6700,"Atl@TB 00:00PM ET","Atl","Devonta","Freeman","TB",17.41,18.9,3,0.119718309859155,0
"QB","Andrew Luck (0000000)","Andrew Luck",0,6700,"Ind@GB 00:00PM ET","Ind","Andrew","Luck","GB",22.95,24.3,0,0,0
"RB","Christine Michael (0000000)","Christine Michael",0,6700,"Buf@Sea 00:00PM ET","Sea","Christine","Michael","Buf",15.2,14.8,5,0.10655737704918,0
"WR","Randall Cobb (0000000)","Randall Cobb",0,6600,"Ind@GB 00:00PM ET","GB","Randall","Cobb","Ind",10.72,0,3,0.200692041522491,0
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger",0,6600,"Pit@Bal 00:00PM ET","Pit","Ben","Roethlisberger","Bal",20.01,20.9,0,0,0
"QB","Philip Rivers (0000000)","Philip Rivers",0,6500,"Ten@SD 00:00PM ET","SD","Philip","Rivers","Ten",19.7,21.4,0,0,0
"RB","Matt Forte (0000000)","Matt Forte",0,6500,"NYJ@Mia 00:00PM ET","NYJ","Matt","Forte","Mia",16.76,16.6,4,0.101754385964912,0
"QB","Russell Wilson (0000000)","Russell Wilson",0,6400,"Buf@Sea 00:00PM ET","Sea","Russell","Wilson","Buf",19.23,19.8,13,0.00409836065573771,0
"RB","Jacquizz Rodgers (0000000)","Jacquizz Rodgers",0,6400,"Atl@TB 00:00PM ET","TB","Jacquizz","Rodgers","Atl",0,0,7,0.0483271375464684,0
"RB","Devontae Booker (0000000)","Devontae Booker",0,6400,"Den@Oak 00:00PM ET","Den","Devontae","Booker","Oak",17.44,18.1,5,0.0693430656934307,0
