"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","25000"
"3","3","15000"
"4","4","10000"
"5","5","7000"
"6","6","6000"
"7","8","5000"
"9","10","4000"
"11","15","3500"
"16","20","3000"
"21","25","2500"
"26","35","2000"
"36","50","1500"
"51","69","1000"
"70","99","800"
"100","154","700"
