"Aaron Judge_NYY","Joey Votto_CIN","Gary Sanchez_NYY","Brett Gardner_NYY","Cameron Maybin_LAA","Matt Holliday_NYY","Zack Cozart_CIN","Aaron Hicks_NYY","Starlin Castro_NYY","Mike Trout_LAA","Adam Duvall_CIN","Didi Gregorius_NYY","Eugenio Suarez_CIN","Hunter Renfroe_SD","Kole Calhoun_LAA","Scooter Gennett_CIN","Andrelton Simmons_LAA","Billy Hamilton_CIN","Chris Carter_NYY","Ryan Schimpf_SD","Scott Schebler_CIN","Yangervis Solarte_SD","Wil Myers_SD","Manuel Margot_SD","Phillip Ervin_CIN","Albert Pujols_LAA","Jacoby Ellsbury_NYY","Alex Dickerson_SD","CJ Cron_LAA","Arismendy Alcantara_CIN","Jose Peraza_CIN","Yunel Escobar_LAA","Chase Headley_NYY","Jefry Marte_LAA","Greg Bird_NYY","Danny Espinosa_LAA","Erick Aybar_SD","Travis Jankowski_SD","Jesse Winker_CIN","Martin Maldonado_LAA","Rob Refsnyder_NYY","Matt Szczur_SD","Chase d'Arnaud_SD","Cory Spangenberg_SD","Devin Mesoraco_CIN","Christian Bethancourt_SD","Luis Urias_SD","Luis Valbuena_LAA","Tyler Austin_NYY","Austin Hedges_SD","Patrick Kivlehan_CIN","Ben Revere_LAA","Gleyber Torres_NYY","Tucker Barnhart_CIN","David Fletcher_LAA","Jabari Blash_SD","Jose Rondon_SD","Carlos Asuaje_SD","Allen Cordoba_SD","Eric Young_LAA","Austin Romine_NYY","Ronald Torreyes_NYY","Jorge Mateo_NYY","Nolan Fontana_LAA","Hector Sanchez_SD","Franchy Cordero_SD","Shane Robinson_LAA","Juan Graterol_LAA","Miguel Andujar_NYY","Jose Pirela_SD","Kyle Higashioka_NYY","Carlos Perez_LAA","Nick Senzel_CIN","Stuart Turner_CIN","Luis Torrens_SD","Cliff Pennington_LAA","Tyler Wade_NYY"
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,15,0,27,26,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10,4,28,0,0,0,0,0,24,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0
0,19,0,0,0,0,16,0,0,0,18,0,18,0,0,7,0,17,0,0,18,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,0,0,0,0,14,0,0,0,0,24,0,26,0,0,0,0,0,0,0,0,19,0,0,6,0,0,11,0,5,0,13,0,0,0,20,0,0,0,0,0,0,0,26,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,34,0,47,46,34,0,0,0,0,0,0,0,0,0,0,0,0,36,11,0,0,0,11,7,24,0,0,0,0,0,48,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0
0,10,0,0,0,0,8,0,0,0,6,0,10,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,0,0,0,0,16,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0,23,0,0,11,0,0,21,0,7,0,17,0,0,0,18,0,0,0,0,0,0,0,15,0,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,32,0,0,0,31,0,32,0,0,16,0,32,0,0,32,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,16,0,23,22,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,6,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,5,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,10,0,0,5,0,0,9,0,2,0,7,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0
23,0,2,18,0,20,0,13,23,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,12,26,0,23,0,15,28,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,5,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
4,0,0,4,0,3,0,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,8,0,0,0,0,9,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,16,0,0,5,0,0,11,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
