"Aaron Judge_NYY","Joey Votto_CIN","Gary Sanchez_NYY","Brett Gardner_NYY","Cameron Maybin_LAA","Matt Holliday_NYY","Zack Cozart_CIN","Aaron Hicks_NYY","Starlin Castro_NYY","Mike Trout_LAA","Adam Duvall_CIN","Didi Gregorius_NYY","Eugenio Suarez_CIN","Hunter Renfroe_SD","Kole Calhoun_LAA","Scooter Gennett_CIN","Andrelton Simmons_LAA","Billy Hamilton_CIN","Chris Carter_NYY","Ryan Schimpf_SD","Scott Schebler_CIN","Yangervis Solarte_SD","Wil Myers_SD","Manuel Margot_SD","Phillip Ervin_CIN","Albert Pujols_LAA","Jacoby Ellsbury_NYY","Alex Dickerson_SD","CJ Cron_LAA","Arismendy Alcantara_CIN","Jose Peraza_CIN","Yunel Escobar_LAA","Chase Headley_NYY","Jefry Marte_LAA","Greg Bird_NYY","Danny Espinosa_LAA","Erick Aybar_SD","Travis Jankowski_SD","Jesse Winker_CIN","Martin Maldonado_LAA","Rob Refsnyder_NYY","Matt Szczur_SD","Chase d'Arnaud_SD","Cory Spangenberg_SD","Devin Mesoraco_CIN","Christian Bethancourt_SD","Luis Urias_SD","Luis Valbuena_LAA","Tyler Austin_NYY","Austin Hedges_SD","Patrick Kivlehan_CIN","Ben Revere_LAA","Gleyber Torres_NYY","Tucker Barnhart_CIN","David Fletcher_LAA","Jabari Blash_SD","Jose Rondon_SD","Carlos Asuaje_SD","Allen Cordoba_SD","Eric Young_LAA","Austin Romine_NYY","Ronald Torreyes_NYY","Jorge Mateo_NYY","Nolan Fontana_LAA","Hector Sanchez_SD","Franchy Cordero_SD","Shane Robinson_LAA","Juan Graterol_LAA","Miguel Andujar_NYY","Jose Pirela_SD","Kyle Higashioka_NYY","Carlos Perez_LAA","Nick Senzel_CIN","Stuart Turner_CIN","Luis Torrens_SD","Cliff Pennington_LAA","Tyler Wade_NYY"
111.198653198653,0,46.769717019618,22.3658649398705,0,35.0605560251445,0,1.19761904761905,34.5521885521886,0,0,-2.1,0,0,0,0,0,0,6.21572580645161,0,0,0,0,0,0,0,-0.733333333333333,0,0,0,0,0,10.7423681776133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3784615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.0005844535359,0,0,0,0,4.07918552036199,0,0,0,-3.1411465892598,0,-1.52795248078267,0,0,0,0,-6.62010159651669,0,0,2.04644412191582,0,0,0,0,0,0,0,0,0,13.3432510885341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.769717019618,0,102.576612903226,14.6758620689655,0,38.0689655172414,0,31.9076086956522,33.6935483870968,0,0,10.0128205128205,0,0,0,0,0,0,4.08225108225108,0,0,0,0,0,0,0,-9.85238095238095,0,0,0,0,0,1.76780626780627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.86363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.3658649398705,0,14.6758620689655,77.2228571428571,0,19.823467230444,0,17.2225806451613,7.78188775510204,0,0,6.39488636363636,0,0,0,0,0,0,1.35449735449735,0,0,0,0,0,0,0,-10.14,0,0,0,0,0,-7.32868757259001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,81.6234772978959,0,0,0,0,10.7924369747899,0,0,0,0,13.4514170040486,0,21.7403100775194,0,0,0,0,0,0,0,0,-5.21428571428571,0,0,0,0,0,1.5978835978836,0,0,0,8.53503787878788,0,0,0,10.6095238095238,0,0,0,0,0,0,0,0,0,0,0,4.15909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0605560251445,0,38.0689655172414,19.823467230444,0,70.2525490196078,0,1.5453781512605,25.6979591836735,0,0,7.11319073083779,0,0,0,0,0,0,-0.787096774193548,0,0,0,0,0,0,0,19.3888888888889,0,0,0,0,0,4.07188160676533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.772727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.07918552036199,0,0,0,0,76.6949472096531,0,0,0,-24.2039777983349,0,3.48566142460685,0,0,0,0,12.2659574468085,0,0,1.59323671497585,0,0,0,0,0,0,0,0,0,4.9487922705314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13104838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.19761904761905,0,31.9076086956522,17.2225806451613,0,1.5453781512605,0,75.336032388664,9.88762446657183,0,0,-6.27777777777778,0,0,0,0,0,0,-3.44444444444444,0,0,0,0,0,0,0,0.0428571428571429,0,0,0,0,0,8.35126050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5521885521886,0,33.6935483870968,7.78188775510204,0,25.6979591836735,0,9.88762446657183,50.6578947368421,0,0,11.5436974789916,0,0,0,0,0,0,9.85026737967914,0,0,0,0,0,0,0,6.34375,0,0,0,0,0,10.9642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12301587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.7924369747899,0,0,0,0,50.5264270613108,0,0,0,0,0.496153846153846,0,11.0741971207087,0,0,0,0,0,0,0,0,9.81906906906907,0,0,0,0,0,2.6551724137931,0,0,0,18.9019607843137,0,0,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,21.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
