"Aaron Judge_NYY","Mookie Betts_BOS","Jackie Bradley_BOS","JD Martinez_DET","Brett Gardner_NYY","Andrew Benintendi_BOS","Justin Upton_DET","Gary Sanchez_NYY","Josh Donaldson_TOR","Xander Bogaerts_BOS","Dustin Pedroia_BOS","Justin Smoak_TOR","Russell Martin_TOR","Matt Holliday_NYY","Ian Kinsler_DET","Alex Avila_DET","Hanley Ramirez_BOS","Mitch Moreland_BOS","Didi Gregorius_NYY","Clint Frazier_NYY","Nicholas Castellanos_DET","Devon Travis_TOR","Jacoby Ellsbury_NYY","Miguel Cabrera_DET","Troy Tulowitzki_TOR","Chris Young_BOS","Aaron Hicks_NYY","Mason Williams_NYY","Kendrys Morales_TOR","Andrew Romine_DET","Kevin Pillar_TOR","Starlin Castro_NYY","Deven Marrero_BOS","Victor Martinez_DET","Jhonny Peralta_BOS","Chase Headley_NYY","Brock Holt_BOS","Greg Bird_NYY","Dustin Fowler_NYY","Jose Bautista_TOR","Pablo Sandoval_BOS","Chris Carter_NYY","Ronald Torreyes_NYY","Rob Refsnyder_NYY","Tyler Austin_NYY","Jorge Mateo_NYY","Miguel Andujar_NYY","Miguel Montero_TOR","Steve Pearce_TOR","Alex Presley_DET","Dixon Machado_DET","JaCoby Jones_DET","James McCann_DET","Christian Vazquez_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Tyler Wade_NYY","Ezequiel Carrera_TOR","John Hicks_DET","Dalton Pompey_TOR","Mikie Mahtook_DET","Tyler Collins_DET","Rowdy Tellez_TOR","Sandy Leon_BOS","Ji-Man Choi_NYY","Sam Travis_BOS","Jarrod Saltalamacchia_TOR","Jose Iglesias_DET","Josh Rutledge_BOS","Gleyber Torres_NYY","Jim Adduci_DET","Darwin Barney_TOR","Ryan Goins_TOR","Darrell Ceciliani_TOR","Chris Coghlan_TOR","Anthony Alford_TOR","Austin Romine_NYY","Matt den Dekker_DET","Dwight Smith_TOR","Luke Maile_TOR","Kyle Higashioka_NYY","Tzu-Wei Lin_BOS","Mike Ohlman_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR"
97.1947419668939,0,0,0,14.7699736611062,0,0,21.6730442176871,0,0,0,0,0,23.6627118644068,0,0,0,0,2.86466165413534,-31.2,0,0,-1.3719512195122,0,0,0,6.1256038647343,21.6666666666667,0,0,0,29.6690079016681,0,0,0,-0.275440976933514,0,0,0,0,0,7.11969696969697,17.4711538461538,0,-23,0,0,0,0,0,0,0,0,0,0,0,-14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95079365079365,0,0,0,11.6666666666667,0,0,0,0,0
0,107.282716049383,9.078125,0,0,20.1291925465839,0,0,0,11.1297667530544,27.9874551971326,0,0,0,0,0,24.7286713286713,0.580333625987709,0,0,0,0,0,0,0,-14.5614973262032,0,0,0,0,0,0,21.5677361853832,0,0,0,-5,0,0,0,10.9387351778656,0,0,0,0,0,0,0,0,0,0,0,0,-4.60162601626016,0,-5.1,0,0,0,0,0,0,0,16.1396761133603,0,5.81944444444444,0,0,-0.152173913043478,0,0,0,0,0,0,0,0,0,0,0,0,52.0333333333333,0,0,0,0
0,9.078125,57.3179556761646,0,0,16.8363636363636,0,0,0,3.6016393442623,4.0930612244898,0,0,0,0,0,2.11111111111111,2.27564935064935,0,0,0,0,0,0,0,8.84464285714286,0,0,0,0,0,0,23.0806451612903,0,0,0,0,0,0,0,0.566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,8.38138138138138,0,3.98181818181818,0,0,0,0,0,0,0,10.4022988505747,0,56.2361111111111,0,0,-7.35930735930736,0,0,0,0,0,0,0,0,0,0,0,0,28.8055555555556,0,0,0,0
0,0,0,95.1979648473636,0,0,19.7732558139535,0,0,0,0,0,0,0,18.5127627627628,11.7655913978495,0,0,0,0,0,0,0,32.8843434343434,0,0,0,0,0,-7.56209150326797,0,0,0,23.2016129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6043956043956,28.2272727272727,0,18.1111111111111,0,0,0,0,0,29,0,12.5789473684211,-52,0,0,0,0,0,15.5560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.7699736611062,0,0,0,74.539710485133,0,0,6.91794217687075,0,0,0,0,0,14.955732946299,0,0,0,0,12.1334730957372,-12.25,0,0,-5.08571428571429,0,0,0,15.8769230769231,-37.5,0,0,0,5.44745762711864,0,0,0,-9.77786885245902,0,0,0,0,0,8.49207317073171,11.8591749644381,0,13,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3238916256158,0,0,0,3.66666666666667,0,0,0,0,0
0,20.1291925465839,16.8363636363636,0,0,88.5193661971831,0,0,0,10.8978365384615,12.3702513150205,0,0,0,0,0,9.48441558441558,18.6481230212573,0,0,0,0,0,0,0,1.73858333333333,0,0,0,0,0,0,-6.405,0,0,0,-1.66666666666667,0,0,0,10.5036231884058,0,0,0,0,0,0,0,0,0,0,0,0,16.7297297297297,0,4.07142857142857,0,0,0,0,0,0,0,16.078431372549,0,0,0,0,2.69590643274854,0,0,0,0,0,0,0,0,0,0,0,0,71.75,0,0,0,0
0,0,0,19.7732558139535,0,0,64.5954451345756,0,0,0,0,0,0,0,9.9961038961039,8.58048780487805,0,0,0,0,0,0,0,0.722092343658679,0,0,0,0,0,13.9043560606061,0,0,0,0.634252539912917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4010989010989,4.91666666666667,2.55357142857143,7.24705882352941,0,0,0,0,0,31.0227272727273,0,7.91304347826087,-0.22463768115942,0,0,0,0,0,1.89129164231444,0,0,33.0777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6730442176871,0,0,0,6.91794217687075,0,0,89.553544494721,0,0,0,0,0,28.0327169274538,0,0,0,0,1.09468599033816,-49.75,0,0,-11.4083333333333,0,0,0,18.179435483871,50,0,0,0,35.4589743589744,0,0,0,6.97885835095137,0,0,0,0,0,10.8427419354839,0.83399209486166,0,-40.5,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42727272727273,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57.9667774086379,0,0,20.1396761133603,11.4707661290323,0,0,0,0,0,0,0,0,-8.58241758241758,0,0,12.2298780487805,0,0,0,-0.448780487804878,0,14.3567073170732,0,0,0,0,0,0,0,0,9.18383167220377,0,0,0,0,0,0,0,0,5.64619883040936,0,0,0,0,0,0,0,0,-23.9649122807018,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4117647058824,-0.661764705882353,0,2,0,0,0,-12.3333333333333,3.83333333333333,0,0,0,0,0,0
0,11.1297667530544,3.6016393442623,0,0,10.8978365384615,0,0,0,52.9016216216216,6.67011278195489,0,0,0,0,0,-2.16578529878371,6.2826420890937,0,0,0,0,0,0,0,12.6274193548387,0,0,0,0,0,0,23.8430107526882,0,0,0,0,0,0,0,5.9547619047619,0,0,0,0,0,0,0,0,0,0,0,0,-2.17354196301565,0,-0.151515151515152,0,0,0,0,0,0,0,17.6028528528529,0,35.25,0,0,9.22282608695652,0,0,0,0,0,0,0,0,0,0,0,0,-21.6,0,0,0,0
