"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"SS","Corey Seager",5700,"LAD@COL 03:10PM ET",8.351,"LAD","COL",10.67,12.3,10.25,NA,"2","2",20
"OF","Bryce Harper",5600,"PHI@WAS 07:05PM ET",12.979,"WAS","PHI",9.97,9.2,9.92,NA,"3","3",15
"3B","Nolan Arenado",5500,"LAD@COL 03:10PM ET",8.934,"COL","LAD",10.91,10.6,9.86,NA,"3","3",25
"OF","Charlie Blackmon",5400,"LAD@COL 03:10PM ET",9.711,"COL","LAD",7.98,9.3,9.69,NA,"1","1",15
"OF","Mike Trout",5300,"DET@LAA 03:37PM ET",10.964,"LAA","DET",9.4,9.6,10.31,NA,"2","3",30
"1B","Paul Goldschmidt",5300,"PIT@ARI 04:10PM ET",10.908,"ARI","PIT",9.17,9.5,10.52,NA,"3","3",32
"1B/OF","Cody Bellinger",5200,"LAD@COL 03:10PM ET",11.694,"LAD","COL",8.97,11.8,9.12,NA,"4","4",12
"OF","Yasiel Puig",5100,"LAD@COL 03:10PM ET",7.556,"LAD","COL",8.2,11,7.97,NA,"8","8",19
"1B","Mark Reynolds",5000,"LAD@COL 03:10PM ET",9.875,"COL","LAD",8.47,8.9,8.73,NA,"4","4",7
"SS","Trea Turner",5000,"PHI@WAS 07:05PM ET",9.107,"WAS","PHI",8.81,9.3,9.79,NA,"x","1",4
"2B","Daniel Murphy",5000,"PHI@WAS 07:05PM ET",9.733,"WAS","PHI",9.49,7.6,8.12,NA,"5","4",2
"3B","Justin Turner",4900,"LAD@COL 03:10PM ET",8.014,"LAD","COL",9.43,11.7,9.82,NA,"3","3",8
"1B/OF","Ian Desmond",4900,"LAD@COL 03:10PM ET",8.462,"COL","LAD",9.18,9.7,8.49,NA,"5","5",3
"OF","Joc Pederson",4900,"LAD@COL 03:10PM ET",5.704,"LAD","COL",10.03,11.6,9.42,NA,"1","1",4
"2B","Jose Altuve",4900,"HOU@NYY 07:38PM ET",8.886,"HOU","NYY",8.31,8.5,8.96,NA,"3","3",6
"2B","DJ LeMahieu",4800,"LAD@COL 03:10PM ET",6.224,"COL","LAD",9.05,8.9,8.53,NA,"2","2",11
"1B","Ryan Zimmerman",4800,"PHI@WAS 07:05PM ET",12.235,"WAS","PHI",NA,0,8.22,NA,"x","x",4
"OF","Aaron Judge",4800,"HOU@NYY 07:38PM ET",12,"NYY","HOU",8.19,8.7,8.04,NA,"6","5",18
"SS","Carlos Correa",4800,"HOU@NYY 07:38PM ET",8.424,"HOU","NYY",7.49,8.4,7.68,NA,"4","4",9
"2B/3B","Logan Forsythe",4700,"LAD@COL 03:10PM ET",5.4,"LAD","COL",NA,0,NA,NA,"x","x",NA
"1B","Joey Votto",4700,"CIN@SF 04:05PM ET",10.368,"CIN","SF",8.47,8.2,8.7,NA,"3","3",8
"C","Gary Sanchez",4700,"HOU@NYY 07:38PM ET",6.917,"NYY","HOU",NA,0,8.93,NA,"x","x",14
"OF","AJ Pollock",4600,"PIT@ARI 04:10PM ET",9.167,"ARI","PIT",8.3,9.4,10.04,NA,"1","1",8
"3B","Jake Lamb",4600,"PIT@ARI 04:10PM ET",9.05,"ARI","PIT",8.76,8.8,8.39,NA,"4","4",11
"OF","David Dahl",4600,"LAD@COL 03:10PM ET",0,"COL","LAD",NA,0,NA,NA,"x","x",NA
"OF","Franklin Gutierrez",4600,"LAD@COL 03:10PM ET",4.442,"LAD","COL",NA,0,1.88,NA,"x","x",NA
"SS","Trevor Story",4600,"LAD@COL 03:10PM ET",6.441,"COL","LAD",NA,0,NA,NA,"x","x",NA
"1B","Miguel Cabrera",4500,"DET@LAA 03:37PM ET",6.923,"DET","LAA",8.49,7.7,8.99,NA,"3","3",0
"C","Yasmani Grandal",4500,"LAD@COL 03:10PM ET",6.594,"LAD","COL",8.36,10.6,8.39,NA,"5","5",13
