"Place_lo","Place_hi","Payout"
"1","1","300"
"2","2","225"
"3","3","150"
"4","4","100"
"5","6","75"
"7","8","60"
"9","12","45"
"13","16","30"
"17","21","25"
"22","31","20"
"32","41","15"
"42","96","10"
"97","166","9"
