"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,828115336,"AAlgien",0,181.74,"DST Seahawks  TE Jason Witten WR Emmanuel Sanders WR Demaryius Thomas WR Dez Bryant QB Trevor Siemian RB C.J. Anderson RB Todd Gurley II FLEX Ezekiel Elliott",NA,"Ezekiel Elliott","85.37%",6.2
2,826354491,"dutraaj",0,178.02,"DST Seahawks  TE Jason Witten WR Demaryius Thomas WR Dez Bryant WR Doug Baldwin QB Russell Wilson FLEX Chris Thompson RB C.J. Anderson RB Todd Gurley II",NA,"Todd Gurley II","71.09%",27.6
3,827968774,"mackintp",0,173.24,"DST Seahawks  TE Jason Witten WR Emmanuel Sanders WR Demaryius Thomas WR Doug Baldwin QB Trevor Siemian RB C.J. Anderson RB Todd Gurley II FLEX Ezekiel Elliott",NA,"Doug Baldwin","66.50%",10.4
4,823337329,"bunchmarc",0,166.32,"DST Rams  TE Jason Witten WR Emmanuel Sanders WR Dez Bryant WR Doug Baldwin QB Dak Prescott RB C.J. Anderson FLEX Todd Gurley II RB Ezekiel Elliott",NA,"Seahawks ","56.29%",8
5,826454387,"perilous (2/15)",0,165.84,"DST Redskins  WR Emmanuel Sanders WR Demaryius Thomas WR Dez Bryant TE Jordan Reed QB Trevor Siemian FLEX C.J. Anderson RB Todd Gurley II RB Ezekiel Elliott",NA,"Demaryius Thomas","43.37%",13.1
6,825538891,"jrschaeffer",0,162.54,"DST Seahawks  TE Jason Witten WR Demaryius Thomas WR Dez Bryant QB Trevor Siemian WR Sammy Watkins RB C.J. Anderson RB Todd Gurley II FLEX Ezekiel Elliott",NA,"Terrelle Pryor Sr.","42.52%",5.1
7,824202044,"scaredmoney",0,158.12,"DST Seahawks  TE Jason Witten WR Emmanuel Sanders WR Doug Baldwin QB Russell Wilson WR Cole Beasley FLEX C.J. Anderson RB Todd Gurley II RB Ezekiel Elliott",NA,"Russell Wilson","39.80%",15.32
8,824500971,"qb4life",0,157.02,"DST Seahawks  TE Jason Witten WR Emmanuel Sanders FLEX Doug Baldwin QB Russell Wilson WR Terrelle Pryor Sr. WR Cole Beasley RB C.J. Anderson RB Todd Gurley II",NA,"Jordan Reed","37.59%",10.8
9,823963743,"bratsdad (1/2)",0,156.82,"DST Seahawks  TE Jason Witten FLEX Dez Bryant WR Doug Baldwin QB Russell Wilson WR Terrelle Pryor Sr. WR Tyler Lockett RB C.J. Anderson RB Todd Gurley II",NA,"Cooper Kupp","35.54%",6.3
10,823992453,"jrdz29",0,153.96,"DST Rams  TE Jason Witten WR Emmanuel Sanders WR Doug Baldwin WR Tyler Lockett RB C.J. Anderson RB Todd Gurley II QB Jared Goff FLEX Ezekiel Elliott",NA,"C.J. Anderson","34.18%",33.4
