"Kris Bryant_CHC","Anthony Rizzo_CHC","Joey Votto_CIN","Kyle Schwarber_CHC","Adrian Beltre_TEX","Billy Hamilton_CIN","Aaron Altherr_PHI","Joey Gallo_TEX","Nomar Mazara_TEX","Mike Napoli_TEX","Shin-Soo Choo_TEX","Cesar Hernandez_PHI","Rougned Odor_TEX","Elvis Andrus_TEX","Maikel Franco_PHI","Carlos Gomez_TEX","Jonathan Lucroy_TEX","Odubel Herrera_PHI","Ben Zobrist_CHC","Adam Duvall_CIN","Ian Happ_CHC","Tommy Joseph_PHI","Zack Cozart_CIN","Addison Russell_CHC","Freddy Galvis_PHI","Eugenio Suarez_CIN","Willson Contreras_CHC","Javier Baez_CHC","Howie Kendrick_PHI","Michael Saunders_PHI","Delino DeShields_TEX","Cameron Rupp_PHI","Jurickson Profar_TEX","Scott Schebler_CIN","Jeimer Candelario_CHC","Robinson Chirinos_TEX","Daniel Nava_PHI","Andrew Knapp_PHI","Jason Heyward_CHC","Scooter Gennett_CIN","Peter O'Brien_CIN","Jose Peraza_CIN","Albert Almora_CHC","Rhys Hoskins_PHI","Miguel Montero_CHC","Jon Jay_CHC","Phillip Ervin_CIN","Pete Kozma_TEX","Brett Nicholas_TEX","Ryan Rua_TEX","Brock Stassi_PHI","Arismendy Alcantara_CIN","Andres Blanco_PHI","Tommy La Stella_CHC","Hanser Alberto_TEX","Jesse Winker_CIN","Tucker Barnhart_CIN","Ty Kelly_PHI","Devin Mesoraco_CIN","Drew Robinson_TEX","Jared Hoying_TEX","Eloy Jimenez_CHC","Patrick Kivlehan_CIN","Stuart Turner_CIN"
32,31,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,29,0,0,22,23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,34,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,30,0,0,24,25,0,0,0,0,0,0,3,0,0,0,24,0,0,0,16,0,10,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,37,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,31,0,0,34,0,0,0,0,0,0,0,35,0,0,0,0,0,13,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,0,8,0,0,0,4,4
29,31,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,0,0,27,0,0,22,23,0,0,0,0,0,0,3,0,0,0,24,0,0,0,14,0,10,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,29,0,0,31,0,0,0,0,0,0,0,33,0,0,0,0,0,11,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,7,0,0,0,2,4
0,0,0,0,0,0,21,0,0,0,0,21,0,0,19,0,0,19,0,0,0,18,0,0,21,0,0,0,0,16,0,16,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,37,35,34,31,0,37,36,0,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35,35,32,29,0,35,34,0,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,34,32,36,30,0,36,35,0,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
