"Paul Goldschmidt_ARI","Chris Taylor_LAD","Gregor Blanco_ARI","Cody Bellinger_LAD","Corey Seager_LAD","Michael Conforto_NYM","Brandon Belt_SF","Yasiel Puig_LAD","AJ Pollock_ARI","Jay Bruce_NYM","Jake Lamb_ARI","Austin Barnes_LAD","JD Martinez_ARI","Curtis Granderson_NYM","Chase Utley_LAD","Buster Posey_SF","Yoenis Cespedes_NYM","Adrian Gonzalez_LAD","Justin Turner_LAD","Nick Hundley_SF","David Wright_NYM","Kike Hernandez_LAD","Hunter Pence_SF","Asdrubal Cabrera_NYM","Joc Pederson_LAD","Pablo Sandoval_SF","Yasmany Tomas_ARI","David Peralta_ARI","Chris Owings_ARI","Franklin Gutierrez_LAD","Wilmer Flores_NYM","Peter O'Brien_LAD","Jarrett Parker_SF","Joe Panik_SF","Ketel Marte_ARI","Christian Arroyo_SF","Jose Reyes_NYM","Yasmani Grandal_LAD","Denard Span_SF","Daniel Descalso_ARI","Kelby Tomlinson_SF","Travis d'Arnaud_NYM","Logan Forsythe_LAD","Trayce Thompson_LAD","Brandon Crawford_SF","Chris Herrmann_ARI","Rey Fuentes_ARI","Mac Williamson_SF","Andrew Toles_LAD","Amed Rosario_NYM","Willie Calhoun_LAD","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Rob Segedin_LAD","Brandon Nimmo_NYM","TJ Rivera_NYM","Alex Verdugo_LAD","Socrates Brito_ARI","Andre Ethier_LAD","Neil Walker_NYM","Juan Lagares_NYM","Gavin Cecchini_NYM","Jeff Mathis_ARI","Aaron Hill_SF","Chris Iannetta_ARI","Gorkys Hernandez_SF","Brandon Drury_ARI","Matt Reynolds_NYM","Kevin Plawecki_NYM","Conor Gillaspie_SF","Justin Ruggiano_SF","Adam Rosales_ARI","Michael Morse_SF","Mike Freeman_LAD","Tim Federowicz_SF","Rene Rivera_NYM","Brett Eibner_LAD","Kyle Farmer_LAD","Emilio Bonifacio_ARI","Chris Marrero_SF","Carlos Moncrief_SF","Ildemaro Vargas_ARI","Jack Reinheimer_ARI","Austin Slater_SF","Miguel Gomez_SF","Dawel Lugo_ARI","Domingo Leyba_ARI","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
101,0,34,0,0,0,0,0,51,0,92,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,81,0,0,0,0,0,12,0,0,0,0,48,0,0,0,0,0,33,0,0,0,0,0,6,0,37,0,0,0,0,0,0,0,0,0,45,0,36,0,79,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,0,69,65,0,0,60,0,0,0,25,0,0,37,0,0,19,49,0,0,0,0,0,38,0,0,0,0,10,0,0,0,0,0,0,0,51,0,0,0,0,42,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,35,0,0,0,0,0,4,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,28,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,0,81,73,0,0,66,0,0,0,22,0,0,48,0,0,25,55,0,0,0,0,0,43,0,0,0,0,8,0,0,0,0,0,0,0,61,0,0,0,0,46,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,73,92,0,0,79,0,0,0,23,0,0,50,0,0,38,65,0,0,0,0,0,49,0,0,0,0,11,0,0,0,0,0,0,0,70,0,0,0,0,53,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,73,0,0,0,68,0,0,0,52,0,0,30,0,0,0,0,0,0,48,0,0,0,0,0,0,40,0,0,0,0,0,58,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,48,11,2,0,0,0,0,0,5,5,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,80,0,0,0,25,0,0,67,0,0,0,0,0,0,0,0,0,7,80,0,27,0,0,70,0,10,0,0,0,79,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,47,0,0,0,12,11,0,5,0,0,0,0,0,0,9,0,0,0,20,2,0,0,5,6,10
0,60,0,66,79,0,0,87,0,0,0,19,0,0,48,0,0,36,63,0,0,0,0,0,48,0,0,0,0,9,0,0,0,0,0,0,0,68,0,0,0,0,48,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,4,0,0,0,0,0,53,0,47,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,42,0,0,0,0,0,7,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,26,0,20,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,68,0,0,0,95,0,0,0,71,0,0,51,0,0,0,0,0,0,65,0,0,0,0,0,0,51,0,0,0,0,0,79,0,0,0,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,60,13,4,0,0,0,0,0,7,6,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
