P,P,C,1B,2B,3B,SS,OF,OF,OF
Junior Guerra,Nick Pivetta,Gary Sanchez,Mark Reynolds,DJ LeMahieu,Nolan Arenado,Jean Segura,Charlie Blackmon,Aaron Judge,Carlos Gonzalez
Michael Wacha,Jeff Hoffman,Gary Sanchez,Matt Holliday,Starlin Castro,Jedd Gyorko,Trevor Story,Aaron Judge,Aaron Hicks,Tommy Pham
Jeff Samardzija,Nick Pivetta,Gary Sanchez,Mark Reynolds,Robinson Cano,Kyle Seager,Jean Segura,Aaron Judge,Nelson Cruz,Ben Gamel
Nick Pivetta,Kevin Gausman,Gary Sanchez,Matt Holliday,Starlin Castro,Jake Lamb,Didi Gregorius,Aaron Judge,David Peralta,Adam Frazier
Jeff Samardzija,Nick Pivetta,Gary Sanchez,Trey Mancini,Jonathan Schoop,Manny Machado,Trevor Story,Aaron Judge,Mark Trumbo,Adam Jones
Jeff Samardzija,Junior Guerra,Gary Sanchez,Matt Holliday,Starlin Castro,Travis Shaw,Didi Gregorius,Aaron Judge,Carlos Gonzalez,Byron Buxton
Jeff Samardzija,Kevin Gausman,Chris Iannetta,Mark Reynolds,DJ LeMahieu,Nolan Arenado,Didi Gregorius,Charlie Blackmon,Carlos Gonzalez,Byron Buxton
Nick Pivetta,David Holmberg,Gary Sanchez,Paul Goldschmidt,Brandon Drury,Jake Lamb,Trevor Story,David Peralta,Gregor Blanco,Adam Frazier
Michael Wacha,Nick Pivetta,Gary Sanchez,Mark Reynolds,Rougned Odor,Adrian Beltre,Elvis Andrus,Aaron Judge,Shin-Soo Choo,Nomar Mazara
Mike Fiers,Nick Pivetta,Gary Sanchez,Matt Holliday,Starlin Castro,Nolan Arenado,Jean Segura,Aaron Judge,Aaron Hicks,Byron Buxton
Justin Verlander,Taijuan Walker,Gary Sanchez,Matt Holliday,Starlin Castro,Jedd Gyorko,Didi Gregorius,Aaron Judge,Melky Cabrera,Joc Pederson
Tyson Ross,David Holmberg,Gary Sanchez,Matt Holliday,Starlin Castro,Nolan Arenado,Didi Gregorius,Charlie Blackmon,Aaron Judge,Tommy Pham
Michael Wacha,Sean Manaea,Gary Sanchez,Matt Holliday,Starlin Castro,Miguel Sano,Didi Gregorius,Aaron Judge,Nomar Mazara,Yoenis Cespedes
James Paxton,Junior Guerra,Gary Sanchez,Matt Holliday,Starlin Castro,Adrian Beltre,Brandon Crawford,Aaron Judge,David Peralta,Aaron Hicks
Justin Verlander,Kevin Gausman,Gary Sanchez,Matt Holliday,Starlin Castro,David Freese,Carlos Correa,Aaron Judge,George Springer,Aaron Hicks
Michael Wacha,Nick Pivetta,Evan Gattis,Paul Goldschmidt,Jose Altuve,Jake Lamb,Carlos Correa,George Springer,David Peralta,Norichika Aoki
