"Jonathan Schoop_BAL","Adrian Beltre_TEX","Adam Jones_BAL","Elvis Andrus_TEX","Manny Machado_BAL","Starling Marte_PIT","Chris Davis_BAL","Josh Harrison_PIT","Andrew McCutchen_PIT","Gregory Polanco_PIT","Shin-Soo Choo_TEX","Josh Bell_PIT","Adam Frazier_PIT","David Freese_PIT","Hunter Renfroe_SD","Mike Napoli_TEX","Seth Smith_BAL","Mark Trumbo_BAL","Rougned Odor_TEX","Nomar Mazara_TEX","Jose Pirela_SD","Wil Myers_SD","Manuel Margot_SD","Carlos Gomez_TEX","Delino DeShields_TEX","Joey Gallo_TEX","Trey Mancini_BAL","Ryan Schimpf_SD","Welington Castillo_BAL","Yangervis Solarte_SD","Jordy Mercer_PIT","Jose Osuna_PIT","Robinson Chirinos_TEX","Caleb Joseph_BAL","Jurickson Profar_TEX","Alex Dickerson_SD","Carlos Asuaje_SD","JJ Hardy_BAL","Ronald Guzman_TEX","Jordan Luplow_PIT","Cory Spangenberg_SD","Jonathan Lucroy_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Travis Jankowski_SD","Ruben Tejada_BAL","Johnny Giavotella_BAL","Ryan Rua_TEX","Anthony Santander_BAL","Andy Ibanez_TEX","Matt Szczur_SD","Jabari Blash_SD","Danny Ortiz_PIT","Hector Sanchez_SD","Kevin Newman_PIT","Paul Janish_BAL","Craig Gentry_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","David Washington_BAL","Luis Sardinas_BAL","Joey Rickard_BAL","Chase d'Arnaud_SD","Hanser Alberto_TEX","Christian Bethancourt_SD","Austin Hedges_SD","Franchy Cordero_SD","Luis Urias_SD","Drew Stubbs_TEX","Erick Aybar_SD","Francisco Cervelli_PIT","Elias Diaz_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","John Jaso_PIT","Drew Robinson_TEX","Gift Ngoepe_PIT","Max Moroff_PIT","Dusty Coleman_SD","Jacob Stallings_PIT","Jose Rondon_SD","Allen Cordoba_SD","Luis Torrens_SD","John Bormann_PIT","Chris Stewart_PIT"
0,43,0,83,0,0,0,0,0,0,87,0,0,0,0,68,0,0,86,74,0,0,0,60,46,73,0,0,0,0,0,0,33,0,17,0,0,0,0,0,0,61,7,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,78,82,62,0,86,51,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,0,0,33,0,0,8,0,0,0,0,0,0,18
0,0,0,0,0,12,0,50,54,38,0,51,57,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,24,0,0,3,0,0,0,0,0,0,12
0,0,0,0,0,17,0,63,66,45,0,60,46,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,0,0,19,0,0,4,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,27,81,56,0,0,0,0,41,0,63,0,0,0,0,0,0,17,0,0,0,51,0,0,0,0,13,0,0,0,0,0,16,11,0,6,0,0,0,0,0,0,0,0,0,10,0,0,61,18,0,0,58,0,0,0,0,0,0,0,0,0,0,0,35,20,0,0
0,33,0,74,0,0,0,0,0,0,68,0,0,0,0,77,0,0,76,64,0,0,0,61,43,62,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,60,6,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
56,0,52,0,54,0,40,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,37,0,35,0,0,0,0,21,0,0,0,33,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,88,0,91,0,69,0,0,0,0,0,0,0,0,0,57,95,0,0,0,0,0,0,0,0,74,0,56,0,0,0,0,40,0,0,0,60,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,14,3,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,91,0,0,0,0,0,0,86,0,0,0,0,76,0,0,95,83,0,0,0,66,54,80,0,0,0,0,0,0,36,0,17,0,0,0,0,0,0,68,7,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,38,0,79,0,0,0,0,0,0,74,0,0,0,0,64,0,0,83,83,0,0,0,57,42,76,0,0,0,0,0,0,29,0,17,0,0,0,0,0,0,59,3,0,13,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,35,33,18,0,0,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,9,8,0,7,0,0,0,0,0,0,0,0,0,3,0,0,18,12,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,33,92,62,0,0,0,0,42,0,64,0,0,0,0,0,0,24,0,0,0,58,0,0,0,0,13,0,0,0,0,0,19,19,0,10,0,0,0,0,0,0,0,0,0,10,0,0,62,20,0,0,64,0,0,0,0,0,0,0,0,0,0,0,36,22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,18,62,63,0,0,0,0,33,0,41,0,0,0,0,0,0,20,0,0,0,37,0,0,0,0,12,0,0,0,0,0,8,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0
0,30,0,64,0,0,0,0,0,0,60,0,0,0,0,61,0,0,66,57,0,0,0,67,32,53,0,0,0,0,0,0,26,0,14,0,0,0,0,0,0,46,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,21,0,52,0,0,0,0,0,0,46,0,0,0,0,43,0,0,54,42,0,0,0,32,55,40,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,41,6,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,77,0,0,0,0,0,0,73,0,0,0,0,62,0,0,80,76,0,0,0,53,40,80,0,0,0,0,0,0,28,0,16,0,0,0,0,0,0,56,3,0,14,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
72,0,69,0,70,0,48,0,0,0,0,0,0,0,0,0,37,74,0,0,0,0,0,0,0,0,74,0,46,0,0,0,0,29,0,0,0,43,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,14,3,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,42,33,0,0,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,6,5,0,2,0,0,0,0,0,0,0,0,0,3,0,0,34,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0
56,0,51,0,54,0,37,0,0,0,0,0,0,0,0,0,35,56,0,0,0,0,0,0,0,0,46,0,56,0,0,0,0,5,0,0,0,33,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,9,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,10,64,41,0,0,0,0,42,0,66,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,13,0,0,0,0,0,14,8,0,2,0,0,0,0,0,0,0,0,0,9,0,0,53,16,0,0,47,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0
0,0,0,0,0,19,0,82,86,66,0,79,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0,0,35,0,0,5,0,0,0,0,0,0,18
0,0,0,0,0,3,0,27,26,21,0,22,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,5,0,0,6,0,0,0,0,0,0,5
0,20,0,36,0,0,0,0,0,0,33,0,0,0,0,25,0,0,36,29,0,0,0,26,23,28,0,0,0,0,0,0,37,0,4,0,0,0,0,0,0,10,5,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,36,0,38,0,32,0,0,0,0,0,0,0,0,0,21,40,0,0,0,0,0,0,0,0,29,0,5,0,0,0,0,40,0,0,0,27,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,13,0,0,0,0,0,0,17,0,0,0,0,13,0,0,17,17,0,0,0,14,5,16,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0
58,0,56,0,56,0,53,0,0,0,0,0,0,0,0,0,33,60,0,0,0,0,0,0,0,0,43,0,33,0,0,0,0,27,0,0,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,31,58,37,0,0,0,0,15,0,34,0,0,0,0,0,0,23,0,0,0,61,0,0,0,0,0,0,0,0,0,0,15,14,0,9,0,0,0,0,0,0,0,0,0,4,0,0,38,16,0,0,40,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0
0,33,0,66,0,0,0,0,0,0,61,0,0,0,0,60,0,0,68,59,0,0,0,46,41,56,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,69,4,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,5,0,8,0,0,0,0,0,0,7,0,0,0,0,6,0,0,7,3,0,0,0,6,6,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,13,0,0,0,0,0,0,14,0,0,0,0,7,0,0,14,13,0,0,0,0,9,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,12,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,25,0,23,0,14,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,26,0,17,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,26,0,0,0,0,0,0,20,0,0,0,0,18,0,0,26,20,0,0,0,15,19,22,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,3,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,19,8,0,0,0,0,6,0,14,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,19,17,0,0,0,0,5,0,8,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0
0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,10,10,0,0,0,0,2,0,2,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,13,0,14,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,27,0,31,0,21,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,31,0,17,0,0,0,0,17,0,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,2,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,10,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,18,62,42,0,0,0,0,34,0,53,0,0,0,0,0,0,10,0,0,0,38,0,0,0,0,11,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,64,13,0,0,45,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
