"Place_lo","Place_hi","Payout"
"1","1","2000"
"2","2","1500"
"3","3","1000"
"4","4","750"
"5","5","500"
"6","10","275"
"11","15","200"
"16","20","150"
"21","25","125"
"26","30","100"
"31","40","80"
"41","50","70"
"51","70","60"
"71","116","50"
