"Mike Trout_LAA","Miguel Cabrera_DET","Justin Upton_DET","Joey Votto_CIN","Ian Kinsler_DET","Billy Hamilton_CIN","Albert Pujols_LAA","JD Martinez_DET","Nicholas Castellanos_DET","Hunter Pence_SF","Eduardo Nunez_SF","Buster Posey_SF","Adam Duvall_CIN","Kole Calhoun_LAA","Brandon Belt_SF","Eugenio Suarez_CIN","Yunel Escobar_LAA","Alex Avila_DET","CJ Cron_LAA","Zack Cozart_CIN","Luis Valbuena_LAA","Cameron Maybin_LAA","Tyler Collins_DET","Denard Span_SF","Joe Panik_SF","Christian Arroyo_SF","Jim Adduci_DET","Jefry Marte_LAA","James McCann_DET","Brandon Crawford_SF","Victor Martinez_DET","Andrew Romine_DET","Jose Peraza_CIN","Ben Revere_LAA","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Andrelton Simmons_LAA","Nick Hundley_SF","Danny Espinosa_LAA","Arismendy Alcantara_CIN","Mac Williamson_SF","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Jesse Winker_CIN","Phillip Ervin_CIN","JaCoby Jones_DET","Conor Gillaspie_SF","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jose Iglesias_DET","Michael Morse_SF","Tucker Barnhart_CIN","Carlos Perez_LAA","Tim Federowicz_SF","Patrick Kivlehan_CIN","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
28,0,0,0,0,0,27,0,0,0,0,0,0,26,0,0,27,0,13,0,0,20,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,27,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,3,0,0,5,0,0
0,18,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,5,0,12,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0
0,16,25,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,10,0,16,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0
0,0,0,32,0,30,0,0,0,0,0,0,29,0,0,29,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,22,0,0,3,0,0,4
0,13,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,7,0,13,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,4,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0
0,0,0,30,0,30,0,0,0,0,0,0,27,0,0,27,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,0,2,0,0,4
27,0,0,0,0,0,31,0,0,0,0,0,0,29,0,0,30,0,12,0,4,24,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,3,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,32,30,24,0,0,28,0,0,0,0,0,0,0,0,12,29,13,0,0,0,18,0,0,0,0,0,7,0,0,14,0,0,0,4,17,2,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,30,32,26,0,0,28,0,0,0,0,0,0,0,0,12,29,13,0,0,0,18,0,0,0,0,0,6,0,0,12,0,0,0,4,18,2,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,24,26,26,0,0,23,0,0,0,0,0,0,0,0,7,23,12,0,0,0,14,0,0,0,0,0,4,0,0,7,0,0,0,3,17,2,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0
