"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Chris Archer","P","TB","@ CLE",4.16,"Carrasco, R 1.86","R",3.04,0,0,6.7,9.9,1.13,NA,11100,34.6,22.1,17.16,17.16,"%",60,1.5,4.65,0.4
"Carlos Carrasco","P","CLE","vs TB",3.35,"Archer, R 3.04","R",1.86,0,0,6.9,8.6,0.77,NA,11300,36.4,24.9,23.63,23.63,"%",74,2.1,4.85,0.4
"Brandon McCarthy","P","LAD","@ SF",3.57,"Cain, R 4.54","R",3.1,0,0,5.8,7.8,1.21,NA,9100,28.3,17.3,14.25,14.25,"%",59,1.6,5.35,0.6
"Sean Manaea","P","OAK","@ SEA",4.51,"Gallardo, R 4.58","L",5.18,0,0,4.9,9.9,1.19,NA,8300,30.5,13,13.05,13.05,"%",33,1.6,13.05,1.6
"Dan Straily","P","MIA","vs HOU",4.23,"Musgrove, R 5.02","R",4.03,0,0,5.4,8.8,1.08,NA,8200,40.1,14.8,14.17,14.17,"%",13,1.7,16.05,2
"Joe Musgrove","P","HOU","@ MIA",4.27,"Straily, R 4.03","R",5.02,0,0,5.4,6.7,1.38,NA,8100,22.6,10.7,11.67,11.67,"%",49,1.4,19.35,2.4
"Jesse Chavez","P","LAA","vs CWS",3.5,"Pelfrey, R 5.21","R",4.5,0,0,5.3,7.5,1.29,NA,7800,32.4,12.2,13.92,13.92,"%",24,1.8,20.15,2.6
"Zack Wheeler","P","NYM","@ ARI",4.88,"Godley, R 2.25","R",4.18,0,0,5.4,8,1.18,NA,7200,22,14.2,10.36,10.36,"%",59,1.4,18.7,2.6
"Yovani Gallardo","P","SEA","vs OAK",3.99,"Manaea, L 5.18","R",4.58,0,0,5.6,6.3,1.42,NA,6900,28.9,10.4,12.25,12.25,"%",20,1.8,18.05,2.6
"Chase Anderson","P","MIL","@ SD",3.98,"Perdomo, R 4.13","R",2.97,0,0,5.6,7.9,1.3,NA,6800,29.3,15.3,12.65,12.65,"%",46,1.9,8.6,1.3
"Luis Perdomo","P","SD","vs MIL",3.52,"Anderson, R 2.97","R",4.13,0,0,5.7,7.9,1.34,NA,6600,24.2,12.8,13.7,13.7,"%",59,2.1,21.9,3.3
"Bartolo Colon","P","ATL","@ TOR",4.77,"Bolsinger, R 3.18","R",7.22,0,0,5.5,6.1,1.42,NA,6500,33.3,6.8,8.04,8.04,"%",0,1.2,7.85,1.2
"Zack Godley","P","ARI","vs NYM",4.63,"Wheeler, R 4.18","R",2.25,0,0,6,9,1,NA,6300,26.1,20.9,14.41,14.41,"%",0,2.3,24,3.8
"Matt Cain","P","SF","vs LAD",3.94,"McCarthy, R 3.10","R",4.54,0,0,5.1,6.9,1.49,NA,6100,36.2,10.6,11.36,11.36,"%",0,1.9,22.2,3.6
"Mike Bolsinger","P","TOR","vs ATL",4.23,"Colon, R 7.22","R",3.18,0,0,5.7,6.3,1.24,NA,6000,9.1,12.6,9.14,9.14,"%",0,1.5,-1.3,NA
"Mike Trout","OF","LAA","vs CWS",5,"Pelfrey, R 5.21","R",0.352,0.486,0.385,0,0,0,2,5400,28.6,12.2,15.24,15.24,"%",73,2.8,16,3
"Paul Goldschmidt","1B","ARI","vs NYM",4.88,"Wheeler, R 4.18","R",0.314,0.445,0.27,0,0,0,3,5200,31.4,11.5,13.4,13.4,"%",61,2.6,12,2.3
"Mike Pelfrey","P","CWS","@ LAA",5,"Chavez, R 4.50","R",5.21,0,0,4.8,2.8,1.42,NA,5000,7.4,3.8,5.81,5.81,"%",79,1.2,2.9,0.6
