P,P,C,1B,2B,3B,SS,OF,OF,OF
Max Scherzer,Aaron Nola,Nick Hundley,Brandon Belt,Joe Panik,Evan Longoria,Brandon Crawford,Denard Span,Carlos Gonzalez,Gregory Polanco
Max Scherzer,Junior Guerra,Nick Hundley,Brandon Belt,Joe Panik,Maikel Franco,Troy Tulowitzki,Giancarlo Stanton,Denard Span,Hunter Pence
Carlos Carrasco,Aaron Nola,Yasmani Grandal,Brandon Belt,Joe Panik,Nolan Arenado,Brandon Crawford,Giancarlo Stanton,Denard Span,Hunter Pence
Max Scherzer,Aaron Nola,Nick Hundley,Brandon Belt,Daniel Robertson,Justin Turner,Brandon Crawford,Giancarlo Stanton,Hunter Pence,Austin Slater
Max Scherzer,Aaron Nola,Cameron Rupp,Brandon Belt,Aaron Hill,Maikel Franco,Brandon Crawford,Charlie Blackmon,Denard Span,Hunter Pence
Max Scherzer,Aaron Nola,Tony Wolters,Brandon Belt,Daniel Robertson,Nolan Arenado,Alexi Amarista,Charlie Blackmon,Carlos Gonzalez,Gregory Polanco
Max Scherzer,Aaron Nola,Evan Gattis,Brandon Belt,Joe Panik,Jedd Gyorko,Alexi Amarista,Denard Span,Hunter Pence,Austin Slater
Max Scherzer,Junior Guerra,Nick Hundley,Anthony Rizzo,Aaron Hill,Jedd Gyorko,Brandon Crawford,Denard Span,Hunter Pence,Carlos Gonzalez
Max Scherzer,Junior Guerra,Nick Hundley,Eric Thames,Joe Panik,Nolan Arenado,Brandon Crawford,Hunter Pence,Austin Slater,Gregory Polanco
Max Scherzer,Aaron Nola,Nick Hundley,Brandon Belt,Aaron Hill,Nolan Arenado,Troy Tulowitzki,Denard Span,Kyle Schwarber,Austin Slater
Carlos Martinez,Carlos Carrasco,Nick Hundley,Brandon Belt,Daniel Robertson,Maikel Franco,Brandon Crawford,Denard Span,Hunter Pence,Carlos Gonzalez
Max Scherzer,Junior Guerra,Yan Gomes,Brandon Belt,Robinson Cano,Evan Longoria,Brandon Crawford,Denard Span,Hunter Pence,Austin Slater
Max Scherzer,Daniel Norris,Nick Hundley,Rob Refsnyder,Joe Panik,Jedd Gyorko,Brandon Crawford,Giancarlo Stanton,Denard Span,Austin Slater
Carlos Martinez,Aaron Nola,Nick Hundley,Josh Bell,Joe Panik,Jedd Gyorko,Brandon Crawford,Charlie Blackmon,Denard Span,Hunter Pence
Max Scherzer,Daniel Norris,Austin Romine,Brandon Belt,Joe Panik,Kyle Seager,Brandon Crawford,Denard Span,Hunter Pence,Raimel Tapia
Carlos Martinez,Junior Guerra,Nick Hundley,Brandon Belt,Aaron Hill,Nolan Arenado,Brandon Crawford,Giancarlo Stanton,Denard Span,Gregory Polanco
