"Mike Trout_LAA","Brandon Belt_SF","Cameron Rupp_PHI","Albert Pujols_LAA","Aaron Altherr_PHI","Andrelton Simmons_LAA","Buster Posey_SF","Cesar Hernandez_PHI","Odubel Herrera_PHI","Yonder Alonso_OAK","Chris Carter_OAK","Matt Joyce_OAK","Khris Davis_OAK","Luis Valbuena_LAA","Tommy Joseph_PHI","Nick Hundley_SF","Marcus Semien_OAK","Joe Panik_SF","Cameron Maybin_LAA","Freddy Galvis_PHI","Pablo Sandoval_SF","Rajai Davis_OAK","Denard Span_SF","Hunter Pence_SF","Yunel Escobar_LAA","Jefry Marte_LAA","Gorkys Hernandez_SF","Jarrett Parker_SF","Chad Pinder_OAK","Christian Arroyo_SF","Ben Revere_LAA","Jed Lowrie_OAK","Ryon Healy_OAK","Nick Franklin_LAA","Brandon Crawford_SF","Kelby Tomlinson_SF","Mac Williamson_SF","Hyun Soo Kim_PHI","Maikel Franco_PHI","CJ Cron_LAA","Roman Quinn_PHI","Nick Williams_PHI","Rhys Hoskins_PHI","Dustin Fowler_OAK","Daniel Nava_PHI","Josh Phegley_OAK","Mark Canha_OAK","Kole Calhoun_LAA","Aaron Hill_SF","Joey Wendle_OAK","Andrew Knapp_PHI","Brock Stassi_PHI","Scott Kingery_PHI","David Fletcher_LAA","Justin Ruggiano_SF","Jake Smolinski_OAK","Ryan LaMarre_OAK","Nolan Fontana_LAA","Michael Morse_SF","Conor Gillaspie_SF","Bruce Maxwell_OAK","Matt Chapman_OAK","Martin Maldonado_LAA","Tim Federowicz_SF","Carlos Perez_LAA","Eric Young_LAA","Cliff Pennington_LAA","Juan Graterol_LAA","Ramon Flores_LAA","Cameron Perkins_PHI","Chris Marrero_SF","Andres Blanco_PHI","Shane Robinson_LAA","Ty Kelly_PHI","Kaleb Cowart_LAA","Jorge Alfaro_PHI","Carlos Moncrief_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Austin Slater_SF","Miguel Gomez_SF","Matt Olson_OAK","Ryder Jones_SF","Franklin Barreto_OAK","Orlando Calixte_SF","Jae-gyun Hwang_SF"
44.3132670952659,0,0,11.9658823529412,0,9.72928009679371,0,0,0,0,0,0,0,-5.21195652173913,0,0,0,0,12.2674253200569,0,0,0,0,0,3.04878048780488,0,0,0,0,0,18.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79788838612368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.99510204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.8218793828892,0,0,0,0,7.24175824175824,0,0,0,0,0,0,0,0,0,0,8.09948068808828,0,0,0,0,8.65693590869184,15.1826923076923,0,0,6.02222222222222,0,0,0,0,0,0,0,-1.77118933697881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,52.4154882154882,0,11.4207317073171,0,0,25.3036585365854,13.9078014184397,0,0,0,0,0,11.9035639412998,0,0,0,0,7.18047138047138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77847658979734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.9658823529412,0,0,54.3789987789988,0,7.4729315628192,0,0,0,0,0,0,0,-0.651162790697674,0,0,0,0,10.4032258064516,0,0,0,0,0,8.05294335431322,0,0,0,0,0,11.0987179487179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04016064257028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59022556390977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.4207317073171,0,64.9667519181586,0,0,9.02657004830918,9.92540983606557,0,0,0,0,0,32.8169642857143,0,0,0,0,13.8548593350384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77405753968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.72928009679371,0,0,7.4729315628192,0,41.3465656565657,0,0,0,0,0,0,0,9.38098693759071,0,0,0,0,15.4526854219949,0,0,0,0,0,-1.44873547505126,0,0,0,0,0,-0.590338164251208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44179523141655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76347485697079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.24175824175824,0,0,0,0,40.9538923719958,0,0,0,0,0,0,0,0,0,0,9.13565449010654,0,0,0,0,9.11396843950906,14.0625,0,0,4.15102040816326,0,0,0,0,0,0,0,5.28490945674044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25.3036585365854,0,9.02657004830918,0,0,47.1139157155399,17.7028027498678,0,0,0,0,0,10.9909836065574,0,0,0,0,2.76580333625988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580645161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13.9078014184397,0,9.92540983606557,0,0,17.7028027498678,47.5260923845194,0,0,0,0,0,-2.02345679012346,0,0,0,0,7.2561797752809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13173734610123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,65.4141512495943,0,4.82693947144075,-7.02087719298246,0,0,0,0,0,0,0,0,3.38989898989899,0,0,0,0,0,0,0,0,0,10.320813771518,16.407867494824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
