"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"1B/OF","Wil Myers",5300,"SD@Col 08:40PM ET",8,"SD",9.54,10.9,10.07,9.3,34
"3B","Nolan Arenado",5300,"SD@Col 08:40PM ET",11.333,"Col",10.96,9.9,11.21,9.7,6
"3B/OF","Kris Bryant",5200,"LAD@ChC 08:05PM ET",7.4,"ChC",10.14,8.9,9.56,10.3,9
"OF","Carlos Gonzalez",5200,"SD@Col 08:40PM ET",3.6,"Col",10.13,9.9,10.79,9.5,3
"1B","Anthony Rizzo",5100,"LAD@ChC 08:05PM ET",5.2,"ChC",6.88,7.2,9.34,8.5,7
"OF","Charlie Blackmon",5100,"SD@Col 08:40PM ET",5.667,"Col",11.04,9.7,11.25,10.2,3
"1B/3B","Mark Reynolds",5000,"SD@Col 08:40PM ET",13.667,"Col",8.05,8.2,8.46,7.4,18
"OF","Bryce Harper",5000,"StL@Was 07:05PM ET",12.4,"Was",9.22,9.4,9.5,9.9,26
"SS","Trevor Story",4900,"SD@Col 08:40PM ET",6.167,"Col",9.12,8.5,10.72,9.3,2
"OF","David Dahl",4900,"SD@Col 08:40PM ET",0,"Col",NA,0,NA,0,0
"2B/3B","DJ LeMahieu",4800,"SD@Col 08:40PM ET",2.333,"Col",8.42,8.8,10.09,8.6,21
"OF/SS","Trea Turner",4800,"StL@Was 07:05PM ET",5.2,"Was",NA,0,9.54,0,0
"2B/3B","Yangervis Solarte",4700,"SD@Col 08:40PM ET",9,"SD",7.68,9,8.69,7.9,2
"2B/3B","Ryan Schimpf",4700,"SD@Col 08:40PM ET",6,"SD",7.35,9.1,8.37,9.1,4
"OF","Ian Desmond",4700,"SD@Col 08:40PM ET",0,"Col",NA,0,NA,0,0
"1B","Joey Votto",4600,"Cin@Pit 07:05PM ET",6.2,"Cin",9.73,9,9.08,9.1,4
"1B","Stephen Cardullo",4600,"SD@Col 08:40PM ET",1.2,"Col",NA,0,2.04,0,0
"OF","Manuel Margot",4600,"SD@Col 08:40PM ET",11,"SD",7.37,10,9.08,9.2,10
"2B/3B","Daniel Murphy",4600,"StL@Was 07:05PM ET",13.2,"Was",9.32,8,8.59,8.8,3
"OF","Starling Marte",4500,"Cin@Pit 07:05PM ET",6.5,"Pit",8.12,8.8,9.85,9.9,3
"C/OF","Kyle Schwarber",4400,"LAD@ChC 08:05PM ET",8.2,"ChC",6.87,6.7,2.04,2.7,8
"OF","Yoenis Cespedes",4400,"NYM@Phi 07:05PM ET",6.8,"NYM",8.26,8.1,8.6,8.9,0
"OF","Alex Dickerson",4400,"SD@Col 08:40PM ET",0,"SD",NA,0,NA,0,0
"OF","Hunter Renfroe",4400,"SD@Col 08:40PM ET",7.167,"SD",6.35,8.8,7.92,8.2,19
"OF","Andrew McCutchen",4300,"Cin@Pit 07:05PM ET",3.75,"Pit",7.32,8.4,8.55,9.2,5
"2B/3B","Cory Spangenberg",4300,"SD@Col 08:40PM ET",0,"SD",NA,0,NA,0,0
