"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14200,"LAD@ChC 08:05PM ET",22.625,"LAD",NA,NA,NA,NA,NA
"SP","Max Scherzer",12700,"StL@Was 07:05PM ET",25.4,"Was",NA,NA,NA,NA,NA
"SP","Jon Lester",11300,"LAD@ChC 08:05PM ET",17.85,"ChC",22.55,22,22.6635,18.8,22.5
"SP","Noah Syndergaard",10900,"NYM@Phi 07:05PM ET",24.5,"NYM",NA,NA,NA,NA,NA
"SP","Jake Arrieta",10700,"LAD@ChC 08:05PM ET",25.3,"ChC",NA,NA,NA,NA,NA
"SP","Rich Hill",10500,"LAD@ChC 08:05PM ET",20.25,"LAD",NA,NA,NA,NA,NA
"SP","Stephen Strasburg",10400,"StL@Was 07:05PM ET",18.15,"Was",NA,NA,NA,NA,NA
"SP","Kyle Hendricks",9700,"LAD@ChC 08:05PM ET",17.9,"ChC",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9600,"LAD@ChC 08:05PM ET",8.45,"LAD",NA,NA,NA,NA,NA
"SP","John Lackey",9400,"LAD@ChC 08:05PM ET",20.7,"ChC",NA,NA,NA,NA,NA
"SP","Jacob deGrom",9300,"NYM@Phi 07:05PM ET",23.7,"NYM",21.02,20.7,20.0195,17.9,10.7
"SP","Carlos Martinez",9000,"StL@Was 07:05PM ET",32.9,"StL",NA,NA,NA,NA,NA
"SP","Vince Velasquez",8900,"NYM@Phi 07:05PM ET",16.2,"Phi",NA,NA,NA,NA,NA
"SP","Anthony DeSclafani",8700,"Cin@Pit 07:05PM ET",0,"Cin",NA,NA,NA,NA,NA
"SP","Steven Matz",8700,"NYM@Phi 07:05PM ET",0,"NYM",NA,NA,NA,NA,NA
"SP","Hyun-Jin Ryu",8500,"LAD@ChC 08:05PM ET",12.3,"LAD",NA,NA,NA,NA,NA
"SP","Julio Urias",8400,"LAD@ChC 08:05PM ET",0,"LAD",NA,NA,NA,NA,NA
"SP","Gerrit Cole",8200,"Cin@Pit 07:05PM ET",0.45,"Pit",NA,NA,NA,NA,NA
"SP","Tanner Roark",8200,"StL@Was 07:05PM ET",21.3,"Was",18.74,14.3,14.285,13.3,11.05
"SP","Jerad Eickhoff",8100,"NYM@Phi 07:05PM ET",19.4,"Phi",16.71,15.1,16.238,13.9,22.15
"SP","Aaron Nola",7700,"NYM@Phi 07:05PM ET",20.1,"Phi",NA,NA,NA,NA,NA
"SP","Jameson Taillon",7600,"Cin@Pit 07:05PM ET",22.95,"Pit",NA,NA,NA,NA,NA
"SP","Gio Gonzalez",7600,"StL@Was 07:05PM ET",22.1,"Was",NA,NA,NA,NA,NA
"SP","Tyler Glasnow",7500,"Cin@Pit 07:05PM ET",0,"Pit",14.91,18.3,16.078,12.8,-9.65
"SP","Alex Wood",7400,"LAD@ChC 08:05PM ET",5.9,"LAD",16.46,20.4,10.086,11.5,10.05
"SP","Jeremy Hellickson",7400,"NYM@Phi 07:05PM ET",10.45,"Phi",NA,NA,NA,NA,NA
"SP","Matt Harvey",7400,"NYM@Phi 07:05PM ET",10.6,"NYM",NA,NA,NA,NA,NA
"SP","Brandon McCarthy",7300,"LAD@ChC 08:05PM ET",12.125,"LAD",NA,NA,NA,NA,NA
"SP","Brandon Finnegan",7300,"Cin@Pit 07:05PM ET",18.275,"Cin",15.09,15.7,11.681,11.3,5.1
"SP","Scott Kazmir",7200,"LAD@ChC 08:05PM ET",0,"LAD",NA,NA,NA,NA,NA
"SP","Adam Wainwright",7200,"StL@Was 07:05PM ET",8.125,"StL",15.59,14.2,13.055,11.6,-2.8
"SP","Cody Reed",7100,"Cin@Pit 07:05PM ET",8.1,"Cin",NA,NA,NA,NA,NA
"SP","Zack Wheeler",7100,"NYM@Phi 07:05PM ET",2.8,"NYM",NA,NA,NA,NA,NA
"SP","Ivan Nova",7000,"Cin@Pit 07:05PM ET",21.3,"Pit",NA,NA,NA,NA,NA
"SP","Jon Gray",7000,"SD@Col 08:40PM ET",8,"Col",NA,NA,NA,NA,NA
"SP","Joe Ross",7000,"StL@Was 07:05PM ET",0,"Was",NA,NA,NA,NA,NA
"SP","Robert Stephenson",6500,"Cin@Pit 07:05PM ET",0.95,"Cin",NA,NA,NA,NA,NA
"SP","Michael Wacha",6500,"StL@Was 07:05PM ET",25.1,"StL",NA,NA,NA,NA,NA
"SP","Brett Anderson",6400,"LAD@ChC 08:05PM ET",15.15,"ChC",NA,NA,NA,NA,NA
"SP","AJ. Cole",6400,"StL@Was 07:05PM ET",0,"Was",NA,NA,NA,NA,NA
"SP","Scott Feldman",6300,"Cin@Pit 07:05PM ET",11.1,"Cin",NA,NA,NA,NA,NA
"SP","Raisel Iglesias",6300,"Cin@Pit 07:05PM ET",6.4,"Cin",NA,NA,1.112,NA,NA
"SP","Robert Gsellman",6300,"NYM@Phi 07:05PM ET",8.75,"NYM",NA,NA,NA,NA,NA
"SP","Lance Lynn",6300,"StL@Was 07:05PM ET",12.4,"StL",NA,NA,NA,NA,NA
"SP","Mike Leake",6200,"StL@Was 07:05PM ET",23.8,"StL",NA,NA,NA,NA,NA
"SP","Sal Romano",6000,"Cin@Pit 07:05PM ET",0,"Cin",NA,NA,NA,NA,NA
"SP","Mark Appel",6000,"NYM@Phi 07:05PM ET",0,"Phi",NA,NA,NA,NA,NA
"SP","Nick Kingham",5900,"Cin@Pit 07:05PM ET",0,"Pit",NA,NA,NA,NA,NA
"SP","Marcos Molina",5900,"NYM@Phi 07:05PM ET",0,"NYM",NA,NA,NA,NA,NA
"SP","Luke Weaver",5900,"StL@Was 07:05PM ET",0,"StL",NA,NA,NA,NA,NA
"SP","Jeremy Guthrie",5800,"StL@Was 07:05PM ET",-24.5,"Was",NA,NA,NA,NA,NA
"SP","Chad Kuhl",5700,"Cin@Pit 07:05PM ET",14.05,"Pit",NA,NA,NA,NA,NA
