"Mookie Betts_BOS","Miguel Sano_MIN","Mike Trout_LAA","Mike Napoli_TEX","Andrelton Simmons_LAA","Tommy Pham_STL","Dustin Pedroia_BOS","Elvis Andrus_TEX","Xander Bogaerts_BOS","Hanley Ramirez_BOS","Dexter Fowler_STL","Jackie Bradley_BOS","Andrew Benintendi_BOS","Brian Dozier_MIN","Justin Bour_MIA","Jedd Gyorko_STL","Paul DeJong_STL","Adrian Beltre_TEX","Shin-Soo Choo_TEX","Joe Mauer_MIN","Cameron Maybin_LAA","Max Kepler_MIN","Yadier Molina_STL","Giancarlo Stanton_MIA","Christian Yelich_MIA","JT Realmuto_MIA","Nomar Mazara_TEX","Eddie Rosario_MIN","Marcell Ozuna_MIA","Stephen Piscotty_STL","Aledmys Diaz_STL","Carlos Gomez_TEX","Mitch Moreland_BOS","Rougned Odor_TEX","Eduardo Escobar_MIN","Chad Huffman_STL","Randal Grichuk_STL","Matt Carpenter_STL","Deven Marrero_BOS","Delino DeShields_TEX","Joey Gallo_TEX","Daniel Palka_MIN","Chris Young_BOS","Sandy Leon_BOS","Robbie Grossman_MIN","Dee Gordon_MIA","Robinson Chirinos_TEX","Kennys Vargas_MIN","CJ Cron_LAA","Eric Young_LAA","Jonathan Lucroy_TEX","Yunel Escobar_LAA","Jason Castro_MIN","Jefry Marte_LAA","Jorge Polanco_MIN","Martin Prado_MIA","Jurickson Profar_TEX","Derek Dietrich_MIA","Nick Franklin_LAA","Tyler Moore_MIA","Brock Holt_BOS","Ryan Rua_TEX","Andy Ibanez_TEX","Chris Gimenez_MIN","Kole Calhoun_LAA","Jose Martinez_STL","Kolten Wong_STL","Jhonny Peralta_BOS","Pablo Sandoval_BOS","Christian Vazquez_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Brett Nicholas_TEX","Jared Hoying_TEX","Tzu-Wei Lin_BOS","Albert Pujols_LAA","Luis Valbuena_LAA","Ben Revere_LAA","Harrison Bader_STL","Hanser Alberto_TEX","Sam Travis_BOS","Martin Maldonado_LAA","Josh Rutledge_BOS","Ehire Adrianza_MIN","Luke Voit_STL","Drew Stubbs_TEX","Cliff Pennington_LAA","Shane Robinson_LAA","David Fletcher_LAA","Destin Hood_MIA","Alex Mejia_STL","Magneuris Sierra_STL","Kaleb Cowart_LAA","Byron Buxton_MIN","Nolan Fontana_LAA","Ichiro Suzuki_MIA","Tomas Telis_MIA","Greg Garcia_STL","JT Riddle_MIA","Carson Kelly_STL","Pete Kozma_TEX","Christian Colon_MIA","Steve Lombardozzi_MIA","Drew Robinson_TEX","Ronald Guzman_TEX","Juan Graterol_LAA","Carlos Perez_LAA","AJ Ellis_MIA","Eric Fryer_STL","Mike Aviles_MIA","Miguel Rojas_MIA","Danny Espinosa_LAA"
76,0,0,0,0,0,58,0,70,61,0,61,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,32,0,0,0,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23,39,0,15,0,0,6,0,0,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,53,0,52,0,0,0,0,0,51,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,46,0,0,24,0,0,0,0,42,0,48,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,29,0,22,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,37,14,16,0,0,0,36,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,34
0,0,0,62,0,0,0,61,0,0,0,0,0,0,0,0,0,19,53,0,0,0,0,0,0,0,50,0,0,0,0,47,0,61,0,0,0,0,0,38,52,0,0,0,0,0,20,0,0,0,49,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,43,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,60,0,27,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,71,40,36,0,0,0,64,0,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,58
0,0,0,0,0,45,0,0,0,0,28,0,0,0,0,39,26,0,0,0,0,0,36,0,0,0,0,0,0,26,35,0,0,0,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0
58,0,0,0,0,0,60,0,53,46,0,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,21,0,0,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,29,0,12,0,0,5,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,61,0,0,0,77,0,0,0,0,0,0,0,0,0,28,68,0,0,0,0,0,0,0,65,0,0,0,0,50,0,76,0,0,0,0,0,48,66,0,0,0,0,0,30,0,0,0,56,0,0,0,0,0,13,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,53,0,71,58,0,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,0,12,0,0,3,0,0,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,46,0,58,62,0,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,26,0,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,0,13,0,0,5,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,28,0,0,0,0,58,0,0,0,0,46,17,0,0,0,0,0,49,0,0,0,0,0,0,42,51,0,0,0,0,0,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0
61,0,0,0,0,0,46,0,58,50,0,63,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,29,0,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,0,11,0,0,6,0,0,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,55,0,62,52,0,53,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,24,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,36,0,15,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,54,0,53,0,0,0,0,0,51,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,47,0,0,25,0,0,0,0,45,0,48,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,59,60,51,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,22,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,34,0,0,7,0,0,0,0,0,11,0,0,12,0
0,0,0,0,0,39,0,0,0,0,46,0,0,0,0,63,24,0,0,0,0,0,54,0,0,0,0,0,0,42,50,0,0,0,0,0,37,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,26,0,0,0,0,17,0,0,0,0,24,29,0,0,0,0,0,24,0,0,0,0,0,0,24,19,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,19,0,0,0,28,0,0,0,0,0,0,0,0,0,29,27,0,0,0,0,0,0,0,23,0,0,0,0,15,0,28,0,0,0,0,0,17,20,0,0,0,0,0,15,0,0,0,21,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53,0,0,0,68,0,0,0,0,0,0,0,0,0,27,70,0,0,0,0,0,0,0,58,0,0,0,0,44,0,69,0,0,0,0,0,41,61,0,0,0,0,0,27,0,0,0,49,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0,53,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,60,0,54,0,0,0,0,0,48,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,42,0,0,23,0,0,0,0,45,0,46,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,46,0,23,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,56,32,20,0,0,0,51,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,48
0,52,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,54,0,59,0,0,0,0,0,47,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,41,0,0,22,0,0,0,0,43,0,45,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36,0,0,0,0,49,0,0,0,0,54,24,0,0,0,0,0,64,0,0,0,0,0,0,43,53,0,0,0,0,0,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,73,72,61,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,24,0,44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,45,0,0,9,0,0,0,0,0,13,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,72,75,62,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,23,0,46,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,46,0,0,10,0,0,0,0,0,14,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,61,62,63,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,22,0,36,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,39,0,0,10,0,0,0,0,0,0,0,0,11,0
0,0,0,50,0,0,0,65,0,0,0,0,0,0,0,0,0,23,58,0,0,0,0,0,0,0,67,0,0,0,0,42,0,67,0,0,0,0,0,38,64,0,0,0,0,0,24,0,0,0,48,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
