"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"OF","Aaron Judge",3800,"TB@NYY 01:05PM ET",2.8,"NYY",5.51,6.6,6.96,6.6,17
"OF","Andrew Benintendi",3700,"Bos@Det 01:10PM ET",9.25,"Bos",6.01,7.3,7.76,7.5,2
"C","Wilson Ramos",3700,"TB@NYY 01:05PM ET",0,"TB",NA,0,NA,0,0
"OF","Kevin Kiermaier",3700,"TB@NYY 01:05PM ET",7.167,"TB",6.46,8.6,8.21,8.1,0
"OF","Hunter Pence",3700,"Ari@SF 04:35PM ET",5.833,"SF",6.77,7.2,7.84,8.1,10
"OF","Rajai Davis",3600,"Oak@KC 04:15PM ET",5.167,"Oak",6.4,6.7,7.08,7.6,8
"OF","Alex Gordon",3600,"Oak@KC 04:15PM ET",6,"KC",5.78,7.4,8.09,7.4,0
"OF","Colby Rasmus",3600,"TB@NYY 01:05PM ET",0,"TB",NA,0,NA,2.4,0
"OF","Corey Dickerson",3600,"TB@NYY 01:05PM ET",8.167,"TB",6.49,9.3,8.11,8.9,0
"3B","Alex Bregman",3600,"Hou@Sea 05:10PM ET",4.5,"Hou",7.19,7,6.34,8.1,3
"1B/C","Buster Posey",3600,"Ari@SF 04:35PM ET",6.6,"SF",7.08,7.3,7.98,7.7,2
"1B","Brandon Belt",3600,"Ari@SF 04:35PM ET",14.333,"SF",7.27,7.6,8.19,8.7,4
"3B/SS","Eduardo Nunez",3600,"Ari@SF 04:35PM ET",9.667,"SF",6.45,7.4,7.56,8.3,3
"3B","Pablo Sandoval",3500,"Bos@Det 01:10PM ET",8.5,"Bos",5.56,6.6,6.27,6.2,2
"1B/OF","Brandon Moss",3500,"Oak@KC 04:15PM ET",3.333,"KC",5.96,7.1,7.07,7.4,2
"OF","Jorge Soler",3500,"Oak@KC 04:15PM ET",0,"KC",NA,0,NA,0,0
"1B","Logan Morrison",3500,"TB@NYY 01:05PM ET",7.5,"TB",5.9,7.9,6.51,7.1,14
"2B/3B","Matt Duffy",3500,"TB@NYY 01:05PM ET",0,"TB",NA,0,NA,0,0
"2B/SS","Starlin Castro",3500,"TB@NYY 01:05PM ET",5,"NYY",6.15,6.5,6.74,6.4,16
"SS","Didi Gregorius",3500,"TB@NYY 01:05PM ET",0,"NYY",NA,0,NA,0,0
"C","Evan Gattis",3500,"Hou@Sea 05:10PM ET",6.333,"Hou",6.99,6.5,6.81,7.5,0
"OF","Mitch Haniger",3500,"Hou@Sea 05:10PM ET",10.333,"Sea",6.35,6.8,7.42,7.3,12
"OF","Denard Span",3500,"Ari@SF 04:35PM ET",2.667,"SF",6.02,7.8,7.59,7.3,5
"OF","AJ. Pollock",3500,"Ari@SF 04:35PM ET",12.4,"Ari",8.24,8.4,NA,9.3,0
"2B/OF","Whit Merrifield",3400,"Oak@KC 04:15PM ET",0,"KC",NA,0,NA,0,0
"3B","Trevor Plouffe",3400,"Oak@KC 04:15PM ET",2.167,"Oak",5.76,6.4,6.15,7,0
"OF","Peter O'Brien",3400,"Oak@KC 04:15PM ET",0,"KC",NA,0,NA,0,0
"1B","Greg Bird",3400,"TB@NYY 01:05PM ET",2.25,"NYY",NA,0,1.97,0,0
"OF","Carlos Beltran",3400,"Hou@Sea 05:10PM ET",4.833,"Hou",7.68,5.9,7.07,7.5,3
"2B","Joe Panik",3400,"Ari@SF 04:35PM ET",8.5,"SF",5.84,6.3,6.12,7.3,4
"3B","Jake Lamb",3400,"Ari@SF 04:35PM ET",11.333,"Ari",6.23,5.8,7.21,6.4,3
"C","Salvador Perez",3300,"Oak@KC 04:15PM ET",11,"KC",5.71,7.1,7.04,6.7,3
"1B/3B","Ryon Healy",3300,"Oak@KC 04:15PM ET",6.667,"Oak",6.55,7.8,8.06,8,5
"3B/SS","Marcus Semien",3300,"Oak@KC 04:15PM ET",8.5,"Oak",5.79,8,8.15,7.9,0
"3B/OF","Danny Valencia",3300,"Hou@Sea 05:10PM ET",3.333,"Sea",6.26,5.4,6.6,7.3,2
"SS","Brandon Crawford",3300,"Ari@SF 04:35PM ET",9.167,"SF",7.12,6.5,7.09,7.8,9
"OF","Yasmany Tomas",3300,"Ari@SF 04:35PM ET",9.2,"Ari",6.59,7.5,6.94,8.4,14
"2B/OF","Brock Holt",3200,"Bos@Det 01:10PM ET",3.5,"Bos",NA,5.1,5.51,6,2
"3B","Cheslor Cuthbert",3200,"Oak@KC 04:15PM ET",9.5,"KC",NA,0,1.87,2.2,0
"SS","Alcides Escobar",3200,"Oak@KC 04:15PM ET",3.8,"KC",4.61,5.6,5.64,5.5,0
"1B","Jake Bauers",3200,"TB@NYY 01:05PM ET",0,"TB",NA,0,NA,0,0
"2B/SS","Tim Beckham",3200,"TB@NYY 01:05PM ET",2.833,"TB",5.34,5.1,5.37,6.6,0
"3B","Chase Headley",3200,"TB@NYY 01:05PM ET",10.6,"NYY",5.27,6.4,6.56,6.6,21
"3B/SS","Taylor Motter",3200,"Hou@Sea 05:10PM ET",1,"Sea",NA,0,1.55,2.1,2
"OF","Josh Reddick",3200,"Hou@Sea 05:10PM ET",2.333,"Hou",5.26,4.5,1.67,6.2,0
"OF","Leonys Martin",3200,"Hou@Sea 05:10PM ET",2.4,"Sea",5.8,6.7,6.13,7.1,8
"OF","David Peralta",3200,"Ari@SF 04:35PM ET",9.4,"Ari",NA,5.5,6.32,6,2
"1B","Mitch Moreland",3100,"Bos@Det 01:10PM ET",5,"Bos",5.48,6.1,6.8,6.7,15
"1B/C","Stephen Vogt",3100,"Oak@KC 04:15PM ET",5.8,"Oak",6.8,7.6,6.97,7.4,10
"3B","Mike Moustakas",3100,"Oak@KC 04:15PM ET",8.8,"KC",6.89,8.2,8.37,7.6,0
"OF","Paulo Orlando",3100,"Oak@KC 04:15PM ET",2.8,"KC",4.71,5.7,6.6,6.4,0
"OF","Billy Burns",3100,"Oak@KC 04:15PM ET",0,"KC",NA,0,NA,0,0
"C","Brian McCann",3100,"Hou@Sea 05:10PM ET",8.5,"Hou",5.55,0,1.4,2.2,0
"OF","Norichika Aoki",3100,"Hou@Sea 05:10PM ET",3.75,"Hou",NA,NA,1.5,2.2,NA
"C","Alex Avila",3000,"Bos@Det 01:10PM ET",7,"Det",NA,0,1.42,1.5,0
"OF","Chris Young",3000,"Bos@Det 01:10PM ET",5.333,"Bos",NA,6.6,6.52,6.7,0
"OF","Aaron Hicks",3000,"TB@NYY 01:05PM ET",4.667,"NYY",NA,0,1.68,2,0
"3B","Yuli Gurriel",3000,"Hou@Sea 05:10PM ET",1.6,"Hou",NA,NA,NA,NA,NA
"OF","Jarrod Dyson",3000,"Hou@Sea 05:10PM ET",3.667,"Sea",5.32,6.7,6.34,7.9,9
"OF","Derek Fisher",3000,"Hou@Sea 05:10PM ET",0,"Hou",NA,0,NA,0,0
"2B/OF","Brandon Drury",3000,"Ari@SF 04:35PM ET",11,"Ari",6.19,6.2,6.08,7.2,0
"OF/SS","Chris Owings",3000,"Ari@SF 04:35PM ET",9.2,"Ari",6.05,7.2,7.26,7.1,5
"OF","Jarrett Parker",3000,"Ari@SF 04:35PM ET",0,"SF",5.3,4.2,5.89,7.5,7
"C","James McCann",2900,"Bos@Det 01:10PM ET",10.25,"Det",4.87,6.5,5.71,6.9,0
"3B/SS","JaCoby Jones",2900,"Bos@Det 01:10PM ET",10.25,"Det",5.69,6,5.63,5.6,0
"C","Josh Phegley",2900,"Oak@KC 04:15PM ET",0,"Oak",NA,0,1.58,2.1,0
"1B/OF","Mark Canha",2900,"Oak@KC 04:15PM ET",0,"Oak",NA,0,1.6,2.8,0
"C","Mike Zunino",2900,"Hou@Sea 05:10PM ET",2.667,"Sea",5.22,5.4,5.55,6.2,7
"OF","Ben Gamel",2900,"Hou@Sea 05:10PM ET",0,"Sea",NA,0,NA,0,0
"C","Nick Hundley",2900,"Ari@SF 04:35PM ET",3,"SF",NA,0,1.48,2.5,0
"C","Sandy Leon",2800,"Bos@Det 01:10PM ET",11.333,"Bos",5.18,4.7,5.04,5.4,0
"2B/3B","Marco Hernandez",2800,"Bos@Det 01:10PM ET",1.5,"Bos",4.57,5.7,5.21,4.9,0
"2B/SS","Dixon Machado",2800,"Bos@Det 01:10PM ET",0,"Det",NA,0,1.4,2,0
"OF","Steve Selsky",2800,"Bos@Det 01:10PM ET",0,"Bos",NA,0,1.54,2,0
"OF","Mikie Mahtook",2800,"Bos@Det 01:10PM ET",3.25,"Det",5.37,6.6,6.38,6.5,0
"OF","Tyler Collins",2800,"Bos@Det 01:10PM ET",7.333,"Det",NA,0,1.47,1.5,0
"1B","Yonder Alonso",2800,"Oak@KC 04:15PM ET",9,"Oak",6.39,7,6.28,6.5,2
"1B","Ryan O'Hearn",2800,"Oak@KC 04:15PM ET",0,"KC",NA,0,NA,0,0
"SS","Gleyber Torres",2800,"TB@NYY 01:05PM ET",0,"NYY",NA,0,NA,0,0
"OF","Jeremy Hazelbaker",2800,"Ari@SF 04:35PM ET",5.667,"Ari",NA,0,1.66,2.4,0
"OF","Mac Williamson",2800,"Ari@SF 04:35PM ET",0,"SF",NA,0,NA,0,0
"3B/SS","Jose Iglesias",2700,"Bos@Det 01:10PM ET",5.75,"Det",5.07,6.4,5.51,6,0
"2B","Jed Lowrie",2700,"Oak@KC 04:15PM ET",9.167,"Oak",6.03,6.5,6.19,6,0
"OF","Terrance Gore",2700,"Oak@KC 04:15PM ET",0,"KC",NA,0,1.77,2.1,0
"C","Austin Romine",2700,"TB@NYY 01:05PM ET",4,"NYY",3.98,5.3,5.68,5.3,0
"C","Curt Casali",2700,"TB@NYY 01:05PM ET",0,"TB",NA,0,NA,0,0
"1B/3B","Marwin Gonzalez",2700,"Hou@Sea 05:10PM ET",8.4,"Hou",5.51,5.9,5.62,6.2,2
"OF","Guillermo Heredia",2700,"Hou@Sea 05:10PM ET",1,"Sea",NA,0,1.37,2.3,0
"C/OF","Chris Herrmann",2700,"Ari@SF 04:35PM ET",5.25,"Ari",NA,0,1.48,2.1,0
"2B/SS","Kelby Tomlinson",2700,"Ari@SF 04:35PM ET",0,"SF",NA,0,NA,0,0
"C","Christian Vazquez",2600,"Bos@Det 01:10PM ET",9,"Bos",NA,0,1.38,1.6,0
"2B/3B","Josh Rutledge",2600,"Bos@Det 01:10PM ET",0,"Bos",NA,0,NA,0,0
"3B","Deven Marrero",2600,"Bos@Det 01:10PM ET",0,"Bos",NA,0,1.29,2,0
"2B/SS","Christian Colon",2600,"Oak@KC 04:15PM ET",0,"KC",NA,0,1.63,2,0
"OF","Jake Smolinski",2600,"Oak@KC 04:15PM ET",0,"Oak",NA,0,NA,0,0
"C","Derek Norris",2600,"TB@NYY 01:05PM ET",6.6,"TB",4.92,5.6,5.97,5.8,0
"3B/SS","Ronald Torreyes",2600,"TB@NYY 01:05PM ET",5.6,"NYY",4.81,4.7,5.53,6.1,2
"SS","Daniel Robertson",2600,"TB@NYY 01:05PM ET",1.5,"TB",NA,0,1.5,2.1,0
"OF","Peter Bourjos",2600,"TB@NYY 01:05PM ET",6.5,"TB",NA,0,1.45,2,0
"2B/SS","Shawn O'Malley",2600,"Hou@Sea 05:10PM ET",0,"Sea",NA,0,NA,2.4,0
"OF","Socrates Brito",2600,"Ari@SF 04:35PM ET",0,"Ari",NA,0,NA,0,0
"C","Carlos Ruiz",2500,"Hou@Sea 05:10PM ET",4,"Sea",NA,0,1.4,1.8,0
"OF","Gorkys Hernandez",2500,"Ari@SF 04:35PM ET",4,"SF",NA,0,1.59,2.3,0
"2B/SS","Raul Mondesi",2400,"Oak@KC 04:15PM ET",4.6,"KC",4.5,5.3,6.37,5.7,3
"OF","Matt Joyce",2400,"Oak@KC 04:15PM ET",5,"Oak",6.8,8.2,7.38,7.7,3
"OF","Jake Marisnick",2400,"Hou@Sea 05:10PM ET",1,"Hou",5.25,0,NA,1.3,0
"3B","Aaron Hill",2400,"Ari@SF 04:35PM ET",6,"SF",NA,0,1.4,2.2,0
"3B","Conor Gillaspie",2400,"Ari@SF 04:35PM ET",1.4,"SF",NA,0,1.59,2.2,0
"2B/3B","Adam Rosales",2300,"Oak@KC 04:15PM ET",5,"Oak",NA,0,1.65,2.3,0
"C","Jesus Sucre",2300,"TB@NYY 01:05PM ET",0,"TB",NA,0,1.18,1.8,0
"C","Chris Iannetta",2300,"Ari@SF 04:35PM ET",2.333,"Ari",4.42,0,1.42,2,0
"1B/OF","Chris Marrero",2300,"Ari@SF 04:35PM ET",0.5,"SF",NA,0,1.44,2.2,0
"3B/SS","Andrew Romine",2200,"Bos@Det 01:10PM ET",1,"Det",NA,5.2,5.02,5.4,12
"OF","Rickie Weeks",2200,"TB@NYY 01:05PM ET",3,"TB",NA,0,1.54,2.2,0
"2B/SS","Daniel Descalso",2200,"Ari@SF 04:35PM ET",2.667,"Ari",NA,0,1.43,1.9,0
"C","Drew Butera",2100,"Oak@KC 04:15PM ET",0,"KC",NA,0,1.61,1.8,0
"SS","Nick Ahmed",2100,"Ari@SF 04:35PM ET",4.6,"Ari",5.12,0,1.43,2,0
"C","Jeff Mathis",2000,"Ari@SF 04:35PM ET",6.75,"Ari",NA,5.5,4.35,5.2,5
