"Cody Bellinger_LAD","Michael Conforto_NYM","Chris Taylor_LAD","Corey Seager_LAD","Yoenis Cespedes_NYM","Jay Bruce_NYM","Justin Turner_LAD","Lucas Duda_NYM","Yasmani Grandal_LAD","Asdrubal Cabrera_NYM","Miguel Sano_MIN","Wilmer Flores_NYM","Brian Dozier_MIN","Yasiel Puig_LAD","Neil Walker_NYM","Wil Myers_SD","Cory Spangenberg_SD","Adrian Gonzalez_LAD","Chase Utley_LAD","Eddie Rosario_MIN","Kike Hernandez_LAD","Austin Barnes_LAD","Jose Reyes_NYM","David Wright_NYM","Jose Pirela_SD","Ryan Schimpf_SD","Curtis Granderson_NYM","Travis d'Arnaud_NYM","Yangervis Solarte_SD","Hunter Renfroe_SD","Eduardo Escobar_MIN","Franklin Gutierrez_LAD","Max Kepler_MIN","Peter O'Brien_LAD","Alex Dickerson_SD","Joe Mauer_MIN","Joc Pederson_LAD","TJ Rivera_NYM","Kennys Vargas_MIN","Carlos Asuaje_SD","Amed Rosario_NYM","Trayce Thompson_LAD","Byron Buxton_MIN","Jabari Blash_SD","Hector Sanchez_SD","Travis Jankowski_SD","Brandon Nimmo_NYM","Logan Forsythe_LAD","Robbie Grossman_MIN","Andrew Toles_LAD","Willie Calhoun_LAD","Matt Szczur_SD","Jason Castro_MIN","Rob Segedin_LAD","Alex Verdugo_LAD","Juan Lagares_NYM","Chase d'Arnaud_SD","Matt Reynolds_NYM","Manuel Margot_SD","Gavin Cecchini_NYM","Andre Ethier_LAD","Zack Granite_MIN","Christian Bethancourt_SD","Austin Hedges_SD","Kevin Plawecki_NYM","Luis Urias_SD","Scott Van Slyke_LAD","Erick Aybar_SD","Ehire Adrianza_MIN","Franchy Cordero_SD","Rene Rivera_NYM","Chris Gimenez_MIN","Anthony Recker_MIN","Mike Freeman_LAD","Daniel Palka_MIN","Jorge Polanco_MIN","Brett Eibner_LAD","Dusty Coleman_SD","Jose Rondon_SD","Allen Cordoba_SD","Luis Torrens_SD"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,0,61,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,37,0,61,0,0,68,0,0,25,0,0,0,51,0,0,0,0,0,48,0,0,0,53,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,16,0,0,0,50,0,0,0,0,0
37,0,32,43,0,0,40,0,42,0,0,0,0,43,0,0,0,13,33,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,49,0,0,0,0,3,0,0,0,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,21,44,0,24,0,26,0,19,0,0,21,0,0,0,0,0,0,0,40,0,0,0,31,21,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,21,0,26,0,0,25,0,0,35,0,0,0,29,0,0,0,0,0,21,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,12,0,0,0,25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,21,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,7,8,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,6,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,5,7,0,0,7,0,3,0,0,0,0,7,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,0,59,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,37,0,53,0,0,51,0,0,29,0,0,0,65,0,0,0,0,0,47,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,23,0,0,0,53,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,6,5,0,0,8,9,0,0,0,0,0,0,0,0,0,7,0,0,0,16,4,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,6,2,0,0,2,6,0,0,0,0,0,0,0,0,0,8,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,34,45,0,0,32,0,36,0,0,0,0,41,0,0,0,20,22,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,0,0,0,0,9,0,0,0,0,0,51,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,59,0,59,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,36,0,52,0,0,48,0,0,21,0,0,0,47,0,0,0,0,0,64,0,0,0,42,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,24,0,0,0,46,0,0,0,0,0
9,0,4,17,0,0,16,0,18,0,0,0,0,17,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,9,6,0,0,14,16,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,4,0,8,0,0,0,0,13,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,6,7
0,0,0,0,0,0,0,0,0,0,53,0,56,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,35,0,53,0,0,53,0,0,25,0,0,0,45,0,0,0,0,0,42,0,0,0,60,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,3,0,0,0,44,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,0,4,13,0,6,0,7,0,11,0,0,13,0,0,0,0,0,0,0,14,0,0,0,10,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,3,3,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,6,0
0,3,0,0,0,5,0,2,0,2,0,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,0,0,0,0,0,0,0,16,33,0,0,41,54,0,0,0,0,0,0,0,0,0,18,0,0,0,14,9,12,0,0,0,0,0,8,0,0,0,0,0,0,60,0,0,0,0,42,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,14,12
0,2,0,0,4,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
