"Cody Bellinger_LAD","Michael Conforto_NYM","Chris Taylor_LAD","Corey Seager_LAD","Yoenis Cespedes_NYM","Jay Bruce_NYM","Justin Turner_LAD","Lucas Duda_NYM","Yasmani Grandal_LAD","Asdrubal Cabrera_NYM","Miguel Sano_MIN","Wilmer Flores_NYM","Brian Dozier_MIN","Yasiel Puig_LAD","Neil Walker_NYM","Wil Myers_SD","Cory Spangenberg_SD","Adrian Gonzalez_LAD","Chase Utley_LAD","Eddie Rosario_MIN","Kike Hernandez_LAD","Austin Barnes_LAD","Jose Reyes_NYM","David Wright_NYM","Jose Pirela_SD","Ryan Schimpf_SD","Curtis Granderson_NYM","Travis d'Arnaud_NYM","Yangervis Solarte_SD","Hunter Renfroe_SD","Eduardo Escobar_MIN","Franklin Gutierrez_LAD","Max Kepler_MIN","Peter O'Brien_LAD","Alex Dickerson_SD","Joe Mauer_MIN","Joc Pederson_LAD","TJ Rivera_NYM","Kennys Vargas_MIN","Carlos Asuaje_SD","Amed Rosario_NYM","Trayce Thompson_LAD","Byron Buxton_MIN","Jabari Blash_SD","Hector Sanchez_SD","Travis Jankowski_SD","Brandon Nimmo_NYM","Logan Forsythe_LAD","Robbie Grossman_MIN","Andrew Toles_LAD","Willie Calhoun_LAD","Matt Szczur_SD","Jason Castro_MIN","Rob Segedin_LAD","Alex Verdugo_LAD","Juan Lagares_NYM","Chase d'Arnaud_SD","Matt Reynolds_NYM","Manuel Margot_SD","Gavin Cecchini_NYM","Andre Ethier_LAD","Zack Granite_MIN","Christian Bethancourt_SD","Austin Hedges_SD","Kevin Plawecki_NYM","Luis Urias_SD","Scott Van Slyke_LAD","Erick Aybar_SD","Ehire Adrianza_MIN","Franchy Cordero_SD","Rene Rivera_NYM","Chris Gimenez_MIN","Anthony Recker_MIN","Mike Freeman_LAD","Daniel Palka_MIN","Jorge Polanco_MIN","Brett Eibner_LAD","Dusty Coleman_SD","Jose Rondon_SD","Allen Cordoba_SD","Luis Torrens_SD"
113.262176560122,0,6.37896174863388,11.475,0,0,7.53900709219858,0,-1.49350649350649,0,0,0,0,24.0505552308591,0,0,0,-4.06833333333333,2.87789084181314,0,0,6.71637426900585,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0,0,2.8033033033033,0,0,0,0,-5,0,0,0,0,0,8.11664295874822,0,8.27777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0,0,0
0,94.2767857142857,0,0,20,-14.2485875706215,0,7.69324473975637,0,2.90384615384615,0,4.26420454545455,0,0,3.19047619047619,0,0,0,0,0,0,0,-3.40566037735849,0,0,0,-14.4045454545455,-6.93472906403941,0,0,0,0,0,0,0,0,0,32.8484848484849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31818181818182,0,2.83333333333333,0,-26,0,0,0,0,-15,0,0,0,0,0,-7.37126436781609,0,0,0,0,0,0,0,0,0,0
6.37896174863388,0,78.8018648018648,-4.61184210526316,0,0,17.9512195121951,0,-7.94106280193237,0,0,0,0,8.92561683599419,0,0,0,3.66959064327485,-5.56587301587302,0,0,-16.8874458874459,0,0,0,0,0,0,0,0,0,0.377777777777778,0,0,0,0,7.09677419354839,0,0,0,0,24.7,0,0,0,0,0,19.7896613190731,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0
11.475,0,-4.61184210526316,71.560958118187,0,0,3.46491228070175,0,22.2463942307692,0,0,0,0,17.9014084507042,0,0,0,3.24466571834993,3.71301020408163,0,0,-2.78947368421053,0,0,0,0,0,0,0,0,0,0.154545454545455,0,0,0,0,10.6921373200443,0,0,0,0,13.8571428571429,0,0,0,0,0,16.6287878787879,0,-0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,-7.35,0,0,0,0
0,20,0,0,112.94154589372,-10.2513842746401,0,44.4782196969697,0,33.8768768768769,0,31.8333333333333,0,0,10.4736842105263,0,0,0,0,0,0,0,-2.38636363636364,0,0,0,21.4444444444444,54.0956439393939,0,0,0,0,0,0,0,0,0,-6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,-1.08333333333333,0,0,0,0,0,0,0,0,0,0,3.36538461538462,0,0,0,0,0,0,0,0,0,0
0,-14.2485875706215,0,0,-10.2513842746401,78.8011226944667,0,-12.9322444041137,0,8.54053236539625,0,16.6060606060606,0,0,-10.6818181818182,0,0,0,0,0,0,0,8.5897815623843,0,0,0,-0.0949519230769231,-12.0119047619048,0,0,0,0,0,0,0,0,0,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.3717948717949,0,-6.2,0,40.0833333333333,0,0,0,0,-10.8,0,0,0,0,0,13.2651209677419,0,0,0,0,0,0,0,0,0,0
7.53900709219858,0,17.9512195121951,3.46491228070175,0,0,43.2578088578089,0,2.16049953746531,0,0,0,0,1.63721804511278,0,0,0,9.87619047619048,9.75402298850575,0,0,26.1578947368421,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,0,0,3.93846153846154,0,0,0,0,11.6190476190476,0,0,0,0,0,17.2258064516129,0,11.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,13,0,0,0,0
0,7.69324473975637,0,0,44.4782196969697,-12.9322444041137,0,68.5309360126917,0,20.4367015098722,0,-10.0483870967742,0,0,23.2566844919786,0,0,0,0,0,0,0,9.41529411764706,0,0,0,5.72850241545894,29.2102102102102,0,0,0,0,0,0,0,0,0,10.9836956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5333333333333,0,-66,0,0,0,0,0,0,36,0,0,0,0,0,1.99802371541502,0,0,0,0,0,0,0,0,0,0
-1.49350649350649,0,-7.94106280193237,22.2463942307692,0,0,2.16049953746531,0,49.1635610766046,0,0,0,0,-1.90860215053763,0,0,0,6.75238095238095,-6.48163265306122,0,0,-10.5,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,4.09407665505227,0,0,0,0,-15.1666666666667,0,0,0,0,0,11.5388888888889,0,-2.10457516339869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.90384615384615,0,0,33.8768768768769,8.54053236539625,0,20.4367015098722,0,54.3874316939891,0,19.401185770751,0,0,3.13738738738739,0,0,0,0,0,0,0,4.41241496598639,0,0,0,15.7705827937095,20.0937921727395,0,0,0,0,0,0,0,0,0,18.6030769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,-49,0,0,0,0,0,0,6,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0
