"Place_lo","Place_hi","Payout"
1st	$3,000.00
2nd	$2,000.00
3rd	$1,500.00
4th	$1,000.00
5th	$750.00
6th	$500.00
7th - 8th	$400.00
9th - 10th	$300.00
11th - 15th	$200.00
16th - 25th	$150.00
26th - 40th	$100.00
41st - 65th	$80.00
66th - 90th	$60.00
91st - 140th	$50.00
141st - 200th	$40.00
201st - 300th	$30.00
301st - 480th	$25.00
481st - 805th	$20.00
806th - 1335th	$15.00
1336th - 2210th	$12.00
