"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",13000,"CHC@LAD 04:10PM ET",26.585,"LAD"
"SP","Madison Bumgarner",12200,"ATL@SF 04:05PM ET",20.813,"SF"
"SP","Jacob deGrom",12100,"NYM@PIT 08:08PM ET",21.582,"NYM"
"SP","Jon Lester",11200,"CHC@LAD 04:10PM ET",19.12,"CHC"
"SP","Noah Syndergaard",11100,"NYM@PIT 08:08PM ET",18.18,"NYM"
"SP","Johnny Cueto",10800,"ATL@SF 04:05PM ET",16.6,"SF"
"SP","Gerrit Cole",9900,"NYM@PIT 08:08PM ET",16.275,"PIT"
"SP","Steven Matz",9900,"NYM@PIT 08:08PM ET",0,"NYM"
"SP","Jeff Samardzija",9800,"ATL@SF 04:05PM ET",18.091,"SF"
"SP","Alex Wood",9600,"CHC@LAD 04:10PM ET",20.4,"LAD"
"SP","Jake Arrieta",9200,"CHC@LAD 04:10PM ET",13.792,"CHC"
"SP","Rich Hill",8900,"CHC@LAD 04:10PM ET",10.063,"LAD"
"SP","Carlos Martinez",8900,"STL@COL 03:10PM ET",20.665,"STL"
"SP","Kenta Maeda",8800,"CHC@LAD 04:10PM ET",15.019,"LAD"
"SP","Tyler Anderson",8700,"STL@COL 03:10PM ET",13.495,"COL"
"SP","Kyle Hendricks",8500,"CHC@LAD 04:10PM ET",14.53,"CHC"
"SP","Jon Gray",8400,"STL@COL 03:10PM ET",7.65,"COL"
"SP","Julio Urias",8200,"CHC@LAD 04:10PM ET",4.74,"LAD"
"SP","Michael Wacha",8200,"STL@COL 03:10PM ET",15.95,"STL"
"SP","Julio Teheran",8200,"ATL@SF 04:05PM ET",8.469,"ATL"
"SP","Mike Foltynewicz",8200,"ATL@SF 04:05PM ET",12.244,"ATL"
"SP","Mike Leake",8100,"STL@COL 03:10PM ET",20.2,"STL"
"SP","John Lackey",7900,"CHC@LAD 04:10PM ET",14.215,"CHC"
"SP","Ivan Nova",7700,"NYM@PIT 08:08PM ET",16.82,"PIT"
"SP","Zack Wheeler",7600,"NYM@PIT 08:08PM ET",13.189,"NYM"
"SP","German Marquez",7600,"STL@COL 03:10PM ET",15.325,"COL"
"SP","Matt Moore",7600,"ATL@SF 04:05PM ET",11.39,"SF"
"SP","Brandon McCarthy",7300,"CHC@LAD 04:10PM ET",15.056,"LAD"
"SP","Jameson Taillon",7200,"NYM@PIT 08:08PM ET",15.35,"PIT"
"SP","Lance Lynn",7200,"STL@COL 03:10PM ET",18.889,"STL"
"SP","Jaime Garcia",7000,"ATL@SF 04:05PM ET",13.544,"ATL"
"SP","Matt Harvey",6900,"NYM@PIT 08:08PM ET",9.365,"NYM"
"SP","Tyler Chatwood",6900,"STL@COL 03:10PM ET",14.6,"COL"
"SP","Matt Wisler",6900,"ATL@SF 04:05PM ET",-0.29,"ATL"
"SP","Bartolo Colon",6800,"ATL@SF 04:05PM ET",6.225,"ATL"
"SP","Tyler Glasnow",6700,"NYM@PIT 08:08PM ET",7.275,"PIT"
"SP","Marcos Molina",6700,"NYM@PIT 08:08PM ET",0,"NYM"
"SP","Hyun-Jin Ryu",6700,"CHC@LAD 04:10PM ET",12.2,"LAD"
"SP","Chad Kuhl",6600,"NYM@PIT 08:08PM ET",6.305,"PIT"
"SP","Chad Bettis",6600,"STL@COL 03:10PM ET",0,"COL"
"SP","Brett Anderson",6400,"CHC@LAD 04:10PM ET",3.65,"CHC"
"SP","Matt Cain",6400,"ATL@SF 04:05PM ET",10.38,"SF"
"SP","Jeff Hoffman",6300,"STL@COL 03:10PM ET",18.517,"COL"
